در	porte
سیلور	argenté
سیلور	argent
تحرک	mouvement
تحرک	mobilité
تحرک	mouvements
شایعه	rumeur
نئو	néo
دفعات	fois
لطیف	subtile
لطیف	subtil
لطیف	subtilement
ساعتی	heure
محرومیت	privations
محرومیت	privation
محرومیت	dénuement
محرومیت	deuil
خورش	ragoût
پره	pleine
پره	complète
پره	complet
پره	plein
بحثش	débat
بحثش	discussions
ارتشی	militaire
ارتشی	militaires
ارتشی	armée
داوطلبان	bénévole
داوطلبان	bénévoles
داوطلبان	volontaires
ناتوان	incapables
ناتوان	faible
ناتوان	faiblesse
ناتوان	faibles
مکی	rousseur
خیز	œdème
خیز	veillée
بزودی	prochainement
بزودی	bientot
بزودی	bientôt
شانزدهمین	seizième
شانزدهمین	xvie
آشفته	dérangée
آشفته	troublée
آشفته	contrarié
آشفته	perturbé
آشفته	contrariée
آشفته	perturbée
آشفته	bouleversé
آشفته	bouleversée
آشفته	troublé
آشفته	perturbés
آشفته	confuse
آشفته	dérangé
آشفته	perplexe
آشفته	confus
غرور	coiffeuse
غرور	vaniteux
غرور	fierté
غرور	orgueil
غرور	vanité
سونامی	tsunamis
نامعتبر	invalides
نامعتبر	invalide
مدیون	endetté
مدیون	redevable
مدیون	endettés
مستحکم	fortifié
مستحکم	enrichis
مستحکم	fortifiée
چریکی	guérilla
سولفید	sulfure
شوری	salinité
کشتیرانی	expédition
کشتیرانی	livraison
کشتیرانی	envoi
اسپین	tourner
اسپین	tourne
اسپین	vrille
رومانیایی	roumain
رومانیایی	roumains
رومانیایی	roumaine
آرایشی	maquillage
آرایشی	maquiller
ارتدوکس	orthodoxes
ارتدوکس	orthodoxie
ارتدوکس	orthodoxe
ویلن	violon
کریکت	criquets
کریکت	criquet
آغوش	calin
آغوش	câlins
آغوش	armes
آغوش	câlin
آغوش	embrassez
آغوش	étreinte
آغوش	embrasser
آغوش	bras
فیلترینگ	filtrant
فیلترینگ	filtrage
دوقطبی	bipolaire
دوقطبی	bipolaires
پناهندگان	réfugiés
موصل	mossoul
آشفتگی	désarroi
آشفتگی	turbulences
آشفتگی	anarchie
توسکانی	toscane
ریتمیک	rythmique
زیباست	magnifiques
زیباست	magnifique
زیباست	belle
زیباست	superbe
زیباست	beau
اکتشافی	exploratoire
اکتشافی	exploratoires
خسارات	pertes
تبلور	cristallisation
دردسر	perturbation
گچی	plâtre
تکانه	élan
داون	aurore
داون	aube
امداد	ambulanciers
امداد	soulagé
امداد	soulagement
امداد	secours
سواره	cavalerie
سواره	équitation
سیاستهای	politiques
بزمجه	surveiller
بزمجه	moniteurs
بزمجه	orné
بزمجه	moniteur
هیدروکسید	hydroxyde
گرنت	subvention
دیلی	quotidienne
دیلی	quotidien
دیلی	quotidiens
دیلی	journalier
گردهمایی	réunion
گردهمایی	retrouvailles
بیگانگان	etrangers
بیگانگان	étrangers
دبیرخانه	secrétariat
توصیفی	descriptif
دوقلو	jumeau
دوقلو	jumelle
دوقلو	jumelles
دوقلو	jumeaux
چاقو	poignard
چاقو	couteaux
چاقو	couteau
استات	acétate
اورژانس	urgence
اورژانس	urgences
لادن	chargé
لادن	chargés
تعمیرات	réparer
تعمیرات	réparations
تعمیرات	réparation
تعمیرات	réparateur
رقمی	numérique
رقمی	numériques
براق	rayonnante
براق	brillants
براق	paillettes
براق	brillance
براق	brillant
کاکایی	mouette
بروکس	ruisseaux
آدینه	vendredi
آدینه	congrégation
رستگاری	rachat
رستگاری	rédemption
برمودا	bermudes
دلیجان	entraîneur
دلیجان	entraineur
دلیجان	diligence
فمینیست	féministes
فمینیست	féministe
گمرک	coutumes
گمرک	douanières
گمرک	douanes
گمرک	douane
گمرک	douanier
معرف	représente
کلکته	calcutta
نهی	interdite
نهی	interdit
نهی	interdire
نهی	interdites
نهی	interdisant
نهی	interdits
استانداران	satrapie
توپولوژی	topologie
سسک	paruline
پرسید	demandé
گنجه	placard
هک	piratés
هک	hacker
هک	pirater
هک	piraté
هک	piratage
تجهیز	mobiliser
تجهیز	mobilisation
نیکولای	nikolaï
گیج	confuse
گیج	perplexe
گیج	troublé
گیج	confus
گلدار	floraison
ناتالی	nathalie
رویا	rêve
رویا	reve
رویا	rêves
رویا	rêver
واکنشی	réaction
واکنشی	réactives
واکنشی	réactif
واکنشی	réceptif
واکنشی	réactive
واکنشی	réactifs
عود	encens
کارآگاه	détective
کارآگاه	inspecteur
کارآگاه	inspectrice
مرجانی	corail
مرجانی	coraux
افتتاحیه	vernissage
افتتاحیه	investiture
افتتاحیه	première
افتتاحیه	ouverture
نیترات	nitrates
تجار	commerçants
تجار	marchands
دوپینگ	dopage
منکر	déshonneur
ضمنی	implicites
ضمنی	implicitement
ضمنی	implicite
مزه	goûter
مزه	saveur
مزه	goût
مزه	goûts
مزه	goûté
مزه	gouter
بلاک	bloc
بلاک	bloquer
بلاک	blocage
بیستمین	xxe
بیستمین	vingtième
اتیل	éthyle
اتیل	éthylique
منیزیم	magnésium
همسری	epouse
همسری	conjoints
همسری	conjoint
همسری	épouse
همسری	époux
کراس	croix
کراس	croisée
کراس	croisé
کراس	traverser
مقوله	catégories
مقوله	catégorie
فامیل	familles
فامیل	familiale
فامیل	famille
ستم	injustices
سرخرگ	artère
فیلمساز	réalisateur
فیلمساز	cinéaste
باغبانی	jardinage
انطباق	hasard
انطباق	coïncidences
انطباق	coïncidence
بازداشتگاه	brick
حوصله	humeur
حوصله	ambiance
مستعد	enclin
مستعد	sensibles
همون	même
همون	mêmes
همون	identique
همون	meme
همون	pareil
جوئل	joël
قبولی	acceptation
گهواره	crèche
گهواره	berceau
بریتنی	bretagne
بریتنی	bretonne
ساختمانهای	bâtiments
ساختمانهای	immeubles
ساختمانهای	édifices
آفت	nuisibles
آفت	peste
آفت	ravageurs
آفت	parasite
توانا	puissantes
توانا	puissants
توانا	compétents
توانا	compétentes
توانا	puissante
توانا	compétente
توانا	puissant
توانا	capables
توانا	capable
توانا	compétent
آخرالزمان	apocalyptique
سپاسگزارم	reconnaissants
سپاسگزارم	reconnaissante
سپاسگزارم	reconnaissant
مادران	mères
گواه	témoins
گواه	témoin
باتلر	majordome
معاش	subsistance
آوایی	phonétique
سوختن	brûler
سوختن	graver
سوختن	gravure
سوختن	brûlant
سوختن	brûlent
سوختن	brûlure
معترض	critique
نمایه	profil
نمایه	profils
نمایه	indice
فنجان	tasse
فنجان	coupe
فنجان	gobelet
عالیه	super
عالیه	impressionnant
عالیه	grande
عالیه	génial
عالیه	grand
مدح	éloge
روکش	tampons
روکش	couverture
روکش	placage
ژولیوس	jules
استیت	état
استیت	etat
فتوحات	conquêtes
همسایگان	voisines
همسایگان	voisins
برخورداری	jouissance
برخورداری	plaisir
آندرس	andres
آندرس	andrés
بندیکت	benoît
غلاف	étui
پیوستگی	affinité
پیوستگی	affinités
پیوستگی	continuité
استوانه	cylindres
استوانه	bouteille
استوانه	vérin
استوانه	cylindre
سافت	douce
سافت	douceur
سافت	douces
سافت	tendre
سافت	doux
لغوی	lexicale
ولد	soudure
ولد	souder
مدلهای	maquettes
مدلهای	modèles
مجرم	criminel
مجرم	coupables
مجرم	pénale
مجرم	criminels
مجرم	coupable
مجرم	criminelle
دربرگیرنده	inclusif
مست	ivre
مست	saoul
مست	ivrogne
سکاها	scythes
سهل	insignifiant
مشارکتی	collaboratif
برادری	confrérie
برادری	fraternité
فریزر	congélateurs
فریزر	congélateur
قلیایی	alcalin
قلیایی	alcalines
قلیایی	métaux
قلیایی	alcalins
قلیایی	alcaline
میهمان	invités
میهمان	hôtes
میهمان	invité
میهمان	invitée
عدل	équité
عدل	égalité
والا	hautes
والا	haut
والا	élevée
والا	élevé
والا	haute
والا	sublimes
ارجمند	honorables
مشعل	chalumeau
مشعل	flambeau
مشعل	torche
لزومی	surestimé
غذاها	aliments
غذاها	nourritures
توسل	appel
توسل	pourvoi
قفقازی	caucasien
قفقازی	caucase
آسایش	confort
آسایش	réconfort
رویای	rêve
رویای	reve
رویای	rêves
رویای	rêver
مارین	marin
مارین	marins
بشار	bachar
سواران	cavalerie
سواران	cavaliers
سواران	coureurs
استقامت	patients
استقامت	patiente
تشبیه	métaphores
تشبیه	métaphore
تشبیه	métaphorique
کاست	castes
کتابها	ouvrages
کتابها	livres
دهانی	orale
دهانی	oraux
دهانی	buccale
خاله	tante
خاله	tatie
آذرخش	boulon
آذرخش	foudre
آذرخش	éclair
آذرخش	éclairs
تجسم	incarnée
تجسم	visualisation
تجسم	visualiser
تجسم	incarner
تجسم	incarné
تجارب	expériences
ترینیتی	trinité
فتنه	tentation
فتنه	persécutions
فتنه	tentations
فتنه	persécution
فتنه	persécuter
مدونا	madone
وودی	boisé
کثیف	crasseux
کثیف	cochonne
کثیف	sales
کثیف	sale
مسجدی	mosquée
استانداردها	normes
متروپولیتن	métropolitain
متروپولیتن	métropolitaine
جدال	polémique
جدال	litige
جدال	controverses
جدال	contestation
جدال	controverse
جدال	conflit
طبقاتی	classe
کشمکش	conflits
کشمکش	luttant
کشمکش	lutte
کشمکش	conflit
مشروعیت	légitimité
جابز	emplois
جابز	emploi
نورپردازی	éclairage
نورپردازی	eclairage
نورپردازی	luminaires
واحدها	unités
مشتاق	impatient
مشتاق	enthousiastes
مشتاق	enthousiaste
یکپارچگی	intégration
تخلص	pseudonyme
دیگ	casseroles
نمکی	sel
نمکی	salé
جریانی	flux
جریانی	ruisseau
همتا	pairs
همتا	pair
مهلت	répit
درمانگاه	dispensaire
درمانگاه	infirmerie
درمانگاه	clinique
سرامیک	céramique
سرامیک	céramiques
قانونگذاری	législative
قانونگذاری	législation
قانونگذاری	législatif
قانونگذاری	législations
قانونگذاری	législatives
زیرزمین	souterraine
زیرزمین	souterrain
زیرزمین	cave
زیرزمین	souterrains
نگهبانان	gardes
نگهبانان	gardiens
عقرب	scorpion
رایس	riz
دمکرات	démocrates
دمکرات	démocrate
آمارهای	statistique
آمارهای	statistiques
ملزم	obligé
ملزم	obligée
بیندازید	coulé
بیندازید	plâtre
بیندازید	jeté
بیندازید	coulée
لمور	lémurien
تسلیت	consolation
تسلیت	condoléances
مجارستانی	hongroise
مجارستانی	hongroises
مجارستانی	hongrois
طاعون	fléau
طاعون	peste
دعوا	combats
دعوا	combat
دعوا	bagarre
آهکی	calcaire
آهکی	calcaires
مرموز	énigmatique
مرموز	mystique
جولیان	julien
متا	méta
اسپرینگز	ressorts
نوارهای	bandes
نوارهای	cassettes
نوارهای	rubans
براندنبورگ	brandebourg
اکسپلورر	explorateurs
اکسپلورر	explorateur
گرو	bosquet
لبنانی	libanaise
لبنانی	libanais
لبنانی	libanaises
سرگردان	errer
سرگردان	errant
سرگردان	perplexe
الکترود	électrodes
الکترود	électrode
خیزش	soulèvement
خیزش	insurrection
خیزش	révolte
خیزش	hausses
درین	vidange
درین	drainer
پذیرفتن	accepter
پذیرفتن	acceptation
پذیرفتن	acceptant
نشنال	nationaux
نشنال	nationales
نشنال	nationale
شیره	sirop
فدایی	rémunération
فدایی	indemnisation
فدایی	dédommagement
فدایی	indemnité
اتباع	ressortissants
اتباع	nationaux
اهریمن	démon
سیرک	cirques
سیرک	cirque
نشت	épanchement
نشت	fuites
نشت	fuite
گریم	maquillage
گریم	maquiller
دیود	diodes
بنک	banque
بنک	banques
مادرزادی	congénitales
مادرزادی	congénitale
متعلقات	attirail
کارگزاران	cadres
کارگزاران	dirigeants
کارگزاران	exécutifs
شبی	nuit
شبی	soirée
شبی	soir
خریدار	achetée
خریدار	acheteur
خریدار	acquéreur
خریدار	achetées
خریدار	achetés
خریدار	achat
خریدار	achetez
خریدار	acheté
خریدار	achats
خریدار	acheter
فنول	phénol
برگی	feuille
برگی	feuilles
نگارگری	baptême
ترمز	frein
ترمز	freine
ترمز	freinage
ترمز	freins
ترمز	freiner
ایستا	stationnaires
ایستا	fixes
ایستا	statique
ایستا	stationnaire
ایستا	statiques
تورینگن	thuringe
کلانتر	shériff
کلانتر	shérif
یهودا	judée
مناسبات	raccord
مناسبات	essayage
متروک	désert
متروک	déserté
متروک	déserte
پنگوئن	manchots
پنگوئن	pingouins
پنگوئن	manchot
پنگوئن	pingouin
سیلیکون	silicone
سیلیکون	silicium
سریانی	syriaque
برخاسته	ressuscité
لمباردی	lombardie
کدر	rouillé
کدر	rouillée
فرای	frite
فرای	frire
رودولف	rodolphe
اندیشمندان	bricoler
گودال	fossé
گودال	gouffre
گودال	trou
خلاق	créative
خلاق	productifs
خلاق	créatif
خلاق	productives
خلاق	productif
خلاق	créatifs
انسداد	débloqués
انسداد	débloquer
انسداد	débloqué
مدلی	nages
آشپزخانه	cuisine
کیست	kyste
هوس	désir
هوس	désirer
هوس	désirs
هوس	luxure
دوما	douma
شکارچیان	chasseurs
کلاهک	ogives
کلاهک	capuchon
کلاهک	pac
کلاهک	charge
کلاهک	ogive
کلاهک	casquette
سفینه	vaisseau
سفینه	navire
عناصری	éléments
عناصری	eléments
سرکه	vinaigre
مهیا	préparés
مهیا	préparé
مهیا	préparées
مهیا	préparée
سکو	plateforme
سکو	plateformes
سکو	quai
سکو	plate
کود	fertilisants
کود	lisier
کود	engrais
کود	fumier
کود	fumiers
لوسیا	lucie
عروسکی	poupées
عروسکی	poupée
پافشاری	persistant
پافشاری	insistance
پافشاری	persévérance
پافشاری	persistance
پافشاری	obstination
قطعیت	certitude
قطعیت	certitudes
قطعیت	incertitude
قطعیت	incertitudes
نهادی	institutionnelles
نهادی	institutionnel
نهادی	institutionnels
نهادی	institutionnelle
پیل	esp
پیل	éplucher
گردشی	déplacement
گردشی	cylindrée
دیپلماسی	diplomatie
عواقب	contrecoup
عواقب	conséquences
عواقب	séquelles
محتمل	vraisemblable
محتمل	probables
تیروئید	thyroïde
ژوزه	jose
آدلاید	adélaïde
فروسرخ	infrarouge
فروسرخ	infrarouges
سنگفرش	trottoir
سنگفرش	pavage
سنگفرش	chaussée
هیمالیا	himalaya
بازاری	marché
شعاعی	radiale
نگهبانی	gardien
نگهبانی	gardes
نگهبانی	garde
تشنج	saisie
تشنج	saisies
تشنج	crises
کوانتوم	quantique
عمدی	intentionnels
عمدی	intentionnel
عمدی	intentionnelle
عمدی	intentionnellement
چرم	cuirs
چرم	cuir
بیابد	trouve
بیابد	trouvailles
مهد	berceau
اجساد	organes
اجساد	carrosseries
اجساد	cadavres
سبد	corbeille
سبد	panier
نورون	neurones
کششی	traction
ساندویچ	sandwichs
طلسم	amulette
طلسم	charme
دانشگاههای	universités
اسقفی	épiscopale
عادلانه	justes
عادلانه	équitable
عادلانه	équitables
عادلانه	foire
بازگشته	retournés
بازگشته	retournée
بازگشته	retourné
روشنفکری	intellectuelle
روشنفکری	intellectuel
روشنفکری	intellectuels
روشنفکری	illumination
ارغوانی	violet
ارغوانی	violette
ارغوانی	pourpre
پارکینگ	stationnement
خلوت	privé
خلوت	intimité
خلوت	privée
خلوت	privés
خلوت	confidentialité
اپراتور	exploitant
اپراتور	opérateur
اشتیاق	désir
اشتیاق	passions
اشتیاق	enthousiasme
اشتیاق	enthousiaste
زحل	saturne
سامورایی	samouraï
سامورایی	samouraïs
تون	tonalité
تون	tonus
ایزابل	isabelle
رگ	veine
نوترون	neutrons
نوترون	modérateur
نوترون	animateur
نوترون	animatrice
پلکان	escaliers
پلکان	escalier
معایب	défauts
رسوبی	sédimentaires
خادم	gardien
خادم	dépositaire
لحظات	instants
خلأ	vide
سهمیه	quotas
سهمیه	contingent
خیار	concombre
خیار	concombres
امت	communaute
امت	communauté
امت	communautaire
امت	collectivité
امت	oumma
گوشتی	chair
گوشتی	viande
گوشتی	viandes
صابر	sabre
پاکستانی	pakistanais
پاکستانی	pakistanaise
پاکستانی	pakistanaises
قضات	magistrats
قضات	juges
کاشته	plantées
کاشته	plantée
کاشته	planté
کاشته	plantés
قاشق	cuillère
قاشق	cuiller
قاشق	cuillères
ریسمان	cordes
ریسمان	cordages
جاویدان	immortels
جاویدان	immortelle
جاویدان	immortel
دیکتاتور	dictateur
بخاری	radiateur
آمریکن	américain
آمریکن	américaines
آمریکن	américaine
آمریکن	américains
طبی	médicale
طبی	médicaux
طبی	médical
دایناسورها	dinosaures
دایناسورها	dinosaure
بطلمیوس	ptolémée
توازن	équilibre
توازن	parité
توازن	parités
توازن	solde
امیلیا	amélie
امیلیا	emilie
زبانها	langues
کوردوبا	cordoue
کوردوبا	córdoba
تابوت	cercueil
تابوت	cercueils
نارضایتی	insatisfaction
نارضایتی	mécontentement
تفسیری	commentaire
عذاب	supplice
عذاب	tourments
عذاب	châtiment
عذاب	tourment
نقاب	masquer
نقاب	masque
نقاب	masques
رنگارنگ	colorée
رنگارنگ	colorés
رنگارنگ	coloré
رنگارنگ	multicolore
اولیور	olivier
انتساب	attribuer
انتساب	affecter
انتساب	assigner
دومینیک	dominique
فردریش	frédéric
حرمت	sainteté
اوون	fabien
پروتئینی	protéine
پروتئینی	protéines
پروتئینی	protéique
الفبایی	alphabétiquement
سلتیک	celtique
صهیونیسم	sionisme
آلو	prunes
آلو	prune
آلو	pruneaux
چیس	pourchasser
پلیمر	polymère
پلیمر	polymères
خلاء	vide
پشتون	tribus
ثانوی	secondaires
ثانوی	secondaire
مارتن	martín
مارتن	martine
کباب	grillades
مای	maï
تلف	gaspillages
تلف	gaspillage
تلف	gaspiller
تلف	déchet
تلف	déchets
آلان	alain
کجای	où
کجای	oú
کینه	rancunier
کینه	animosité
کینه	haine
کینه	rancune
کینه	rancœur
کینه	méchanceté
نیمکره	hémisphère
حکاکی	gravures
حکاکی	gravure
رقصنده	danseurs
رقصنده	danseur
رقصنده	danseuses
رقصنده	danseuse
یهودستیزی	antisémitisme
مکانهای	localisations
مکانهای	lieux
اقسام	tourments
ماکسیمیلیان	maximilien
اعترافات	confession
اعترافات	aveux
سوزاندن	brûler
سوزاندن	graver
سوزاندن	gravure
سوزاندن	brûlant
سوزاندن	brûlent
سوزاندن	brûlure
مارمولک	lézard
مارمولک	lézards
کنایه	sarcasme
کنایه	sarcasmes
کلم	chou
کلم	choux
امگا	oméga
پالرمو	palerme
زنانی	féminin
زنانی	femme
زنانی	femmes
خویشاوندی	parenté
دونده	coureur
ماکیان	volailles
ماکیان	volaille
متغیرها	variables
خار	chardon
خار	épines
نبردناو	cuirassé
ماقبل	pénultième
جرالد	gérald
بخشش	pitié
بخشش	clémence
بخشش	générosité
بخشش	miséricorde
بخشش	pardonner
کاربردها	demandes
فلوت	flûte
فلوت	flûtes
اتین	étienne
اتاقی	chambres
اتاقی	chambre
اتاقی	salle
مرزها	bordure
مرزها	frontières
مرزها	bordures
شبنم	rosée
بوهم	bohême
گذرنامه	passeport
گذرنامه	passeports
مکعبی	cubique
شهابی	météorite
شهابی	météore
موسیقیدان	musicienne
موسیقیدان	musicien
هیوز	hugues
تقلیل	réduction
تقلیل	diminué
تقلیل	diminuée
دومینیکا	dominique
واژگانی	lexicale
ساماندهی	réglementaires
ساماندهی	réglementaire
ساماندهی	comptabilité
ساماندهی	règlementation
بردگی	esclavage
خراج	hommage
خراج	hommages
خراج	tribut
لاستیک	pneu
لاستیک	caoutchouc
زنگی	négro
زنگی	nègre
تشخیصی	diagnostiques
تشخیصی	diagnostique
گرفتگی	éclipse
گرفتگی	éclipsé
دامپزشکی	vétérinaires
دامپزشکی	véto
دامپزشکی	fep
دامپزشکی	vétérinaire
پتی	mesquin
پتی	mesquine
غیرمستقیم	indirecte
غیرمستقیم	indirectement
غیرمستقیم	indirectes
غیرمستقیم	indirects
نامطلوب	indésirable
نامطلوب	indésirables
کرکس	vautours
کرکس	vautour
بازدیدکنندگان	spectateurs
بازدیدکنندگان	téléspectateurs
صیاد	prédateurs
صیاد	prédateur
گذشتن	passer
گذشتن	passant
کوهپایه	contreforts
مقصر	blâmer
مقصر	blâme
مقصر	épouvantable
مقصر	effroyable
ناخدا	capitaine
درخشندگی	brillance
درخشندگی	paillettes
درخشندگی	éblouissement
درخشندگی	luminosité
مخلوطی	mélange
متان	grisou
متان	méthane
گرانادا	grenade
استثنا	exception
استثنا	dérogations
اصطکاک	frottement
اصطکاک	adhérence
اصطکاک	frictions
گامبیا	gambie
درسدن	dresde
کوزه	bocal
کوزه	bocaux
کوزه	pot
کوزه	pots
کوزه	jarre
کوزه	urne
فرابنفش	ultraviolets
دوزخ	enfer
دروغین	fausses
دروغین	fausse
دروغین	faux
#فهرست	#liste
گالیله	galilée
الکسی	alexeï
مارتینز	martínez
پروفایل	profil
پروفایل	profils
تسریع	accélérations
تسریع	accélération
شربت	sirop
شربت	jus
الوار	planche
الوار	bois
تاثیری	reflète
دلم	envie
آبجو	bière
آبجو	biere
آبجو	bières
مات	opacité
مات	opaques
فراغت	loisir
فراغت	loisirs
شیردهی	allaitement
شیردهی	allaiter
کارآفرینی	entreprenariat
کارآفرینی	entrepreneuriat
بطری	flacon
بطری	flacons
بطری	biberon
بطری	bouteilles
بطری	bouteille
کلئوپاترا	cléopâtre
ذغال	houille
ذغال	charbon
ذغال	laitier
ذغال	scories
شاپرک	papillon
مفعول	objet
مفعول	fond
کرمی	ver
برآمد	inspecté
برآمد	inspectés
کربوکسیلیک	carboxyliques
ضربان	impulsions
ضربان	pulsations
ضربان	pulsation
ضربان	pouls
ضربان	impulsion
آیینه	miroir
آیینه	miroirs
کفر	blasphème
کفر	démenti
کفر	refus
کفر	déni
کفر	infidélité
کفر	négation
حلزون	mollusques
حلزون	coquillages
حلزون	escargots
حلزون	coquillage
حلزون	crustacés
حلزون	escargot
فاسد	pourrie
فاسد	corrompus
فاسد	pourri
فاسد	dégénéré
فاسد	dégénérés
فاسد	corrompue
فاسد	pourris
فاسد	corrompu
فرآوری	procréer
فرآوری	procréation
ابرها	nuages
نویسه	personnage
نویسه	personnages
نویسه	caractères
نویسه	caractère
چسب	colle
چسب	adhésive
چسب	colles
چسب	adhésif
چسب	adhésifs
سیلویا	sylvie
شناختن	reconnaissant
شناختن	identifier
شناختن	reconnaître
ژاندارمری	carabiniers
تعویق	différer
سرسخت	entêté
سرسخت	borné
سرسخت	têtu
سرسخت	têtue
لفظی	littéral
لفظی	littérale
کلینیک	dispensaire
کلینیک	clinique
پیشگویی	prophéties
پیشگویی	prophétie
قولی	promesses
قولی	promettre
قولی	promis
قولی	promets
قولی	promesse
مردانی	hommes
مردانی	homme
مردانی	masculins
پیشنهادهای	propositions
ترامپ	atout
خردمند	intelligente
خردمند	intelligents
خردمند	sage
خردمند	intelligentes
اژه	égée
تاسف	regrets
تاسف	regretter
تاسف	regrette
معاینه	examen
هرمس	hermès
هضم	digéré
هضم	digérer
جنگها	guerres
پالایه	filtre
پالایه	filtres
پالایه	filtrant
پالایه	filtrage
پالایه	filtrer
سوت	sifflement
سوت	siffler
سوت	siffle
سوت	sifflet
جامه	enroulé
جامه	enveloppés
جامه	emballé
جامه	enveloppé
جامه	emballés
غیرطبیعی	troublante
میگوید	dit
همراهان	compagnons
کابوس	cauchemar
کابوس	cauchemars
مازاد	excédent
مازاد	excès
مازاد	excédents
مازاد	excédentaires
ورشکستگی	faillites
ورشکستگی	banqueroute
ورشکستگی	faillite
فاکتورهای	factures
فواید	prestations
فواید	avantages
فواید	bénéfices
دوردست	lointain
دوردست	distants
دوردست	lointaine
دوردست	distante
دهها	douzaine
دهها	dizaines
دهها	rte
دهها	douzaines
تجلی	épiphanie
رودها	rivières
رودها	ruisseaux
رودها	fleuves
کامپایل	compiler
کامپایل	compilation
کامپایل	recueil
آمینو	aminé
آمینو	aminés
شال	châle
شال	foulard
شال	écharpe
خوشی	joie
خوشی	bonheur
مورچه	fourmi
مورچه	fourmis
ستوده	louable
ستوده	loué
ناز	félicité
ناز	mignonne
ناز	mignon
ناز	mignons
باغچه	jardins
باغچه	jardin
جوانه	choux
جوانه	germes
جوانه	pousses
فاینال	définitif
فاینال	définitive
فاینال	finale
میسون	maçon
هیدرولیک	hydraulique
هیدرولیک	hydrauliques
سفالی	céramique
سفالی	poterie
سفالی	poteries
افزونه	prolongation
افزونه	vulgarisation
افزونه	prolongement
رژه	défilé
اخیرا	récent
اخیرا	dernièrement
اخیرا	récemment
زهر	empoisonner
زهر	venin
زهر	empoisonné
زهر	poisons
اکتشافات	découvertes
اکتشافات	prospection
شقایق	baies
شقایق	anémone
تاجیکی	tadjik
تمسخر	moqueries
تمسخر	moquer
تمسخر	moquerie
تمسخر	ridiculiser
موز	bananes
موز	banane
اندوه	chagrin
اندوه	deuil
اندوه	peine
اندوه	angoisse
اندوه	tristesse
آکوستیک	acoustique
آکوستیک	acoustiques
هنرمندی	artistes
هنرمندی	artiste
هنرمندی	artistiques
هنرمندی	artistique
آریان	aryenne
آریان	aryens
نیمروز	midi
چوپان	berger
چوپان	bergers
بالستیک	balistique
بالستیک	balistiques
نابینا	aveugles
نابینا	aveugle
فریبا	charmant
فریبا	charmante
فریبا	charmants
سیستماتیک	systématiques
سیستماتیک	systématiquement
سیستماتیک	systématique
آماتور	amateurs
فوراً	aussitôt
فوراً	immédiatement
توالت	toilette
توالت	toilettes
توالت	wc
برگرداند	reproduire
آرین	aryenne
آرین	aryens
تورنمنت	tournoi
تورنمنت	tournois
هیچکس	personne
دادرسی	procès
دادرسی	essai
اتاقک	cabine
اتاقک	cabane
کیس	cas
کیس	sfic
کیس	affaire
کیس	étui
کهکشانی	galactique
جرارد	gérard
مختل	perturber
مسموم	empoisonnés
مسموم	empoisonnée
مسموم	empoisonner
مسموم	empoisonnées
مسموم	empoisonné
مسموم	poisons
ماین	principaux
ماین	principal
ماین	principales
ماین	principale
کارزار	bataille
کارزار	combat
هلیم	hélium
خریداران	acheteurs
خریداران	acquéreurs
اهانت	outrage
اهانت	mépris
همخوان	choeur
همخوان	refrain
همخوان	consonne
همخوان	chœur
همخوان	chœurs
امپریالیسم	impérialisme
امپریالیسم	impérialiste
اسلاوی	slave
اسلاوی	slaves
میهنی	patriotisme
میهنی	patriote
میهنی	patriotes
میهنی	patriotique
هپاتیت	hépatite
مناسک	rituels
تظاهر	prétendez
تظاهر	prétends
تظاهر	semblant
تظاهر	prétendant
تظاهر	feignant
تظاهر	prétendre
امانت	offerts
امانت	offertes
امانت	intégrité
امانت	offerte
امانت	offert
گومز	gómez
حاصلخیز	fertiles
حاصلخیز	féconde
حاصلخیز	fécond
سنترال	centrale
خالدار	repéré
خالدار	repérés
خالدار	repérée
ساکت	calme
ساکت	tranquille
ساکت	silencieuse
ساکت	silencieux
کلمنت	clément
طرحهای	dessins
ملیتی	nationalités
ملیتی	nationalité
دلا	délia
فشنگ	cartouche
فشنگ	cartouches
فشنگ	douilles
فشنگ	balle
روانکاوی	psychanalyse
هلنا	hélène
افعال	verbes
افشا	démasquer
افشا	dévoiler
افشا	exposer
افشا	révéler
شایعات	rumeurs
شایعات	rumeur
بازخورد	commentaires
بازخورد	rétroaction
آلباتروس	albatros
انسولین	insuline
شاعرانه	poétique
مؤمن	fidèles
مؤمن	croire
مؤمن	croyante
مؤمن	fidèle
مؤمن	croyant
ماندگاری	persistant
ماندگاری	durabilité
ماندگاری	viables
ماندگاری	pérennité
ماندگاری	persévérance
ماندگاری	longévité
ماندگاری	persistance
ماندگاری	obstination
شیروانی	attique
شیروانی	grenier
بافر	tampon
قیچی	ciseau
قیچی	ciseaux
چاقی	gros
چاقی	grasse
چاقی	gras
چاقی	obésité
چاقی	graisse
چاقی	graisses
بازو	bras
بازو	armes
پرنسس	princesse
پرنسس	princesses
لایق	mérite
لایق	dignes
لایق	digne
لایق	capables
فالتس	palatinat
اشتراکی	collectif
اشتراکی	collectifs
پرستاران	infirmiers
پرستاران	infirmier
پرستاران	infirmières
پارت	partie
شیلات	pêche
شیلات	pêcherie
تیمهای	équipes
تیمهای	equipes
درنگ	hésitation
درنگ	hésitations
درنگ	resté
درنگ	séjourné
نابرابری	inégalité
نابرابری	inégalités
