और	et
टिप	pourboire
टिप	pointe
टिप	astuce
टाइगर्स	tigres
हाईवे	autoroute
हाईवे	route
हाईवे	autoroutes
हत्यारा	meurtrier
हत्यारा	tueur
दयालु	généreuse
दयालु	généreux
दयालु	bienveillante
दयालु	généreuses
दयालु	bienveillant
दयालु	aimable
दयालु	générosité
होंठ	bouche
होंठ	lèvres
कुएं	puits
गंतव्यों	destination
सेलेनियम	sélénium
खण्डन	réfuter
खण्डन	contredisent
खण्डन	contredire
खण्डन	contredit
असैनिक	corroborer
असैनिक	corroborée
असैनिक	corroboré
मेंढक	grenouille
मेंढक	grenouilles
इंपीरियल	impérial
इंपीरियल	impériale
इंपीरियल	impérialiste
निष्क्रियता	inactivité
हकीकत	réalités
हकीकत	réalité
कार्ट	charrette
कार्ट	chariot
कार्ट	panier
कार्ट	chariots
गुर	astuces
गुर	ruses
मासूम	innocente
मासूम	innocents
मासूम	innocentes
उल्का	météorite
उल्का	météore
संगोष्ठी	séminaire
नाराज़	furax
नाराज़	énervé
नाराज़	énervée
चिंतक	penseur
यूरेशिया	eurasie
दबाया	pressés
दबाया	pressées
दबाया	appuyé
दबाया	pressée
दबाया	pressé
अर्थपूर्ण	expressif
रोटरी	rotatives
रोटरी	rotatifs
रोटरी	rotatif
रोटरी	rotative
भरण	remplissez
भरण	remplir
भरण	remplissage
प्रेयोक्ति	euphémisme
पापी	pécheurs
पापी	pécheur
अजनबी	étranger
अजनबी	etranger
अजनबी	etrangers
अजनबी	étrangers
रुके	resté
रुके	séjourné
ट्रांसपोर्ट	transports
अपवर्तन	réfraction
अनुक्रिया	réponse
अनुक्रिया	réaction
ब्लूम	fleurir
ब्लूम	floraison
जैतून	olives
बागडोर	rênes
बज	sonner
बज	sonnerie
बज	sonne
स्पंदन	vibrations
अनभिज्ञ	paumé
प्रतिद्वंद्वियों	opposants
प्रतिद्वंद्वियों	adversaires
कोठरी	placard
कूल्हे	hanche
कूल्हे	hanches
कूल्हे	branché
अपरदन	érosion
धीरज	consolation
चयनात्मक	sélectivité
चयनात्मक	sélectifs
चयनात्मक	sélectives
चयनात्मक	sélective
चयनात्मक	sélectif
त्रुटियां	déficiences
त्रुटियां	défauts
त्रुटियां	erreurs
त्रुटियां	insuffisances
त्रुटियां	failles
त्रुटियां	carences
त्रुटियां	lacunes
त्रुटियां	fautes
बॉयलर	chaudière
रेस्टोरेंट	gastronomie
नंगे	nu
नंगे	nue
नंगे	nues
नंगे	nus
दिलों	cœur
दिलों	coeurs
दिलों	cœurs
दिलों	coeur
चीते	guépard
चीते	léopard
रिटेल	détail
अटकलें	spéculation
अटकलें	spéculations
दोस्ताना	convivial
दोस्ताना	amicale
दोस्ताना	amical
दोस्ताना	sympathique
समकालिक	synchronisés
समकालिक	synchronisées
समकालिक	synchronisé
समकालिक	synchronisée
समकालिक	synchrone
प्रशिक्षु	stagiaire
प्रशिक्षु	apprentis
प्रशिक्षु	novices
प्रशिक्षु	apprentie
प्रशिक्षु	apprenti
प्रशिक्षु	débutante
त्रुटियाँ	erreurs
त्रुटियाँ	fautes
चिनाई	maçonnerie
प्यारा	adorable
प्यारा	belle
प्यारा	mignonne
प्यारा	charmant
प्यारा	charmante
प्यारा	mignon
प्यारा	ravissante
प्यारा	mignons
बूम	boum
जमने	congélation
जमने	congeler
जमने	gel
मार्था	marthe
विरह	séparation
उग्रवादी	militante
बोर्नियो	bornéo
कंसोल	pupitre
कंसोल	consoles
सर्जिकल	chirurgicale
सर्जिकल	chirurgie
सर्जिकल	chirurgical
नियति	destin
नियति	destinée
रिकार्डिंग	enregistrement
रिकार्डिंग	enregistrements
विज्ञानियों	anthropologues
अंधविश्वास	superstitions
रहस्यवाद	mysticisme
ऑर्केस्ट्रा	orchestre
डायलिसिस	dialyse
पड़ोसियों	voisines
पड़ोसियों	voisins
यूजर	utilisateur
यूजर	usager
डालें	entrer
डालें	saisissez
डालें	saisir
डालें	entrez
मनीषी	voyant
मनीषी	voyante
टॉमस	tomás
यति	yéti
एरिना	aréna
एरिना	arène
परतें	pondeuses
परतें	couches
परतें	calques
केमिकल	chimiques
केमिकल	chimique
मूड	humeur
मूड	ambiance
पैगंबर	prophète
कबाब	grillades
ग्रेगरी	grégoire
ग्रेगरी	grégory
सामान्यीकृत	normalisée
सामान्यीकृत	normalisé
सामान्यीकृत	normalisés
सामान्यीकृत	normalisées
पुजारियों	prêtres
एस्टोनिया	estonie
यूगोस्लाविया	yougoslavie
यूगोस्लाविया	yougoslave
ट्राम	tramways
ट्राम	tramway
सुने	écoutée
सुने	écouté
सुने	écoutés
भटक	égarés
बत्ती	lumière
बत्ती	lampe
बत्ती	lumières
बत्ती	luminaires
अवसंरचना	infrastructures
फिंगर	doigt
फिंगर	doigts
टैटू	tatouage
टैटू	tatouages
हैती	haïti
स्पाइस	épices
स्पाइस	épice
प्रदूषक	médiatrice
प्रदूषक	médiateurs
प्रदूषक	polluant
प्रदूषक	polluants
प्रदूषक	médiateur
बोतलों	bouteilles
बोतलों	flacons
समान्य	injonction
डेवलपर्स	promoteurs
डेवलपर्स	développeurs
फीनिक्स	phénix
टोन	tonalité
टोन	tonus
टोन	tons
टोन	tonalités
मुस्तफा	mustapha
समयरेखा	journal
समयरेखा	chronologie
फौजी	militaire
फौजी	militaires
फौजी	armée
मूलाधार	fondements
मूलाधार	fondations
विपत्ति	catastrophes
विपत्ति	catastrophe
विपत्ति	désastre
विपत्ति	sinistre
गुर्दा	rein
गुर्दा	reins
गुर्दा	rénale
चूहा	souris
चूहा	rats
अच्छाई	bonté
खोया	perdues
खोया	perdu
खोया	perdus
खोया	perdue
यूक्लिड	euclide
कॉर्ड	accord
कॉर्ड	corde
किस्से	contes
किस्से	récits
वज्र	foudre
उद्यमियों	entrepreneurs
बाज	faucon
किरगिज़	kirghize
किरगिज़	kirghizes
अंकुरण	germination
फीडबैक	commentaires
फीडबैक	rétroaction
ऋणी	endetté
ऋणी	redevable
ऋणी	endettés
हिट्स	frappe
कस	serrée
कस	serré
कस	serrés
कस	étroit
बेग	mendier
बेग	supplie
बेग	supplier
टोड	crapaud
क्रैश	écrasé
क्रैश	accidents
क्रैश	accident
क्रैश	krach
क्रैश	accidenté
क्रैश	plantage
क्रैश	crashé
लौ	flammes
लौ	flamme
निवृत्त	retraités
निवृत्त	retraité
निवृत्त	retraite
दुर्भाग्यवश	malheureusement
दुर्भाग्यवश	hélas
धमाका	explosion
बैंगन	aubergines
बैंगन	aubergine
सटा	contiguës
सटा	adjacents
सटा	adjacentes
सटा	adjacente
जलोढ़	alluviales
कज़ाख़	kazakhe
कज़ाख़	kazakhs
केला	bananes
केला	banane
सुलह	compromettre
सुलह	compromis
जेरेमी	jérémy
जेरेमी	jérémie
ओवरड्राफ्ट	découvert
पेप्टाइड	peptides
संडे	dimanche
संडे	dimanches
प्रपत्र	forme
प्रपत्र	formulaire
कार्यकुशलता	efficacité
कार्यकुशलता	efficience
कार्यकुशलता	rendement
बिल्लियों	chats
मुखौटा	masquer
मुखौटा	masque
मुखौटा	masques
सूरजमुखी	tournesol
अपरिवर्तनीय	immuable
अपरिवर्तनीय	immuables
ठेकेदार	contractant
ठेकेदार	entrepreneur
कॉलर	collier
कॉलर	appelant
कॉलर	collet
कॉलर	col
सुधारवादी	réformiste
सुधारवादी	réformistes
असतत	discontinues
असतत	discontinue
असतत	discontinu
पॉलिमर	polymère
पॉलिमर	polymères
खरब	billion
खरब	billions
खरब	trillions
चमेली	jasmin
शिल्पकला	sculpter
जवानी	jeunes
जवानी	jeunesse
लहजा	accentuation
लहजा	accents
लहजा	accentué
धो	lavage
धो	laver
टंकी	réservoirs
टंकी	réservoir
स्थिरीकरण	stabiliser
स्थिरीकरण	stabilisation
कछुआ	tortues
कछुआ	tortue
परोपकार	altruisme
परोपकार	altruiste
मुस्कान	sourire
मुस्कान	souriez
धुंधला	flou
धुंधला	floue
धुंधला	flous
खिलौना	jouet
खिलौना	jouets
गीला	humide
गीला	humides
गीला	mouillés
गीला	mouillé
गीला	mouillée
गाम्बिया	gambie
गिलहरी	écureuil
गिलहरी	écureuils
डिम्पल	fossettes
स्मार्टफोन	smartphones
तैराक	nageur
पूजनीय	vénérable
दुखद	douloureux
दुखद	triste
दुखद	douloureuse
दुखद	douloureuses
दुखद	tristesse
दुखद	tristes
दुखद	pénible
नाजुक	fragiles
नाजुक	critique
नाजुक	critiques
नाजुक	fragilité
नाजुक	délicate
नाजुक	délicates
नाजुक	délicat
पक्षपाती	partiale
पक्षपाती	partial
रोलर	rouleaux
रोलर	rouleau
गुड़िया	poupées
गुड़िया	poupée
लालसा	désir
वीरगति	martyre
चुनना	choisir
प्रेसिडेंसी	présidence
मार्कर	marqueur
जूता	soulier
जूता	chaussure
ट्रांसफर	transférer
ट्रांसफर	transfert
ट्रांसफर	virement
अल्ट्रासाउंड	ultrasons
अल्ट्रासाउंड	échographie
राइडर	cavalier
राइडर	motard
किड	gamin
अक्षीय	axiale
श्रोणि	pelvienne
जुर्म	délit
जुर्म	criminalité
जुर्म	délinquance
स्पीच	allocution
स्पीच	discours
बेकन	lard
निर्जलीकरण	déshydratation
ट्रांसमीटर	transmetteur
ट्रांसमीटर	émetteur
पात	neiges
ज़हर	empoisonner
ज़हर	empoisonné
ज़हर	poisons
न्यायसंगत	judicieux
न्यायसंगत	judicieuse
बुराइयों	maux
मेज़	tableau
वारंट	mandat
वारंट	mandats
पूर्वावलोकन	aperçu
पूर्वावलोकन	récapitulation
पूर्वावलोकन	aperçus
डोरी	sangle
डोरी	courroie
उदासीनता	mépris
उदासीनता	indifférence
उदासीनता	apathie
बवंडर	tornades
बवंडर	tornade
तौल	peser
तौल	pesée
तौल	pèse
वट	tva
वट	cuve
हाइड्रोक्लोरिक	chlorhydrique
ल्यूक	luc
गंदे	cochonne
गंदे	sales
गंदे	sale
कार्बाइड	carbure
कार्बाइड	carbures
हैकर	pirates
हैकर	pirate
अछूत	intouchable
अछूत	intouchables
स्तनों	seins
स्तनों	poitrines
स्तनों	mammaire
प्रर्दशित	montrant
मूलरूप	essentiellement
मूलरूप	fondamentalement
मलाई	crèmes
मलाई	crème
दुरूपयोग	maltraitance
दुरूपयोग	sévices
दुरूपयोग	abus
दुरूपयोग	abuser
केंद्रीकृत	centralisé
केंद्रीकृत	centralisée
केंद्रीकृत	centralisés
केंद्रीकृत	centralisées
मानवशास्त्र	anthropologie
पुनर्विचार	repenser
जेनेरिक	générique
जेनेरिक	génériques
मुक्केबाज	caleçon
मुक्केबाज	boxeurs
भावनाएँ	sentiments
प्रज्वलन	allumage
प्रज्वलन	inflammation
डेंटल	dentaire
डेंटल	dentaires
इलेक्ट्रिकल	électrique
इलेक्ट्रिकल	electrique
मज़ा	amusant
मज़ा	plaisir
मज़ा	marrant
हेलेना	hélène
फॉस्फोरस	phosphore
ऑटोमोटिव	automobile
शवों	cadavres
छिलके	éplucher
अधर्म	incrédulité
समितियां	commissions
समितियां	comités
प्रदर्शनियों	expositions
अधिपति	souverains
विलंबित	retardés
विलंबित	retard
विलंबित	retardé
विलंबित	différé
विलंबित	retardée
मकड़ी	araignée
होस्टिंग	hébergeur
होस्टिंग	hébergement
कढ़ाई	brodé
कढ़ाई	broderie
कढ़ाई	broderies
कढ़ाई	brodés
अल्पाइन	alpins
अल्पाइन	alpin
अंत्येष्टि	funéraire
अंत्येष्टि	funérailles
अंत्येष्टि	enterrement
अंत्येष्टि	obsèques
अंत्येष्टि	enterrements
वादे	promesses
वादे	promesse
सीसे	plomb
सब्सिडी	subvention
कोहनी	coudes
कोहनी	coude
साम्यवादियों	communistes
ट्विंकल	brille
टेम्पल	tempe
कारतूस	cartouche
कारतूस	cartouches
कारतूस	douilles
परिवर्धन	ajouts
माफिया	mafieux
वर्जिनिया	virginie
भाग्यशाली	chanceuse
भाग्यशाली	veinard
भाग्यशाली	chanceux
सल्फ्यूरिक	sulfurique
सिकल	faucille
भूमध्यसागरीय	méditerranéenne
भूमध्यसागरीय	méditerranéen
भूमध्यसागरीय	méditerranée
असभ्य	grossier
असभ्य	impoli
असभ्य	grossiers
गैंग	bande
काश्मीर	cachemire
सोलो	soliste
पेंसिल	crayon
पेंसिल	stylo
पेंसिल	crayons
कोचिंग	entraîneurs
कोचिंग	accompagnement
संचारण	transmettre
गर्भनिरोधक	contraceptifs
गर्भनिरोधक	contraception
लड़ाइयों	batailles
पैंथर	panthères
पैंथर	panthère
फेल	échouer
फेल	échec
पके	mûrs
पके	mûre
पके	mûr
पके	mûres
नमन	hommage
नमन	hommages
नमन	tribut
अप्रवासी	immigré
अप्रवासी	immigrés
अप्रवासी	immigrants
अप्रवासी	immigrée
प्राधिकारी	autorités
गैलीलियो	galilée
द्विध्रुवी	bipolaire
द्विध्रुवी	bipolaires
दुआ	prier
दुआ	prière
दुआ	prières
एशियाटिक	asiatique
मैंगनीज	manganèse
मिरर	miroir
मिरर	miroirs
डंक	piqué
ट्रॉय	troie
खंभे	piliers
तारकीय	stellaire
फरार	évadé
फरार	échappée
फरार	échappés
फरार	échappé
साई	isp
चिट्ठाजगत	blogosphère
बरॉक	baroques
बेटियों	filles
ट्रांसफॉर्मर	transformateurs
भूस्खलन	écrasante
सुन्दा	soundanais
बाँधकर	bandeau
ऐप्स	applications
पिक्सल	pixels
उतरा	débarqués
उतरा	atterri
उतरा	débarqué
प्रवासियों	immigrés
नाखून	ongles
नाखून	clous
अप्रकाशित	inédit
अप्रकाशित	inédites
अप्रकाशित	inédits
थक्का	caillot
सशक्तिकरण	responsabilisation
सशक्तिकरण	émancipation
सशक्तिकरण	habilitation
सशक्तिकरण	autonomisation
अशांत	dérangée
अशांत	perturbé
अशांत	perturbée
अशांत	troublé
अशांत	dérangé
अशांत	tumultueuse
आवर्धन	grossissement
आवर्धन	agrandissement
स्लेट	ardoise
रोबोटिक	robotique
लुसी	lucie
व्यथित	lésé
व्यथित	lésée
व्यथित	lésés
जुड़वा	jumeau
जुड़वा	jumelle
जुड़वा	jumelles
जुड़वा	jumeaux
ब्रिटनी	bretagne
ब्रिटनी	bretonne
लहजे	accentuation
लहजे	accents
लहजे	accentué
डक	canards
डक	canard
आंसू	déchirure
आंसू	larmes
आंसू	pleurs
आंसू	larme
आंसू	déchirer
इथेनॉल	éthanol
जिहाद	djihad
अतिरंजित	exagérée
अतिरंजित	exagérées
अतिरंजित	exagéré
ग्रेजुएट	diplômé
ग्रेजुएट	diplômés
ग्रेजुएट	diplômée
स्रावित	sécrétée
कामुकता	sensualité
कामुकता	sexualité
फौरन	aussitôt
फौरन	promptement
फौरन	immédiatement
दमा	asthme
मकई	maïs
रेन	pluies
रेन	pluie
दोलक	oscillateur
अंधे	aveugles
अंधे	aveugle
कंडोम	préservatifs
कंडोम	préservatif
कंडोम	capote
शेड	abat
शेड	ombre
शेड	hangar
शेड	ombrage
शेड	teinte
शेड	cabanon
गावों	bourgs
फ्राइज़	frite
फ्राइज़	frites
कली	bourgeons
शहादत	martyre
शहादत	martyr
विदाई	adieu
विदाई	adieux
भूखंड	placettes
भूखंड	parcelles
रबड़	caoutchouc
पार्ट	partie
फ़ोटो	photographies
विषैला	venimeux
आँसू	pleurs
आँसू	larmes
ओह	oups
ओह	beurk
स्ट्राइक	frapper
स्ट्राइक	grève
स्ट्राइक	frappe
स्टिक	bâton
सम्मोहन	hypnose
आइडल	idole
माइक्रोप्रोसेसर	microprocesseur
माइक्रोप्रोसेसर	microprocesseurs
प्रताड़ित	harcelés
प्रताड़ित	harcelé
प्रताड़ित	harcelée
इंटरैक्टिव	interactivité
इंटरैक्टिव	interactives
इंटरैक्टिव	interactifs
इंटरैक्टिव	interactif
परामर्शदाता	conseillers
परामर्शदाता	conseillère
परामर्शदाता	consultante
परामर्शदाता	conseiller
पक	rondelle
पक	palet
स्केच	esquisser
स्केच	croquis
स्केच	esquisse
साम्प्रदायिक	communales
नौटंकी	dramatique
नौटंकी	drame
जालसाजी	contrefaçon
जालसाजी	falsification
महाशय	gentilhomme
बोलीविया	bolivie
कोपेनहेगन	copenhague
डरते	crainte
क्लस्टर	amas
क्लस्टर	grappes
हर्निया	hernie
चेरी	cerises
चेरी	cerisier
चेरी	cerise
दयनीय	pathétique
दयनीय	pitoyable
दयनीय	pathétiques
दयनीय	lamentable
डायनासोर	dinosaures
डायनासोर	dinosaure
रिच	riche
रिच	riches
बदलें	changer
बदलें	changement
बदलें	remplace
बदलें	remplacez
बदलें	convertit
बदलें	convertissent
बदलें	changements
बदलें	remplacement
बदलें	modifier
बदलें	remplacer
बदलें	convertir
पंछी	oiseau
पंछी	oiseaux
उम्मीदों	attentes
तत्वावधान	égide
चालाक	astucieux
आयतों	révélations
स्प्रिंग्स	ressorts
मलजल	égouts
सुर्खियों	manchettes
छल्लों	cols
छल्लों	colliers
पैच	correctif
कार्निवाल	carnaval
व्यक्तिवाद	individualisme
बॉर्डर	bordure
बॉर्डर	frontière
बॉर्डर	frontières
बॉर्डर	frontalier
प्रणालीगत	systémiques
प्रणालीगत	systémique
समलैंगिकता	homosexualité
मिलों	moulins
मिलों	broyeurs
मिलों	fraises
कोन	cône
लियोनार्ड	léonard
खर्चों	frais
खर्चों	dépenses
उभयचर	amphibien
उभयचर	amphibiens
बीजीय	algébrique
स्नेहक	lubrifiant
स्नेहक	lubrifiants
दीनार	dinars
रूबी	rubis
मॉरिशस	maurice
महत्वाकांक्षा	ambitions
अंकुरित	floraison
अनुशासित	discipliné
अनुशासित	disciplinée
एमसीसी	cmc
आफिस	bureaux
आफिस	bureau
जूरी	jurys
जूरी	jurés
जूरी	juré
मूडी	lunatique
डोमिनिकन	dominique
डोमिनिकन	dominicain
डोमिनिकन	dominicaine
केसरिया	safran
कद्दू	citrouilles
कद्दू	courge
कद्दू	potiron
कद्दू	citrouille
मूषक	souris
गेस्ट	invités
गेस्ट	hôtes
निर्यातक	exportateur
निर्यातक	exportateurs
फार्मेसी	pharmacie
पेटी	coffrets
पेटी	boites
पेटी	boîtes
पेटी	cartons
गाल	joue
गाल	fesse
गाल	joues
कांटे	épines
हराम	interdite
हराम	interdit
हराम	interdites
हराम	défendu
हराम	interdits
क्रुद्ध	enragée
क्रुद्ध	enragé
शहरीकरण	urbanisation
तोपें	canon
तोपें	canons
व्यंग्यात्मक	sarcasme
व्यंग्यात्मक	sarcastique
मन्ना	manne
अंकल	oncle
अंकल	tonton
जठरांत्र	gastro
सर्किल	cercle
ब्रैड	pain
ब्रैड	tresse
ब्रैड	brève
ब्रैड	brèves
ब्रैड	bref
छापामार	guérilla
काठी	selle
बाते	pourparlers
बाते	choses
सियोल	séoul
शर्म	timidité
शर्म	honteuse
शर्म	dommage
शर्म	honte
शर्म	timide
शर्म	timides
शर्म	honteux
प्रत्युत्तर	réponses
डेब्यू	débuts
प्रेषक	expéditeur
सन्निकट	approximatif
सन्निकट	approximative
सन्निकट	approximativement
विधायकों	législateurs
विधायकों	législateur
प्रिंसिपल	commettant
प्रिंसिपल	principale
नूह	noé
चेस	pourchasser
खाँसी	tousse
खाँसी	tousser
खाँसी	toux
शार्क	requins
शार्क	requin
पांडुलिपियों	manuscrits
अभिवादन	saluer
बनाएँ	créer
बनाएँ	crée
बनाएँ	créent
बनाएँ	créez
झुकी	courbé
झुकी	plié
रक्ताल्पता	anémie
विनिमायक	échangeur
एल्गोरिथ्म	algorithme
तैर	nage
तैर	baignade
तैर	nager
तैर	natation
पराकाष्ठा	apogée
टाइल	tuile
टाइल	carreau
टाइल	carrelage
टाइल	carreaux
टाइल	tuiles
साइनस	sinus
दीर्घायु	longévité
धुंध	brumes
धुंध	brume
धुंध	brouillard
संगतता	compatibilité
घूमना	errer
घूमना	errant
यूआरएल	url
पाश	boucle
पाश	boucles
परिशुद्धता	précision
परिशुद्धता	exactitude
परिशुद्धता	justesse
कंधों	épaules
गॉव	chambre
मशाल	chalumeau
मशाल	flambeau
मशाल	torche
खट्टा	aigre
दुविधा	dilemme
समाजशास्त्रीय	sociologique
समाजशास्त्रीय	sociologiques
हिस्पैनिक	hispaniques
हिस्पैनिक	hispanique
अस्तर	doublure
लाउंज	salon
ओसामा	oussama
मनोविश्लेषण	psychanalyse
तुच्छ	légère
तुच्छ	insignifiant
पार्लियामेंट	parlement
तारीफ	éloges
तारीफ	louange
तारीफ	louanges
तारीफ	éloge
एप्लिकेशन	demandes
एप्लिकेशन	candidature
एप्लिकेशन	applications
एप्लिकेशन	application
एप्लिकेशन	appli
ट्रेस	tracer
ट्रेस	tracé
ट्रेस	traces
ब्लॉगर	blogueur
ब्लॉगर	blogueuse
ब्लॉगर	blogueurs
भोर	aurore
भोर	aube
होमी	homer
जिप्सम	gypse
नापसंद	détester
नापसंद	aversion
नापसंद	contrairement
नापसंद	déteste
जमाया	canneberges
मनीला	manille
महाधमनी	aorte
उदघाटन	investiture
उदघाटन	inauguré
उदघाटन	inaugurée
ब्रुसेल्स	bruxelles
मजेदार	marrant
मजेदार	rigolo
मजेदार	amusant
मजेदार	drôle
मजेदार	drole
पदचिह्न	empreinte
अफवाहें	rumeurs
अफवाहें	rumeur
आठवां	huitième
आभारी	reconnaissants
आभारी	reconnaissante
आभारी	reconnaissant
स्कीइंग	ski
छिलका	épluché
कर्नेल	noyau
कर्नेल	amande
मौलवी	clerc
मौलवी	ecclésiastique
आरोह	mont
आरोह	monture
आरोह	monter
पाइपलाइन	oléoduc
पाइपलाइन	gazoduc
पाइपलाइन	canalisation
सैंट	parfum
सैंट	odeur
उलटा	inverser
उलटा	inversé
उलटा	inverse
संग्राहक	conteneur
संग्राहक	récipient
अंदाज़ा	suppose
अंदाज़ा	devine
अंदाज़ा	deviner
अंदाज़ा	devinez
कागजी	paperasse
फव्वारे	fontaine
फव्वारे	fontaines
परिष्कार	raffinement
वाकर	rôdeur
कोलंबस	colomb
ढलाई	moulage
ढलाई	fonderie
ढलाई	coulée
ऑस्टियोपोरोसिस	ostéoporose
सेंसरशिप	censurer
सेंसरशिप	censure
अनुभवजन्य	empirique
अनुभवजन्य	empiriques
जेनरेटर	génératrice
जेनरेटर	générateur
खोई	perdues
खोई	perdu
खोई	perdus
खोई	perdue
आँकड़ा	crochet
आँकड़ा	données
आँकड़ा	hameçon
अभियोजन	accusation
अभियोजन	poursuite
अभियोजन	poursuites
विहित	prescrit
विहित	prescrites
विहित	prescrits
विहित	prescrite
मनमानी	arbitraires
मनमानी	arbitraire
असंतृप्त	insaturés
जॉय	joie
अस्पष्टता	obscurité
अस्पष्टता	opacité
सिगनल	signaux
द्वारों	portails
द्वारों	portes
द्वारों	vannes
लालटेन	lanternes
लालटेन	lanterne
यूरेशियाई	eurasienne
यूरेशियाई	eurasie
डिस्को	discothèque
तितलियों	papillons
पाइन	pin
हवाना	havane
इस्लामिया	islamisme
ब्लाइंड	aveugles
ब्लाइंड	aveugle
प्रदर्शक	afficher
प्रदर्शक	affiche
प्रदर्शक	affichages
प्रदर्शक	affichage
प्रदर्शक	présentoirs
मज़ार	caveau
मज़ार	tombeau
मज़ार	tombe
मज़ार	tombes
प्रशीतन	réfrigération
वितरकों	distributeurs
परिवर्धित	modifiées
परिवर्धित	modifiés
परिवर्धित	modifié
परिवर्धित	modifiée
कंगारू	kangourou
कंगारू	kangourous
गाली	crasse
गाली	abuser
गाली	maltraitance
गाली	abusif
गाली	sévices
गाली	abus
गाली	saleté
मिस्त्र	egypte
मिस्त्र	égypte
एल्गोरिदम	algorithme
अंतर्देशीय	intérieure
पडती	intensément
सम्मिलन	assimiler
संस्थापन	montage
मेक्सिकन	mexicaine
मेक्सिकन	mexicains
मेक्सिकन	mexicain
मेक्सिकन	mexicaines
मुक़ाबला	marchant
घोस्ट	fantômes
घोस्ट	fantôme
नन	nonne
नन	religieuses
नन	nonnes
वफादारी	loyauté
वफादारी	allégeance
वफादारी	fidélisation
वफादारी	fidélité
लोन	crédits
लोन	emprunts
लोन	prêts
टोल	péage
टोल	péages
वृक्षारोपण	plantations
पसीने	transpire
पसीने	sueurs
पसीने	transpirer
पसीने	sueur
गोमांस	boeuf
गोमांस	bœuf
बजरी	graviers
बजरी	gravier
लिस्बन	lisbonne
पाव	patte
डिप्रेशन	dépression
डिप्रेशन	dépressions
मोबाईल	portable
कछुए	tortues
एहसान	faveur
पनपने	prospérer
यात्राएँ	manèges
मोहक	séducteur
मोहक	séduisante
मोहक	séduisant
अज्ञानता	méconnaissance
गुफाएँ	cavernes
गुफाएँ	grotte
गुफाएँ	grottes
गवाहों	témoins
संरचनावाद	structuralisme
डोम	dôme
डोम	coupole
ट्रायल	procès
ट्रायल	essai
आपत्तिजनक	offensant
आपत्तिजनक	offensif
हारा	perdante
हारा	perdant
आक्रमणकारी	envahissant
आक्रमणकारी	envahisseur
आक्रमणकारी	envahir
हैजा	choléra
मॉस	mousses
मॉस	mousse
ख़रीदा	achetée
ख़रीदा	acheté
ख़रीदा	achetés
ख़रीदा	achetées
चलेगा	lauriers
बेचैन	nerveux
बेचैन	agité
बेचैन	angoissé
बेचैन	anxieuse
बेचैन	anxieux
बेचैन	nerveuse
बेचैन	nervosité
बेचैन	agitée
बेचैन	agités
इबादत	adoration
इबादत	culte
फ़ोल्डर	dossiers
फ़ोल्डर	dossier
फ़ोल्डर	dépliant
लचीली	flexibles
लचीली	flexibilité
लचीली	souple
लचीली	souplesse
फ्रीस्टाइल	acrobatique
स्वार्थी	égoïstes
स्वार्थी	égoïsme
स्वार्थी	égoïste
रेजीमेंट	régiment
कुटिया	chalet
ओडिसी	odyssée
कबूल	avouer
कबूल	étreinte
कबूल	embrassez
कबूल	embrasser
कबूल	confesser
कबूल	avoue
कबूल	confesse
नेक	vertueuse
नेक	vertueux
बाड़	clôtures
बाड़	clôture
बाड़	barrière
अराजकतावादी	anarchiste
अराजकतावादी	anarchistes
लूसी	lucie
माँस	viande
माँस	viandes
गिरना	tomber
गिरना	automne
गिरना	tombant
गिरना	chute
प्रीफ़ेक्चर	préfecture
दादाजी	papy
दादाजी	pépé
दादाजी	papi
आयोजक	organisateur
आयोजक	organisatrice
भिखारी	mendiant
अपसारी	divergente
अपसारी	divergentes
दमनकारी	oppression
बेघर	sdf
स्खलन	éjaculation
स्खलन	décharge
स्खलन	déchargement
दस्ता	équipe
दस्ता	escouade
दस्ता	brigade
दस्ता	escadron
खींचे	tirer
खींचे	tirez
मिठास	douceur
अफवाहों	rumeurs
अफवाहों	rumeur
ड्रेस	robe
वीरा	véra
हठ	persistance
हठ	obstination
हठ	persistant
हठ	persévérance
गाडी	voitures
गाडी	voiture
गाडी	véhicule
संगमर्मर	bille
संगमर्मर	marbre
संगमर्मर	marbres
हाइड्रॉक्साइड	hydroxyde
डॉक	ponton
डॉक	quai
भंगुर	cassant
लिपिड	lipides
देशवासियों	compatriotes
धारीदार	rayé
धारीदार	rayée
रैक	chevalet
भूखे	affamé
भूखे	faim
भूखे	affamés
भूखे	affamée
नम्रता	clémence
नम्रता	humilité
महती	minimiser
महती	minimisant
आयल	huiles
आयल	pétrole
आयल	huile
उपयोक्ता	utilisateur
उपयोक्ता	usager
उपयोक्ता	usagers
उपयोक्ता	utilisateurs
क्वेस्ट	quête
बाँधने	bambous
बाँधने	rangs
बाँधने	bambou
बाँधने	grades
रेने	rené
बंदियों	prisonniers
बंदियों	prisonnières
बंदियों	détenus
हेलमेट	casque
हेलमेट	casques
टांग	patte
टांग	jambes
टांग	jambe
टांग	cuisse
फ़्लैश	flashs
फ़्लैश	instantané
फ़्लैश	éclair
विषाद	chagrin
विषाद	peine
विषाद	tristesse
गुस्ताव	gustave
निर्धनता	pauvreté
लॉन	pelouse
लॉन	gazon
विनाशक	destructeur
महाशक्ति	superpuissance
जारीकर्ता	émetteurs
जारीकर्ता	émetteur
खिलाफत	califat
बढ़ई	menuiserie
बढ़ई	charpentiers
