con	함께
silicio	실리콘
lápiz	연필
instantánea	즉시
instantánea	인스턴트
instantánea	즉석
normalización	표준화
normalización	정규화
valentía	용기
controvertido	논란이
controvertido	논란
acondicionado	조건화
almendra	아몬드
intensos	강렬한
intensos	강렬하게
cortejo	행진
cortejo	구애
cortejo	행렬
piscinas	수영장
trasplante	이식
aliviar	해소
grafo	그래프
correlación	상관관계
correlación	상관
casilla	상자
casilla	박스
contratada	고용
macedonio	마케도니아
macedonio	마케도니아인
macedonio	마케도니아어
incrementado	증가
cocaína	코카인
trueno	천둥
trueno	썬더
trueno	선더
conmemorativo	기념비
conmemorativo	메모리얼
conmemorativo	기념관
corán	코란
corán	꾸란
rabia	분노
rabia	광견병
discoteca	디스코
discoteca	클럽
discoteca	나이트클럽
levemente	약간
sistemáticamente	지속적으로
pesadilla	악몽
luminosa	발광
ciegos	블라인드
electrónicas	전자
electrónicas	일렉트로닉
parálisis	마비
elíptica	타원
elíptica	타원형
respetado	존경하는
respetado	존경받는
primitivas	원시
envenenamiento	중독
diferenciadas	차별화
letal	치명적
salvadoreño	엘살바도르
desprecio	경멸
monto	금액
predicción	예측
análogo	아날로그
ingles	영어
ingles	잉글리시
desesperación	절망
ignora	무시해
ignora	무시
brasilia	브라질리아
cualidad	화질이
cualidad	퀄리티
cualidad	화질
cualidad	품질
teclista	키보디스트
semántica	의미론
semántica	시맨틱
recogidas	픽업
sintonía	튜닝
perjuicio	부상
vacíos	틈새
vacíos	간격
vacíos	비어
legítima	합법적인
brujo	마술사
brujo	마녀
pasivo	책임
pasivo	수동적
pasivo	부채
charlas	채팅
charlas	회담
charlas	강연
charlas	강의
banquero	은행원
objetiva	목표
objetiva	목적
acusada	피고인
acusada	피고
corregido	교정
corregido	고정
interesada	관심사
interesada	관심
mosaicos	모자이크
abandonadas	버림
toxicidad	독성
toxicidad	독성도
absorbe	흡수하기
absorbe	흡수해
absorbe	흡수
edicto	칙령
melódico	멜로딕
entusiasta	열정
bambú	대나무
sencillamente	단순히
sencillamente	단순하게
sencillamente	간단히
hemorragia	출혈
analista	분석가
toques	터치
arreglista	편곡
esloveno	슬로베니아어
esloveno	슬로베니아
gusano	벌레
descubiertas	발견됨
abeja	벌벌
abeja	꿀벌
plateado	실버
destreza	솜씨
destreza	스킬
destreza	능력
destreza	기술
destreza	실력
excluyendo	제외
probabilidades	확률
probabilidades	확률론
rebeca	리베카
rebeca	레베카
prestados	빌려서
prestados	빌려
bancario	뱅킹
bancario	은행원
bancario	은행
granadas	수류탄
favoritas	좋아하는
favoritas	즐겨찾기
favoritas	즐겨
zócalo	소켓
jabalí	멧돼지
diáspora	디아스포라
románticos	낭만적
románticos	로맨틱
románticos	낭만주의
románticos	낭만
prisa	허슬
bancarrota	파산
cansado	피곤한
premisa	전제
golpeó	히트
comodín	와일드카드
cementerios	묘지
cementerios	공동묘지
balanza	균형
balanza	축척
balanza	잔액
balanza	스케일
balanza	저울
balanza	척도
balanza	규모
balanza	밸런스
postres	후식
postres	디저트
pelicula	필름
pelicula	영화
escombros	먼지
austríaca	오스트리아인
tenencia	소지
suprimir	지우기
suprimir	삭제
suprimir	삭제하기
hada	페어리
casta	카스트
helado	아이스크림
reformar	개혁
reformar	개혁개방
frustrado	좌절
otomana	오스만
naranjas	오렌지
campiña	시골
exploraciones	탐사
exploraciones	탐험
exploraciones	스캔
coherencia	일관성
bonos	채권
bonos	결합
bonos	본드
bonos	보너스
vendedores	셀러
vendedores	판매자
inserta	삽입
polos	폴란드인
destierro	망명
ano	항문
gante	헨트
subido	업로드
porcelana	차이나
porcelana	중국
porcelana	도자기
porcelana	중국인
tóxico	독성
tóxico	유독성
especificado	지정
especificado	지정됨
traidor	반역자
traidor	배신자
negar	부정
negar	거부
molesto	화나
explora	탐색
explora	둘러보기
explora	탐험
advertencias	경고
calcuta	콜카타
calcuta	캘커타
rotos	깨진
rotos	깨짐
rotos	부러진
turbina	터빈
honra	명예
honra	영광
trombón	트롬본
piotr	표트르
calificaciones	자격증
calificaciones	평점
calificaciones	자격
calificaciones	평가
panameño	파나마
táctico	전술
estudioso	학자
riñón	콩팥
riñón	신장
rígido	뻣뻣한
armaduras	기갑
armaduras	갑옷
admitir	인정
consonante	닿소리
quemar	굽기
quemar	화상
quemar	불타는
prostituta	창녀
prostituta	매춘부
subcontinente	아대륙
autóctona	토착
autóctona	네이티브
pastora	목사
próspero	번영
pleito	소송
guardaespaldas	보디가드
guardaespaldas	경호원
gusanos	지렁이
gusanos	보름스
gusanos	보름
gusanos	벌레
montados	마운트
sobreviviente	생존
sobreviviente	생존자
ecológicos	생태
ecológicos	생태학
ecológicos	생태주의
magnitudes	수량
fragmentación	단편화
accesibilidad	접근성
bíblica	성경
encargos	심부름
encargos	주문
subte	지하철
desarrollador	개발자
lotería	복권
ídolos	아이돌
ídolos	우상
plebiscito	국민투표
supervisar	모니터링
supervisar	모니터
delfines	돌고래
desplazamientos	변위
desplazamientos	통근
desplazamientos	출퇴근
reflejada	미러링
fichero	파일
burbuja	버블
burbuja	거품
gruta	케이브
gruta	동굴
bebés	영아
bebés	아기
copiado	복사
copiado	사본
copiado	카피
copiado	복사본
antibióticos	항생제
innecesario	불필요한
innecesario	불필요
meca	메카
fabricada	제조
minúscula	소문자
inventos	발명
prisiones	교도소
prisiones	감옥
atado	묶여
atado	바운드
prohibir	금지
sabanas	시트
bolchevique	볼셰비키
alumbrado	조명
camioneta	트럭
camioneta	픽업
oyentes	청취
oyentes	청취자
callejero	길거리
callejero	거리가
callejero	스트리트
callejero	거리
banquete	연회장
banquete	연회
indique	나타냅니다
multiplicación	곱셈
calderas	보일러
partituras	점수
partituras	득점
desiertos	사막
detenida	체포
karina	캐런
karina	카렌
bateo	타자
bateo	타격
sócrates	소크라테스
bombo	과장
litio	리튬
sutil	미묘한
sutil	미묘
curiosa	궁금해
cacería	사냥
cacería	헌트
reverendo	레브
marrones	브라운
marrones	갈색
ancla	앵커
cerezo	체리
cerezo	벚꽃
catalogo	카탈로그
confesó	자백
fichajes	싸인
matrices	매트릭스
matrices	배열
matrices	행렬
concentrado	농축
concentrado	집중
comprometida	약혼
comprometida	훼손
comprometida	해킹
corinto	코린토스
oráculo	오라클
pedazos	조각
pedazos	덩어리
persecuciones	박해
soberana	주권
moción	움직임
moción	모션
yuca	카사바
eslava	슬라브어
realice	수행
delicado	섬세한
piratería	해킹
certificaciones	자격증
improvisación	즉흥
finés	핀란드어
finés	핀란드
generadores	발전기
generadores	생성기
huéspedes	참석자
huéspedes	게스트
huéspedes	손님들
huéspedes	손님
absorbida	흡수
quirúrgica	외과
portadores	캐리어
preventiva	예방
diseñadora	디자이너는
diseñadora	설계자
diseñadora	디자이너가
diseñadora	디자이너
cocción	베이킹
cocción	요리
controladas	제어
orientados	지향
interrumpido	중단됨
matrimonial	혼인
matrimonial	결혼
costados	측면
ciega	블라인드
búlgara	불가리아인
búlgara	불가리아
búlgara	불가리아어
olla	냄비
olla	화분
satelital	위성
satelital	인공위성
licor	리큐어
licor	주류
superviviente	생존자
clasicismo	고전주의
idénticas	동일함
idénticas	동일한
idénticas	동일
sugerir	제안
parásito	기생
parásito	기생충
doblado	접힘
doblado	두배
psicológicos	심리학
psicológicos	심리
psicológicos	심리적
predecir	예측
acrópolis	아크로폴리스
estimular	자극
recuperando	복구
saudí	사우디아
suplentes	대체
identidades	정체성
comprobado	확인됨
soltero	단일
soltero	총각
soltero	싱글
soltero	학사
ómnibus	버스
comprimido	태블릿
comprimido	압축
implementado	구현
borrador	초안
borrador	임시
borrador	지우개
borrador	드래프트
delicada	섬세한
titulo	제목
titulo	타이틀
optimización	최적화
neutro	중립성
neutro	중성
neutro	중립
mercancía	물품
mercancía	상품
interactivo	대화식
interactivo	대화형
interactivo	인터랙티브
fundido	녹아
fundido	페이드
fundido	녹음
tayikistán	타지키스탄
purificación	정화
escandinavia	스칸디나비아
armar	무장
novatos	초보자
capitulación	항복
cumpla	준수
hable	말하기
controladores	운전사
controladores	컨트롤러
controladores	드라이버
controladores	운전자
conduciendo	운전
conduciendo	드라이빙
maravilloso	경이
maravilloso	멋진
intensas	강렬한
intensas	강렬하게
comprada	구매
soberanos	주권
rabino	랍비
noé	노아
caché	캐시
delincuencia	범죄
teja	타일
huérfano	고아
huérfano	고립
labio	입술
dopaje	도핑
atlántida	아틀란티스
accionista	주주
tonto	벙어리
tonto	바보
sistemático	체계적
farmacéutica	제약
farmacéutica	의약품
farmacéutica	약사
farmacéutica	약품
apasionado	열정적인
apasionado	열정
carnívoros	육식성
computadores	컴퓨터
eslovaco	슬로바키아어
eslovaco	슬로바키아인
eslovaco	슬로바키아
confesiones	신앙고백
confesiones	고백
credibilidad	신뢰성
pertinentes	관련성
pertinentes	관련
secuestrados	괴산
secuestrados	납치
coleccionistas	콜렉터
coleccionistas	컬렉터
mercader	상인
mercader	업체
mercader	판매자
anaranjado	오렌지
anaranjado	오렌지색
pala	스페이드
nadar	수영
controvertida	논란이
controvertida	논란
meteorología	기상
meteorología	기상학
meteorología	날씨
hipertensión	고혈압
bellos	아름답다
bellos	아름다워
bellos	아름다운
contratados	고용
loro	앵무새
ajustar	조정
nacimientos	탄생
nacimientos	출생
nacimientos	출산
cuchilla	블레이드
gotas	물방울
jardinero	가드너
jardinero	정원사
calificar	평점
calificar	비율
calificar	평가하기
calificar	별점
calificar	평가
codo	팔꿈치
domésticas	국내
cocinar	요리
cocinar	요리사
oleada	물결
oleada	웨이브
oleada	파동
oleada	파도
trucos	트릭
reacciona	공감
óptima	최적
microscopio	현미경
difundida	파종
volador	전단지
volador	플라이어
jerárquico	계층
benigno	양성
apartados	단락
surrealista	초현실주의
ruben	루벤
colectividad	집단
divisoria	나누기
violar	위반
desaparecen	사라져
cocinero	주방장
cocinero	셰프
cocinero	요리사
ancestro	조상
audiciones	오디션
ultravioleta	자외선
compilador	컴파일러
localizaciones	위치
marcadores	마커
marcadores	북마크
marcadores	즐겨찾기
marcadores	책갈피
interactuar	교류
peregrino	순례자
reflejos	반사
reflejos	하이라이트
grasos	지방
soldadura	납땜
soldadura	용접
ganadero	가축
tapones	플러그
búho	부엉이
búho	올빼미
focos	스포트라이트
folleto	소책자
folleto	전단지
folleto	플라이어
ardilla	다람쥐과
ardilla	다람쥐
vigilante	감시
vigilante	감시자
imprimir	인쇄
imprimir	프린터
imprimir	프린트
imprimir	프린팅
emblemático	상징
sexualmente	성적
desamparados	무기력
desamparados	노숙자
contestó	답글
lanchas	보트
sirena	사이렌
marciano	화성
marciano	화성인
recuento	카운트
infinidad	무한
infinidad	인피니티
culpables	유죄
torturas	고문
torturas	고문의
secreción	분비
diccionarios	사전
catálogos	카탈로그
cultivada	경작
tailandés	타이
tailandés	태국어
tailandés	태국
cautivos	포로
divisas	화폐
divisas	통화
vecindario	근방
vecindario	동네
sedán	세단
intercambiar	바꾸기
intercambiar	스왑
encantado	매혹
incrementando	증가
centavos	센트
calefacción	히터
calefacción	난방
nostalgia	그리움
nostalgia	향수
aspirante	워너비
desbloqueo	잠금
platillos	접시
obligar	강제법
fracasado	실패
sucursales	나뭇가지
malayo	말레이시아
malayo	말레이어
malayo	말레이시아어
aliento	호흡
aliento	격려
privacidad	프라이버시
aduanas	세관
aduanas	관습
aduanas	관세
píxeles	픽셀
creadora	제작자
creadora	작성자
creadora	창조주
bután	부탄
desigual	불평등
licitación	부드러운
licitación	입찰
britania	브리타니아
britania	브리튼
reunificación	통일
reunificación	재통일
pegaso	페가수스
pegaso	페가수스자리
promoviendo	홍보
bloqueada	차단
bloqueada	차단됨
bloqueada	차단되었습니다
suicidarse	자살
motos	자전거
motos	모터사이클
motos	오토바이
adorno	장식
descendente	아래로
despido	해고
elegancia	우아
caracoles	달팽이
navegantes	네비게이터
represalia	보복
compacta	컴팩트
compacta	콤팩트
mediador	중재자
mediador	중재
liebre	토끼
liebre	산토끼
funeraria	장례식장
funeraria	장례식
funeraria	장례
vencidos	패배
democráticos	민주당
lente	렌즈
asignar	할당
desayuno	아침식사
desayuno	조식
desayuno	아침
desayuno	아침밥
auténticos	정통
víveres	식료품
botsuana	보츠와나
sangrienta	블러디
movido	감동
contraparte	상대방
minimizar	최소화하기
minimizar	최소화
analógico	아날로그
excede	초과
bádminton	배드민턴
estéreo	스테레오
cuchillos	나이프
recarga	충전
triatlón	트라이애슬론
lituano	리투아니아
lituano	리투아니아어
armario	옷장
armario	내각
samurái	사무라이
cisterna	탱크
cisterna	탱커
cisterna	전차
tallas	크기
tallas	사이즈
doncella	메이드
doncella	가정부
doncella	처녀
doncella	하녀
cotidiano	일간
cotidiano	일상
cotidiano	매일
cotidiano	데일리
cotidiano	일일
lutero	루터
alambre	철사
alambre	와이어
ideologías	이념
crucifixión	십자가형
sombreros	모자
mazo	갑판
inquietud	염려
inquietud	우려
orgánicas	유기적
sinceramente	솔직히
metrópoli	메트로폴리스
orales	구강
mandatario	대리인
mandatario	에이전트
mandatario	요원
festivo	휴가
festivo	명절
festivo	홀리데이
festivo	공휴일
festivo	축제
festivo	휴일
festivo	연휴
kirguistán	키르기스어
kirguistán	키르기스스탄
gruesos	두껍게
gruesos	두꺼운
secuestrada	괴산
secuestrada	납치
turkmenistán	투르크멘어
turkmenistán	투르크메니스탄
reclutar	모집
reclutar	채용
analistas	분석가
normandos	노르만
normandos	노먼
normandos	노르만인
anunciando	발표
subordinados	부하
neutrales	중립성
neutrales	중성
neutrales	중립
legislador	입법부
añadida	추가되었습니다
añadida	추가됨
aristas	가장자리
aristas	모서리
amistades	우정
conector	단자
conector	커넥터
mentes	마인드
gestos	몸짓
gestos	제스처
sensaciones	감각
veloz	스위프트
rectangulares	사각형
rectangulares	직사각형
camisetas	셔츠
fricción	마찰력
fricción	마찰
rosita	로제타
feroe	페로
ayudantes	보좌관
augsburgo	아우크스부르크
portería	목표
terribles	끔찍한
jaguares	재규어
aspiración	흡입
patata	감자
puros	순수
puros	순수한
puros	시가
lotes	배치
lotes	일괄
lotes	많이
fracciones	분수
culebra	뱀과
ateos	무신론
ateos	무신론자
aruba	아루바
deseada	원하는
geométricas	기하학
prohibidos	차단됨
prohibidos	금지
rellenar	채워
rellenar	채우기
productivas	생산적
adelanto	미리
adelanto	선진
desee	소원
compañeras	룸메이트
compañeras	동반자
nevado	스노우
astronauta	우주비행사
astronauta	우주인
repetido	반복
sílaba	음절
implican	암시
devolución	반환
devolución	반납
devolución	복귀
devolución	리턴
devolución	귀환
devolución	환불
acumulada	누적
eternidad	영원
regulaciones	규정
dañada	손상
dañada	손상된
intermedias	중간
desconocimiento	무지
aprendiendo	학습
fusiones	합병
orgulloso	자랑
expresada	표명
burocracia	관료주의
burocracia	관료
burocracia	관료제
magnate	타이쿤
atardecer	선셋
atardecer	석양
atardecer	일몰
desagradable	불쾌한
desagradable	더러운
azotea	옥상
azotea	지붕
salmón	연어
rocoso	록키
rocoso	로키
temperamento	기질
temperamento	성질
bienvenido	환영합니다
bienvenido	환영
ecologista	생태학
ecologista	생태주의
sancionado	제재
enfriamiento	냉방
enfriamiento	냉각
carnavales	카니발
carnavales	사육제
prestan	빌려
metrópolis	메트로폴리스
lugareños	지역주민
grasas	그리스
criticar	비판
desesperada	절실한
cuarzo	쿼츠
reproducciones	조회
reproducciones	견해
reproducciones	조회수
plegable	접힘
artemisa	아르테미스
girando	빙글빙글
canarios	카나리아
puntero	포인터
agudos	트레블
agudos	급성
albornoz	가운
vecindad	부근
vecindad	근방
vecindad	동네
precisos	정확한
precisos	정확도
geólogo	지질학자
geólogo	지질학
bayas	열매
bayas	베리베리
bayas	베리
bayas	산딸기
guerrera	워리어
guerrera	전사
órbitas	궤도
cerrojo	볼트
luminoso	밝게
luminoso	밝은
luminoso	밝고
luminoso	밝아
luminoso	발광
planeación	계획
planeación	플래닝
planeación	기획
conectadas	연결됨
rubí	루비
parche	패치
alienígenas	외계인
equipamientos	장비
escasamente	간신히
refugios	쉼터
concentrarse	농축
concentrarse	집중
benín	베냉
sintético	합성
anomalías	변칙
lanzadores	투수
parado	중단됨
sencillez	단순
protones	양성자
redactores	편집자
redactores	작가
redactores	편집기
redactores	에디터
nicho	틈새
júnior	주니어
decoraciones	장식
lunares	음력
barbero	이발사
barbero	이발
vinagre	식초
acoplamiento	도킹
galletas	쿠키
galletas	비스킷
asesora	컨설턴트
asesora	충고
viruela	천연두
cante	노래
dona	기부
dona	도넛
desesperado	절실한
planchas	아이언스
comercializado	상업
dudo	의심
visualizar	시각화
sentados	앉은
sentados	착석
arrestados	체포
caricatura	카툰
caricatura	만화
mareas	조류
caimán	악어
dramáticos	극적
decepción	실망
decepción	속임수
tramas	플롯
impulsos	충동
impulsos	임펄스
potro	콜트
arranca	시작
contesta	응답
contesta	대답해
contesta	정답
contesta	대답
contesta	답변
trazas	트레이스
trazas	자취
trazas	추적
trazas	흔적
astronautas	우주비행사
truco	트릭
truco	속임수
respiratoria	호흡
respiratoria	호흡기
visitada	방문
erick	에릭
erick	에리크
fatiga	피로
singularidad	특이점
lagartos	도마뱀
lagartos	도마뱀과
tentativa	시도
salvamento	구출
salvamento	구조
barajas	갑판
agudas	급성
transacción	거래
transacción	트랜잭션
quemada	불태웠다
quemada	화상
peinado	머리카락
peinado	머리
peinado	머리카락이
peinado	헤어스타일
cognitiva	인지
reaccionar	공감
humildad	겸손
castas	카스트
polímeros	중합체
estimulación	자극
silueta	실루엣
burro	당나귀
coreanos	한국인
coreanos	한국
coreanos	한국어
abra	열기
abra	오픈
eficientes	효율적
martinica	마르티니크
comparaciones	비교
lindo	나이스
lindo	귀여워
insertar	삽입
estática	정적
advertir	경고
natalidad	탄생
natalidad	출생
natalidad	출산
tos	기침
rumanos	루마니아
rumanos	루마니아어
rumanos	루마니아인
pornografía	포르노그래피
pornografía	포르노
paracaídas	낙하산
bastión	보루
reivindicación	주장
captación	습득
captación	획득
captación	수집
captación	인수
iraníes	이란인
iraníes	이란어군
iraníes	이란
opresión	박해
pavimento	도로
picante	매운
amazonia	아마존
cautivo	포로
cociente	비율
tirol	티롤
mesías	메시아
forjado	위조
lejana	머나먼
holoceno	홀로세
articulaciones	관절
chistes	농담
líquida	리퀴드
líquida	액체
chapa	시트
convierta	변환
convierta	전환
revólver	리볼버
mozo	웨이터
mozo	종업원
mozo	포터
ajustes	설정
ajustes	조정
robó	훔쳤다
represalias	보복
asegurado	보안
asegurado	보험
preciosas	소중한
declinó	거절
confuso	혼란
incumplimiento	기본값
incumplimiento	기본
capitolio	캐피탈
capitolio	캐피틀
capitolio	의사당
capitolio	캐피톨
antepasado	조상
ópticos	광안리
ópticos	광화문
ópticos	광학
escogida	선정
configuraciones	설정
convocados	소환
sinopsis	개요
muñeco	더미
muñeco	인형
leucemia	백혈병
camina	걷기
camina	산책
cadera	엉덩이
inventores	발명
inventores	발명가
repito	반복한다
repito	반복
repito	반복합니다
lunas	위성
supermercado	슈퍼마켓
estratégicas	전략적
suspenso	스펜스
suspenso	서스펜스
bondad	친절
superintendente	감독관
transcurrido	경과
giros	스핀
sinfonías	교향곡
frijol	콩깍지
espuma	거품
estimar	추정
estimar	추정치
estimar	추산
procesar	프로세스
procesar	절차
procesar	과정
confía	신탁
confía	신뢰
trazo	뇌졸중
trazo	흔적
trazo	추적
trazo	트레이스
equivalencia	동등성
millares	수천
millares	수천만
diagramas	다이어그램
simplificado	간체
compradores	구매자
maldito	저주
maldito	저주받은
atributo	속성
rectángulo	사각형
rectángulo	직사각형
prehistóricos	선사시대
investidura	취임식
dinámicas	다이내믹
dinámicas	역학
dinámicas	다이내믹스
dinámicas	동적
dinámicas	동역학
modulación	변조
palas	패들
pingüino	펭귄
evolucionando	진화
litigio	소송
importe	금액
calavera	두개골
calavera	해골
programadores	프로그래머
sentada	앉은
sentada	착석
animaciones	애니메이션
robusto	스타우트
cómputo	계산
cómputo	컴퓨팅
distintivos	배지
distintivos	위젯
distintivos	뱃지
bucle	반복
bucle	루프
arrancar	부팅
ocultas	숨겨져
ocultas	숨겨진
ocultas	숨김
ingesta	섭취
casamiento	웨딩
casamiento	혼인
casamiento	결혼
casamiento	결혼식
montajes	어셈블리
sueldos	급여
sueldos	월급
sueldos	임금
charla	채팅
paganos	이교도
pulpa	펄프
recortes	삭감
guatemalteca	과테말라
consejera	충고
complementarias	보완
desenlace	결과
consciencia	양심
consciencia	인식
consciencia	의식
consciencia	인지도
consciencia	양심적
excesos	초과
genéticas	유전자
mostrada	표시된
mostrada	표시됨
escarlata	스칼렛
cancelar	취소
billones	수십억
billones	십억
rastros	자취
rastros	흔적
aclaración	해명
teclas	열쇠
teclas	키키
amplía	확대
amplía	축소
ambiciones	야망
taberna	술집
ético	윤리
ético	윤리적
discutida	논의
visor	뷰어
visor	헤드셋
visor	시청자
visor	헤드폰
perforación	천공
trascendental	초월
pavo	칠면조
pavo	터키
recipientes	혈관
recipientes	컨테이너
activado	활성화
activado	활성화하기
satisfecho	만족
corporativo	기업인
corporativo	기업
agregados	추가되었습니다
agregados	추가됨
ilusiones	환상
isaías	이사야
predicador	설교
predicador	설교자
culminación	정중
gema	보석
gema	스톤
gema	석기
nuez	땅콩
nuez	호두
decorativas	장식
barriles	배럴
biotecnología	생명공학
tintes	염색
boxeadores	파이터
boxeadores	파이터즈
boxeadores	파이터스
confiable	신뢰성
confiable	신뢰
joyería	보석
joyería	쥬얼리
disolver	용해
riachuelo	크리크
novios	남자친구
novios	보이프렌드
novios	남친
prelado	원장
bolos	볼링
vicky	비키
prepararse	준비하기
prepararse	준비
diarrea	설사
vallas	울타리
curiosidades	퀴즈
curiosidades	호기심
fascistas	파시스트
profetas	예언
profetas	예언자
expresadas	표명
agricultor	농부
pertinente	관련성
pertinente	관련
mecha	퓨즈
momia	미라
confirmados	확정
confirmados	확인됨
debatir	논쟁
debatir	토론
recomiendo	추천
recomiendo	추천합니다
simplicidad	단순
robótica	로봇공학
ámbar	앰버
ámbar	호박
marihuana	마리화나
productivos	생산적
islámicos	이슬람
cáscara	껍질
sostenibilidad	지속가능성
acreedores	채권자
postes	게시글
postes	게시물
postes	폴란드인
sermón	설교
complementa	보완
competitiva	경쟁력
competitiva	경쟁
jurados	배심원
intercambiador	교환기
decida	결정
decida	결정하기
predicciones	예측
malaui	말라위
intoxicación	음주
intoxicación	중독
catalizador	촉매
aleatoria	랜덤
aleatoria	무작위로
aleatoria	무작위
desgraciadamente	불행히도
chorro	제트
chorro	제트기
coeficientes	계수
respiratorio	호흡
respiratorio	호흡기
redención	구원
exclusivas	독점
exclusivas	단독
viabilidad	타당성
explícito	명시적
explícito	명시
webs	웹사이트
noruegos	노르웨이인
suponiendo	추측
actualizados	업데이트
ilustrados	삽화가
ilustrados	삽화
paridad	패리티
titán	타이탄
titán	티탄
combinadas	결합
combinadas	복합
malvada	위키드
malvada	사악한
balduino	볼드윈
balduino	보두앵
adquiridas	구매
adquiridas	습득
adquiridas	획득
asado	바베큐
asado	구운
asado	바비큐
traslados	전송
bota	부츠
bota	부트
bota	부팅
acompañantes	호위
acompañantes	동반자
habilitado	활성화
enciclopedias	백과사전
excursiones	투어
excursiones	견학
excursiones	투르
flaco	슬림
telégrafo	텔레그래프
telégrafo	전신
hindúes	힌두교
llamamiento	호소
llamamiento	항소
acelerado	가속
decorativo	장식
categorización	분류
desventajas	결점
desventajas	단점
olimpiada	올림피아드
celebridad	연예인
gremios	길드
inframundo	언더월드
estabilización	안정화
inadecuado	부적절한
aventurero	모험
derrumbe	붕괴
derrumbe	축소
texturas	텍스처
texturas	질감
reclutas	모집
estanques	연못
francotirador	스나이퍼
francotirador	저격수
salvadoreña	엘살바도르
escopeta	샷건
escriba	글쓰기
escriba	유형
escriba	형식
escriba	종류
escriba	타입
escriba	쓰기
ampliaciones	확장자
abstracta	추상
abstracta	추상화
cultivado	경작
vulnerabilidad	취약점
romanización	표기법
caravana	캐러밴
albergue	쉼터
cárceles	교도소
cárceles	감옥
imán	자석
triangulares	삼각
triangulares	삼각형
cortesía	예의
derribo	폭파
uñas	손톱
uñas	발톱
nociones	컨셉
nociones	개념
superhéroe	슈퍼히어로
alcanzada	달성
alcanzada	도달
asimilación	동화
suplementos	보충제
suplementos	보충
gloriosa	영광스러운
gloriosa	영광
diferenciados	차별화
recrear	재작성
cápsulas	캡슐
flotas	플리트
flotas	함대
quemaduras	번스
quemaduras	화상
prohibidas	차단됨
prohibidas	금지
odín	오딘
senadora	상원
senadora	상원의원
impulsa	드라이브
ligamento	인대
geológicas	지질
geológicas	지질학
comprador	구매자
solteros	총각
solteros	싱글
trazos	자취
trazos	흔적
asiria	아시리아
osa	베어
recesión	침체
princesas	공주님
princesas	프린세스
princesas	공주
balnearios	리조트
balnearios	스파
tuberías	파이프
fosas	무덤
trompa	트렁크
adquisiciones	인수
adquisiciones	조달
frito	볶음
frito	튀김
negarse	거절
terminados	완료
terminados	완료되었습니다
esparcimiento	레크리에이션
esparcimiento	레저
educadores	교육자
fumar	연기
fumar	흡연
fumar	금연
fumar	담배
portar	이식
portar	포팅
expectativa	기대
lucerna	루체른
odontología	치과
obesidad	비만
indirecto	간접
librerías	서점
regulado	규제
masacres	학살
arrastre	끌기
arrastre	드래그
cloro	염소
rescata	구출
elogio	찬양
elogio	칭찬
elogio	찬미
nueces	땅콩
nueces	호두
saludable	건강
saludable	건강한
saludable	건강하게
capricho	카프리스
patriótico	애국
agonía	고통
ordinarios	평범
filtrado	필터링
planeamiento	계획
planeamiento	플래닝
planeamiento	기획
innecesaria	불필요한
innecesaria	불필요
lancha	보트
lancha	모터보트
lácteos	낙농
duerme	수면
embajadas	대사관
cocodrilo	악어
maguncia	마인츠
alivio	완화
telón	커튼
impresionantes	놀라운
impresionantes	인상적이다
feto	태아
entrenados	훈련
cometas	연이
cometas	혜성
albanés	알바니아어
albanés	알바니아인
albanés	알바니아
logístico	로지스틱
regulada	규제
perdona	미안
perdona	용서
esclava	노예
esclava	노예제
divorciados	이혼
cocodrilos	악어
imaginar	상상
agotamiento	결핍
agotamiento	피로
arameo	아람어
cuántico	양자
páramos	무어인
durazno	피치
durazno	복숭아
pastillas	알약
absorbido	흡수
paleontología	고생물학
heroico	영웅
subordinado	공급
difuntos	사망
maquetas	모형
maquetas	모델
intimidad	프라이버시
bermudas	버뮤다
resta	빼기
resta	뺄셈
resta	빼빼로
apéndices	부록
proponiendo	프로포즈
evaporación	증발
turista	관광객
trasfondo	배경색
trasfondo	배경
imposibles	불가능한
imposibles	불가능하다
imposibles	불가능
luto	애도
audaz	굵은
audaz	굵게
audaz	대담
inquietudes	걱정
conjetura	추측
microondas	전자레인지
prefería	선호
triángulos	삼각형
salomé	살로메
equitación	승마
equitación	라이딩
brasilero	브라질
instaladas	설치
instaladas	설치됨
sirviente	하인
cuartetos	사중주
nocaut	녹아웃
descuento	할인
tánger	탕헤르
sion	시온
sion	자이언
teodosio	테오도시우스
titanio	티타늄
titanio	타이타늄
insignias	배지
insignias	위젯
insignias	뱃지
requeridos	필수
requeridos	필요함
diferenciales	미분
sospechar	용의자
agilidad	민첩성
alcohólicas	알코올
mote	닉네임
mote	별명
servidumbre	속박
molestia	불편함
sucio	더러운
visitados	방문
disfrutó	즐겼다
divertida	재미
facilidades	시설
despegar	이륙
alfombra	카펫
alfombra	융단
potenciar	보정
potenciar	향상
intermediario	중간
intermediario	중개
intermediario	중개인
perfeccionamiento	개선
perfeccionamiento	향상
modas	패션
retina	망막
urnas	설문
urnas	설문조사
experimentados	경험
entropía	엔트로피
chaqueta	자켓
chaqueta	블레이저
chaqueta	재킷
morteros	박격포
declaradas	선포
valido	유효한
valido	유효합니다
valido	유효
hinchada	부어
pagano	이교도
promo	프로모션
plutón	명왕성
empresaria	기업인
empresaria	사업가
tórax	가슴
tórax	가슴이
tórax	흉부
colgante	목걸이
