que	dat
deposición	getuigenis
deposición	afzetting
forzando	forceren
forzando	dwingen
excluye	uitsluiten
estacionales	seizoensgebonden
ratificación	bekrachtiging
ratificación	ratificeren
ratificación	ratificatie
gigantesca	gigantische
gigantesca	gigantisch
pingüinos	pinguïns
pingüinos	pinguïn
filogenético	fylogenetische
helados	ijsje
helados	ijsjes
exponencial	exponentieel
exponencial	exponentiële
disparando	vuren
disparando	afvuren
valientes	moedig
valientes	dappere
valientes	dapper
valientes	moedige
dudoso	dubieus
dudoso	twijfelachtig
dudoso	dubieuze
dudoso	twijfelachtige
congénita	aangeboren
indiferencia	onverschilligheid
indiferencia	negeren
subtítulo	ondertitel
verificable	controleerbaar
verificable	controleerbare
verificable	verifieerbare
barbuda	bebaarde
francois	francois
compatriotas	landgenoten
polluelos	kuikens
polluelos	meiden
soñar	droom
soñar	dromen
solitarios	eenzame
solitarios	eenzaam
solitarios	eenzaamheid
libanesa	libanees
libanesa	libanese
agotado	uitgeput
agotado	doodmoe
dudar	aarzelt
dudar	aarzelen
dudar	aarzel
dudar	twijfel
dudar	twijfelen
renueva	hernieuwen
renueva	vernieuwt
renueva	vernieuwen
yodo	jodium
eminente	eminente
abadesa	abdis
tráiler	aanhanger
tráiler	caravan
tráiler	woonwagen
tráiler	aanhangwagen
objetividad	objectiviteit
australianas	australische
australianas	australisch
australianas	australiër
autoritario	autoritair
autoritario	autoritaire
autoritario	gezaghebbende
escuchando	luisteren
escuchando	luisterend
fideos	noedels
arquitecturas	architecturen
sufrida	leed
mosquitos	mug
mosquitos	muggen
táctil	tactiele
sultanato	sultanaat
veredicto	uitspraak
veredicto	vonnis
veredicto	oordeel
diques	dammen
excluidos	uitgesloten
albatros	albatros
sirenas	sirenes
sirenas	zeemeerminnen
replicación	replicatie
titulación	kwalificatie
titulación	certificering
titulación	certificatie
titulación	kwalificaties
preparadas	bereide
preparadas	voorbereid
preparadas	bereid
aguila	arend
aguila	adelaar
compactos	compacte
tubería	pijpleidingen
tubería	pijp
tubería	pijpleiding
tubería	pijplijn
prevalencia	prevalentie
maravillosa	heerlijk
espartanos	spartanen
infracción	inbreuken
infracción	schending
infracción	inbreuk
infracción	overtreding
infracción	bres
patagónico	patagonische
resiste	weerstaan
expresando	uitdrukken
expresando	uiten
evitan	vermijdt
evitan	vermijd
evitan	vermijden
evitan	voorkom
cómoda	comfortabele
cómoda	comfortabel
generoso	vrijgevig
generoso	royaal
generoso	gul
generoso	gulle
generoso	genereus
quemados	afgebrand
quemados	aangebrand
quemados	verbrand
versatilidad	veelzijdigheid
aarón	aäron
seculares	seculiere
presuntos	vermeend
presuntos	vermoedelijke
presuntos	verdacht
presuntos	vermoedde
presuntos	vermeende
presuntos	beweerde
presuntos	vermoede
presuntos	beweerd
conceptuales	conceptuele
conceptuales	conceptueel
latente	slapende
latente	latente
latente	slapend
renovable	hernieuwbare
plioceno	plioceen
sondas	sondes
convulsiones	aanvallen
convulsiones	toevallen
convulsiones	convulsies
convulsiones	stuiptrekkingen
convulsiones	inbeslagname
convulsiones	inbeslagneming
tiranía	tirannie
practicando	oefenen
sensorial	sensorische
sensorial	zintuiglijke
reconocible	herkenbaar
bajistas	bassisten
subvenciones	beurzen
subvenciones	subsidies
vacunas	vaccin
vacunas	vaccins
vacunas	vaccinatie
vacunas	vaccineren
vacunas	inenting
vacunas	inentingen
vacunas	vaccinaties
marionetas	marionetten
marionetas	poppen
hermanastro	stiefbroer
humanitario	humanitair
humanitario	humanitaire
ozono	ozon
embajadora	ambassadeur
ciervos	herten
ciervos	hert
flexión	buigen
flexión	buiging
cabinas	cabines
cabinas	hutten
deportados	uitgewezen
deportados	uitgezet
deportados	gedeporteerden
deportados	gedeporteerd
pollos	kippen
pollos	kip
dalmacia	dalmatië
proclamada	verkondigde
proclamada	uitgeroepen
proclamada	verkondigd
proclamada	afgekondigd
alfombras	tapijt
alfombras	tapijten
asentarse	schikken
venida	komen
masivamente	massaal
musgos	mossen
ridículo	belachelijke
ridículo	belachelijk
cooperativo	coöperatief
cooperativo	coöperatieve
cooperativo	coöperatie
comprobación	controleer
comprobación	controleren
reglamentación	verordeningen
reglamentación	regelgeving
reglamentación	regulering
reglamentación	reglementen
reglamentación	verordening
saqueos	plunderen
saqueos	plundering
saqueos	plunderingen
cronológica	chronologisch
tallados	houtsnijwerk
tallados	gesneden
tallados	gekerfd
tallados	uitgesneden
simbolizan	symboliseren
conservadoras	conservatief
conservadoras	conservatieve
selectivo	selectief
selectivo	selectieve
dinamismo	dynamiek
dinamismo	dynamisch
dinamismo	dynamische
umbría	umbrië
excursión	wandelen
excursión	excursie
evoluciona	evolueert
evoluciona	evolueren
ubicaciones	locaties
ubicaciones	plaatsingen
ubicaciones	stages
festejo	huldiging
festejo	viering
galilea	galilea
pirineo	pyreneeën
eligiendo	kiezen
invocar	aanroepen
invocar	inroepen
pagando	betalen
demandó	aangeklaagd
detenciones	arresteren
detenciones	aanhoudingen
detenciones	aanhouding
detenciones	arrestatie
detenciones	arrestaties
cognitivo	cognitieve
inesperadamente	onverwacht
inesperadamente	onverwachts
gane	winnen
gane	wint
gane	verdien
gane	verdienen
plenitud	vervulling
plenitud	volheid
plenitud	voldoening
programar	programmeren
programar	tijdschema
programar	programma
programar	schema
programar	planning
exenta	vrijgesteld
exenta	vrijgestelde
amazonía	amazonegebied
amazonía	amazone
amazonía	amazones
adiciones	aanvullingen
adiciones	toevoegingen
viajado	reisde
viajado	gereisd
viajado	reisden
procesados	verwerkt
procesados	verwerkte
procesados	bewerkt
melón	meloen
pornográfica	pornografische
hipotético	hypothetisch
hipotético	hypothetische
muchachas	meisjes
muchachas	meiden
alguacil	maarschalk
alguacil	bode
alguacil	sherrif
alguacil	deurwaarder
exigente	veeleisende
exigente	veeleisend
exigente	kieskeurig
pronunciar	uitspreken
cocos	kokosnoten
enemistad	vijandschap
enemistad	vete
documentados	gedocumenteerde
documentados	gedocumenteerd
cervezas	biertje
cervezas	bier
cervezas	biertjes
cervezas	bieren
raso	satijn
terapias	therapieën
sordo	doof
sordo	doven
comisionados	commissarissen
comisionados	commissieleden
contenga	bevat
contenga	bevatten
preciosos	kostbaar
preciosos	kostbare
preciosos	waardevol
descalificación	diskwalificatie
atentamente	voorzichtig
atentamente	oprecht
atentamente	hoogachtend
atentamente	zorgvuldig
insuficientes	onvoldoende
insuficientes	ontoereikende
insuficientes	ontoereikend
demora	uitstellen
demora	uitstel
demora	vertragingen
demora	oponthoud
demora	vertraging
parisino	parijse
fallar	mislukken
fallar	falen
chispa	vonken
chispa	vonk
reclamando	claimen
reclamando	beweren
desbloquear	ontgrendelen
desbloquear	deblokkeren
desbloquear	ontsluiten
semiconductores	halfgeleiders
semiconductores	halfgeleider
rivalidades	rivaliteit
rivalidades	wedijver
aerodinámica	aerodynamische
aerodinámica	aerodynamica
residuo	afvalstoffen
residuo	afval
residuo	residu
residuo	residuen
residuo	verspilling
escepticismo	sceptisch
escepticismo	scepsis
escepticismo	scepticisme
preferida	voorkeur
congresistas	congresleden
salmos	psalmen
paternidad	opvoeding
paternidad	ouderschap
paternidad	opvoeden
paternidad	vaderschap
excitación	opwinding
excitación	spanning
depositado	gedeponeerde
depositado	gedeponeerd
depositado	gestort
andinos	andes
homicidios	moord
homicidios	moorden
homicidios	moordzaken
homicidios	doodslag
indeterminado	onbepaald
clímax	hoogtepunt
rellenos	vulstoffen
rellenos	vullingen
rellenos	opgevuld
rellenos	gevuld
rellenos	gevulde
redundante	overbodig
sociólogos	sociologen
cosmología	kosmologie
penetra	doordringt
aplicables	toepasbaar
aplicables	toepasselijke
aplicables	toepasselijk
interprete	vertaler
interprete	tolk
sobrinos	neefjes
sobrinos	neven
cubos	blokjes
cubos	emmers
donantes	donateur
donantes	donoren
donantes	donateurs
articulado	gelede
próximamente	komende
próximamente	aanstaande
próximamente	weldra
próximamente	opkomende
próximamente	binnenkort
próximamente	aankomende
próximamente	snel
próximamente	aankomend
próximamente	spoedig
admiten	toegeven
sentenciados	veroordeeld
transmisor	zender
sucia	vuile
sucia	vieze
sucia	smerig
sucia	vuil
sucia	vies
selecciona	kies
selecciona	selecteert
selecciona	selecteer
selecciona	selecteren
selecciona	kiest
cansancio	uitputting
cansancio	vermoeidheid
cansancio	moeheid
cansancio	vermoeid
cansancio	moe
recolectores	verzamelaars
canoas	kano
chorizo	worstjes
chorizo	worst
ambulancia	ziekenwagen
utilidades	nutsbedrijven
utilidades	winst
utilidades	winsten
utilidades	nutsvoorzieningen
tártaros	tataren
tártaros	tataars
tártaros	tartaren
reservados	voorbehouden
reservados	gereserveerde
reservados	gereserveerd
matadero	slachthuis
psicodélico	psychedelische
halterofilia	gewichtheffen
estructurada	gestructureerd
invitar	uitnodigend
invitar	uitnodigen
invitar	uitnodiging
hospitalaria	gastvrije
hospitalaria	gastvrij
hospitalaria	ziekenhuis
virreyes	onderkoningen
tópico	onderwerp
tópico	actueel
rescatados	gered
estancamiento	stagnatie
estancamiento	impasse
estancamiento	patstelling
escondite	schuilplaats
checos	tsjechen
checos	tsjechisch
checos	tsjechische
descartado	weggegooid
descartado	afgedankt
lonja	veiling
lonja	veilingen
lonja	veilen
comiendo	eten
adoptan	adopteren
ordenando	bestelling
ordenando	bestellen
impar	vreemd
impar	oneven
fotógrafa	fotografe
fotógrafa	fotograaf
sillón	bank
buscadores	zoekers
connotaciones	connotaties
normativas	normatieve
consultoría	raadpleging
consultoría	advisering
consultoría	raadplegen
consultoría	adviesbureau
consultoría	advies
intermitente	knipperen
estereotipos	stereotypen
bordados	borduren
bordados	geborduurd
bordados	borduurwerk
cómplices	medeplichtigen
suabia	zwaben
titulados	afgestudeerden
menta	pepermunt
menta	munt
electrificación	elektrificatie
luchado	worstelde
luchado	gestreden
luchado	geworsteld
luchado	bevochten
luchado	gevochten
doblada	gevouwen
doblada	krom
doblada	opgevouwen
doblada	gebogen
refuerza	sterkt
refuerza	versterken
aconsejó	geadviseerd
aconsejó	adviseerde
salsas	sauzen
moralidad	moraliteit
moralidad	moraal
huertos	boomgaarden
rehén	gijzelaar
rehén	gegijzeld
rehén	gegijzelde
patriotismo	vaderlandsliefde
patriotismo	patriottisme
etiquetado	etikettering
etiquetado	taggen
etiquetado	gelabeld
teóricas	theoretische
teóricas	theoretisch
ensamblaje	montage
ensamblaje	assemblee
ensamblaje	assemblage
canonización	heiligverklaring
elegantes	elegante
sacerdocio	priesterschap
puras	zuivere
puras	zuiver
puras	puur
zoológicos	dierentuinen
vitaminas	vitamines
vitaminas	vitamine
vitaminas	vitaminen
interesadas	interesse
interesadas	geïnteresseerd
reuniendo	samenkomst
reuniendo	verzamelen
poseído	bezeten
cisterciense	cisterciënzer
delimitada	afgebakend
obsesionado	bezeten
obsesionado	obsessie
obsesionado	geobsedeerd
tortilla	omelet
reapertura	heropening
reapertura	heropend
reapertura	heropenen
secado	gedroogd
secado	opgedroogd
secado	drogen
secado	gedroogde
solidaria	solidariteit
remolque	slepen
remolque	woonwagen
remolque	caravan
remolque	aanhanger
remolque	aanhangwagen
remolque	trekkende
revelaciones	onthullingen
revelaciones	openbaring
revelaciones	openbaringen
alegó	claimde
alegó	geclaimde
alegó	beweerde
alegó	geclaimd
alegó	opgeëist
orquestación	orkestratie
ciénaga	moeras
ciénaga	veen
drena	afvoeren
homogénea	homogeen
homogénea	homogene
vacías	leeg
vacías	lege
vacías	ledig
vacías	leegmaken
delincuente	misdadig
delincuente	dader
delincuente	overtreder
delincuente	overtreders
delincuente	crimineel
delincuente	misdadiger
delincuente	delinquenten
discapacitados	gehandicapten
discapacitados	invalide
discapacitados	uitgeschakeld
discapacitados	gehandicapt
discapacitados	gehandicapte
arrendamiento	huurcontract
concurrencia	opkomst
empírica	empirische
empírica	empirisch
próspera	welvarende
próspera	bloeiende
próspera	voorspoedig
próspera	welvarend
necesitar	nodig
necesitar	noodzaak
necesitar	behoefte
necesitar	nood
reformistas	hervormers
camisas	overhemden
camisas	hemden
choques	botsingen
choques	schokken
errante	zwerver
errante	dwalen
errante	dolende
errante	ronddwalen
errante	wandelaar
conservadurismo	conservatisme
portadora	brenger
víbora	adder
víbora	slangen
víbora	slang
invernaderos	serre
invernaderos	kassen
invernaderos	broeikas
invernaderos	kas
carnero	rammen
carnero	schapenvlees
destilación	distilleren
destilación	destillatie
destilación	distillatie
infiltración	infiltratie
curiosos	nieuwsgierig
curiosos	merkwaardig
curiosos	benieuwd
autóctono	inheems
autóctono	inheemse
olvidados	vergeten
vicios	ondeugden
vicios	zeden
vicios	ondeugd
hileras	rijen
explicaba	uitgelegd
explicaba	toegelicht
intriga	intriges
indefinida	onbepaalde
indefinida	onbepaald
condensación	condensatie
distribuidores	handelaren
distribuidores	handelaars
distribuidores	distributeurs
laica	seculiere
dinámicos	dynamiek
dinámicos	dynamisch
dinámicos	dynamische
burgués	burgerlijk
paramilitar	paramilitaire
reporteros	verslaggevers
reporteros	journalisten
precisar	specificeren
gaby	gaby
caminantes	wandelaars
conciliación	afstemming
conciliación	verzoenen
conciliación	verzoening
conciliación	bemiddeling
cortesano	hoveling
herbívoros	herbivoren
burgueses	burgerlijk
funerales	uitvaart
funerales	begrafenis
funerales	begrafenissen
favores	gunsten
semanalmente	weekoverzicht
semanalmente	wekelijks
semanalmente	wekelijkse
atmosférico	atmosferische
trivial	weetjes
adeptos	aanhangers
evadir	ontwijken
ora	bidt
ora	bid
ora	bidden
tuyo	uwe
complementario	aanvullende
complementario	complementair
complementario	aanvullen
complementario	aanvullend
complementario	complementaire
done	doneren
arrogante	verwaand
arrogante	eigenwijs
arrogante	arrogante
ternera	kalfsvlees
ternera	rundvlees
esconderse	verbergen
esconderse	verstoppen
esconderse	verberg
conmoción	commotie
conmoción	schok
conmoción	hersenschudding
conmoción	schokken
aproximaciones	benaderingen
aproximaciones	nadert
filántropo	filantroop
caros	duur
caros	dure
excluido	uitgesloten
excluido	uitgezonderd
agregada	aggregaat
agregada	geaggregeerde
recompensas	beloningen
diácono	diaken
obstrucción	belemmering
obstrucción	hinderen
obstrucción	obstructie
obstrucción	tegenwerking
antagonistas	antagonisten
entretanto	intussen
entretanto	ondertussen
veterinario	veearts
veterinario	veterinair
veterinario	veterinaire
hereda	erft
hereda	erven
inmediatos	onmiddellijke
inmediatos	onmiddellijk
gorro	muts
gorro	hoed
gorro	pet
llanto	janken
llanto	huilend
llanto	huilen
llanto	huil
llanto	tranen
moderadamente	gematigd
moderadamente	matig
almacenado	opgeslagen
vejiga	blaas
debilitado	verzwakte
debilitado	verzwakt
tensa	gespannen
púlpito	preekstoel
enseñando	lesgeven
enseñando	onderwijzen
madrastra	stiefmoeder
austríacos	oostenrijkers
predicación	preken
predicación	prediken
rosal	rozenstruik
maldivas	maldiven
maldivas	malediven
interrumpir	onderbreken
interrumpir	onderbreekt
exóticos	exotisch
exóticos	exotische
duplicado	dupliceren
duplicado	dubbele
duplicado	duplicaat
llantas	velgen
llantas	banden
abarcó	geijkt
costura	naaien
costura	naai
costura	ritsen
costura	hechten
estepas	steppen
patógenos	pathogene
patógenos	ziekteverwekker
patógenos	ziektekiemen
patógenos	pathogenen
patógenos	ziekteverwekkers
creyeron	geloofde
creyeron	geloofd
creyeron	geloofden
iva	btw
látigo	zweep
inhibidor	remmer
cabellos	haren
cabellos	haartjes
cabellos	haar
vitalidad	vitaliteit
sajones	saksen
aquisgrán	aken
apropiadas	toepasselijk
apropiadas	passende
apropiadas	passend
apropiadas	gepast
apropiadas	geschikt
grúa	kraan
grúa	slepen
dimitir	aftreden
llora	ween
llora	huilen
llora	kreten
llora	huil
llora	huilt
fea	lelijke
fea	lelijk
invisibles	onzichtbare
invisibles	onzichtbaar
ícono	icoon
ícono	pictogram
perjudicial	schadelijke
perjudicial	schadelijk
perjudicial	nadelig
abruptamente	abrupt
reunida	herenigd
padrastro	stiefvader
mella	deuk
panadería	bakkerij
panadería	bakker
delegada	gedelegeerde
delegada	delegeren
delegada	gedelegeerd
delegada	afgevaardigde
delegada	gemachtigde
imaginaria	denkbeeldig
imaginaria	denkbeeldige
riñones	nier
riñones	nieren
superposición	overlapping
superposición	samenloop
superposición	overlappen
superposición	overlappende
obedece	gehoorzaamt
obedece	gehoorzaam
obedece	gehoorzamen
plantean	poseren
cuadrante	kwadrant
impresora	drukker
culpabilidad	schuldgevoelens
culpabilidad	schuldgevoel
culpabilidad	schuld
edema	oedeem
fantasías	fantasieën
fantasías	fantasie
expandirse	uitbreiden
racista	racistische
racista	racistisch
estadista	staatsman
colectivamente	collectief
deseable	wenselijk
deseable	gewenst
deseable	wenselijke
deseable	wenselijkheid
complicidad	medeplichtig
complicidad	medeplichtigheid
especula	speculeren
especula	speculeert
cigarrillos	sigaretten
cigarrillos	sigaret
camarera	serveerster
pretendientes	aanbidders
agresiones	agressie
castigado	gestraft
castigado	bestraft
retiradas	opnames
aberturas	openingen
obertura	ouverture
miradas	lijkt
miradas	blikken
inherente	inherente
estrictas	strikt
estrictas	strikte
estrictas	streng
ininterrumpidamente	ononderbroken
mitades	helften
reactivos	reactieve
reactivos	reagentia
reflexionar	bezinning
reflexionar	reflecteren
reflexionar	weerspiegelen
reflexionar	spiegelbeeld
reflexionar	reflectie
reflexionar	reflecterende
reflexionar	weerspiegeling
acostumbrado	gewend
bastardo	bastaard
bastardo	klootzak
aperturas	openingen
fecundación	bevruchting
nicea	nicea
frenado	remmen
viales	ampullen
viales	flesjes
pescar	visvangst
pescar	visserij
pescar	vissen
gritando	schreeuwen
gritando	gillen
gritando	geschreeuw
gritando	schreeuwend
coordina	coördinaten
coordina	coördinaat
coordina	coördineren
optimizar	optimaliseren
aristócratas	aristocratische
aristócratas	aristocraat
aristócratas	aristocraten
peculiares	eigenaardige
peculiares	eigenaardig
orugas	rupsen
indignación	verontwaardiging
vidrios	glazen
vidrios	glas
vidrios	bril
vidrios	brillen
persiguiendo	najagen
persiguiendo	achtervolgen
empleador	werkgever
empleador	werkgevers
encender	ontbranden
encender	ontsteken
torta	taart
materialismo	materialisme
vasili	vasili
acentos	accent
acentos	accenten
interferir	bemoeien
legítimos	rechtmatig
legítimos	legitieme
legítimos	legitiem
legítimos	legaal
ilustradores	illustratoren
bacteriana	bacteriële
pliegues	plooien
falsificación	vervalsingen
falsificación	vervalsing
falsificación	nagemaakte
falsificación	vals
falsificación	namaak
densas	dichte
permitida	toegestane
permitida	toegelaten
permitida	toegestaan
parisinos	parijzenaars
predecesora	voorganger
federativa	federatieve
almidón	zetmeel
conducidos	gedreven
bloqueados	geblokkeerde
bloqueados	geblokkeerd
analizando	ontleden
analizando	analyseren
enunciado	verklaring
declaran	verklaar
declaran	verklaren
declaran	uitroepen
sentarse	zit
sentarse	zitten
anochecer	schemering
planicies	vlaktes
planicies	vlakte
planicies	vlakten
admirar	bewonder
admirar	bewonderen
salinidad	zoutgehalte
germen	kiem
germen	bacteriën
germen	ziektekiemen
germen	kiemen
desiguales	ongelijke
desiguales	ongelijk
desiguales	oneven
ceguera	blindheid
sureño	zuidelijk
dominando	domineren
dominando	dominant
gurú	goeroe
probada	beproefd
probada	getest
probada	bewezen
probada	geteste
probada	aangetoonde
estimula	stimuleren
estimula	stimuleert
benedictino	benedictijnse
boletos	kaartjes
fonemas	fonemen
detectados	gedetecteerd
detectados	ontdekt
erizo	egel
comparando	vergelijken
convicciones	overtuigingen
convicciones	veroordelingen
efigie	beeltenis
mitológico	mythologische
teodorico	theodorik
daga	dolk
competentes	bekwaam
competentes	competente
parodias	parodieën
terapéutico	therapeutisch
flanqueado	geflankeerd
amplificador	versterker
traseros	achterste
traseros	achterzijde
traseros	achterhoede
traseros	achterkant
traseros	achteraan
gamba	garnalen
gamba	garnaal
desarme	ontwapenen
desarme	ontwapening
siervos	dienaars
siervos	bedienden
siervos	dienaren
gorrión	mus
electromagnético	elektromagnetische
electromagnético	elektromagnetisch
cobalto	kobalt
confiado	vertrouwd
confiado	vertrouwde
confiado	vertrouwden
confiado	zelfverzekerd
confiado	zelfverzekerde
tenia	lintworm
conversiones	conversies
conectarse	verbind
conectarse	verbinden
gratitud	dankbaarheid
rigurosa	strikt
rigurosa	strikte
rigurosa	rigoureuze
rigurosa	rigoureus
rigurosa	streng
descalificado	gediskwalificeerd
cicatrices	littekens
ebullición	kokend
ebullición	kook
ecléctico	eclectische
transformando	transformeren
protestar	protesten
protestar	protesteren
exhibido	getoond
exhibido	tentoongesteld
exhibido	getoonde
exhibido	weergegeven
hidráulicos	hydraulisch
hidráulicos	hydraulica
hidráulicos	hydraulische
prehistórico	prehistorische
tornados	tornados
culturalmente	cultureel
granjero	landbouwer
granjero	boer
impedido	verhinderd
impedido	voorkwam
impedido	belemmerd
impedido	gehinderd
principe	prins
extraordinariamente	opmerkelijk
implementa	uitvoert
implementa	werktuigen
gimnasta	turnster
clemencia	genade
clemencia	barmhartigheid
clemencia	clementie
sofocar	stikken
sofocar	verstikken
bárbaro	barbaar
bárbaro	barbaarse
bárbaro	barbaars
caracter	karakter
caracter	personage
fisuras	barsten
fisuras	scheuren
subcategorías	subcategorieën
pediatría	kindergeneeskunde
pediatría	pediatrie
pediatría	kinderafdeling
currículum	leerplan
currículum	hervatten
currículum	onderwijsprogramma
currículum	lesprogramma
currículum	hervat
citoplasma	cytoplasma
camarones	garnalen
camarones	garnaal
corrupto	corrupte
corrupto	corrupt
corrupto	bedorven
corrupto	beschadigd
trigésimo	dertigste
registrarse	inschrijven
registrarse	registreren
escalón	stapje
escalón	stap
egoísta	egoïstische
egoísta	egoïstisch
ups	oeps
señoritas	dames
tímida	verlegen
tímida	timide
desarrollándose	ontwikkelen
pimiento	peper
pimiento	pepers
pimiento	paprika
aceptables	acceptabele
aceptables	acceptabel
aceptables	aanvaardbare
aceptables	aanvaardbaar
delegadas	gedelegeerd
delegadas	afgevaardigden
delegadas	gedelegeerde
delegadas	gedelegeerden
ecológicas	ecologisch
ecológicas	ecologische
remite	verwijst
secuestra	ontvoert
robadas	gestolen
litúrgico	liturgische
ocre	oker
exclusividad	exclusief
exclusividad	exclusieve
exclusividad	exclusiviteit
caños	leidingen
caños	buizen
caños	pijpen
pintoresco	pittoreske
pintoresco	schilderachtige
pesaba	woog
pesaba	afgewogen
pesaba	gewogen
consigna	leus
lombardos	longobarden
escaramuzas	schermutselingen
temores	angst
temores	vrees
temores	angsten
encabezar	speerpunt
virtuoso	deugdzame
virtuoso	deugdzaam
genealógico	genealogische
descifrar	ontcijferen
tratadas	behandeld
tratadas	behandelde
alojamientos	accommodatie
descendieron	neergedaald
atraen	trekken
atraen	aantrekken
amenazados	bedreigde
amenazados	bedreigd
bautizados	gedoopt
támesis	theems
bloc	kladblok
panes	broden
panes	pannen
panes	bolletjes
tatuaje	tatoeage
hormiguero	miervogel
espontáneamente	spontaan
cinc	zink
inducida	geïnduceerde
reducto	redoute
simulador	simulatie
monarquías	monarchieën
vagabundo	vagebond
vagabundo	zwerver
vagabundo	wandelaar
vagabundo	zwervers
generosidad	vrijgevigheid
pronombre	voornaamwoord
traductora	vertaler
traductora	tolk
heredada	erfelijk
heredada	geërfd
infrarrojo	infrarood
cuaternario	quaternaire
criar	verhogen
persiguen	achtervolgen
persiguen	vervolgen
resentimiento	wrok
resentimiento	rancune
rústica	rustieke
blanqueo	bleken
blanqueo	witwassen
coloquio	colloquium
fugaz	vluchtige
fugaz	vluchtig
ovino	schapen
ovino	schaap
educada	geschoold
educada	opgeleid
educada	onderwezen
calabozo	kerker
matador	moordenaar
refinado	verfijnen
refinado	geraffineerd
refinado	verfijning
refinado	raffinage
refinado	geraffineerde
refinado	verfijnd
partos	bevalling
partos	leveringen
partos	leveranties
partos	geboorten
cetáceos	walvisachtigen
instantáneamente	direct
instantáneamente	onmiddelijk
instantáneamente	onmiddellijk
diagnósticos	diagnose
diagnósticos	diagnostiek
diagnósticos	diagnoses
avalancha	lawine
apagado	uitschakeling
apagado	stilleggen
apagado	af
apagado	afsluiten
gobernadora	gouverneur
intensivo	intensief
intensivo	intensieve
brujos	tovenaars
brujos	heksen
alcanzados	bereikt
alcanzados	bereikte
alcanzados	behaald
respetable	respectabel
respetable	respectabele
notado	opviel
notado	genoteerd
notado	opgemerkt
notado	opgevallen
sermones	preken
solicitados	aangevraagd
solicitados	gevraagde
solicitados	opgevraagd
solicitados	aangevraagde
solicitados	verzocht
solicitados	gevraagd
empuja	duwen
empuja	persen
empuja	duwt
elasticidad	elasticiteit
cobarde	laffe
cobarde	laf
cobarde	lafaard
geógrafos	geografen
platillo	schotel
inmortales	onsterfelijk
inmortales	onsterfelijken
inmortales	onsterfelijke
enfrentados	geconfronteerd
boleto	kaartje
planificar	plannen
transparentes	transparante
transparentes	doorzichtig
transparentes	transparant
clavo	kruidnagel
clavo	spijker
clavo	nagel
ofrecimiento	aanbieding
ofrecimiento	aanbod
ofrecimiento	bieden
ofrecimiento	aanbieden
granjeros	boeren
granjeros	landbouwers
fantásticas	fantastisch
fantásticas	fantastische
cráneos	schedels
sacrificar	offeren
sacrificar	offer
sacrificar	opoffering
sacrificar	opofferen
invitaciones	uitnodigingen
entrenando	opleiding
entrenando	coachen
entrenando	trainen
informales	informeel
informales	informele
problemático	problematisch
problemático	problematische
coaliciones	coalities
implementaciones	implementaties
inversionistas	belegger
inversionistas	investeerders
inversionistas	beleggers
inversionistas	investeerder
firmes	firma
versátil	veelzijdige
versátil	veelzijdig
invirtió	geïnvesteerd
invirtió	investeerde
invirtió	belegd
invirtió	geïnvesteerde
planificada	geplande
planificada	gepland
infecciosas	besmettelijke
infecciosas	infectieuze
infecciosas	besmettelijk
quirúrgico	chirurgische
quirúrgico	chirurgisch
abstención	onthouding
capturan	vangen
capturan	vangst
capturan	vastleggen
capturan	gevangenneming
acidez	maagzuur
acidez	zuurgraad
cinturones	riemen
cinturones	gordels
enseñado	onderwees
enseñado	onderwezen
maxilar	bovenkaak
cuelga	hangt
preservado	bewaard
preservado	geconserveerd
molestar	ergeren
molestar	storen
instantes	momenten
instantes	ogenblikken
contrastes	contrasten
contrastes	tegenstelling
acusar	beschuldig
acusar	beschuldigen
entregando	bezorgen
interina	tussentijdse
interina	tussentijds
gestionada	beheerd
gestionada	beheerde
paraguas	paraplu
cazadora	jager
sándwich	boterham
sándwich	broodje
salesianos	salesianen
sintéticos	synthetische
sintéticos	synthetisch
dinamita	dynamiet
exportar	uitvoer
exportar	exporteren
furgoneta	busje
resumir	samenvatten
relevado	afgelost
relevado	opgelucht
anticipación	anticiperen
anticipación	anticipatie
constelaciones	sterrenbeelden
constelaciones	sterrenbeeld
constelaciones	constellatie
antisemita	antisemitische
duraron	duurde
acetato	acetaat
muera	sterf
muera	sterven
alegres	vrolijk
alegres	vrolijke
alegres	opgewekt
ejecutando	hardlopen
ejecutando	rennen
hospicio	werkhuis
ambiguo	dubbelzinnig
ambiguo	dubbelzinnige
prelatura	prelatuur
inolvidable	onvergetelijk
inolvidable	onvergetelijke
inolvidable	gedenkwaardige
pasen	passeren
islandesa	ijslands
islandesa	ijslandse
lluviosa	regenachtige
catastro	kadastrale
caverna	grot
pleitos	geschillen
pleitos	rechtszaken
televisor	televisie
uniformidad	homogeniteit
uniformidad	uniformiteit
proporcionados	evenredig
proporcionados	proportioneel
proporcionados	verstrekt
proporcionados	verstrekte
hechicero	tovenaar
cómplice	handlanger
cómplice	medeplichtigen
cómplice	medeplichtig
cómplice	medeplichtige
boicot	boycotten
boicot	boycot
recubrimiento	deklaag
recubrimiento	bekleding
digestión	spijsvertering
medicinas	geneesmiddelen
medicinas	geneesmiddel
medicinas	medicatie
medicinas	geneeskunde
medicinas	medicijnen
convección	convectie
preocupados	ongerust
preocupados	bezorgd
flotantes	zwevende
flotantes	zwevend
flotantes	zweven
flotantes	drijvend
flotantes	drijvende
