மற்றும்	ve
நட்டு	fındık
நட்டு	ceviz
நட்டு	çatlak
சொகுசு	lüks
நம்பத்தகுந்த	sadakatle
யே	yaşasın
யே	oley
சேகரிக்க	topla
சேகரிக்க	ödemeli
சிதறல்	saçılma
கருக்கலைப்பு	kürtaj
உருப்படிகள்	eşyalar
உருப்படிகள்	ürünler
கரீம்	kerim
காத்மாண்டு	katmandu
இரவுகள்	geceler
இரவுகள்	geceleri
செவ்வாய்க்கிழமை	sali
செவ்வாய்க்கிழமை	salı
புளி	demirhindi
பரிசுத்த	kutsal
பரிசுத்த	mukaddes
வரதட்சணை	çeyiz
சர்வாதிகாரி	diktatör
புதர்	gür
முகில்	bulut
கிராமங்களை	köyleri
பூசி	sıcacık
பூசி	ilık
பூசி	sıcak
முடுக்கம்	hızlanma
கடத்தப்பட்ட	kaçırıldı
கடத்தப்பட்ட	kaçırılan
கடத்தப்பட்ட	kaçırılmış
கடத்தப்பட்ட	kaçırdı
இறுக்கமாக	sımsıkı
இறுக்கமாக	dar
இறுக்கமாக	sıkı
இறுக்கமாக	sıkıca
விரும்பத்தகாத	tatsız
விரும்பத்தகாத	nahoş
விரும்பத்தகாத	sevimsiz
இசைக்கு	ezgi
இத்தாலியன்	italyanca
இத்தாலியன்	italyan
ஒயிட்	beyaz
தொந்தரவு	rahatsız
தொந்தரவு	taciz
கேளுங்கள்	dinle
கிடைமட்ட	yatay
மட்டு	modüler
ஹாலந்து	hollanda
வடிகால்	drenaj
ஆக்ஸிஜன்	oksijen
செருகி	eklentisi
செருகி	eklenti
அடுப்பு	fırın
அடுப்பு	ocak
அடுப்பு	soba
புல்வெளி	çimen
புல்வெளி	çim
பழைமை	antika
அடிமைத்தனம்	bağımlılık
அடிமைத்தனம்	kölelik
தொடர்புடையவை	akraba
தொடர்புடையவை	ilişkili
தொடர்புடையவை	alakalı
தொடர்புடையவை	ilgili
தொடர்புடையவை	bağlantılı
லைலா	leyla
புரிந்தவர்	failleri
ஜாஸ்	caz
அன்பும்	sevgiler
அன்பும்	sevda
அன்பும்	aşk
அன்பும்	ask
அன்பும்	sevgi
கலவைகள்	bileşikler
வைரல்	virüs
சகாப்தம்	çağ
தானியம்	gevrek
தானியம்	tahıl
தானியம்	buğday
மூ	mö
சாத்தியங்கள்	olasılıklar
சாத்தியங்கள்	olasılıkları
சாத்தியங்கள்	olasılık
சாத்தியங்கள்	olanaklar
சாத்தியங்கள்	ihtimaller
ஆர்டர்	sipariş
ஆர்டர்	düzen
ஆர்டர்	emir
மதுவிலக்கு	yasağı
மதுவிலக்கு	yasaklama
பயணிகளும்	gezginler
பயணிகளும்	yolcular
கரங்கள்	eller
கரங்கள்	elleri
படிவங்கள்	formları
படிவங்கள்	formlar
படிவங்கள்	form
நிறைவடைந்தது	bitirdim
நிறைவடைந்தது	tamamlandı
நிறைவடைந்தது	bitmiş
நிறைவடைந்தது	bitti
பலமாக	güçlü
தீர்மானிக்கிறது	belirler
திருடன்	hırsız
கபில	kestane
நாற்காலி	koltuk
நாற்காலி	sandalye
விற்பனையாளர்	satıcı
விற்பனையாளர்	satar
ஓநாய்	kurtlar
ஓநாய்	kurt
ஓநாய்	kurdu
ஓநாய்	kürt
பாகு	bakü
பீட	yaylası
கிராமத்து	köyü
கிராமத்து	köy
உத்திகளை	stratejileri
பிரிமியர்	gala
பிரிமியர்	galası
ஹாப்	atla
தேவதைகள்	perileri
தேவதைகள்	melekler
தேவதைகள்	periler
கோர்ட்	saray
கோர்ட்	mahkeme
முன்மொழியப்பட்ட	önerilen
ஆண்டனி	antony
அருளும்	zarafet
நறுமணம்	koku
தேனீக்கள்	arılar
தேனீக்கள்	arı
அறிக்கைகளை	ifadeler
அறிக்கைகளை	ifadeleri
உரங்கள்	gübre
உரங்கள்	gübreler
பெண்டிர்	hanımlar
பெண்டிர்	bayanlar
நெறிகள்	protokolleri
நார்மாண்டி	normandiya
எல்லாவற்றிலும்	herşey
எல்லாவற்றிலும்	hersey
எல்லாவற்றிலும்	herşeyi
செய்தித்தாள்கள்	gazete
செய்தித்தாள்கள்	gazeteler
ஜேக்கப்	yakup
நெற்றி	alnına
நெற்றி	alın
உணர்தல்	idrak
உணர்தல்	fark
சந்தித்தனர்	tanışmak
சந்தித்தனர்	tanış
சந்தித்தனர்	buluş
பூசாரி	rahip
பூசாரி	papaz
உதாரணமாகும்	sportmenlik
வணிகங்கள்	işletmeler
திருப்பு	çevir
திருப்பு	takla
ஆணி	çivi
ஆணி	tırnak
டிஸ்கவரி	keşif
டிஸ்கவரி	keşfi
கலந்துகொண்டனர்	katılan
கலந்துகொண்டனர்	katıldığı
கலந்துகொண்டனர்	katıldı
இல்லாமலே	onsuz
இல்லாமலே	olmadan
மதீனா	medine
வீனஸ்	venüs
தொகுக்கப்பட்டது	derlenmiş
எளிமை	sadelik
டூர்	turne
டூர்	tura
டூர்	tur
சுற்றிப்	etrafında
சுற்றிப்	çevresinde
சுற்றிப்	çevrede
சுற்றிப்	etrafta
சுழலி	türbin
ஆய்வக	laboratuar
ஆய்வக	laboratuvar
பகைமை	düşmanlık
கிரியை	çalışıyor
கிரியை	çalışır
பாதிக்கப்பட்டவர்கள்	kurbanları
பாதிக்கப்பட்டவர்கள்	kurbanlar
வெற்றிடம்	vakum
துடுப்பு	kürek
விரிவுரையாளர்	okutman
கலந்துகொண்ட	katılan
கலந்துகொண்ட	katıldığı
கலந்துகொண்ட	katıldı
வினாடி	ikinci
வினாடி	ikincisi
பத்திரிகையாளர்கள்	muhabir
பத்திரிகையாளர்கள்	gazeteci
பத்திரிகையாளர்கள்	gazeteciler
பத்திரிகையாளர்கள்	muhabirler
பத்திரிகையாளர்கள்	gazetecilerin
டோன்	tonu
டோன்	ton
தேடிய	aradı
மேம்படுத்தப்பட்டது	optimize
அடைவு	rehberi
அடைவு	dizin
அடைவு	dizini
பிடியில்	kavrama
துளி	damla
துளி	bırak
பரிந்துரையை	tavsiye
பரிந்துரையை	öneri
அகதி	mülteci
ஆதாம்	adem
ஃபிஸ்துலா	fistül
அவென்யூ	bulvar
அவென்யூ	bulvarı
அவென்யூ	caddesi
கோழிகள்	tavuk
கோழிகள்	tavuklar
மறுக்கப்பட்டது	reddedilmiş
மறுக்கப்பட்டது	inkar
மறுக்கப்பட்டது	reddedildi
நலத்துறை	refah
ரிக்கோ	rico
ஹலோ	selam
ஹலோ	merhaba
புத்தம்	markası
புத்தம்	marka
கேட்டது	duydum
கேட்டது	duyan
தோற்றது	başarısız
#ஒரு	#bir
#ஒரு	#a
மூலை	köşeye
மூலை	köşe
இமாலய	himalaya
நூர்	nur
நொதித்தல்	fermantasyon
ஆஸ்கர்	oskar
கார்ட்	sepet
கார்ட்	arabası
கார்ட்	araba
பாஷா	paşam
பாஷா	başa
பாஷா	paşa
முட்கள்	dikenler
முட்கள்	diken
வினாக்கள்	sorular
வினாக்கள்	sorularınız
வினாக்கள்	soru
வினாக்கள்	soruları
செயலற்ற	boşta
செயலற்ற	aylak
எத்தியோப்பியா	etiyopya
வாக்களிக்கும்	oylama
வாக்களிக்கும்	oy
கண்ணுக்குத்	görünmez
கண்ணுக்குத்	görünmeyen
பிரான்சுவா	françois
பிரான்சுவா	francois
அற்புதம்	leziz
அற்புதம்	lezzetli
அற்புதம்	nefis
அற்புதம்	muhtesem
அற்புதம்	şahane
அற்புதம்	müthiş
அற்புதம்	harika
அற்புதம்	enfes
அற்புதம்	muhteşem
மொழிபெயர்க்க	çevir
மொழிபெயர்க்க	çeviri
மொழிபெயர்க்க	tercüme
அதிசயம்	merak
அதிசயம்	mucize
மீனின்	balık
எபிசோட்	bolum
எபிசோட்	bölüm
கச்சேரிகள்	konser
கச்சேரிகள்	konserler
இஸ்லாமியர்கள்	müslümanlara
இஸ்லாமியர்கள்	müslümanların
இஸ்லாமியர்கள்	müslümanlar
ஆப்கான்	afgan
அல்பேனியா	arnavutluk
பிலாத்து	pilatus
மறுவாழ்வு	rehabilitasyon
மகிமை	şeref
மகிமை	ihtişam
மகிமை	zafer
பாத்	küvet
பாத்	banyo
போதகர்	vaiz
நரகம்	cehennem
சிரிப்பு	gülüş
சிரிப்பு	gülün
சிரிப்பு	gül
சிரிப்பு	gülmek
சிரிப்பு	gülme
சிரிப்பு	kahkahalar
சிரிப்பு	kahkaha
டைட்டானிக்	titanik
கேஸ்	dava
கேஸ்	benzin
கேஸ்	vaka
கேஸ்	gaz
என்றென்றும்	sonsuza
என்றென்றும்	ebediyen
படுகை	leğen
படுகை	havzası
வாழைப்பழம்	muz
கிடைக்காது	kullanılamaz
கிடைக்காது	kullanılamıyor
கிடைக்காது	müsait
கிடைக்காது	ulaşılamıyor
பவுண்டுகள்	kilo
பவுண்டுகள்	pound
பவுண்டுகள்	sterlin
நிச்சயமற்ற	belirsizlik
மாறு	geçiş
மாறு	değiştir
சேர்க்கவும்	ekleme
சேர்க்கவும்	dahil
சேர்க்கவும்	ekleyin
சேர்க்கவும்	ekle
வடம்	kablolu
வடம்	kablo
சாரணர்	gözcü
சாரணர்	izci
கொழுப்புகள்	semiz
வெள்ளப்பெருக்கு	sel
அழகை	güzellik
குள்ள	çakal
குள்ள	cüce
குவியம்	odaklanma
குவியம்	odak
லெப்டினன்ட்	komiser
லெப்டினன்ட்	teğmen
பாதுகாக்கிறது	koruyor
பாதுகாக்கிறது	korur
இரிடியம்	iridyum
வைத்திருக்கிறது	tutar
எதற்காக	niçin
எதற்காக	neden
எதற்காக	niye
பீனிக்ஸ்	anka
லேன்	şerit
குமட்டல்	bulantı
நிமிர்ந்து	zorla
கடுகு	hardal
குத்திக்	delici
காசோலை	çek
நண்டுகள்	yengeç
ரகசியமாக	gizli
ரகசியமாக	gizliden
ரகசியமாக	gizlidir
ரகசியமாக	gizlice
காண்கிறார்	izlemek
காண்கிறார்	izleyen
காண்கிறார்	izlerken
காண்கிறார்	izliyorum
காண்கிறார்	izliyor
பலேடியம்	paladyum
தூண்டில்	yem
கருத்தைப்	yoruma
கருத்தைப்	yorum
கருத்தைப்	yorumu
கருத்தைப்	yorumda
உலோகவியல்	metalurji
பிரதிபலிக்கிறது	yansıtan
ஆமாம்	evet
தன்னார்வலர்கள்	gönüllü
தன்னார்வலர்கள்	gönüllüler
மடகாஸ்கர்	madagaskar
கேள்	sor
கேள்	sorun
கேள்	dinle
சோயா	soya
துணிகளை	giysiler
துணிகளை	kıyafet
துணிகளை	kıyafetler
துணிகளை	elbiseler
துணிகளை	elbise
மறதி	amnezi
பஜார்	pazar
பஜார்	çarşı
உடம்பு	hastayım
உடம்பு	hasta
கண்களால்	göz
கண்களால்	gözler
கண்களால்	gözleri
மாத்திரைகள்	hap
மாத்திரைகள்	haplar
மாத்திரைகள்	ilaçlar
கோல்ஃப்	golf
அரக்கு	kestane
வாட்ச்மென்	gözcüler
மாதாந்திர	aylık
பாலிடெக்னிக்	politeknik
எழுது	beste
எழுது	yazma
எழுது	yaz
எழுது	yanık
எழுது	yansın
எழுது	yanar
எழுது	yazın
எழுது	yak
எழுது	yan
பிரயன்	brain
ராஜினாமா	istifa
பவள	mercan
ஆதாயம்	kazanç
அறிவிப்புகள்	bildirimleri
அறிவிப்புகள்	bildirimler
அறிவிப்புகள்	bildirim
ஓரம்	sınır
சந்தர்ப்பத்தில்	fırsat
சந்தர்ப்பத்தில்	vesile
தொண்டர்கள்	gönüllü
தொண்டர்கள்	gönüllüler
அரட்டை	muhabbet
அரட்டை	sohbet
நடத்தல்	yürümek
நடத்தல்	yürüme
நடத்தல்	yürüyüş
நடத்தல்	yürüyen
நடத்தல்	yürüyorum
உணரி	algılayıcı
உணரி	sensör
பேரம்	pazarlık
ஏவல்	zorunlu
ஏவல்	mecburi
குயின்	kraliçe
குயின்	vezir
பாக்தாத்	bağdat
சட்டவிரோத	yasadışı
சிக்கலானது	karışık
சிக்கலானது	karmaşıklık
சிக்கலானது	eleştirel
சிக்கலானது	karmaşık
சிக்கலானது	kritik
ட்விட்டர்	heyecan
புறக்கணிப்பு	boykot
முகவர்கள்	ajan
முகவர்கள்	ajanlar
வில்வித்தை	okçuluk
உணர்	hissetmek
உணர்	hissediyorum
பிளஸ்	artı
பாசிச	faşist
பரிவு	sempati
பூட்டி	ganimet
கொட்டும்	sağanak
தூக்கம்	uyumak
தூக்கம்	uykusu
தூக்கம்	uyu
தூக்கம்	uykulu
தூக்கம்	uyku
மீட்பர்	kurtarıcı
கூறினார்கள்	kefil
கழி	çıkar
சமஸ்கிருதத்தில்	sanskritçe
மாலுமிகள்	denizciler
கவர்	kapak
கவர்	koru
ருவாண்டா	ruanda
வியர்வை	ter
ஞானத்தை	bilgelik
ஞானத்தை	hikmet
தகுதியான	uygun
புரட்சிகரமான	devrim
புரட்சிகரமான	devrimci
குறிக்கோள்கள்	amaçlar
குறிக்கோள்கள்	amaçları
குறிக்கோள்கள்	hedefler
குறிக்கோள்கள்	hedefleri
குறிக்கோள்கள்	gol
பொதுவானது	halk
பொதுவானது	kamu
சுல்தான்கள்	sultanlar
விக்	peruk
நிரப்பு	doldurma
நிரப்பு	doldur
நிரப்பு	doldurun
வெறி	çaresiz
வெறி	umutsuz
வெறி	ümitsiz
மருமகள்	yeğen
மருமகள்	yeğeni
பாலும்	sütlü
பாலும்	süt
அந்தோணி	antony
அடித்தல்	kırbaç
குழப்பமான	karışık
குழப்பமான	kaos
குழப்பமான	karıştı
குழப்பமான	şaşkın
குழப்பமான	karmaşa
குழப்பமான	kargaşa
சேகரித்தல்	casusluk
வரிவிதிப்பு	vergi
வரிவிதிப்பு	vergilendirme
கொக்கோ	kakao
பலவீனம்	zayıflığı
பலவீனம்	zayıflık
அழைப்பிதழ்	davetli
அழைப்பிதழ்	davet
அழைப்பிதழ்	davetiye
பந்துவீச்சு	bovling
வெளியீட்டாளர்	yayıncı
சோபியா	sofya
நொடிகள்	sn
நொடிகள்	saniyeler
நொடிகள்	saniye
கடல்கள்	denizler
வடிவமைத்தல்	biçimlendirme
டிசைன்	dizayn
டிசைன்	tasarım
வரம்புகள்	sınırlamalar
வரம்புகள்	sınırları
வரம்புகள்	kısıtlamalar
வரம்புகள்	sınırlar
வரம்புகள்	limit
பிசின்	reçine
பேச்சுக்கள்	konuşur
பேச்சுக்கள்	konuşuyor
உடைகளை	giysiler
உடைகளை	kıyafet
உடைகளை	kıyafetler
உடைகளை	elbiseler
உடைகளை	elbise
குப்லாய்	kubilay
சிலிகான்	silikon
துயரம்	keder
குணமாகும்	iyileşti
குணமாகும்	iyileşmiş
சுட்டிக்காட்டி	göstergesi
சுட்டிக்காட்டி	gösterge
பசை	tutkal
பசை	yapıştırıcı
புதுப்பித்தல்	yenile
சைனா	çin
வினவல்	sorgulama
வினவல்	sorgu
பாதுகாவலர்	korunmak
பாதுகாவலர்	korunma
பாதுகாவலர்	koruyucular
பாதுகாவலர்	koruma
பாதுகாவலர்	koruyucuları
விருந்தோம்பல்	konukseverlik
எக்குவடோர்	ekvador
எக்குவடோர்	ekvator
ஸ்டுடியோஸ்	stüdyoları
பைசா	kolombiyalı
தன்னம்பிக்கை	özgüven
தன்னம்பிக்கை	güven
தன்னம்பிக்கை	emin
வாரிசுகள்	varisi
வாரிசுகள்	varis
வாரிசுகள்	mirasçı
வாரிசுகள்	vâris
சாதிக்	sadık
சாட்சிகள்	şahit
சாட்சிகள்	tanık
சாட்சிகள்	tanıklar
சாட்சிகள்	şahitler
விறகு	odun
கடன்களை	borçları
கடன்களை	borçlar
கடன்களை	borç
கேட்ஸ்	kapılar
கேட்ஸ்	kediler
கேட்ஸ்	kedi
கேட்ஸ்	kapıları
மகளின்	kızım
மகளின்	kizi
மகளின்	kızı
வளைவுகள்	eğrileri
கடி	isırık
கடி	lokma
ஸ்கேன்	tara
ஸ்கேன்	tarama
சஹாரா	sahra
கிராபிக்ஸ்	grafik
உனது	senin
உனது	sizin
வெளிப்படுத்தல்	ifşa
நெருக்கம்	sıkıştırma
உண்பது	yiyor
உண்பது	yeme
அனுபவித்து	keyif
அனுபவித்து	keyifli
ஈர	islak
அனுப்புதல்	gönderiliyor
அனுப்புதல்	gönderiyorum
அனுப்புதல்	gönderiyor
இரகசியம்	sır
இரகசியம்	gizli
இரகசியம்	gizlidir
உண்ணாவிரதம்	oruç
தட்பவெப்பநிலை	iklim
எரித்திரியா	eritre
நாக்	dırdır
நாக்	tak
எலக்ட்ரானிக்	elektronik
எலக்ட்ரானிக்	elektron
வதந்திகள்	dedikodular
வதந்திகள்	söylentiler
வாக்குறுதி	soz
வாக்குறுதி	söz
விசாரணைகள்	sorularınız
விசாரணைகள்	araştırma
விசாரணைகள்	soruşturma
விசாரணைகள்	sorular
விசாரணைகள்	araştırmalar
அறநெறி	ahlak
அறநெறி	erdem
அறநெறி	ahlâk
முன்னோட்டம்	bakış
முன்னோட்டம்	önizleme
சாவி	anahtar
பிடிக்கவில்லை	nefret
சிறுவயது	çocukluk
சிறுவயது	çocukluğum
சிறுவயது	çocukluğu
உருகி	fitil
உருகி	sigorta
நினைவிடம்	anıt
நினைவிடம்	anma
நாண்	akor
தினந்தோறும்	günlük
கல்லூரியை	üniversite
கல்லூரியை	kolej
பரிந்துரைக்க	önerin
பரிந்துரைக்க	öner
முல்லர்	muller
ஏலக்காய்	kakule
தீர்மானங்கள்	kararlar
தீர்மானங்கள்	karar
தீர்மானங்கள்	kararları
குற்றங்களை	hatalar
குற்றங்களை	suçları
குற்றங்களை	suçlar
சுட்ட	fırında
சுட்ட	pişmiş
பிராண்ட்	markası
பிராண்ட்	marka
இலவங்கப்பட்டை	tarçın
நொடி	sn
நொடி	saniye
தட்டுகள்	tabak
தட்டுகள்	tabaklar
தட்டுகள்	levhalar
தட்டுகள்	plaka
தட்டுகள்	plakası
இசைக்கலைஞர்கள்	müzisyen
இசைக்கலைஞர்கள்	müzisyenler
விட்டாலும்	gerçi
பிக்சல்	pikseli
பிக்சல்	piksel
உக்கிர	yoğunluk
உக்கிர	yoğunluğu
மனைவிகள்	eşler
மனைவிகள்	karılar
மனைவிகள்	eşleri
சாயல்	gölge
சாயல்	gölgelendirme
விரிவாகப்	medrese
பெர்லினில்	alıntılar
தாரிக்	tarık
தனிமை	yalnızlık
தனிமை	yanlız
தனிமை	yalnız
தனிமை	yalniz
பாசுபேட்டு	fosfat
பெராக்சைடு	peroksit
போலியான	sahte
நுண்ணுயிரி	mikroorganizma
வீடியோவில்	görüntülü
முனைப்பு	girişim
முனைப்பு	girişimi
வெள்ளத்தில்	olmak
சந்திப்புகள்	toplantılar
சந்திப்புகள்	görüşmeler
சந்திப்புகள்	toplantı
தோரியம்	toryum
தருக்க	mantıksal
தருக்க	mantık
தருக்க	mantıklı
பைலட்	kılavuz
நிரப்பும்	doldurma
நிரப்பும்	dolgu
நிரப்பும்	dolum
நகங்கள்	çivi
நகங்கள்	tırnak
நகங்கள்	çiviler
நகங்கள்	tırnaklar
ஒட்டகம்	deve
விந்தை	bebek
விந்தை	bebeğim
கட்டில்	yatak
மர்மமான	esrarengiz
மர்மமான	gizemli
நிலவுகள்	uyduları
நிலவுகள்	aylar
நிலவுகள்	uydular
ஆதரவாளர்	destekçi
ஆதரவாளர்	destekçileri
பூக்களை	çiçek
பூக்களை	çiçekler
கைதி	cezaevi
கைதி	tutuklu
கைதி	esirler
கைதி	mahkumlar
கைதி	hapishane
கைதி	mahkum
கைதி	hapis
கைதி	esir
கைதி	mahkûm
கைதி	tutsak
நிமிடத்திற்கு	dakikası
நிமிடத்திற்கு	dakika
உலகங்கள்	dünyalar
உலகங்கள்	dünyaları
முறைகேடு	suistimal
முறைகேடு	taciz
முறைகேடு	istismar
பவுண்ட்	sterlin
இணக்கமான	uyumlu
ஸ்மார்ட்	zeki
ஸ்மார்ட்	akıllıca
ஸ்மார்ட்	akıllı
கொடு	verin
கொடு	ver
கானல்	serap
இறக்கம்	sarkması
கலந்தாய்வு	rehberlik
கலந்தாய்வு	danışmanlık
கலந்தாய்வு	danışma
நீராற்பகுப்பு	hidroliz
மாலுமி	denizci
சுங்க	gümrük
ஓட்டும்	sürüş
ரியாத்	riyad
கார்ப்பரேட்	şirket
கார்ப்பரேட்	kurumsal
அடுத்தது	sıradaki
அடுத்தது	sonraki
அடுத்தது	sırada
விஞ்சிய	transandantal
தியாகிகள்	şehit
வெட்டுதல்	kesme
வெட்டுதல்	kesmek
வெட்டுதல்	kesim
வெட்டுதல்	kesikler
நோயியல்	patoloji
முழங்கால்	dizim
முழங்கால்	diz
உதவிகரமாக	yardımsever
உதவிகரமாக	yararlı
உதவிகரமாக	faydalı
கேரியர்	taşıyıcı
கேரியர்	operatör
தோல்வியுற்றது	başarısız
பேசவும்	konuşmak
பேசவும்	konuşma
பேசவும்	konuş
தொட்டிகள்	tencere
உறைந்த	donuk
உறைந்த	donmuş
உறைந்த	dondurulmuş
பருவமழை	muson
சில்லை	lonchura
கால்களும்	ayakları
கால்களும்	ayak
கால்களும்	ayaklar
சால்	şal
யுனிவர்சிட்டி	üniv
சும்மா	sadece
காசிம்	kasım
செலுத்தல்	besleme
செலுத்தல்	yem
செலுத்தல்	kaynağı
செலுத்தல்	akış
உதவித்தொகை	burs
உதவித்தொகை	bursu
உதவித்தொகை	burslu
பென்ஸ்	peni
ஹெல்த்	sağlıkla
ஹெல்த்	saglik
ஹெல்த்	sağlık
நத்தை	salyangoz
பாவ்	pençe
பாவ்	pati
சட்டவிரோதமாக	yasadışı
பேசுபவர்கள்	konuşmacı
அலசி	tanımla
அலசி	açıklayın
மோதிரம்	yüzük
மோதிரம்	halka
நிறைவுற்றது	tamamlanmış
நிறைவுற்றது	bitirdim
நிறைவுற்றது	tamamlandı
நிறைவுற்றது	tamamladım
நிறைவுற்றது	bitmiş
நிறைவுற்றது	bitti
குண்டுவெடிப்பு	bombardıman
குண்டுவெடிப்பு	bombalama
புகார்கள்	şikayetleri
புகார்கள்	şikayetler
புகார்கள்	şikayet
சீருடை	forma
சீருடை	üniformalı
சீருடை	üniforma
பதப்படுத்தப்பட்ட	işlenmiş
#பெரிய	#büyük
தன்னியக்க	otomatik
ஆர்ப்பாட்டம்	gösteri
கிருமிகள்	mikrop
கிருமிகள்	mikroplar
கடந்தது	geçmiş
பதிமூன்று	onüç
பார்க்கிறார்	izleme
பார்க்கிறார்	görme
பார்க்கிறார்	görüntüleme
எதிர்ப்புகள்	protestolar
எதிர்ப்புகள்	protesto
தூக்கமின்மை	uykusuzluk
ஒளிர்வு	parlaklık
ஒளிர்வு	aydınlık
ஆலிவ்	zeytin
செருமேனியம்	germanyum
பொதுவானவை	genel
இசுட்ரோன்சியம்	stronsiyum
அகரவரிசை	alfabetik
அகரவரிசை	alfabesi
இனிமையான	tatlı
இனிமையான	tatli
மலர்களை	çiçek
மலர்களை	çiçekler
வேட்டையாடி	avcılar
வேட்டையாடி	avcı
நினைவாற்றல்	bellek
நினைவாற்றல்	hatıra
நினைவாற்றல்	hafıza
நினைவாற்றல்	hatıralar
நினைவாற்றல்	anılar
அபூ	ebu
புடவை	sarım
பைகள்	çanta
பைகள்	çantalar
பைகள்	torba
காண்பிக்கிறது	gösteriliyor
வைக்கிங்	vikingler
ஹீலியம்	helyum
எண்பது	seksen
உணர்கிறேன்	hissetmek
உணர்கிறேன்	his
உணர்கிறேன்	hissediyorum
உணர்கிறேன்	duygu
உணர்கிறேன்	hissediyor
அரைத்து	harmanlama
நீரூற்று	çeşme
நீரூற்று	pınar
சூரியகாந்தி	ayçiçeği
மறைக்கப்பட்ட	saklı
மறைக்கப்பட்ட	gizlenmiş
மறைக்கப்பட்ட	gizlendi
மறைக்கப்பட்ட	gizli
மாடியில்	zemin
மாடியில்	kat
ஆண்டிமனி	antimon
உறுதிப்பாடு	onaylama
உறுதிப்பாடு	doğrulama
உறுதிப்பாடு	onay
சந்து	boşluklar
பேப்பர்	kağıt
பேப்பர்	kâğıt
பேப்பர்	gazete
அரிஸ்டாட்டில்	aristo
மன்னிக்கவும்	üzgünüm
கிழவன்	sarkık
கிழவன்	gevşek
அதிசயங்கள்	harikalar
அதிசயங்கள்	mucizeler
ஐயன்	iyon
சாராயம்	alem
பழமைவாத	muhafazakâr
பழமைவாத	muhafazakar
பழமைவாத	tutucu
ஏஞ்சல்	meleğim
ஏஞ்சல்	melek
கறையான்	termit
வடிவமைப்பாளர்கள்	tasarımcılar
லிஸ்பன்	lizbon
அகன்று	yırtık
சயனைடு	siyanür
கற்பூரம்	kafur
வாத்தியம்	enstrümantal
சாம்பியா	zambiya
யாருடைய	kimin
அட்மிரல்	amiral
போதனைகள்	öğretilerini
கட்டளையை	komuta
கட்டளையை	komut
எறிகணை	sualtı
பீன்	fasulye
தொடர்பில்லாத	çevrimdışı
புளோரன்ஸ்	floransa
மேஜிக்	sihirli
மேஜிக்	sihir
மேஜிக்	büyülü
மேஜிக்	büyü
நொதுமி	nötron
கழுகுகள்	kartal
கழுகுகள்	kartallar
உள்ளீடுகள்	girdiler
உள்ளீடுகள்	girdileri
தொடுதல்	dokunma
தொடுதல்	dokunuş
தொடுதல்	dokun
வேதனை	ceza
வேதனை	penaltı
வேதனை	cezalandırma
வேதனை	cezası
கோக்	kokain
கோக்	kola
கோக்	cola
தயாரிப்பை	ürün
வார்ப்பு	şablonu
வார்ப்பு	şablon
வார்ப்பு	çerçeve
விரும்புகிறார்	istiyor
செலவாகும்	ücret
செலவாகும்	ücreti
செலவாகும்	maliyeti
செலவாகும்	mal
செலவாகும்	maliyet
அள்ளி	biçer
டிரைவர்	sürücüsü
டிரைவர்	sürücü
டிரைவர்	şöför
டிரைவர்	şoför
சுகம்	keyif
சுகம்	afiyet
தாங்	tanga
கஞ்சா	esrar
கஞ்சா	kenevir
குறிமுறை	şifre
குறிமுறை	kod
குறிமுறை	kodu
நிராகரிக்கப்பட்டது	reddetti
நிராகரிக்கப்பட்டது	reddedilmiş
நிராகரிக்கப்பட்டது	reddedildi
காரணமும்	sebep
காரணமும்	sebebi
காரணமும்	nedeni
பொலோனியம்	polonyum
பேரி	armut
சேவையகம்	konak
சேவையகம்	sunucu
சேவையகம்	sunucusu
உருப்படி	ürün
உருப்படி	öğe
முகாம்கள்	kampları
ராக்கி	taşlı
ராக்கி	kayalık
குழுமங்கள்	kümeler
எரிப்பு	kovulmuş
ஹுசைன்	hüseyin
வடிவமைப்புக்	şekillendirme
சோதி	şah
சோதி	çek
சோதி	kontrol
பூல்	havuzu
பூல்	bilardo
பூல்	havuz
ரீயூனியன்	buluşması
ரீயூனியன்	birleşme
ரீயூனியன்	kavuşma
பனியாறு	buzul
அணுகு	erişim
சீரியம்	seryum
இருமுனையம்	diyot
ஐவரி	fildişi
கதாநாயகி	kahraman
காதுகள்	kulakların
காதுகள்	kulakları
காதுகள்	kulaklar
மலாவி	malavi
பந்தம்	meşale
அம்பர்	kehribar
பதாகை	sancak
பதாகை	afiş
பிரபலமானவை	sevilen
பிரபலமானவை	popüler
செல்டிக்	kelt
வெல்ஸ்	kuyu
தாதுக்கள்	mineraller
தாதுக்கள்	mineral
மோடம்கள்	modemler
தாலாட்டு	yeğenleri
தாலியம்	talyum
கிக்	tekme
சேர்க்கிறது	ekleme
சேர்க்கிறது	eklemek
கொலைகள்	cinayetler
கொலைகள்	ölümler
கொலைகள்	cinayetleri
நொண்டி	topal
நொண்டி	ezik
நொண்டி	sakat
விண்கலத்தில்	astronotlar
விண்கலத்தில்	astronot
செம்மறி	koyun
செம்மறி	koyunlar
நாற்றம்	kokulu
நாற்றம்	kokuşmuş
ப்ரோ	profesyonel
சில்க்	ipek
நினைத்துக்	düşünce
நினைத்துக்	düşünmek
நினைத்துக்	düşünme
நினைத்துக்	düşünerek
நினைத்துக்	düşünüyorum
கத்தோலிக்கர்கள்	katolik
கத்தோலிக்கர்கள்	katolikler
