மற்றும்	और
பெர்னான்டோ	फर्नांडो
பிக்சல்	पिक्सेल
பிக்சல்	पिक्सल
உக்கிர	तीव्रता
மனைவிகள்	पत्नियाँ
மனைவிகள்	पत्नियों
மனைவிகள்	पत्नियां
சாயல்	वर्ण
சாயல்	छायांकन
சாயல்	छाया
சாயல்	शेड
விரிவாகப்	मदरसे
வருணன்	वरुण
ஜபல்பூர்	जबलपुर
ஜெரோம்	जेरोम
தாரிக்	तारिक
தனிமை	अकेला
தனிமை	निर्जन
தனிமை	एकांत
தனிமை	तन्हाई
தனிமை	लोनली
தனிமை	अकेलापन
பூசன்	बुसान
பாசுபேட்டு	फास्फेट
கோபாலன்	गोपालन
டக்கர்	टकर
பெராக்சைடு	परऑक्साइड
வெயிலில்	रिलैक्स
வெயிலில்	आराम
போலியான	नकली
போலியான	फेक
வீடியோவில்	वीडियो
வீடியோவில்	विडियो
முனைப்பு	पहल
வெள்ளத்தில்	बनने
சந்திப்புகள்	नियुक्ति
சந்திப்புகள்	मुलाकातें
சந்திப்புகள்	मुलाकात
சந்திப்புகள்	बैठकों
சந்திப்புகள்	बैठक
சந்திப்புகள்	व्यस्तता
கரோல்	करोल
கரோல்	कैरल
கரோல்	कैरोल
தோரியம்	थोरियम
தருக்க	लॉजिकल
தருக்க	तार्किक
பைலட்	पाइलट
பைலட்	पायलट
நிரப்பும்	भरना
நிரப்பும்	फिलिंग
நகங்கள்	नेल्स
நகங்கள்	नाखून
சோனகர்	मूर
தந்தம்	खाँग
ஒட்டகம்	ऊंट
ஒட்டகம்	ऊँट
விந்தை	बेब
விந்தை	बेबे
திலகரத்ன	तिलकरत्ने
ரோஷன்	रोशन
கட்டில்	बिस्तर
கட்டில்	शय्या
கட்டில்	पलंग
ரான்	रॉन
தேவிகா	देविका
அஸ்வின்	अश्विन
அபுல்	अबुल
மூக்கன்	आइबिस
மன்	मन
பிரித்தானிக்கா	विश्वकोष
ராஜகோபால்	राजगोपाल
மர்மமான	रहस्यमय
ஜில்	जिल
ஆதரவாளர்	समर्थक
ஸ்பா	स्पा
பூக்களை	पुष्प
பூக்களை	फूल
கைதி	कैदी
கைதி	बंदियों
கைதி	कैदियों
கைதி	बंदी
கைதி	क़ैदी
கைதி	थाना
கைதி	जेल
நிமிடத்திற்கு	मिनिट
நிமிடத்திற்கு	मिनट
நேபாளி	नेपाली
உலகங்கள்	संसार
முறைகேடு	गाली
முறைகேடு	दुर्व्यवहार
முறைகேடு	दुरूपयोग
முறைகேடு	दुरुपयोग
பவுண்ட்	पाउण्ड
பவுண்ட்	पाउंड
மரடோனா	माराडोना
நாடகாசிரியர்	नाटककार
இணக்கமான	संगत
ஸ்மார்ட்	स्मार्ट
கொடு	दे
கானல்	मरीचिका
சங்கீதா	संगीता
மாலுமி	नाविक
சுங்க	कस्टम
அதிருப்தி	असंतुष्ट
ஓட்டும்	ड्राइविंग
சன்ஸ்	सन्स
ரியாத்	रियाद
கார்ப்பரேட்	कॉरपोरेट
கார்ப்பரேட்	कॉर्पोरेट
பஞ்சமி	पंचमी
பானிபட்	पानीपत
அடுத்தது	अगला
விஞ்சிய	अनुभवातीत
தியாகிகள்	वीरगति
தியாகிகள்	शहीद
வெட்டுதல்	कटौती
வெட்டுதல்	कटिंग
நோயியல்	पैथोलॉजी
முழங்கால்	घुटने
முழங்கால்	घुटना
ஏரோது	हेरोदेस
உதவிகரமாக	सहायक
உதவிகரமாக	उपयोगी
டிரினிடாட்	त्रिनिदाद
ஹெர்பர்ட்	हर्बर्ट
அய்யப்பன்	अय्यप्पन
பர்மன்	बर्मन
அனுஷ்கா	अनुष्का
சல்மா	सलमा
கேரியர்	वाहक
கேரியர்	कैरियर
தோல்வியுற்றது	असफल
தோல்வியுற்றது	विफल
பேசவும்	बोलें
பேசவும்	बोलो
பேசவும்	बात
பருவமழை	मानसून
பருவமழை	सावन
கோபிநாத்	गोपीनाथ
சில்லை	मुनिया
கால்களும்	पैर
கால்களும்	पांव
கால்களும்	फ़ुट
கால்களும்	पाँव
கால்களும்	फीट
கால்களும்	पैरों
சால்	सल
சும்மா	सिर्फ
சும்மா	बस
இஸ்தான்புல்	इस्तांबुल
ஆண்ட்ராய்டு	एंड्रॉइड
காசிம்	कासिम
காசிம்	क़ासिम
செலுத்தல்	फ़ीड
செலுத்தல்	फीड
உதவித்தொகை	छात्रवृत्ति
உதவித்தொகை	स्कॉलरशिप
வெலிங்டன்	वेलिंगटन
பென்ஸ்	बेंज
பென்ஸ்	पेंस
கோயமுத்தூர்	कोयंबटूर
ஹெல்த்	सेहत
ஹெல்த்	स्वास्थ्य
நத்தை	घोंघा
பாவ்	पं
பாவ்	पाव
பேசுபவர்கள்	वार्ताकार
பேசுபவர்கள்	वाचक
வெளியிடப்படவில்லை	अप्रकाशित
மோதிரம்	अंगूठी
மோதிரம்	रिंग
நளினி	नलिनी
நிறைவுற்றது	सम्पन्न
நிறைவுற்றது	समाप्त
நிறைவுற்றது	पूर्ण
நிறைவுற்றது	पूरा
புகார்கள்	शिकायत
புகார்கள்	शिकायतें
சீருடை	यूनिफॉर्म
சீருடை	यूनिफार्म
சீருடை	वर्दी
பிளேட்டோ	प्लेटो
ஒரியா	ओड़िया
தன்னியக்க	स्वचलित
தன்னியக்க	स्वचालित
லாம்	लाम
கிருமிகள்	रोगाणुओं
கிருமிகள்	कीटाणु
கடந்தது	अतीत
கடந்தது	पास्ट
ஹெய்டி	हैती
பதிமூன்று	तेरह
ஸ்பென்சர்	स्पेंसर
துண்டுகளை	स्लाइस
ராய்ப்பூர்	रायपुर
தேவேந்திர	देवेन्द्र
தேவேந்திர	देवेंद्र
அப்பு	अप्पू
மெட்டா	मेटा
பார்க்கிறார்	देखना
பார்க்கிறார்	देखने
எதிர்ப்புகள்	विरोध
தூக்கமின்மை	अनिद्रा
ஒளிர்வு	चमकीलापन
ஒளிர்வு	चमकीली
ஆலிவ்	ज़ैतून
ஆலிவ்	जैतून
செருமேனியம்	जर्मेनियम
பொதுவானவை	साधारण
பொதுவானவை	जनरल
பொதுவானவை	सामान्य
அட்கின்சன்	एटकिन्सन
இசுட்ரோன்சியம்	स्ट्रोन्शियम
அகரவரிசை	वर्णमाला
அகரவரிசை	लिपि
காரல்	कार्ल
இனிமையான	मिठाई
இனிமையான	मीठी
இனிமையான	मधुर
இனிமையான	मीठा
இனிமையான	स्वीट
கதி	कैटी
மலர்களை	पुष्प
மலர்களை	फूल
வேட்டையாடி	हंटर
வேட்டையாடி	शिकारी
நினைவாற்றல்	मेमोरी
நினைவாற்றல்	स्मृति
அபூ	आबू
பாங்காக்	बैंकॉक
பாங்காக்	बैंकाक
புளூட்டோ	प्लूटो
புளூட்டோ	यम
டாஸ்	डॉस
புடவை	साड़ी
பைகள்	बैग
கடப்பா	कडप्पा
வைக்கிங்	वाइकिंग्स
டயானா	डायना
ஹீலியம்	हीलियम
எண்பது	अस्सी
உணர்கிறேன்	महसूस
உணர்கிறேன்	अनुभूति
உணர்கிறேன்	भावना
உணர்கிறேன்	अहसास
அரைத்து	सम्मिश्रण
நீரூற்று	फव्वारे
நீரூற்று	फव्वारा
சூரியகாந்தி	सूरजमुखी
காடழிப்பு	वनों
மறைக்கப்பட்ட	छुपा
மாடியில்	तल
மாடியில்	फर्श
மாடியில்	मंजिल
பிராட்வே	ब्रॉडवे
எர்வின்	अर्विन
ஆண்டிமனி	ऐन्टिमोनी
உறுதிப்பாடு	पुष्टिकरण
உறுதிப்பாடு	पुष्टि
கேத்தரின்	कैथरीन
சந்து	गैप
பேப்பர்	कागज़
பேப்பர்	कागज
பேப்பர்	पेपर
அரிஸ்டாட்டில்	अरस्तू
தாலிபான்	तालिबान
அதிசயங்கள்	चमत्कार
கார்பைடு	कार्बाइड
ஐயன்	आयन
வேளச்சேரி	वेलाचेरी
ஈரோஸ்	इरोस
பழமைவாத	रूढ़िवादी
ஏஞ்சல்	देवदूत
ஏஞ்சல்	परी
கறையான்	दीमक
லிஸ்பன்	लिस्बन
சங்	गाया
சங்	संग
கார்சியா	गार्सिया
ஒண்டாரியோ	ओंटारियो
சயனைடு	साइनाइड
வஸ்தோக்	वोस्तोक
வாத்தியம்	इंस्ट्रूमेंटल
வாத்தியம்	वाद्य
சாண்டா	संता
சாண்டா	सांता
சாம்பியா	ज़ाम्बिया
அல்வா	हलवा
கராத்தே	कराते
கராத்தே	कराटे
யாருடைய	जिनकी
யாருடைய	किसका
யாருடைய	जिनके
போரா	बोरा
போதனைகள்	उपदेशों
போதனைகள்	शिक्षाओं
ராஜேஸ்வரி	राजेश्वरी
பாஸ்கர்	भास्कर
கட்டளையை	कमांड
அட்லாண்டா	अटलांटा
பிருகு	भृगु
ஹிசார்	हिसार
பீன்	सेम
மில்டன்	मिल्टन
தொடர்பில்லாத	ऑफलाइन
தொடர்பில்லாத	ऑफ़लाइन
ரோகிணி	रोहिणी
புளோரன்ஸ்	फ्लोरेंस
மேஜிக்	मैजिक
மேஜிக்	जादू
நொதுமி	न्यूट्रॉन
கழுகுகள்	ईगल्स
சலீல்	सलिल
இடம்பெயர்ந்த	विस्थापित
உள்ளீடுகள்	प्रविष्टियाँ
உள்ளீடுகள்	प्रविष्टियां
கிரண்	किरन
கிரண்	किरण
தொடுதல்	टच
தொடுதல்	स्पर्श
தொடுதல்	छू
வேதனை	सजा
வேதனை	दंड
வேதனை	पेनल्टी
நைட்ரோ	नाइट्रो
கோக்	कोक
தயாரிப்பை	उत्पाद
வார்ப்பு	टेम्प्लेट
வார்ப்பு	फ्रेमवर्क
வார்ப்பு	टेम्पलेट
தாமோதர்	दामोदर
சுரம்	स्वर
சுரம்	स्वरा
தெரசா	टेरेसा
நைனா	नैना
செலவாகும்	लागत
ஜெரால்ட்	जेराल्ड
டிரைவர்	ड्राईवर
டிரைவர்	ड्राइवर
சுகம்	आनंद
தாங்	थोंग
கஞ்சா	कैनबिस
குறிமுறை	कोड
குறிமுறை	संहिता
நிராகரிக்கப்பட்டது	अस्वीकृत
காரணமும்	कारण
சந்திரிகா	चंद्रिका
பொலோனியம்	पोलोनियम
பேரி	पेर
பேரி	नाशपाती
சேவையகம்	सर्वर
சேவையகம்	होस्ट
சேவையகம்	मेज़बान
சேவையகம்	मेजबान
உருப்படி	मद
உருப்படி	वस्तु
உருப்படி	आइटम
முகாம்கள்	शिविरों
முகாம்கள்	कैम्प
ராக்கி	राखी
ராக்கி	रॉकी
குழுமங்கள்	क्लस्टर
ரூனி	रूनी
சிராஜ்	सिराज
ஹுசைன்	हुसैन
சோதி	जाँचें
சோதி	जाँच
சாம்சங்	सैमसंग
பூல்	पूल
ரீயூனியன்	पुनर्मिलन
ரீயூனியன்	रीयूनियन
ரீயூனியன்	रवि
சாப்ளின்	चैपलिन
பனியாறு	हिमनद
பனியாறு	हिमानी
பனியாறு	ग्लेशियर
பிரின்ஸ்டன்	प्रिंसटन
அணுகு	पहुँच
அணுகு	अभिगम
அணுகு	एक्सेस
அணுகு	पहुंच
ராமா	राम
ராமா	रामा
சகுந்தலா	शकुंतला
ஈமு	एमु
சந்திரபாபு	चंद्रबाबू
வெனிசுலா	वेनेजुएला
மெரினா	मरीना
சீரியம்	सीरियम
ஜான்ஸ்	जॉन्स
இருமுனையம்	डायोड
ஐவரி	आइवरी
காகா	गागा
காகா	कागा
டங்கன்	डंकन
கதாநாயகி	नायिका
கதாநாயகி	हीरोइन
காதுகள்	कान
காதுகள்	कानों
ஹிந்துஸ்தான்	हिन्दुस्तान
பாட்ரிக்	पैट्रिक
மலாவி	मलावी
தோழமை	फेलोशिप
பந்தம்	मशाल
தொடுதிரை	टचस्क्रीन
அம்பர்	अम्बर
அம்பர்	एम्बर
அம்பர்	अंबर
பதாகை	ध्वज
பதாகை	बैनर
பிரபலமானவை	लोकप्रिय
ரதி	राठी
செல்டிக்	सेल्टिक
வெல்ஸ்	कुएं
வான்கூவர்	वैंकूवर
தாதுக்கள்	मिनरल्स
தாதுக்கள்	खनिज
தாலாட்டு	भतीजे
நிக்கல்சன்	निकोल्सन
யூரி	यूरी
தாலியம்	थैलियम
ரேகா	रेखा
கையிருப்பு	हैंडहेल्ड
கிக்	किक
கிக்	लात
சேர்க்கிறது	जोड़ना
மிட்செல்	मिशेल
கொலைகள்	हत्याओं
கொலைகள்	हत्याएं
நொண்டி	लंगड़ा
நொண்டி	कमज़ोर
ரகுவரன்	रघुवरन
பேடி	बेदी
நவீன்	नवीन
செம்மறி	भेड़
செம்மறி	शीप
நாற்றம்	गंध
ப்ரோ	प्रो
சில்க்	सिल्क
சில்க்	रेशम
சில்க்	रेशों
சில்க்	रेशा
சில்க்	रेशे
நினைத்துக்	सोच
கிரேஸ்	ग्रेस
கிரேஸ்	अनुग्रह
கிரேஸ்	कृपा
கலைஞன்	कलाकार
மீசை	मूंछ
கருணாநிதியின்	बर्खास्त
கருணாநிதியின்	खारिज
சட்டவியல்	न्यायशास्त्र
யோசுவா	जोशुआ
தினங்கள்	दिन
தினங்கள்	दिनों
ஊகம்	अटकलें
பிடித்தமான	पसंदीदा
யமன்	यमराज
ரேடார்	रडार
ஹனோய்	हनोई
கண்டுபிடித்தல்	ढूंढना
பிறரை	अन्य
கிங்டம்	किंगडम
கிங்டம்	हुकूमत
தான்சானியா	तंजानिया
லெஸ்	लेस
முலை	स्तन
உறைந்து	फ्रीज
லில்	लील
நேரடியாகச்	सीधे
பிலிப்பினோ	फिलिपिनो
பிலிப்பினோ	फ़िलिपीनो
ஈராக்சைடு	डाइऑक्साइड
சரோஜினி	सरोजिनी
ஒன்றாய்	साथ
விபத்துக்கள்	दुर्घटनाओं
மெல்	चबा
நவாஸ்	नवाज़
நவாஸ்	नवाज
கணக்கிடப்பட்ட	अनुमानित
அஸ்பாரகஸ்	शतावर
டேன்	डेन
முதுகுநாணி	रज्जुकी
யுவராஜ்	युवराज
ஆசிரமத்தில்	आश्रम
நிர்வாண	नग्न
நிர்வாண	नंगे
நிர்வாண	नंगा
பாதங்கள்	पैर
பாதங்கள்	पांव
பாதங்கள்	फ़ुट
பாதங்கள்	पंजे
பாதங்கள்	पाँव
பாதங்கள்	फीट
பாதங்கள்	पैरों
கோஷ்	घोष
கோரல்	मूंगा
கோரல்	कोरल
கோரல்	मूँगे
கோரல்	मूँगा
நியான்	नियॉन
தூசி	धूल
காந்தியடிகளின்	गांधीजी
காந்தியடிகளின்	गाँधीजी
புதையல்	खजाना
அரைக்கோளம்	गोलार्ध
பூன்	बून
பூன்	वरदान
ஹமாஸ்	हमास
நீள்வட்டம்	दीर्घवृत्त
லட்சுமணன்	लक्ष्मण
காட்டப்பட்ட	प्रदर्शित
மொகாலி	मोहाली
மாருதி	मारुति
வியட்நாமிய	वियतनामी
புதிது	नया
புதிது	नई
காவ்யா	काव्या
பிலாஸ்பூர்	बिलासपुर
கண்டிப்பான	स्क्रिप्ट्स
கண்டிப்பான	सख्त
பிலிப்ஸ்	फिलिप्स
மறைவுக்கு	निधन
ஐஸ்லாந்து	आइसलैंड
ஐஸ்லாந்து	आयरलैंड
அன்புள்ள	डिअर
அன்புள்ள	प्रिय
அன்புள்ள	डियर
இதயத்தை	हृदय
இதயத்தை	दिल
இதயத்தை	ह्रदय
உயர்வாக	उच्चतर
கண்ணே	लड़कियां
கண்ணை	नजर
கண்ணை	नेत्र
கண்ணை	आंख
கண்ணை	आँख
கூட்டாளிகள்	शरीक
ஒரிஜினல்	मौलिक
ஒரிஜினல்	मूल
ஒரிஜினல்	असली
பைத்தான்	पाइथन
பைத்தான்	पायथन
கோலாப்பூர்	कोल्हापुर
சோம்பல்	आलसी
சோம்பல்	आलस्य
கிரீக்	यूनानी
கிரீக்	ग्रीक
என்ஜின்	इंजन
உள்நோக்கம்	इरादे
உள்நோக்கம்	इरादा
சூழ்ச்சி	प्लाट
அசன்	एहसान
அசன்	अहसान
தம்புள்ளை	दांबुला
மல்லிகா	मल्लिका
வாஜ்பாய்	वाजपेयी
ஆடம்பர	लक्ज़री
சமாரியம்	समेरियम
அம்புகள்	तीर
பயனற்ற	अयोग्य
பயனற்ற	बेकार
தாக்கரே	ठाकरे
குவாம்	गुआम
கோமஸ்	गोमेज़
சான்றிதழ்கள்	प्रमाणपत्र
மொராதாபாத்	मुरादाबाद
கிளிக்	क्लिक
ஆயுட்காலம்	आजीवन
ஆயுட்காலம்	लाइफ़टाइम
ஸ்ட்ரீம்	स्ट्रीम
ஸ்ட்ரீம்	धारा
தாடை	जबड़ों
பதிவாளர்	रजिस्ट्रार
வெல்ச்	वेल्च
சண்டே	संडे
ஓவன்	ओवन
ஓவன்	चूल्हा
ஓவன்	ओवेन
மறுக்க	इंकार
அடையாளங்களை	लैंडमार्क
இணையதளங்கள்	वेबसाइटें
இணையதளங்கள்	वेबसाइट्स
இணையதளங்கள்	वेबसाईट
இணையதளங்கள்	वेबसाइटों
கழுவி	धोया
கார்டு	कार्ड
கார்டு	कॉर्ड
வீடியோக்கள்	वीडियोज़
வீடியோக்கள்	वीडियो
பட்ஜெட்	बजट
அனிதா	अनीता
பென்னெட்	बेनेट
அரங்கநாதன்	रंगनाथन
மிசூரி	मिसौरी
சோங்	चोंग
ரீவ்ஸ்	रीव्स
பக்கவாதம்	स्ट्रोक
சுமாராக	सभ्य
கடவுச்சொல்	पासवर्ड
கடவுச்சொல்	कूटशब्द
மாவை	आटा
எழுகிறது	उठती
கவனத்துடன்	सतर्क
சென்ட்	खुशबू
சென்ட்	सैंट
நண்பகல்	नून
கனரா	केनरा
அப்துர்	अब्दुर
சியாட்டில்	सिएटल
உலகமயமாதல்	वैश्वीकरण
கோர்ன்	कॉर्ड
கோர்ன்	कॉर्न
டேனிஷ்	डेनिश
டேனிஷ்	डैनिश
டேனிஷ்	दानिश
கௌரவம்	सम्मान
கொலம்பிய	कोलम्बियाई
டர்னர்	टर्नर
சுமையை	बोझ
வியாபாரி	विक्रेता
கோர்னிகோவா	कोर्निकोवा
தேக்கு	सागौन
எதிர்ப்பாளர்கள்	प्रदर्शनकारियों
பிரமிட்	पिरामिड
உதய	उठती
தூசு	रद्दी
தூசு	कचरा
சுரங்கப்பாதை	सबवे
டிராவிட்	द्रविड़
பெங்	पेंग
திறந்திருக்கும்	खुला
திறந்திருக்கும்	ओपन
திறந்திருக்கும்	खोलें
காண்டாமிருகம்	गैंडा
ரேஞ்சர்ஸ்	रेंजर्स
ரேஞ்சர்ஸ்	रेंजरों
சிங்கங்கள்	शेर
பழக்கத்தை	शासन
சாளரம்	खिडकी
சாளரம்	विंडो
சாளரம்	खिड़की
திருடி	चोरी
பேஸ்பால்	बेसबॉल
கவனித்தார்	विस्मय
ஷியா	शिया
ஆணைகள்	निर्देश
நின்றுகொண்டு	खड़ा
நின்றுகொண்டு	खड़े
நின்றுகொண்டு	खड़ी
மெல்போர்ன்	मेलबोर्न
பூட்டு	लॉक
பூட்டு	ताला
அடைக்கப்பட்ட	भरवां
நிக்கி	निक्की
நிக்கி	निकी
காடை	बटेर
அனுமதிக்கப்பட்டது	स्वीकृत
அனுமதிக்கப்பட்டது	अनुमत
அனுமதிக்கப்பட்டது	अनुमोदित
அனுமதிக்கப்பட்டது	अनुमति
அப்பாவி	भोली
அப்பாவி	निर्दोष
அப்பாவி	मासूम
அப்பாவி	बेगुनाह
அப்பாவி	भोले
உள்ளுணர்வு	अंतर्ज्ञान
போர்வை	कम्बल
போர்வை	कंबल
வெளிறிய	पाले
பெனின்	बेनिन
பாஞ்சாலி	पांचाली
மஜீத்	मजीद
அனாதை	अनाथालय
அனாதை	अनाथ
அசுரர்கள்	राक्षस
குறுகலான	संकीर्ण
குறுகலான	सीमित
குறுகலான	तंग
விருப்பங்கள்	पसंद
விருப்பங்கள்	पसंदीदा
விருப்பங்கள்	फंक्शन्स
விருப்பங்கள்	प्राथमिकताएँ
விருப்பங்கள்	वरीयताओं
விருப்பங்கள்	विकल्प
விருப்பங்கள்	वरीयताएँ
விருப்பங்கள்	प्राथमिकताएं
செசில்	सेसिल
அழைக்கிறோம்	कॉलिंग
மனிதரும்	मानव
மனிதரும்	इंसान
மனிதரும்	मनुष्य
அக்தர்	अख़्तर
சாத்தான்	शैतानी
சாத்தான்	शैतान
ரியா	रिया
சந்தாதாரர்	सदस्य
வாங்	वांग
ரீபொக்	रिबॉक
யூஜின்	यूजीन
தண்டர்	थंडर
தண்டர்	गरज
பிரேக்	ब्रेक
பளபளப்பான	ग्लॉसी
ரூச்	रूज
பாலஸ்தீனம்	परिदृश्य
பாலஸ்தீனம்	फिलिस्तीन
பரபரப்பான	सनसनीखेज
பரபரப்பான	रोमांचक
எதிர்வரும்	आगामी
காதிர்	कादिर
பயணிக்கிறது	पाल
சத்ரபதி	छत्रपति
லின்னேயஸ்	लीनियस
நம்பும்	भरोसा
நம்பும்	विश्वास
நம்பும்	ट्रस्ट
தொங்க	लटका
மால்டா	माल्टा
காஃபி	कॉफ़ी
காஃபி	कॉफी
அலிகார்	अलीगढ
அலிகார்	अलीगढ़
புகாரி	बुहारी
புகாரி	बुखारी
நம	नामा
கதக்	कत्थक
உத்தரவாதம்	गारंटी
உத்தரவாதம்	परख
சவ்வு	झिल्ली
ஞாபகம்	याद
தெற்கத்திய	दक्षिणी
இலேசான	हल्का
பரவாயில்லை	बेहतर
பங்களாதேஷ்	बांग्लादेशी
பங்களாதேஷ்	बांग्लादेश
வொயேஜர்	वॉयजर
வினையை	कैंडिस
ஃபேஷன்	फ़ैशन
ஃபேஷன்	फैशन
நள்ளிரவு	मध्यरात्रि
முடுக்கி	त्वरक
தவான்	धवन
திலீப்	दिलीप
வீடுபேறு	मोक्ष
ஒடிசி	ओड़िसी
சேர்க்கைகள்	परिवर्धन
கினியா	लीनियर
கினியா	गिनी
துக்கம்	शोक
பேண்ட்	बैंड
ரிக்கி	रिकी
ஸ்பெக்ட்ரம்	वर्णक्रम
ஸ்பெக்ட்ரம்	स्पेक्ट्रम
சீமாட்டி	महिला
சீமாட்டி	लेडी
அதிர்வுகள்	कंपन
ராகேஷ்	राकेश
உரிமங்கள்	पंक्तियां
உரிமங்கள்	लाइसेंस
மாதந்தோறும்	मासिक
மெசொப்பொத்தேமியா	मेसोपोटामिया
சாத்	चाड
சாத்	कैंडल
சாத்	साद
தீங்கிழைக்கும்	हानिकारक
தீங்கிழைக்கும்	नुकसानदेह
தீங்கிழைக்கும்	दुर्भावनापूर्ण
நாகரீகம்	फ़ैशन
நாகரீகம்	फैशन
ஸ்டைல்	अंदाज़
ஸ்டைல்	स्टाइल
ஸ்டைல்	शैली
அலுவலகப்	आफिस
அலுவலகப்	दफ्तर
அலுவலகப்	ऑफ़िस
அலுவலகப்	कार्यालय
அலுவலகப்	ऑफिस
கொசுக்கள்	मच्छरों
நிலக்கடலை	मूँगफली
பிரியங்கா	प्रियंका
ஓட்டை	होल
ஓட்டை	छेद
விசித்திரமான	अजीब
ஸ்ரீமத்	श्रीमद्
பறத்தல்	नयनाभिराम
விளையாடு	खेल
பரிமாணங்கள்	आयाम
சேமிக்கப்படுகிறது	छायांकन
வகுப்புக்கள்	वर्ग
வகுப்புக்கள்	क्लासेस
முகேஷ்	मुकेश
தோனி	धोनी
சாப்பிட	खाओ
சாப்பிட	खा
சேகரிக்கப்பட்ட	एकत्रित
காஷ்மீரி	कश्मीरी
காஷ்மீரி	काश्मीरी
மம்தா	ममता
ஜமால்	जमाल
சொடுக்கி	माउस
சொடுக்கி	मूषक
சொடுக்கி	चूहा
பானர்ஜி	बनर्जी
பேயர்	बायर
ஜென்	ज़ेन
ஜென்	जनरल
ஜென்	जेन
கடிய	अधि
உழைப்பாளர்	मज़दूर
உழைப்பாளர்	श्रमिक
உழைப்பாளர்	श्रम
கிளாசிக்	क्लासिक
ஆவியாதல்	वाष्पीकरण
பன்றிக்	स्वाइन
சல்வடோர்	साल्वाडोर
ஒருங்கிணைப்பாளர்	समन्वयक
பூத்	बूथ
தொலைந்து	खोई
தொலைந்து	खोया
தொலைந்து	गुमशुदा
நோலன்	नोलन
உடையில்	पोशाक
உடையில்	ड्रेस
உடையில்	परिधान
ராமச்சந்திர	रामचन्द्र
ராமச்சந்திர	रामचंद्र
சாமுராய்	समुराई
தட்டும்	स्टैम्प
ரிதம்	लय
நக்சலைட்	नक्सलवाद
பைட்டு	बाइट
ரங்கராஜன்	रंगराजन
மறுபிறவி	पुनर्जन्म
லைபீரியா	लाइबेरिया
லைபீரியா	लीनियर
வழங்கல்கள்	फ़ीड्स
வழங்கல்கள்	फ़ीड
வழங்கல்கள்	फीड
மீரட்	मेरठ
உறங்கும்	नींद
உறங்கும்	निद्रा
உளவியலாளர்	मनोवैज्ञानिक
வெல்ஷ்	वेल्श
வேனில்	वान
வேனில்	वैन
குடித்து	नशे
குடித்து	शराबी
அபிஷேக்	अभिषेक
நிசாமுதீன்	निजामुद्दीन
செருப்பு	चप्पल
இயந்திரத்தில்	यंत्र
இயந்திரத்தில்	मशीन
ஐதரோகுளோரிக்	हाइड्रोक्लोरिक
இறகு	पंख
இறகு	बट्टे
பயணங்களை	यात्राएँ
பொத்தான்	भूटान
பொத்தான்	बटन
குத்துதல்	छेत्री
போர்பந்தர்	पोरबंदर
செப்	सितम्बर
எங்கோ	कहीं
எங்கோ	कही
தருணம்	पल
தருணம்	क्षण
ஆன்டி	एंडी
பெர்சி	पर्सी
பிசாசு	शैतान
பிசாசு	डेविल
ராபின்சன்	रॉबिन्सन
நீர்மூழ்கி	पनडुब्बी
ஈர்க்க	इम्प्रेस
ஈர்க்க	प्रभावित
ஸ்டீவர்ட்	स्टीवर्ट
கலிலி	गैलिली
செர்ரி	चेरी
கொடுமைகள்	अत्याचार
அனுபவிக்க	आनंद
ஐரிஸ்	आईरिस
எர்னஸ்ட்	अर्नेस्ट
மாசச்சூசெட்ஸ்	मैसाचुसेट्स
டர்பன்	डरबन
ஆன்லைனில்	ऑनलाइन
அமிலத்தன்மை	अम्लीयता
பருவகால	मौसमी
கவர்ச்சிகரமான	आकर्षक
எதிரொலி	इको
எதிரொலி	गूंज
எதிரொலி	गूँज
எதிரொலி	प्रतिध्वनि
நைரோபி	नैरोबी
உயிர்களை	जीवनदान
ஏமாற்றி	धोखा
ஏமாற்றி	धोखे
மையங்களை	केंद्रों
மலிவு	सस्ती
மலிவு	वहनीय
மோனிகா	मोनिका
பவளம்	मूंगा
பவளம்	कोरल
பவளம்	मूँगे
பவளம்	मूँगा
தைமூர்	तैमूर
பத்ரி	बद्री
டேனி	डैनी
சமந்தா	सामन्था
நிரப்பப்பட்ட	भरे
நிரப்பப்பட்ட	भर
சல்பர்	सल्फर
சல்பர்	गंधक
அவதாரங்கள்	मूल
அவதாரங்கள்	उद्गम
அவதாரங்கள்	उत्पत्ति
நகம்	नेल
மினார்	मीनार
மினார்	मीनारें
மினார்	मीनारों
கலீபகம்	खिलाफत
ஆற்றல்கள்	इंजन
நவமி	नवमी
உதய்பூர்	उदयपुर
ஆபாச	अश्लील
அறிவிப்பாளர்	उद्घोषक
பங்க்	चारपाई
பங்க்	पंक
ராயல்ஸ்	रॉयल्स
பெரி	पेरी
திசைகள்	निर्देश
திசைகள்	दिशानिर्देश
திசைகள்	दिशाएँ
மாற்றியமைக்க	पुनर्व्यवस्थित
கொதி	खौलते
அரக்கர்கள்	दिग्गज
இழுக்க	खींचे
இழுக்க	खींचो
கேதார்நாத்	केदारनाथ
அஜ்மீர்	अजमेर
கொங்கண்	कोंकण
ஷெல்லி	शेली
ஷெல்லி	शैली
குடியேறியவர்கள்	प्रवासी
அருகாமை	निकटवर्ती
அருகாமை	आसपास
மதிப்பிடப்பட்ட	रेटेड
மாதுரி	माद्री
இன்ச்	इंच
புறப்பாடு	प्रस्थान
அனிஸ்டன்	एनिस्टन
திரைகள்	मॉनीटर
