ve	そして
birleştirmek	マージ
birleştirmek	統合
sal	いかだ
anayasaya	憲法
anayasaya	体質
ağıt	レクイエム
ağıt	エレジー
istikrar	安定
istikrar	安定性
detaylar	詳細
saman	干し草
saman	ストロー
saman	わら
meraklı	好奇心
meraklı	興味津々
edinme	買収
kansu	甘粛
alakasız	無関係
sahilde	ビーチ
sahilde	砂浜
kediler	子猫
kediler	ネコ
kediler	キャッツ
kruvazörü	クルーザー
kruvazörü	巡洋艦
mühür	シール
mühür	封印
mühür	アザラシ
mühür	押印
mühür	印章
tedbir	措置
firar	エスケープ
firar	脱出
isimsiz	匿名
isimsiz	無名
isimsiz	アノニマス
yıkama	洗浄
yıkama	ウォッシュ
yıkama	洗う
yıkama	洗濯
günlükleri	日記
mekanizmaları	メカニズム
örgü	編み物
örgü	編み
işlenmesi	加工
işlenmesi	処理
tuzağa	トラップ
salam	ボローニャ
salam	サラミ
tak	ノック
varis	相続
rutin	日課
rutin	ルーチン
hoşgörü	寛容
hoşgörü	許容
ruhları	霊魂
ruhları	スピリッツ
kütüphaneler	図書館
kütüphaneler	ライブラリ
surinam	スリナム
gayrimenkul	不動産
gayrimenkul	プロパティ
gayrimenkul	財産
sanskritçe	サンスクリット
kompozit	複合
kompozit	コンポジット
doktrini	教義
doktrini	ドクトリン
zombi	ゾンビ
kokain	コーラ
kokain	コーク
kokain	コカイン
durmadan	ノンストップ
buluşması	同窓会
buluşması	再会
sülfat	硫酸
mantarı	コーク
mantarı	コルク
yatırımlar	投資
santimetre	センチメートル
kapatma	閉包
kapatma	閉鎖
haşhaş	ポピー
popülerlik	人気
kaldım	滞在
kayan	スクロール
işsiz	失業者
işsiz	無職
nerdeyse	ほぼ
nerdeyse	ほとんど
pire	ピレウス
pire	ノミ
sevmek	愛する
sevmek	あつい
kapitalizm	資本主義
numune	見本
numune	標本
numune	サンプリング
numune	サンプル
çözücü	溶剤
toy	未熟
utanç	恥ずかしい
utanç	当惑
amblemi	エンブレム
soldaki	左側
hırsızlık	強盗
hırsızlık	窃盗
hırsızlık	盗難
renksiz	無色
mola	ブレーク
mola	区切り
mola	休憩
onbaşı	伍長
garson	ウェイトレス
garson	ウェイター
tetik	トリガー
tetik	引き金
koni	コーン
koni	円錐
refakat	エスコート
refakat	護送
adak	供物
boncuk	ビーズ
çakal	ジャッカル
çakal	コヨーテ
diğerlerini	他の
diğerlerini	その他
diyet	ダイエット
diyet	国会
diyet	献立
ayaklar	両足
ayaklar	フィート
dinozor	恐竜
staj	インターンシップ
staj	修業
staj	インターン
tahminler	予言
tahminler	予測
harabe	廃墟
harabe	遺跡
zina	姦淫
tüyler	羽毛
satmak	売る
satmak	販売
atmosferi	大気圏
atmosferi	大気
atmosferi	雰囲気
şartlı	条件
organizma	生物
turistler	ツーリスト
istismar	虐待
istismar	搾取
istismar	誤用
yönetmenler	取締役
yakıldı	火葬
standartlara	規格
standartlara	基準
böcekleri	昆虫
soğanlı	オニオン
soğanlı	タマネギ
soğanlı	玉ねぎ
soğanlı	たまねぎ
bedava	無料
bedava	フリー
bedava	自由
aptal	愚か
aptal	バカ
aptal	馬鹿
aptal	愚か者
aptal	フール
tohumlar	種子
tohumlar	シード
meteor	隕石
babalar	父親
sürücüsü	ドライバー
sürücüsü	ドライバ
sürücüsü	運転手
papağan	オウム
ölçümler	測定
ölçümler	メトリック
ölçümler	指標
arabalar	カーズ
konsepti	概念
konsepti	コンセプト
iraklı	イラク
iltica	瑕疵
iltica	欠陥
fili	ゾウ
zum	ズーム
ask	ラブ
ask	ラヴ
fosfor	リン
saksafon	サックス
sim	キラキラ
sim	グリッター
kısıtlama	制約
kısıtlama	制限
parazit	寄生
parazit	寄生虫
parazit	干渉
parazit	スタティック
narin	スレンダー
bekleniyor	期待
editörler	エディタ
pişirme	料理
pişirme	クッキング
pişirme	焼く
pişirme	焼成
pişirme	調理
birliktelik	体感
imalatı	製造業
varsayım	就任
varsayım	想定
varsayım	仮説
varsayım	予想
makro	マクロ
guzel	素敵
guzel	美しい
guzel	ビューティフル
guzel	ニース
guzel	ナイス
botsvana	ボツワナ
lisan	言語
zorunluluk	債務
zorunluluk	義務
zorunluluk	必要性
kartlar	カード
tercihi	好み
diyalektik	弁証法
bekar	独身
bekar	シングル
bunalım	うつ病
deliller	証拠
çamaşır	洗浄
çamaşır	ランドリー
çamaşır	洗濯
pişman	後悔
ajans	代理店
ajans	エージェンシー
limiti	限界
limiti	リミット
limiti	制限
anarşizm	アナキズム
metan	メタン
kaybolmuş	失踪
kaybolmuş	ロスト
kazanın	勝つ
kazanın	勝ち
kazanın	勝利
başarısızlık	失敗
başarısızlık	故障
ekspres	急行
ekspres	エクスプレス
salatalık	きゅうり
salatalık	キュウリ
navigasyon	ナビゲーション
navigasyon	航法
mağaralar	洞窟
savcılık	公訴
savcılık	検察官
savcılık	訴追
dönüştürme	変換
hizmetçi	メイド
hizmetçi	召使
vaka	ケース
prestij	プレステージ
bayt	バイト
suçladı	被告人
nezaket	親切
nezaket	礼儀
sütlü	牛乳
sütlü	ミルク
sütlü	ミルキー
etek	スカート
liberalizm	自由主義
iyileşme	回収
iyileşme	ヒーリング
iyileşme	リカバリ
iyileşme	回復
çiftleşme	交尾
metresi	愛人
sembolleri	シンボル
sembolleri	記号
boynu	ネック
yokluğu	欠席
pilotlar	パイロット
gösterici	ビューア
haritaları	マップ
haritaları	地図
yumurtalık	卵巣
paraşüt	パラシュート
vur	ヒット
vur	シュート
yard	ヤード
keklik	ライチョウ
beyazlar	白目
yolcular	乗客
yolcular	通勤
mantarlar	菌類
mantarlar	キノコ
mantarlar	きのこ
mantarlar	マッシュルーム
tamamlanmamış	未完
tamamlanmamış	未完成
roketi	ロケット
kollar	スリーブ
kollar	アームス
sac	毛髪
sac	ヘア
sac	ヘアー
sac	髪の毛
kırcaali	クルジャリ
elçiler	アンバサダー
elçiler	大使
koordine	座標
saklama	ストレージ
dönüşümleri	変換
ipucu	チップ
ipucu	ヒント
ipucu	手がかり
toplanma	組み立て
toplanma	アセンブリ
toplanma	集会
kasırga	ハリケーン
kasırga	サイクロン
kasırga	竜巻
kasırga	旋風
kasırga	トルネード
cazibe	アトラクション
cazibe	魅力
cazibe	チャーム
susam	ゴマ
susam	胡麻
parlayan	シャイニング
parlayan	発光
mutasyon	突然変異
müzakereler	交渉
yatırımları	投資
gecikme	遅延
gecikme	ラグ
gecikme	ディレイ
ezici	クラッシャー
ezici	圧倒的
koz	切り札
özlü	簡潔
terapi	セラピー
terapi	治療
şamanizm	シャーマニズム
genom	ゲノム
gergin	緊張
gergin	時制
gergin	神経質
ağlama	泣く
ağlama	泣き
ağlama	クライ
ölçümleri	測定
ölçümleri	メトリック
ölçümleri	指標
bütünlük	整合性
organizmalar	生物
adresleri	アドレス
aktarım	転送
aktarım	乗り換え
aktarım	トランザクション
aktarım	取引
aktarım	移転
aktarım	譲渡
kiralama	賃貸借
kiralama	レント
kiralama	レンタル
kiralama	家賃
kiralama	借りる
fabrikada	工場
tabak	プレート
tabak	ディッシュ
tasarımlar	デザイン
intikamı	報復
intikamı	リベンジ
intikamı	復讐
bekçi	ガード
lityum	リチウム
depremler	地震
yelkenli	セーリング
yelkenli	船出
egzersiz	運動
egzersiz	エクササイズ
egzersiz	行使
egzersiz	演習
hayırsever	恩人
leke	シミ
leke	しみ
şansölye	宰相
topla	徴収
topla	集める
topla	収集
pisagor	ピタゴラス
toplantıları	再会
heyecanlı	ドキドキ
heyecanlı	かぶりつき
heyecanlı	ワクワク
heyecanlı	わくわく
heyecanlı	興奮
heyecanlı	エキサイティング
kafe	カフェ
emme	吸収
emme	吸引
trol	トロール
kehanet	預言
kehanet	予言
kehanet	占い
parmağı	フィンガー
karga	レイヴン
karga	カラス
karga	クロウ
pusuya	待ち伏せ
mançurya	満州
kasten	わざと
kasten	故意
hamedan	ハマダーン
organlar	機関
organlar	臓器
davalar	事例
davalar	訴訟
davalar	ケース
ceket	コート
ceket	ジャケット
romantizm	ロマンス
vurucu	バッター
vurucu	打者
vurucu	生地
polimer	高分子
herşeyi	全て
herşeyi	すべて
tatiller	休暇
tatiller	バケーション
tatiller	祝日
tatiller	バカンス
tatiller	休日
kaleler	城郭
aracılık	あっせん
aracılık	調停
haftalar	週間
fabrikalar	工場
ayrılmasına	セセッション
mahkemeler	裁判所
misafirler	ゲスト
terörizm	テロリズム
terörizm	テロ
konsolosluk	領事館
ipuçları	ヒント
ipuçları	手がかり
kivi	キウイ
kumandan	司令官
uyumluluk	互換性
koşarak	ランニング
koşarak	走る
görünmeyen	不可視
görünmeyen	未読
konuşmacı	話者
konuşmacı	議長
konuşmacı	話し手
konuşmacı	スピーカー
ez	クラッシュ
kazık	ステークス
kasabalar	タウンズ
dağlara	山脈
dağlara	山地
samuray	サムライ
samuray	武士
kavşak	交差点
mango	マンゴー
kablolu	電線
kablolu	ケーブル
cidde	ジッダ
misk	ジャコウ
lokanta	レストラン
lokanta	ダイナー
lokanta	飲食店
avm	モール
süsleme	装飾
süsleme	デコレーション
bahis	ベット
bahis	賭ける
bahis	賭け
mücevher	ジュエリー
mücevher	ジュエル
mücevher	宝石
kopernik	コペルニクス
virgül	コンマ
acayip	ビザール
acayip	変人
boşluklar	隙間
boşluklar	ギャップ
boşluklar	スペース
boşluklar	間隔
banliyö	郊外
havai	ハワイアン
havai	花火
havai	ハワイ
haham	ラビ
reformları	改革
camiler	モスク
işyeri	商人
işyeri	マーチャント
işyeri	職場
tekerlek	ホイール
tekerlek	車輪
tekerlek	タイヤ
adalı	島民
mezuniyet	卒業
tırmanma	クライミング
tırmanma	登山
atmaca	タカ
atmaca	ホーク
savaşçılar	ウォリアーズ
savaşçılar	戦士
savaşçılar	ファイターズ
fazilet	美徳
yaka	首輪
yasaklanmış	禁止
grip	インフルエンザ
izci	スカウト
telafi	補正
azize	セイント
azize	聖人
yerleştirdi	播種
knot	結び目
knot	ノット
yetim	孤児
kadastro	地籍
bedir	バドル
porselen	磁器
öğretmenleri	教員
öğretmenleri	教師
seminer	セミナー
konumları	所在地
sazan	コイ
tutuklanan	逮捕
birdenbire	突然
türbin	タービン
faresi	トガリネズミ
zil	ベル
düşün	シンク
ifşa	露出
ifşa	開示
satıcı	ベンダー
satıcı	セールスマン
satıcı	ディーラー
satıcı	売主
feribot	フェリー
egzotik	エキゾチック
haksızlık	不公平
kemerleri	ベルト
kemerleri	アーチ
etkileşimli	インタラクティブ
fıstık	ピスタチオ
fıstık	ピーナッツ
kurnaz	スリック
kurnaz	カンニング
kurnaz	ずるい
dondurma	ジェラート
dondurma	アイスクリーム
gülüm	バラ
gülüm	ロゼ
gülüm	ローズ
gülüm	薔薇
sirk	サーカス
eyvah	久々
sperm	精液
selvi	ヒノキ
sorgulama	問い合わせ
sorgulama	探究
sorgulama	取調べ
sorgulama	照会
sarma	関節
ağlayan	泣く
bayrakları	フラグ
bayrakları	国旗
düello	決闘
onemli	重要
alışılmadık	珍しい
çorap	ストッキング
çorap	靴下
çorap	ソックス
kopyasını	書写
maratonu	マラソン
aforoz	破門
metil	メチル
herakles	ヘーラクレース
kasa	安全
kasa	セーフ
kasa	金庫
eylemsizlik	慣性
oteller	ホテル
krem	クリーム
bahçeler	庭園
ahır	厩舎
ahır	バーン
ahır	納屋
bos	空っぽ
güller	バラ
güller	薔薇
akasya	アカシア
antony	アンソニー
tohumları	種子
tohumları	シード
kahvaltı	朝食
gözetim	監視
gözetim	監督
kabin	船室
kabin	キャビネット
kabin	キャビン
kabin	ブース
kabin	内閣
dert	トラブル
masrafları	費用
masrafları	経費
pala	マチェーテ
çıkartır	エキス
aşina	おなじみ
savaşçıları	ファイターズ
çekişme	対立
çekişme	コンフリクト
çekişme	紛争
çekişme	競合
düğme	ボタン
destekçileri	サポーター
hayranlık	賞賛
hayranlık	感嘆
çapkın	プレイボーイ
serap	蜃気楼
ayarı	セッティング
üzücü	悲しい
zümrüt	エメラルド
dağcılık	登山
taahhüt	コミットメント
taahhüt	収容
beşik	ベビーベッド
ekranı	画面
ekranı	スクリーン
sıkıştırılmış	圧縮
güçlük	困難
rehine	人質
pervane	プロペラ
yenilmez	無敗
yenilmez	インヴィンシブル
koşul	用語
koşul	状態
koşul	条件
koşul	規約
sokakları	ストリート
değerlendirmeler	レビュー
seyirciler	観客
konsantre	濃度
konsantre	濃縮
ganimet	トロフィー
gala	プレミア
gala	初演
boyama	塗料
boyama	ペンキ
boyama	塗り絵
boyama	染色
boyama	ペイント
boyama	絵画
rahipler	僧侶
rahipler	司祭
silahsız	軍縮
hakimler	奉行
hakimler	裁判官
dinleyici	リスナー
dinleyici	聞き手
selin	洪水
paneli	パネル
makarna	パスタ
makarna	スパゲティ
makarna	スパゲッティ
makarna	マカロニ
hüzün	悲しい
hüzün	悲しみ
gelincik	イタチ
çorak	不妊
sigortası	保険
mayalar	マヤ
çalmak	窃盗
çalmak	盗む
ekspresi	急行
ekspresi	エクスプレス
direksiyon	ステアリング
tüberküloz	結核
ishal	下痢
arter	動脈
spot	スポットライト
sinyaller	信号
sinyaller	シグナル
sinyaller	合図
otelde	ホテル
yanar	火傷
yanar	焼き
yanar	バーンズ
yanar	やけど
özledim	ミス
cumhuriyetleri	共和制
uyarılar	アラート
uyarılar	警告
terhis	退院
terhis	除隊
terhis	分泌物
verimsiz	無菌
eroin	ヘロイン
kolon	コロン
kursları	コース
sığınak	避難所
sığınak	バンカー
sığınak	聖域
sığınak	シェルター
vizyon	ヴィジョン
vizyon	ビジョン
çörek	ドーナツ
çörek	バンズ
çörek	ドーナッツ
eskrim	フェンシング
otobiyografi	自伝
duruşu	姿勢
duruşu	スタンス
hareketlilik	楽章
hareketlilik	ムーブメント
hareketlilik	運動
kisi	人物
yanlışlık	間違い
boylam	経度
sinematografi	撮影
füzeleri	ミサイル
balinalar	クジラ
sonda	プローブ
düşünün	シンク
şoför	ドライバー
şoför	ドライバ
şoför	運転手
filipin	フィリピン
yaratıldı	作成
belirtin	指定
canlılık	活力
kriket	コオロギ
kriket	クリケット
kriket	クロッケー
atılgan	エンタープライズ
atılgan	企業
kuzgun	レイヴン
dön	曲がる
dön	ターン
dön	スピン
bilgelik	博学
bilgelik	知恵
ozon	オゾン
beceri	スキル
çizimleri	図面
çizimleri	スケッチ
borçlu	借主
turşusu	酢漬け
aktiviteler	アクティビティ
aktiviteler	活動
çiftçiler	農家
maskesi	仮面
maskesi	マスク
otlar	雑草
otlar	ハーブ
hobi	趣味
seneler	年数
nöbet	発作
nöbet	押収
nöbet	差押え
bozulma	分解
bozulma	腐敗
bozulma	内訳
bozulma	歪み
ziyaretçiler	ビジター
esneklik	弾性
esneklik	柔軟
esneklik	柔軟性
hızlandırıcı	加速器
listeyi	リスト
engelleri	障壁
berrak	クリア
yarim	半分
yarim	ハーフ
duyarlılık	感受性
duyarlılık	感度
duyarlılık	感性
dekan	ディーン
kuleler	タワーズ
yumurtalar	エッグ
radyal	放射状
isyanlar	暴動
gezileri	旅行
mikroskop	顕微鏡
sıkıca	きつい
baykuş	ふくろう
baykuş	フクロウ
kalça	ヒップ
kalça	太もも
kalça	股関節
satıcısı	ディーラー
satıcısı	セールスマン
şato	キャッスル
şato	シャトー
simülasyon	シミュレーション
çardak	ガゼボ
kısıtlamalar	制約
kısıtlamalar	制限
illerden	カウンティ
dansları	踊り
satılır	落札
binicilik	乗馬
projelerin	プロジェクト
komintern	コミンテルン
belediyeye	市町村
orjinal	オリジナル
avantajları	利点
avantajları	福利
avantajları	長所
toplumlar	社会
mezarlıkta	墓地
çizimler	イラスト
çizimler	図面
çizimler	スケッチ
çizimler	挿絵
çelişki	パラドックス
çelişki	紛争
çelişki	競合
çelişki	コンフリクト
çelişki	対立
çelişki	矛盾
örme	編み物
örme	ニット
halat	ロープ
başkomutan	大元帥
yavruları	カブス
kısır	不妊
kısır	無菌
dilekçe	請願
havalı	涼しい
havalı	クール
yosun	昆布
yosun	コケ
yosun	藻類
yosun	コンブ
yosun	ワカメ
yosun	海藻
nane	ミント
nane	ペパーミント
çelişkili	葛藤
tarlaları	フィールド
tarlaları	フィールズ
mutsuz	不幸
zarf	封筒
kaykay	スケート
pasta	ケーキ
pasta	洋菓子
şanslı	ラッキー
kobra	コブラ
adımları	手順
adımları	歩数
adımları	ステップ
pamuklu	木綿
pamuklu	コットン
gezinti	航法
gezinti	周遊
gezinti	ナビゲーション
gezinti	観光
gezinti	遠足
gezinti	クルージング
kuşku	疑念
kuşku	断崖
kuşku	疑惑
kazaklar	コサック
doğrular	真理
pencereler	ダイアログ
duruş	態度
duruş	姿勢
duruş	スタンス
necef	ナジャフ
kahya	執事
kahya	バトラー
dikilitaş	オベリスク
donmuş	フローズン
nehirler	河川
yapılandırma	設定
yapılandırma	構成
sunumu	プレゼンテーション
sunumu	プレゼン
dönüşümlü	回転
gaziler	退役軍人
hokey	アイスホッケー
hokey	ホッケー
uçurum	クリフ
teklifleri	クーポン
kadife	コーデュロイ
kadife	ベルベット
çit	フェンス
regresyon	回帰
tas	ストーン
transilvanya	トランシルヴァニア
sabır	忍耐
sabır	我慢
sabır	根気
sinirli	緊張
sinirli	怒り
sinirli	神経質
kusma	嘔吐
trajedi	悲劇
açıkta	露出
bakire	ヴァージン
bakire	処女
deneyimleri	エクスペリエンス
festivaller	祭り
festivaller	祭事
vatansever	パトリオット
izleyiciler	観客
tarifi	レシピ
tarifi	作り方
fareler	ネズミ
fareler	マウス
sülfür	硫化物
sülfür	硫黄
salgı	分泌
irk	レース
irk	競走
irk	人種
fidye	身代金
dolum	中身
misket	ビー玉
boynuz	ホルン
boynuz	ホーン
boynuz	クラクション
çaresiz	必死
çaresiz	無力
kavrama	グリップ
hastaneler	病院
prototipi	プロトタイプ
işlemeli	象嵌
ayarlar	集合
ayarlar	プリセット
ayarlar	セット
ayarlar	設定
ayarlar	セッティング
asteroit	小惑星
arsa	ランド
arsa	土地
arsa	プロット
soygun	強盗
nitrat	硝酸
tıklayın	クリック
vuruldu	ショット
milimetre	ミリメートル
yolcuları	乗客
karsi	反対
klan	氏族
kopyalama	複写
kopyalama	コピー
kopyalama	複製
uyarıcı	ワーナー
dize	ストリング
kontes	伯爵夫人
yetişkinler	大人
hırslı	野心
dallar	小枝
avantajlı	利点
avantajlı	アドバンテージ
yaşasın	わーい
aylak	アイドル
abone	引受け
abone	購読
tazmanya	タスマニア
mecburi	強制
mıknatıs	磁石
mıknatıs	マグネット
kaplumbağalar	カメ
izlenim	インプレッション
satılmış	落札
terazi	ウロコ
terazi	スケール
ofisleri	オフィス
şikayetçi	原告
abla	シスター
abla	姉妹
eşkıya	盗賊
eşkıya	サグ
sempati	同情
torba	ポーチ
torba	かばん
torba	バッグ
alçı	ギプス
alçı	キャスト
alçı	石膏
alçı	出演
alçı	漆喰
enerjik	活気
enerjik	エネルギッシュ
taşlı	ストーニー
taşlı	ロッキー
entegrasyon	統合
entegrasyon	インテグレーション
eczacı	薬剤師
nerde	どこ
içmek	飲む
keyif	快楽
keyif	ジョイ
keyif	快感
keyif	楽しむ
keyif	喜び
yanları	両側
yoldaş	仲間
yoldaş	同志
işveren	事業主
akıntı	現在
kimisi	いくつか
kimisi	いくらか
kimisi	一部
mumya	ミイラ
önbellek	キャッシュ
tatlısu	淡水
efendim	サー
hıristiyanlar	キリスト教徒
canlandırma	アニメーション
vergileri	税金
mineraller	鉱物
polinom	多項式
çark	ホイール
çark	車輪
yakin	閉じる
yakin	クローズ
cıva	水星
cıva	マーキュリー
cıva	水銀
inatçı	頑固
eğitici	チュートリアル
lanet	呪い
nimet	祝福
nimet	恵み
sınırlama	限界
sınırlama	リミット
sınırlama	境界
sınırlama	制限
dağcı	クライマー
yaşlılık	老化
suçlanan	被告人
yorgo	ジョージ
yorgo	ゲオルギオス
misyon	ミッション
sterlin	ポンド
sterlin	パウンド
sterlin	スターリング
politbüro	政治局
kültürlü	栽培
terkedilmiş	放棄された
hor	軽蔑
kontrolleri	コントロール
köşeye	コーナー
substrat	基質
ölümler	訃報
aranıyor	検索
aranıyor	求む
saldırdılar	襲撃
limasol	リマソール
çiftleri	ペア
barınma	住居
barınma	住宅
hüzünlü	悲しい
dokunma	タッチ
dokunma	触る
gebe	妊娠
çökmüş	退廃
eldiven	グローブ
eldiven	手袋
vikingler	バイキング
telefonlar	電話機
kabukları	貝殻
kabukları	シェル
hiciv	風刺
öğrendim	学習
atıcı	投手
atıcı	シューティング
atıcı	ピッチャー
anemi	貧血
kameralar	カメラ
meşhed	マシュハド
dizüstü	ノートブック
dizüstü	ノート
turlar	ツアー
turlar	トゥール
turlar	配車
erozyon	侵食
hepatit	肝炎
ayrıcalıklı	特権
ayrıcalıklı	独占
nicel	定量
harikalar	驚異
sönük	鈍い
yanıltıcı	欺瞞
eğitmeni	トレーナー
çöküntü	内訳
üzümlü	ブドウ
üzümlü	ぶどう
oyuncaklar	おもちゃ
oyuncaklar	オモチャ
oyuncaklar	玩具
pankreas	膵臓
azizler	セインツ
azizler	聖徒
insansı	ヒューマノイド
durdurur	停車駅
varış	行き先
varış	到着
varış	目的地
varış	宛先
füzeler	ミサイル
titanyum	チタン
karargah	本部
karargah	本社
karargah	司令部
tozlu	ダスティ
kaymak	スキー
kaymak	クリーム
dengede	バランス
operet	オペレッタ
miting	ラリー
mazlum	弾圧
ziyaretleri	訪問
obje	オブジェクト
sokar	スティング
timsah	ワニ
timsah	アリゲーター
timsah	クロコダイル
patlamalar	爆発
patlamalar	噴火
lamba	ランプ
suit	スイート
zorba	いじめ
zorba	暴君
semerkant	サマルカンド
kilitli	錠前
kilitli	ロック
göbek	へそ
mors	モース
mors	セイウチ
kaygı	関心事
kaygı	不安
kaçırılan	誘拐
kaçırılan	拉致
yaser	ヤセル
kandil	キャンドル
kandil	蝋燭
kandil	ランプ
kandil	ろうそく
sincap	リス
sedir	スギ
sessizlik	サイレンス
sessizlik	無音
sessizlik	静けさ
sessizlik	沈黙
sessizlik	静か
kaçınmak	否認
açığı	赤字
kaybedenler	敗者
okçular	弓術
travma	トラウマ
travma	外傷
küreselleşme	グローバリゼーション
semptomlar	症状
semptomlar	徴候
tanıdık	おなじみ
tanıdık	知人
tanıdık	知り合い
kaynar	せつ
kaynar	茹でる
yenidoğan	新生児
analizler	分析
analizler	解析
çekimser	棄権
yaratıcılık	創造力
yaratıcılık	創造性
yaratıcılık	クリエイティブ
yağda	スクランブル
nakış	刺繍
faşizm	ファシズム
otopark	駐車
narenciye	シトラス
eşleşme	一致
eşleşme	マッチ
ateşle	火災
ateşle	火事
ateşle	ファイア
pide	ピタ
bitirmek	仕上げ
safkan	サラブレッド
safkan	系譜
şartsız	無条件
açlıktan	飢え
buruk	ビター
buruk	苦い
kusur	瑕疵
kusur	欠陥
anlaşmazlıkları	紛争
kipi	モード
şalom	シャローム
galası	プレミア
galası	初演
galerileri	ギャラリー
becerileri	スキル
kabadayı	いじめ
kabadayı	ワル
şarjör	クリップ
kızılcık	クランベリー
komple	完備
komple	コンプリート
pişmanlık	後悔
misilleme	報復
dönüştürülmüş	改宗
yorgunluk	疲労
bekliyoruz	待ち
tapınaklar	神社
paketler	パック
paketler	パケット
paketler	パッケージ
bıyıklı	ひげ
bıyıklı	口ひげ
bıyıklı	口髭
cihad	ジハード
kareler	正方形
gülle	キャノンボール
mülteciler	難民
alınıyor	受信
tarlalar	プランテーション
sorum	疑問
sorum	質問
otlak	牧草
teselli	慰め
teselli	コンソール
sırları	秘密
piyango	抽選
piyango	大当たり
piyango	くじ
piyango	懸賞
piyango	宝くじ
manyetizma	磁性
günlerce	日数
buharlaşma	蒸発
salınım	振動
pano	ダッシュボード
yürür	ウォーキング
platformlar	プラットフォーム
kaf	カーフ
ultraviyole	紫外線
evsiz	ホームレス
safran	サフラン
düşmanlık	敵意
düşmanlık	確執
paleolitik	旧石器時代
ironik	皮肉
afrodit	アフロディーテ
afrodit	アプロディーテー
kurtarıcı	救世主
soran	たずねる
astım	ぜんそく
astım	喘息
yüzün	フェイス
rodezya	ローデシア
metabolizma	代謝
aygır	スタッド
kurulumu	設定
kurulumu	セットアップ
karnaval	カーニバル
geçenler	通行人
çeçenistan	チェチェン
biti	シラミ
yakma	焼却炉
öğe	アイテム
öğe	要素
öğe	エレメント
öğe	元素
öğe	品物
spektrum	スペクトル
hükümler	条文
hükümler	規定
siper	トレンチ
betik	スクリプト
betik	脚本
kurutma	乾燥
kurutma	乾燥機
kurutma	ドライヤー
uykusu	眠い
izlenmesi	監視
izlenmesi	モニタリング
övgüler	賛美
övgüler	賞賛
seher	明け方
seher	夜明け
seher	ドーン
yürümek	歩く
yürümek	歩行
yürümek	ウォーキング
etkileşimler	相互作用
trombon	トロンボーン
kaval	脛骨
kova	バケット
kova	バケツ
dükkan	ストア
dükkan	店舗
dükkan	ショップ
kireçtaşı	石灰岩
dolap	内閣
dolap	キャビネット
dolap	ロッカー
dolap	冷蔵庫
gut	痛風
haydut	盗賊
haydut	サグ
efsaneler	神話
soyağacı	系図
soyağacı	系譜
mont	ジャケット
okçuluk	弓術
okçuluk	アーチェリー
hükümdarlar	定規
hükümdarlar	ルーラー
savunmasız	無防備
seçenekler	選択肢
seçenekler	オプション
tekrarı	反復
tekrarı	繰り返し
kerbela	カルバラー
gözlük	メガネ
gözlük	めがね
gözlük	眼鏡
gözlük	ゴーグル
cereyan	ドラフト
cereyan	下書き
hacker	ハッカー
malikane	マンション
bilinçsiz	無意識
solucanlar	ミミズ
fırça	ブラシ
memurlar	役員
damak	口蓋
işlemciler	プロセッサ
kes	切り取り
kes	カット
ekliyor	追加
kampta	キャンプ
obua	オーボエ
yetenekler	タレント
yetenekler	スキル
ajanlar	エージェント
postu	フリース
ondalık	小数
katot	カソード
düşüyor	落下
düşüyor	ドロップ
katsayıları	係数
hacca	巡礼
kaslar	マッスル
kaslar	筋肉
rahmetli	故人
dalgıç	ダイバー
kasları	筋肉
kakao	ココア
kızım	女の子
kızım	少女
kızım	ガール
sürüngenler	爬虫類
kazvin	ガズヴィーン
ortamları	環境
kalpler	ハーツ
doğrulanmamış	未確認
personelin	人材
personelin	職員
bombay	ムンバイ
amonyak	アンモニア
ateizm	無神論
bankaları	バンクス
tansiyon	緊張
tansiyon	テンション
çığ	雪崩
getir	フェッチ
getir	持ち込み
getir	ブリング
getir	取得
tanımlayıcı	識別子
petek	蜂の巣
soğutucu	冷却
soğutucu	冷凍庫
soğutucu	クーラー
soğutucu	フリーザ
soğutucu	冷蔵
levhalar	シート
levhalar	シーツ
satışlar	セールス
satışlar	販売
satışlar	売り上げ
satışlar	売上
taret	タレット
duruşma	公判
duruşma	トライアル
duruşma	審判
duruşma	裁判
tereddüt	ためらう
dibi	ボトム
mackenzie	マッケンジー
tasarımcılar	デザイナー
skandal	不祥事
skandal	スキャンダル
balı	バリ島
balı	バリ
doldurulmuş	剥製
faslı	モロッコ
tanjant	タンジェント
makara	ローラー
makara	リール
makara	スプール
makara	滑車
seyşeller	セーシェル
ayarları	設定
ayarları	セッティング
buluş	発明
buluş	会う
faydaları	福利
füg	フーガ
kaledonya	カレドニア
peygamberler	使徒
bağlam	コンテクスト
bağlam	コンテキスト
elektrot	電極
çamurlu	マッド
bilek	足首
bilek	手首
kurs	コース
erişte	ヌードル
erişte	ラーメン
erişte	麺類
kot	ジーンズ
kot	デニム
dinozorlar	恐竜
kızak	ソリ
kızak	そり
kızak	リュージュ
emekçi	分娩
emekçi	労働
gündemde	トレンド
motivasyon	モチベーション
hakemlik	仲裁
çanta	スーツケース
çanta	かばん
çanta	バッグ
iyileştirilmesi	改善
yüzyıllarca	世紀
beklentileri	期待
taviz	譲歩
taviz	妥協
kovboy	カウボーイ
prova	リハーサル
kozmoloji	宇宙論
perspektif	遠近法
perspektif	遠近
perspektif	視点
