और	y
मृदु	apacible
मृदु	delicada
मृदु	suave
चमकीले	acristalamiento
चमकीले	glaseado
पैराशूट	paracaídas
खरगोश	conejo
खरगोश	conejos
मेज़बान	anfitrión
मेज़बान	acogida
मेज़बान	huésped
तकलीफ	aflicción
तकलीफ	desgracia
तकलीफ	infortunio
तकलीफ	malestar
तकलीफ	molestia
तकलीफ	angustia
तकलीफ	molestias
तकलीफ	incomodidad
मृतक	fallecidos
मृतक	fallecido
मृतक	fallecida
मृतक	difuntos
कैट	gatos
कैट	gata
कैट	gato
वीरों	héroes
लिफ्ट	ascensor
लिफ्ट	elevador
लिफ्ट	levantar
गाँठ	quiste
सिंथेटिक	sintético
सिंथेटिक	sintética
सिंथेटिक	sintéticas
सिंथेटिक	sintéticos
समझौतों	acuerdos
समझौतों	convenios
बैरल	cañón
बैरल	barril
खुजली	picazón
खुजली	pique
खुजली	picor
खुजली	pica
अन्वेषक	investigadora
अन्वेषक	investigador
मूर्ख	estúpida
मूर्ख	estúpido
मूर्ख	tonta
मूर्ख	idiotas
मूर्ख	tonto
मूर्ख	estúpidos
मूर्ख	necio
बीम	viga
बीम	vigas
बीम	rayo
बीम	haz
कोडिंग	codificación
अशांति	disturbios
अशांति	malestar
अविश्वसनीय	increible
अविश्वसनीय	increíbles
अविश्वसनीय	increíble
कर्षण	tracción
इम्पीरियल	imperiales
वहा	allí
वहा	ahí
वहा	ahi
घोषणापत्र	manifiesto
रेट	tasa
रेट	calificar
पर्वतारोही	montañero
सत्रह	diecisiete
सोया	soja
सोया	soya
मक्खी	vuele
मक्खी	mosca
मक्खी	volar
मक्खी	vuela
उद्यमों	empresas
कॉन्सर्ट	conciertos
कॉन्सर्ट	concierto
छायांकन	fotografía
छायांकन	guardando
छायांकन	ahorrar
छायांकन	sombreado
छायांकन	ahorrando
छायांकन	ahorro
छायांकन	fotografia
वानिकी	bosques
वानिकी	forestal
वानिकी	silvicultura
वानिकी	forestales
नजारा	paisaje
नजारा	paisajes
मधुमक्खी	abeja
टिप्पणियां	comentario
टिप्पणियां	comenta
टिप्पणियां	observaciones
टिप्पणियां	comentarios
गुलामी	esclavitud
सरलीकृत	simplificada
सरलीकृत	simplificado
प्रलेखन	documentación
संकेतन	notación
संकेतन	anotación
घटी	disminución
घटी	descenso
घटी	disminuir
घटी	disminuye
पक्षपात	discriminaciones
पक्षपात	discriminación
इजरायल	israelí
इजरायल	israelitas
इजरायल	israelíes
पकाया	cocida
पकाया	cocidos
पकाया	cocido
पकाया	cocinado
गेंदबाज़ी	bolos
गेंदबाज़ी	bolera
गेंदबाज़ी	boliche
अनुरक्षण	escoltas
अनुरक्षण	acompañamiento
अनुरक्षण	acompañante
अनुरक्षण	escolta
अनुरक्षण	acompañantes
डीलर	distribuidores
डीलर	comerciante
डीलर	traficantes
डीलर	concesionario
डीलर	comerciantes
डीलर	concesionarios
डीलर	distribuidor
मीठी	dulces
मीठी	dulce
जिगर	hígados
जिगर	hígado
एक्सटेंशन	prórroga
एक्सटेंशन	prórrogas
एक्सटेंशन	ampliación
एक्सटेंशन	ampliaciones
एक्सटेंशन	extensión
एक्सटेंशन	extensiones
संस्थापकों	fundadores
गोथिक	gótico
गोथिक	gótica
ऐंठन	calambre
ऐंठन	calambres
बहुपद	polinomio
घुलनशील	solubles
केसर	azafrán
दस्ते	pelotón
दस्ते	escuadrón
दस्ते	escuadra
आयोडीन	yodo
परावर्तन	reflejo
परावर्तन	reflexión
परावर्तन	reflexiona
परावर्तन	reflexionar
परावर्तन	reflejan
परावर्तन	refleje
परावर्तन	reflejar
छानबीन	investigacion
छानबीन	exploración
छानबीन	prospección
छानबीन	exploraciones
छानबीन	investigación
कामुक	sensuales
कामुक	caliente
कामुक	cachondo
कामुक	córnea
नीतियां	politicas
नीतियां	pólizas
नीतियां	políticas
नीतियां	políticamente
तेरहवीं	decimotercer
तेरहवीं	decimotercera
विन्स	victorias
विन्स	gana
विन्स	gane
तीक्ष्ण	astuto
मॉरिस	mauricio
नारे	consignas
नारे	eslóganes
नारे	lemas
त्रासदी	tragedia
सीन	escena
कैफे	cafeína
नींबू	limon
नींबू	limones
नींबू	limón
गिग्स	conciertos
धावक	corredor
धावक	corredores
मार्क्सवाद	marxismo
बर्न	arde
बर्न	quemar
बर्न	berna
बर्न	quema
बर्न	quemadura
निष्पादित	ejecutando
इंडेक्स	índice
इंडेक्स	indice
तेंदुआ	leopardo
अनुशंसा	recomendado
अनुशंसा	recomendar
अनुशंसा	recomienda
अनुशंसा	recomendamos
अनुशंसा	recomendación
अनुशंसा	recomiendo
जोखिमों	peligros
जोखिमों	riesgos
डिक	verga
डिक	polla
डिक	pito
निरर्थक	nulos
निरर्थक	nulo
निरर्थक	nulas
निरर्थक	nula
अमान्य	inválida
अमान्य	inválidos
अमान्य	inválido
झगड़े	peleas
झगड़े	luchas
होड़	competir
होड़	compitiendo
निरोधक	anticonceptivo
निरोधक	anticonceptivos
निरोधक	anticoncepción
घिरी	rodeada
घिरी	rodeados
घिरी	rodeado
कतार	cola
बाल्टिक	báltica
बाल्टिक	bálticos
बाल्टिक	báltico
देयता	responsabilidad
देयता	pasivo
पोते	nietos
अमेज़न	amazonia
अमेज़न	amazonas
अमेज़न	amazona
अमेज़न	amazonía
खेलकूद	deportes
खेलकूद	deporte
खेलकूद	deportivo
प्यास	sed
प्यास	sediento
प्यास	sedientos
प्यास	sedienta
अत्याधुनिक	futurista
दृष्टांत	instancias
काराकोरम	karakórum
पीटर्सबर्ग	petersburgo
पीलिया	ictericia
खलीफा	califa
प्रकाशिकी	óptica
प्रकाशिकी	ópticas
छुट्टियों	fiestas
छुट्टियों	feriados
छुट्टियों	vacaciones
छुट्टियों	festivos
तीर्थों	peregrinaciones
किंडरगार्टन	guardería
जबतक	hasta
डिप्टी	ayudante
डिप्टी	adjunta
डिप्टी	diputado
डिप्टी	adjunto
डेटिंग	saliendo
डेटिंग	citas
कमरा	sala
कमरा	habitación
कमरा	cuarto
माइनर	menor
माइनर	menores
गड्ढे	fosa
गड्ढे	hoyo
गड्ढे	pozo
गड्ढे	foso
कपडे	ropa
कपडे	vestimenta
कपडे	ropas
कपडे	indumentaria
सोयाबीन	soja
सोयाबीन	soya
असत्य	irreal
असत्य	falsedad
खजाना	tesoro
खजाना	tesoros
सुझाया	sugerida
सुझाया	sugirió
सुझाया	sugerido
निर्वासन	exiliado
निर्वासन	destierro
निर्वासन	deportar
निर्वासन	exilio
नोटिस	preaviso
नोटिस	aviso
महोदय	señor
महोदय	senor
सीनेटर	senadora
सीनेटर	senador
सुरक्षात्मक	protectora
सुरक्षात्मक	protección
सुरक्षात्मक	protecciones
सुरक्षात्मक	protector
सुरक्षात्मक	protectores
निर्विवाद	incuestionable
दलाल	corredor
उदारता	generosidad
स्पिरिट	espíritus
स्पिरिट	aguardiente
स्पिरिट	espiritu
स्पिरिट	licores
स्पिरिट	espíritu
मेलों	ferias
बारबरा	bárbara
एटीएम	cajero
प्रवचन	discursos
प्रवचन	discurso
प्रायोजन	auspicio
प्रायोजन	patrocinio
ड्राइंग	dibujando
ड्राइंग	dibujo
ड्राइंग	dibujar
चुप	silencio
चुप	silenciosas
चुप	silencioso
चुप	silenciosa
दिवालिया	bancarrota
दिवालिया	quiebras
दिवालिया	quiebra
बाल्यकाल	niñez
बाल्यकाल	infancia
ज़िम्मेदारी	responsabilidad
सावन	monzón
छोड़ो	renunciar
स्क्वाड्रन	escuadrón
स्क्वाड्रन	escuadra
यूनानियों	griegos
यूनानियों	grecia
वाचक	hablador
सौम्य	gentil
सौम्य	suave
मालदीव	maldivas
डिस्कवरी	descubrimiento
डिस्कवरी	descubrimientos
पर्यवेक्षक	supervisores
सत्यापित	certificado
सत्यापित	comprobado
सत्यापित	comprobada
सत्यापित	certificadas
सत्यापित	verificada
सत्यापित	verificación
सत्यापित	verificado
सत्यापित	verificar
सत्यापित	verifica
सत्यापित	verifique
सत्यापित	certificados
सत्यापित	verificadas
सत्यापित	certificada
सत्यापित	autenticado
बाइक	bicicleta
बाइक	moto
बाइक	motos
बाइक	bici
बाइक	bicicletas
बाइक	bicis
राबर्ट	roberto
अवर	inferiores
डीज़ल	diésel
डीज़ल	gasóleo
बाज़ारों	mercados
फिशर	fisura
फिशर	pescador
सदाचार	virtud
जुट	mirador
गुस्सा	enfado
गुस्सा	cólera
गुस्सा	indignación
गुस्सा	enojada
गुस्सा	enfadado
गुस्सा	enojo
गुस्सा	ira
गुस्सा	enojado
गुस्सा	enfadada
गुस्सा	rabia
सीढ़ियों	escalones
सीढ़ियों	escaleras
सीढ़ियों	escalera
रस्म	ceremonia
रस्म	ceremonias
खरीदे	compra
खरीदे	comprar
खरीदे	comprando
त्वरक	acelerador
त्वरक	aceleradores
धात्विक	metálica
धात्विक	metálico
धात्विक	metálicos
वामपंथी	izquierdista
वामपंथी	izquierdistas
पहलवानों	luchadores
कैप	gorra
कैप	pac
कैप	tapa
कैप	capi
जनम	nacimientos
जनम	parto
जनम	nacimiento
जनम	natalidad
क्रोम	cromo
ऑफ़िस	oficinas
ऑफ़िस	despacho
ऑफ़िस	oficina
तुर्कों	pavo
तुर्कों	turquía
ट्रिगर	disparador
ट्रिगर	gatillo
विसर्जन	inmersión
हत्यारे	asesinos
हत्यारे	asesina
हत्यारे	asesino
सख़्त	exigente
विनम्र	humilde
विनम्र	cortés
विनम्र	humildes
विनम्र	educado
विनम्र	educados
ध्वनिक	destructores
ध्वनिक	acústicos
ध्वनिक	acústico
ध्वनिक	acústica
ध्वनिक	destructor
मशीनरी	maquinaria
मशीनरी	maquinarias
मशीनरी	máquinas
इलेक्ट्रानिक	electrónica
इलेक्ट्रानिक	electrónicas
इलेक्ट्रानिक	electrónicos
इलेक्ट्रानिक	electrónico
पौष्टिक	nutritivo
पौष्टिक	nutritivas
पौष्टिक	nutritiva
पौष्टिक	nutritivos
कट्टरपंथी	fanático
कट्टरपंथी	radicales
कट्टरपंथी	fanática
मिल्क	leche
व्हील	rueda
ग्रेनाइट	granito
माथे	frente
माथे	cejas
माथे	ceja
माथे	ceño
अवज्ञा	insubordinación
पत्ता	hoja
पत्ता	hojas
इस्तांबुल	estambul
जार	tarros
जार	jarras
जार	tarro
जार	frascos
जार	jarra
जार	frasco
सिंडरेला	cenicienta
अफीम	opio
स्वीट	dulces
स्वीट	dulce
बागान	plantaciones
खूनी	sangrientos
खूनी	sangriento
खूनी	sangrienta
नफरत	odiar
नफरत	odio
त्रैमासिक	trimestrales
त्रैमासिक	trimestral
त्रैमासिक	trimestre
त्रैमासिक	trimestralmente
परोपकारी	filantropía
परोपकारी	filantrópicas
नाई	peluquería
नाई	barberos
नाई	barbero
नाई	peluquero
हलचल	revuelo
ऑडिशन	audición
ऑडिशन	audiciones
बाधक	impide
बाधक	previene
सिलाई	cosiendo
सिलाई	coser
सिलाई	costura
सज्जन	caballeros
सज्जन	caballero
प्रचुरता	abundancia
असहमति	desacuerdo
हिप्पोकैम्पस	hipocampo
खरपतवार	marihuana
खरपतवार	maleza
खरपतवार	hierba
खरपतवार	yerba
लैन	condado
परिहार	evasión
दोलन	oscilación
टाइटन	titán
अव्यवस्था	desmadre
अव्यवस्था	caos
निवारक	prevención
निवारक	preventivos
निवारक	preventiva
निवारक	preventivas
निवारक	preventivo
हटाएँ	suprimir
हटाएँ	eliminar
हटाएँ	quitar
हटाएँ	quita
हटाएँ	borrar
खमीर	levadura
खमीर	levaduras
संवेदन	sintiendo
विच्छेद	indemnización
विच्छेद	disolución
नाच	bailes
नाच	danza
नाच	baila
नाच	baile
नाच	bailar
लचीलापन	flexibilidad
स्केटिंग	patinaje
स्केटिंग	patinando
स्केटिंग	patinar
कलेक्टर	recaudador
कलेक्टर	coleccionista
कलेक्टर	coleccionistas
कलेक्टर	colector
चित्रकारों	pintando
चित्रकारों	pintura
चित्रकारों	cuadro
चित्रकारों	pintar
शैलियाँ	estilos
शैलियाँ	géneros
लालच	codicia
लालच	avaricia
पुलों	puentes
मिडिया	medios
केयर	cuidados
केयर	cuidado
छतरी	paraguas
छतरी	sombrilla
मजिस्ट्रेट	magistrado
फीस	tarifas
फीस	honorarios
फीस	tasas
लकी	suerte
लकी	afortunada
लकी	afortunados
लकी	afortunado
जाम	mermelada
जाम	atasco
जाम	mermeladas
रैम	rama
रैम	carnero
अभिनेत्रियों	actrices
गौरैया	gorrión
वांछनीय	deseable
वांछनीय	deseables
मकानों	casas
भेजना	envía
फ़िल्टर	filtro
फ़िल्टर	filtra
फ़िल्टर	filtrar
फ़िल्टर	filtros
कीड़ों	lombrices
कीड़ों	gusanos
स्कैनर	escáner
प्रतिशोध	represalias
प्रतिशोध	venganza
प्रतिशोध	represalia
पार्किंग	estacionamiento
पार्किंग	aparcamiento
पार्किंग	parqueo
नशा	droga
नशा	adictos
लचीला	flexibles
सफ़ाई	limpiando
सफ़ाई	limpieza
सफ़ाई	limpiar
कोलेजन	colágeno
प्रोपेन	propano
लादेन	cargado
लादेन	cargados
ज़िम्मेदार	responsable
ज़िम्मेदार	responsables
अवहेलना	desdén
अवहेलना	insubordinación
अवहेलना	desprecio
नर्सरी	vivero
नर्सरी	guardería
अविश्वास	desconfianza
पर्दा	telón
पर्दा	cortina
टच	tacto
टच	toque
टच	toques
तोपों	cañon
तोपों	cañón
तोपों	cañones
सिल्क	seda
झूठा	mentirosa
झूठा	mentiroso
गुरुओं	gurús
अक्षमता	discapacidad
अक्षमता	incompetentes
अक्षमता	imposibilidad
अक्षमता	discapacidades
अक्षमता	invalidez
अक्षमता	incompetencia
अक्षमता	incapacidad
ईगल	águila
ईगल	aguila
वारंटी	garantía
होमर	homero
मुबारक	feliz
मुबारक	contenta
मुबारक	contento
मुबारक	felices
एकांत	soledad
विंड	viento
आदर्शवादी	idealistas
आदर्शवादी	idealista
आश्वस्त	confiada
आश्वस्त	confiados
आश्वस्त	confiado
कोरोनरी	coronaria
आकृतियाँ	formas
सुलतान	sultán
बदतर	peor
बदतर	peores
लोपेज़	lópez
पशुधन	ganadería
पशुधन	ganadero
पशुधन	ganado
आदी	adicta
आदी	adicto
आदी	adictos
लार्वा	larvas
सेलुलर	celular
सेलुलर	celulares
बहरीन	bahrein
बहरीन	bahréin
पायदान	muesca
गाजर	zanahorias
गाजर	zanahoria
न्यायशास्त्र	jurisprudencia
निराशाजनक	decepcionantes
निराशाजनक	frustrante
निराशाजनक	decepcionante
ट्रिनिटी	trinidad
हैट	sombrero
हैट	gorro
हैट	gorra
अभिरुचि	inclinación
चाइल्ड	niña
चाइल्ड	niño
चमगादड़	murciélagos
चमगादड़	bate
चमगादड़	murciélago
ची	ji
तेजस्वी	impresionante
तेजस्वी	impresionantes
प्रोग्रामर	programador
मसौदा	borrador
मसौदा	borradores
हेयर	peinado
हेयर	pelo
हेयर	cabellos
हेयर	cabello
वत्स	cubas
बर्ताव	conducta
बर्ताव	comportamientos
बर्ताव	comportamiento
चन्दन	sandalia
होप	esperanza
होप	esperanzas
गलियों	calles
गलियों	carriles
शरणार्थियों	refugiadas
शरणार्थियों	refugiados
शरणार्थियों	refugiado
शस्त्रों	arma
हस्ती	famosos
हस्ती	celebridades
हस्ती	famoso
हस्ती	celebridad
कुम्भ	acuario
प्राधिकार	autoridad
प्राधिकार	prerrogativa
प्राधिकार	autoridades
अशुभ	desafortunada
अशुभ	desafortunados
अशुभ	desafortunado
रोज़गार	empleo
तांबा	cobre
दैहिक	somáticas
फली	vaina
सलाम	saludo
सलाम	saludar
सलाम	paz
सलाम	salam
टॉड	sapo
मरियम	maría
मरियम	maria
उंगली	dedo
शिक्षाओं	enseñanzas
पलक	párpado
पलक	párpados
लिथुआनिया	lituania
अल्पसंख्यकों	minoría
अल्पसंख्यकों	minorías
शहीदों	mártires
मेट्रिक्स	matriz
मेट्रिक्स	matrices
मेट्रिक्स	métricas
कार्यशाला	taller
कार्यशाला	talleres
कॉर्न	maíz
कॉर्न	maiz
मापक	gobernante
मापक	balanza
मापक	escalar
मापक	escala
मापक	baremo
मापक	regla
यातना	condenación
यातना	tormento
यातना	perdición
यातना	fatalidad
मलबे	escombros
अनाथ	orfandad
अनाथ	huérfanos
अनाथ	huérfano
अनाथ	huérfana
टूटी	rotos
टूटी	rota
टूटी	roto
टूटी	quebrado
जनसांख्यिकी	demográfico
जनसांख्यिकी	demográfica
जनसांख्यिकी	población
जनसांख्यिकी	censo
जनसांख्यिकी	demografía
जनसांख्यिकी	demográficas
जनसांख्यिकी	demográficos
जनसांख्यिकी	censos
अपरिहार्य	infalible
अपरिहार्य	inevitable
अपरिहार्य	ineludible
अपरिहार्य	inevitables
दफन	sepultado
दफन	enterrados
दफन	enterrado
दफन	enterrada
आमंत्रण	invitación
आमंत्रण	invitaciones
आमंत्रण	invitar
आमंत्रण	invitan
आमंत्रण	invita
जिम्बाब्वे	zimbabue
वृद्धावस्था	envejecido
वृद्धावस्था	envejecer
वृद्धावस्था	envejeciendo
वृद्धावस्था	envejecimiento
आहत	herido
आहत	lastimado
नरभक्षण	canibalismo
धूसर	grises
धूसर	gris
धूसर	canas
घाटा	pérdida
घाटा	perdida
घाटा	pérdidas
आतिथ्य	atenciones
आतिथ्य	hospitalidad
परिसंघ	confederación
पेंच	tornillos
पेंच	tornillo
शटल	trasbordador
शटल	lanzadera
शटल	transbordador
दरवाज़ा	puertas
दरवाज़ा	puerta
कन्वेंशन	convenciones
कन्वेंशन	convenio
कन्वेंशन	convención
सप्लाई	aprovisionamiento
सप्लाई	suministro
सप्लाई	abastecimiento
रडार	radares
पंक	lodo
पंक	fango
पंक	atolladero
पंक	gamberro
पंक	barro
चैट	charlar
चैट	charla
चैट	chatear
पदानुक्रम	jerarquía
पदानुक्रम	jerarquías
क्रूरता	crueldad
क्रूरता	brutalidad
संभावनाएं	prospectos
संभावनाएं	perspectivas
मिया	mía
निर्देशकों	directores
वीटो	vetar
प्रत्याशित	esperados
प्रत्याशित	esperaban
प्रत्याशित	esperada
प्रत्याशित	esperado
गोंद	cola
गोंद	pegamento
अज्ञेय	agnosticismo
पूंजीवाद	capitalismo
फ्लोरेंस	florencia
सुअर	puerco
सुअर	cerda
सुअर	cerdo
सुअर	cochino
गीली	mojados
गीली	húmeda
गीली	mojado
गीली	húmedo
गीली	mojada
खोली	abrió
खोली	inaugurado
वर्षावन	selva
दलदल	marismas
दलदल	atolladero
दलदल	pantano
कंबोडिया	camboya
रेशमी	sedoso
गिरिजाघर	iglesia
सिंहली	cingalés
तानाशाही	dictador
तानाशाही	dictadura
अर्नेस्ट	ernesto
फोटोग्राफर	fotógrafo
फोटोग्राफर	fotógrafa
फोटोग्राफर	fotografo
संस्थापित	instalado
संस्थापित	fundó
संस्थापित	fundada
संस्थापित	funda
संस्थापित	instaladas
संस्थापित	fundado
संस्थापित	instalada
संस्थापित	instalados
सिमुलेशन	simulador
सिमुलेशन	simulación
तीर्थयात्रियों	peregrinos
अखरोट	nuez
अखरोट	nueces
अखरोट	nogal
डेनिश	danés
डेनिश	daneses
डेनिश	danesa
डेनिश	dinamarca
त्रयी	trilogía
जुनून	pasion
जुनून	pasión
औरतों	femenino
औरतों	mujer
औरतों	mujeres
ओरेकल	oráculo
दहेज	dote
क़दम	pasos
क़दम	pisadas
बहादुरी	valentía
एटलस	zonas
एटलस	áreas
निर्धन	indigente
निर्धन	indigentes
आर्सेनिक	arsénico
वेलेंटाइन	valentina
वेलेंटाइन	valentín
स्लाइड	tobogán
स्लाइड	diapositiva
स्लाइड	diapositivas
स्लाइड	desliza
स्लाइड	deslizar
मजा	divertidos
मजा	divertida
मजा	diversión
मजा	divertido
सेवारत	sirviendo
सेवारत	servir
वर्गाकार	cuadrada
वर्गाकार	cuadrado
वर्गाकार	plaza
उपहास	ridículo
उपहास	burlado
सचित्र	pictórica
दर्दनाक	dolorosa
दर्दनाक	doloroso
दर्दनाक	dolorosos
घुसपैठ	infiltración
युक्तियाँ	puntas
युक्तियाँ	sugerencias
युक्तियाँ	propinas
युक्तियाँ	consejos
हतोत्साहित	desalentado
डबलिन	dublín
प्रस्तुतीकरण	presentación
प्रस्तुतीकरण	ponencia
प्रस्तुतीकरण	presentacion
प्रस्तुतीकरण	pentágono
गौ	mandona
फंक्शन	función
विहीन	carente
अंधकार	oscuridad
केले	banano
केले	plátanos
केले	plátano
रैप	curvatura
रैप	rap
रैप	factorial
रैप	envoltura
रैप	rapeando
रैप	envolver
वियतनामी	vietnamitas
वियतनामी	vietnamita
तेहरान	teherán
परहेज	sobriedad
कार्मिक	personal
ज्ञानी	conocedor
सॉस	salsa
मिल्स	fresas
मिल्स	fábricas
मिल्स	molinos
क्यूबेक	québec
चुपके	escondidas
चुपके	sigilo
चुपके	furtivo
वैक्सीन	vacunas
वैक्सीन	vacuna
मंजूर	sancionados
मंजूर	sancionada
मंजूर	sancionado
जिया	vivió
जिया	viví
जिया	vivida
जिया	vivía
जिया	vivido
पन्द्रह	quince
ट्रंक	tronco
ट्रंक	trompa
ट्रंक	maletero
ट्रंक	baúl
डायल	marcar
अख़बार	periodico
अख़बार	periódico
अख़बार	periódicos
रत्नों	gemas
धर्मशाला	hospicio
मुआवजा	indemnizaciones
मुआवजा	compensación
मुआवजा	indemnización
मुआवजा	compensaciones
संघनन	condensación
देशभक्त	patriotas
बाइनरी	binario
बाइनरी	binaria
बाइनरी	binarios
सतर्क	atento
सतर्क	atentos
सतर्क	alertas
सतर्क	vigilante
सतर्क	atenta
सतर्क	alerta
नुक्सान	daño
नुक्सान	daños
परिचालित	distribuido
जगाने	despierta
जगाने	despertar
भरता	llena
मानसिकता	mentalidad
ज़िम्बाब्वे	zimbabue
पारगमन	tránsito
पारगमन	transitar
पारगमन	transito
अमोनियम	amonio
संवहन	convección
मज़ाक	chiste
मज़ाक	broma
लाश	cadaver
लाश	cadáver
नाइट्रिक	nítrico
नाजी	nazis
विक्टोरियन	victoriana
विक्टोरियन	victoriano
कॉम्पैक्ट	compactos
कॉम्पैक्ट	compacto
कॉम्पैक्ट	compacta
कॉम्पैक्ट	pacto
कॉम्पैक्ट	compactas
कीपर	guardián
कीपर	custodio
गठिया	reumatismo
गठिया	artritis
जागृति	despertando
जागृति	despertar
विभेद	discriminaciones
विभेद	discriminación
कबूतर	paloma
कबूतर	palomo
दलील	ruego
दलील	súplica
दलील	motivo
दलील	suplica
डेवलपर	promotor
डेवलपर	desarrollador
डेवलपर	revelador
डेवलपर	promotores
डेवलपर	desarrolladores
किस्मत	suerte
मेघ	nubes
मेघ	nube
फी	tasa
फी	honorarios
फी	cuota
नाज़िल	reveló
नाज़िल	revelados
नाज़िल	revelado
नाज़िल	revelada
नाज़िल	reveladas
कूच	marcha
कूच	marchen
कूच	marzo
कॉरपोरेट	empresarial
कॉरपोरेट	corporativo
कॉरपोरेट	corporativa
कॉरपोरेट	corporativas
वाष्पीकरण	evaporación
बूट	arranque
बूट	botas
बूट	botines
बूट	bota
नाइट्स	noches
ऐलिस	alicia
क्षेत्राधिकार	jurisdicción
क्षेत्राधिकार	competencia
इन्फ्लूएंजा	gripe
नेवी	armada
नेवी	marina
अंगुली	dedo
गुणक	multiplicador
गुणक	multiplicadores
औज़ार	instrumento
औज़ार	dispositivos
औज़ार	aparatos
औज़ार	herramientas
औज़ार	lunares
औज़ार	topos
औज़ार	herramienta
औज़ार	instrumentos
कम्बोडिया	camboya
नाली	drenaje
नाली	surco
नाली	desagüe
ट्रैक्टर	tractores
चालकता	conductividad
बाज़	desistir
कारीगर	artesano
स्ट्राइकर	delantero
भावनाएं	sentimiento
भावनाएं	sentimientos
नीहारिका	nebulosa
उदास	triste
उदास	deprimido
उदास	depresivo
उदास	deprimida
उदास	tristes
उदास	deprimidos
संबन्ध	parentesco
संबन्ध	relaciones
संबन्ध	relación
संबन्ध	relacion
हॉक	halcón
बट	trasero
बट	culo
ताजिक	tayikistán
ताजिक	tayikos
ताजिक	tayiko
तुमको	portadora
तुमको	portador
एकवचन	singulares
सुशोभित	adornado
स्थानापन्न	sustituto
स्थानापन्न	sustituir
स्थानापन्न	suplente
स्थानापन्न	sustituta
योजनाएँ	planos
योजनाएँ	planes
समुद्रतट	marinos
समुद्रतट	marinas
समुद्रतट	playas
समुद्रतट	marino
समुद्रतट	playa
समुद्रतट	marina
वारेन	madriguera
कलंक	estigmatización
कलंक	estigma
पतंग	cometa
पतंग	cometas
इंजीनियर्स	ingenieros
ओब्लास्त	óblast
खीर	budín
खीर	pudín
दोहे	copla
लाठी	veintiuno
लाठी	caña
लाठी	varilla
लाठी	vara
डाकुओं	bandidos
संगति	consistencia
संगति	coherencia
बेलारूस	belarús
बेलारूस	bielorrusia
संकरण	híbrido
संकरण	híbridos
लीक	filtrado
लीक	filtró
लीक	filtrada
लीक	filtración
अंडाशय	ovarios
रोकते	obstaculizar
रोकते	dificultar
जिम्मेदारियों	responsabilidades
मनोबल	moral
मिर्गी	epilepsia
मस्ती	divertidos
मस्ती	divertida
मस्ती	diversión
मस्ती	divertido
तितली	mariposas
तितली	mariposa
ऊँट	camellos
ऊँट	camello
घराना	genero
घराना	género
सेनानियों	boxeadores
सेनानियों	luchadores
सेनानियों	combatientes
आउटडोर	exteriores
आउटडोर	exterior
अथक	incansable
अथक	incesante
अथक	implacable
अथक	implacables
ग्रास	césped
ग्रास	hierba
ग्रास	pasto
शमन	atenuación
शमन	mitigación
बक्से	casillas
बक्से	cajas
घटिया	cursi
वेट	mojados
वेट	húmeda
वेट	mojado
वेट	húmedo
वेट	mojada
हकदार	merece
हकदार	titulado
दोषपूर्ण	defectuosa
दोषपूर्ण	defectuoso
चिकना	suavizar
चिकना	liso
चिकना	alisado
चिकना	suave
रवैया	actitud
जीर्णोद्धार	restablecimiento
जीर्णोद्धार	restauración
डिलीवरी	entrega
डिलीवरी	parto
डिलीवरी	partos
डिलीवरी	entregas
सुस्पष्ट	explícita
सुस्पष्ट	explícitos
सुस्पष्ट	afilar
सुस्पष्ट	explícitas
सुस्पष्ट	explícito
द्रवित	licuado
लोमड़ी	zorro
लोमड़ी	zorros
ज्ञापन	memorando
ज्ञापन	memorandos
ज्ञापन	memorándum
सुनामी	tsunamis
स्कीम	régimen
स्कीम	esquema
ख़लीफ़ा	califa
लाउडस्पीकर	altavoces
लाउडस्पीकर	altavoz
विलंब	demora
विलंब	retardo
विलंब	tardanza
विलंब	retraso
प्लेटिनम	platino
कटा	picado
मार्कस	marco
दन्त	dentales
दन्त	odontología
स्वयंसेवकों	voluntariado
स्वयंसेवकों	voluntario
स्वयंसेवकों	voluntarios
स्वयंसेवकों	voluntarias
अपार्टमेंट	apto
अपार्टमेंट	apartamento
अपार्टमेंट	departamento
अपार्टमेंट	pisos
अपार्टमेंट	piso
अपार्टमेंट	apartamentos
पुट	expectación
पुट	anticipación
प्रोटॉन	protones
प्रोटॉन	protón
प्रदूषित	contaminada
प्रदूषित	contaminados
प्रदूषित	contaminadas
प्रदूषित	contaminado
उल्लेखित	mencionados
उल्लेखित	especificado
उल्लेखित	mencionada
उल्लेखित	especificados
उल्लेखित	mencionó
उल्लेखित	especificó
उल्लेखित	especificada
उल्लेखित	mencionado
बोरिस	borís
लोकेशन	localización
लोकेशन	lugar
लोकेशन	ubicación
लोकेशन	emplazamiento
लोकेशन	ubicacion
ट्रेलर	tráiler
ट्रेलर	remolque
शेख़	sheik
शेख़	jeque
आउटसोर्सिंग	externalización
आउटसोर्सिंग	subcontratación
तारक	estrella
तारक	estelar
मुहावरे	modismos
प्यारे	precioso
प्यारे	adorable
प्यारे	encantadora
प्यारे	preciosa
मुट्ठी	puños
मुट्ठी	puño
कब्ज	estreñimiento
व्यवधान	interrumpa
व्यवधान	interrumpir
व्यवधान	interrupción
पढ़ाने	enseñar
पढ़ाने	enseñando
पढ़ाने	docencia
