から	출신
収縮	수축
バングラデシュ	방글라데시
ペルシャ	페르시아인
ペルシャ	페르시안
ペルシャ	페르시아
ペルシャ	페르시아어
変種	버라이어티
変種	다양체
リハビリテーション	재활
屈折	굴절
アクセサリー	악세사리
アクセサリー	액세서리
肥料	비료
フォーチュン	포춘
ラッパー	래퍼
検知	감지
検知	검출
検知	탐지
検知	발견됨
アイスクリーム	아이스크림
野獣	비스트
野獣	짐승
サメ	상어
フレディ	프레디
湖沼	호수
オペレーター	연산자
オペレーター	작용소
オペレーター	운영자
レクイエム	레퀴엠
ゲット	받기
レイチェル	레이첼
バンクス	뱅크
バンクス	은행
バンクス	뱅크스
ナット	땅콩
陽気	장난기
陽気	졸리
陽気	장난꾸러기
陽気	장난
ホルヘ	호르헤
概説	요약
概説	윤곽
マグロ	참치
ジョイ	조이
ジョイ	기쁨
ジョイ	기쁨이
クッキング	요리
リーク	누출
プッシュ	푸시
プッシュ	밀어
ファンク	펑크
キープ	유지
グアテマラ	과테말라
フライデー	금요일
フライデー	프라이데이
ダイバー	다이버
可視	표시됨
可視	표시
長方形	사각형
長方形	직사각형
パイプライン	파이프라인
疾病	질병
疾病	질환
コントローラー	컨트롤러
アスリート	육상선수
アスリート	운동선수
キャラバン	캐러밴
ユーリ	유리
丸い	라운드
ジェラルド	제럴드
変奏曲	변수
カーテン	커튼
嫌悪	혐오
豆腐	두부
ペレ	펠레
昨日	어제
ブルネイ	브루나이
コンベンション	조약
コンベンション	컨벤션
コンベンション	협약
引き出し	서랍
課金	청구
課金	충전
課金	전하
我慢	인내심
我慢	인내
レクリエーション	레크리에이션
コンパイル	컴파일러
コンパイル	컴파일
コンパイル	컴필레이션
トスカーナ	토스카나
カルメン	카르멘
超新星	초신성
加奈子	카나코
蕎麦	소바
バンパー	범퍼
ファイターズ	파이터
ファイターズ	파이터즈
ファイターズ	파이터스
ファウスト	파우스트
ファシズム	파시스트
ファシズム	파시즘
ハルビン	하얼빈
組み込み	임베디드
ズボン	바지
マインツ	마인츠
日の出	일출
カリキュラム	커리큘럼
プラトン	플라톤
タップ	누르기
タップ	누르면
タップ	누르세요
欠如	부족
ロミオ	로미오
ヒデ	숨기기
ブルックス	브룩스
遼寧省	랴오닝
チタン	티타늄
チタン	타이타늄
和睦	화해
生計	생계
悲しい	슬프다
悲しい	슬픈
悲しい	슬픔
真司	신지
ステロイド	스테로이드
ハガキ	엽서
取り出し	꺼내기
ダイス	주사위
アレクサンドラ	알렉산드라
変調	변조
宴会	연회장
宴会	연회
スニーカー	운동화
ノミ	플리즈
ノミ	벼룩
ファイナンス	재무
ファイナンス	재정
ファイナンス	금융
アニメイト	애니메이트
偏見	편견
ファルコン	팰컨
ファルコン	팰콘
ウガンダ	우간다
許す	용서
カメルーン	카메룬
コンプリート	완료
コンプリート	완성
スーパースター	슈퍼스타
ホステス	승무원
ダイビング	잠수
ダイビング	다이빙
リンチ	린치
バビロン	바빌론
カーネギー	카네기
ウェリントン	웰링턴
リザ	리자
カストロ	카스트로
ワシ	이글
ワシ	독수리
新星	노바
テヘラン	테헤란
ブロンズ	청동기
ブロンズ	청동
アントワーヌ	앙투안
スキップ	스킵
ヤシ	손바닥
小切手	수표
手榴弾	유탄
手榴弾	수류탄
セネガル	세네갈
ソーラー	태양
ソーラー	태양광
議定書	프로토콜
明夫	아키오
ピザ	피자
土星	토성
サクセス	성공적
サクセス	성공
サクセス	성공함
ニカラグア	니카라과의
ニカラグア	니카라과
海老	새우
コンパイラ	컴파일러
退屈	지루한
シボレー	쉐보레
酸性	산성
ウィークリー	주간
ウィークリー	매주
購買	구매
ウィルス	바이러스
アンジェラ	안젤라
アンジェラ	안젤로
噴水	분수
リムジン	리무진
リムジン	리모
試練	재판
ガレージ	주차장
ガレージ	차고
コンドル	콘도르
苦しむ	고통받고
ヘルプ	도움
ヘルプ	도움말
スーパーマン	슈퍼맨
レンガ	벽돌
レンガ	브릭
ブラント	브란트
ブラント	브랜트
リベンジ	복수
ミヒャエル	미카엘
ミヒャエル	마이클
ミヒャエル	미하엘
投影	도법
投影	투영
投影	프로젝션
未婚	미혼
イデオロギー	이념
イデオロギー	이데올로기
オルレアン	올리언스
わくわく	흥분
着信	수신
ベティ	베티
サモア	사모아
パーマー	팔머
パーマー	파머
ベーシック	베이직
ベーシック	기초
ベーシック	기본
切り札	트럼프
包装	포장
鉛筆	연필
会計士	회계사
カーリング	컬링
ヒート	더위
ヒート	히트
東南	남동
東南	동남아
アウディ	아우디
隣人	이웃
隣人	이웃집
エヴァ	에바
後悔	후회
催眠	최면
ハエ	날아라
ハエ	플라이
エセックス	에식스
マーベル	마블
悪霊	악마
醍醐	다이고
汚職	부정부패
汚職	부패
取り付ける	첨부
取り付ける	부착
服飾	의상
ロケーション	위치
牛肉	비프
牛肉	소고기
牛肉	쇠고기
ジョンストン	존스턴
万歳	반자이
散乱	산란
信行	노부유키
レジスタンス	저항성
レジスタンス	저항운동
レジスタンス	저항
胎児	태아
マーカス	마커스
マーカス	마르쿠스
チャールストン	찰스턴
由緒	역사
由緒	기록
由緒	히스토리
由緒	내역
好奇心	궁금해
好奇心	호기심
エドウィン	에드윈
ニャー	야옹이
花粉	꽃가루
サタン	사탄
生態学	생태
生態学	생태학
生態学	생태주의
サイクリング	사이클
サイクリング	사이클링
フレックス	플렉스
レゲエ	레게
タフ	터프
タフ	힘든
スパイス	양념
鮮やか	생생한
鮮やか	생생
ヘンダーソン	헨더슨
トラウマ	외상
トラウマ	트라우마
親指	엄지손가락
親指	엄지
フォロー	팔로우
政治局	정치국
粉末	가루
粉末	파우더
粉末	밀가루
ジブラルタル	지브롤터
プレイボーイ	플레이보이
マーズ	마스
マーズ	화성
グレゴリー	그레고리
グレゴリー	그레고리우스
台所	주방
台所	부엌
レミ	레미
パウエル	파월
ジョエル	조엘
リッチー	리치
公道	고속도로
公道	하이웨이
峡谷	캐니언
峡谷	계곡
峡谷	협곡
救世主	구원자
馬術	승마
書式	형식으로
書式	형식
書式	포맷
アレルギー	알레르기
ガードナー	가드너
知覚	인식
知覚	지각
脊椎動物	척추동물
勇敢	용감한
テンソル	텐서
ワンダフル	멋진
モーメント	순간
農産物	농작물이
農産物	곡물
農産物	농작물
トムソン	톰슨
リエージュ	리에주
レベッカ	리베카
レベッカ	레베카
マルティネス	마르티네스
マルティネス	마르티네즈
バクー	바쿠
叙事詩	서사시
叙事詩	에픽
注射	주입
注射	주사
注射	분사
ファックス	팩스
平仮名	히라가나
無制限	무제한
サギ	헤론
ブレンド	혼합
パラマウント	파라마운트
クレーム	불평
クレーム	불만이
クレーム	불만
プレスト	프레스토
トウモロコシ	옥수수
ギネス	기네스
ミューズ	뮤즈
景色	경치
景色	풍경
甲状腺	갑상샘
甲状腺	갑상선
フロイド	플로이드
フェルディナンド	페르디난트
オードリー	오드리
図面	그리기
ハッスル	허슬
サバンナ	서배너
サバンナ	사바나
埋める	묻어
埋める	채워
埋める	채우기
フィンガー	손가락
フィンガー	핑거
スターズ	스타
スターズ	항성
同化	동화
モロ	모로
栄子	에이코
チャリティ	자선단체
チャリティ	자선
ストリング	문자열
ウォレス	월리스
プロット	플롯
区切り	휴식
区切り	브레이크
計器	계기
計器	악기
文官	민간인
文官	민간
ゲームセンター	아케이드
安積	아사카
クリケット	크리켓
ゆっくり	천천히
タオル	수건
タオル	타월
アリストテレス	아리스토텔레스
五木	이쓰키
ハイドン	하이든
プレジデント	대통령
プレジデント	회장
瀬田	세타
ディッシュ	요리
ディッシュ	접시
方法論	방법론
ビスタ	비스타
ワンダー	원더
ワンダー	궁금해
クッキー	쿠키
電極	전극
瞑想	명상
ドーナツ	도너츠
ドーナツ	도넛
ノズル	노즐
ナショナリズム	민족주의
ナショナリズム	내셔널리즘
ナショナリズム	국민주의
パイン	파인
パイン	소나무
正方形	정사각형
正方形	제곱수
正方形	제곱
正方形	광장
正方形	사각형
正方形	스퀘어
テオドール	시어도어
パスカル	파스칼
タンザニア	탄자니아
肥満	비만
エーテル	에테르
モデリング	모델링
キャビン	객실
キャビン	오두막
ヘリウム	헬륨
行軍	행진
羽毛	깃털
ノックアウト	녹아웃
ハロウィン	할로윈
ウッズ	우즈
フラグ	플래그
フラグ	깃발
フラグ	국기
銀河系	갤럭시
銀河系	은하
策略	계략
サプライズ	서프라이즈
フィナーレ	피날레
アニマル	애니멀
アニマル	동물학
アニマル	동물
防水	방수
同定	증명
同定	식별
同定	신분증
チャーチ	교회
開祖	설립자
開祖	창시자
開祖	창립자
マグネシウム	마그네슘
共和制	공화국
仮装	의상
華やか	화려한
華やか	매력
磁石	자석
インストラクター	강사
イノベーション	혁신
窃盗	도난
窃盗	도둑
窃盗	도둑질
窃盗	절도
合図	신호
コンビネーション	조합
濃縮	농축
喋る	말하기
シャーリー	셜리
いとこ	사촌동생
いとこ	사촌
本屋	서점
スリム	슬림
前奏曲	전주곡
ディスカバリー	디스커버리
ディスカバリー	발견
パレルモ	팔레르모
シャンプー	샴푸
伐採	로깅
フレア	플레어
フレア	플레인
三崎	미사키
思春期	사춘기
バリア	장벽
ロッテルダム	로테르담
ダイアモンド	다이아몬드
不快	불편하다
不快	불편함
不快	불편해
不快	불편
ピサ	피사
外傷	부상
外傷	외상
外傷	트라우마
パルプ	펄프
ヴェルサイユ	베르사이유
ヴェルサイユ	베르사유
エイドリアン	아드리안
カイル	카일
朝食	아침식사
朝食	조식
朝食	아침
朝食	아침밥
脂質	지질
ミネアポリス	미니애폴리스
累積	누적
ロート	로스
カルテット	사중주
カルテット	콰르텟
小文字	소문자
同棲	동거
紫外線	자외선
予告編	트레일러
予告編	예고편
ロウ	로우
シルク	비단
シルク	실크
シルク	명주
モザンビーク	모잠비크
アフマド	아흐메드
アフマド	아흐마드
ユリア	율리아
ユリア	줄리아
ユリア	쥘리아
ヴィンチ	다빈치
トゥールーズ	툴루즈
車いす	휠체어
マリーナ	마리나
興味深い	재미있는
興味深い	흥미로운
興味深い	흥미롭다
フリーズ	동결
フリーズ	꼼짝
フリーズ	냉동
スパイラル	나선
スパイラル	나선형
疑念	의심스럽다
疑念	의심
アソシエーション	협회
バリトン	바리톤
アッバース	아바스
アッバース	압바스
失望	실망
租税	세금
租税	납세
オウム	앵무새
廊下	복도
廊下	코리더
コレクター	콜렉터
コレクター	컬렉터
カノ	카노
整形	서식
整形	포맷
インパルス	충동
インパルス	임펄스
トルーマン	트루먼
アイデンティティ	본인
アイデンティティ	정체성
ジェノヴァ	제노바
キツネ	폭스
キツネ	여우
フォート	포트
フォート	요새
ハイジャック	납치
プロパガンダ	선전
ハーモニカ	하모니카
イージー	아쉬운
イージー	쉽게
イージー	쉬워
イージー	쉬운
風邪	감기
風邪	추위
風邪	춥다
風邪	차가운
ストレージ	스토리지
ストレージ	저장소
ストレージ	저장
シチュエーション	상황
シチュエーション	상황이
サンスクリット	산스크리트어
スノーボード	스노보드
厳重	엄격한
青銅	청동기
青銅	청동
スルターン	술탄
貯蓄	저축
キャラメル	캐러멜
船尾	스턴
冊子	소책자
いくらか	일부
パラシュート	낙하산
アレイ	어레이
アレイ	배열
九龍	구룡
九龍	주룽
ツバメ	삼킬
腎臓	콩팥
腎臓	신장
ブレスト	브레스트
抑圧	억압
ストラスブール	스트라스부르
コックス	콕스
コルドバ	코르도바
リアリティ	현실
リアリティ	리얼리티
温室	온실
温室	음악원
稼ぐ	적립
うつ病	우울증
ダンテ	단테
ギヨーム	기욤
会報	뉴스레터
ジェット機	제트
ジェット機	제트기
双対	이중성
社交	사교
多分	아마
多分	아마도
接吻	키스
メイソン	메이슨
アイダホ	아이다호
イエメン	남예멘
イエメン	예멘
ジャーナリズム	저널리즘
湿度	습도
湿度	습윤
湿度	습기
湿度	습작
ボリューム	볼륨
サプライ	공급
ボンネット	후드
食肉	고기
生き物	생명체
生き物	생물
マーカー	마커
酵母	효모
マンモス	매머드
土産	기념품
ムーンライト	문라이트
ムーンライト	달빛
退院	분비물
退院	퇴원
退院	방전
ジャガイモ	감자
ゴッホ	고흐
砂丘	사구
カヌー	카누
加速度	가속도
加速度	가속
ロレーヌ	로레인
ロレーヌ	로렌
執政官	영사
エイズ	에이즈
気絶	기절
ハノイ	하노이
推論	추리
推論	추정
推論	추론
モルガン	모건
ホームレス	노숙자
ハニー	허니
ハニー	여보
やむを得ない	불가피한
やむを得ない	불가피
ゆっくりと	천천히
大理石	대리석
アイリス	이리스
アイリス	아이리스
ハンク	행크
性交	성교
性交	성관계
焼肉	바베큐
焼肉	바비큐
ニックス	닉스
シュナイダー	슈나이더
略語	약자
略語	약어
ブレア	블레어
ウォリアーズ	워리어스
ウォリアーズ	전사
おっぱい	가슴
治癒	치료
カラフル	화려하다
失業	실업
精算	결제
バリュー	가치
残高	균형
残高	잔액
残高	밸런스
フセイン	후세인
弾性	탄성
弾性	탄력성
セレモニー	의식
ワイオミング	와이오밍
風習	관세
風習	커스텀
風習	세관
風習	관습
風習	맞춤
エピック	서사시
エピック	에픽
カイト	연이
新太郎	신타로
ノーザン	북부
腐食	부식
友愛	박애
メソジスト	감리교
内面	내부
内面	인테리어
孫娘	손녀
ブランク	비어
エリトリア	에리트레아
刺青	문신
刺青	타투
ポリシー	방침
ポリシー	정책
ベーカー	베이커
ブレット	브렛
新入生	신입생
ヴェルナー	베르너
ニジェール	니제르
ウォーキング	걷고
ウォーキング	걷기
ウォーキング	걷는다
ウォーキング	워킹
作り方	레시피
レボリューション	혁명
レボリューション	레볼루션
レボリューション	레벌루션
節約	저축
乳房	유방
乳房	가슴
娼婦	창녀
娼婦	매춘
クルアーン	꾸란
トレンド	인기
トレンド	트렌드
トレンド	추세
トレンド	경향
ハイキング	하이킹
野心	야망
インスタント	즉시
インスタント	인스턴트
インスタント	즉석
伝染病	염증
伝染病	감염
伝染病	감염증
人柄	인격
人柄	개성
人柄	성격
ソーダ	소다
ヘレナ	헬레나
四角	정사각형
四角	제곱
四角	광장
四角	사각형
四角	스퀘어
ミニチュア	미니어처
落札	판매
落札	팔렸다
悟り	계몽주의
悟り	계몽
バーニー	바니
バーニー	버니
略記	약자
略記	약어
刀剣	도검
フュージョン	핵융합
フュージョン	융합
フュージョン	퓨전
ウラル	우랄
グロリア	글로리아
レックス	렉스
さようなら	굿바이
過激派	극단주의
ミランダ	미란다
赤毛	빨강머리
カウンセリング	상담
タシュケント	타슈켄트
偽名	별칭
偽名	별명
偽名	alias
ウール	양모
ウール	양털
無実	무죄
アンドレアス	안드레아스
閉会	닫기
シェフィールド	셰필드
モンゴメリー	몽고메리
ソケット	소켓
シーサイド	해변
閉じる	닫아
閉じる	무시
閉じる	닫기
閉じる	닫습니다
トランジスタ	트랜지스터
ジュディ	주디
ジュディ	쥬디
プリンター	프린터
アーマー	갑옷
チャペル	채플
チャペル	예배당
ヴィクター	빅토르
ヴィクター	빅터
ジェニー	제니
菌類	곰팡이
ハムレット	햄릿
球形	스피어
メイヤー	마이어
水俣	미나마타
両生類	양서류
海辺	해변
配送	배송
配送	배달
配送	게재
配送	발송
ジャネット	자넷
ジャネット	재닛
答弁	응답
答弁	대답해
答弁	정답
答弁	대답
答弁	답변
密輸	밀수
スロープ	경사
本能	본능이
本能	본능
本能	본능적
用例	예제
用例	예시
プレビュー	미리보기
プレビュー	예고편
ゼウス	제우스
不規則	불규칙
コロンブス	콜롬버스
コロンブス	콜럼버스
口頭	구강
寛子	히로코
ジンバブエ	짐바브웨
ヘラクレス	허큘리스
ヘラクレス	헤라클레스
訃報	죽음
光度	강조
光度	강도
ビューティフル	아름답다
ビューティフル	아름다워
ビューティフル	아름다운
ホロコースト	홀로코스트
タタール	타타르족
タタール	타타르
タタール	타타르어
ソリューション	솔루션
ソリューション	해결책
同情	연민
同情	동정
コーエン	코헨
挙動	동작
挙動	행위
挙動	행동
ムアン	므앙
トワイライト	트와일라잇
トワイライト	황혼
サムスン	삼성
ルネッサンス	르네상스
谷間	계곡
谷間	밸리
谷間	골짜기
グリフィス	그리피스
伝言	메시지
伝言	메세지
タブー	금기
サーフィン	서프
サーフィン	서핑
シリウス	시리우스
アンドロイド	안드로이드
憎悪	미움
憎悪	혐오
憎悪	증오
シャドー	섀도
シャドー	섀도우
シャドー	그림자
リチャードソン	리처드슨
春子	하루코
花崗岩	화강암
サガ	사가
球面	스피어
モリソン	모리슨
まっすぐ	스트레이트
まっすぐ	똑바로
フランキー	프랭키
フランキー	프랑키
イタズラ	장난
ホプキンス	홉킨스
えりか	에리카
購読	구독
アクシデント	사고
アクシデント	교통사고
一年生	신입생
クルマ	차량
クルマ	자동차
傾き	기울여
傾き	기울기
傾き	틸트
傾き	경사
潰し	스매싱
エルヴィス	엘비스
シリコン	규소
シリコン	실리콘
証書	증명서
証書	인증서
お化け	고스트
お化け	유령
お化け	귀신
ご飯	라이스
ビーバー	비버
パーマ	파마
行き先	목적지
行き先	목적지는
敷島	시키시마
狩人	사냥꾼
狩人	헌터
フィーチャー	기능
グルコース	포도당
グルコース	혈당
パラドックス	역설
ヒョウ	레오파르트
ヒョウ	표범
クレイジー	미쳐
クレイジー	미친
黒竜江	헤이룽장
ニコン	니콘
評定	평가
服従	순종
ダグ	덕이
ダグ	더그
実演	시위
実演	시연
スイート	스위트
二回	두번
二回	트와이스
占星術	점성술
ドルフィン	돌고래
シェイク	흔들리기
シェイク	흔들흔들
シェイク	흔들어
マラウイ	말라위
ディレクトリ	디렉터리
ディレクトリ	디렉토리
障壁	장벽
スムーズ	부드럽게
無力	무기력
チューニング	튜닝
アバター	아바타
標語	좌우명
酪農	낙농
漏洩	누출
頭上	오버헤드
しっぽ	뒷면
しっぽ	꼬리
利子	이자
利子	흥미
利子	관심사
利子	관심
リコール	리콜
チェイス	체이스
レザー	가죽
ツェッペリン	체펠린
ウィリス	윌리스
シンプソン	심슨
プジョー	푸조
ネプチューン	넵튠
ネプチューン	해왕성
砂浜	바닷가
砂浜	비치
砂浜	해변
団子	만두
ターミネーター	터미네이터
寛容	관용
分隊	스쿼드
分隊	분대
ガウス	가우스
探究	문의
石鹸	비누
金魚	금붕어
シーザー	카이사르
シーザー	시저
ピーナッツ	땅콩
トランク	트렁크
ストール	훔쳤다
被覆	덮개
被覆	표지
被覆	커버
プロバイダ	공급자
プロバイダ	제공자
慎二	신지
マントル	맨틀
マントル	망토
オートマチック	자동
ピカソ	피카소
疑わしい	의심스럽다
疑わしい	의심
メールアドレス	이메일
メールアドレス	이메일로
ドリフト	드리프트
寒い	감기
寒い	추위
寒い	춥다
寒い	차가운
侵食	침식
地誌	지형학
ラッピング	포장
エマニュエル	이매뉴얼
クーラー	쿨러
フレッチャー	플레처
混沌	혼돈
混沌	카오스
混沌	혼란
ボリシェヴィキ	볼셰비키
柔らかい	부드러워
柔らかい	청량
柔らかい	부드럽게
柔らかい	소프트
柔らかい	부드러운
ソクラテス	소크라테스
フィジー	피지
係員	승무원
オマーン	오만의
オマーン	오만
グラナダ	그라나다
景品	경품
カルタゴ	카르타고
ショートカット	바로가기
ショートカット	단축키
グレアム	그레이엄
ファウル	파울
杭州	항저우
メッセンジャー	메신저
キーン	지킨
キーン	킨텍스
矢印	화살
矢印	화살표
マーサ	마사
ロリータ	로리타
ロリータ	롤리타
チャーター	헌장
チャーター	전세
ヒルトン	힐턴
ヒルトン	힐튼
金持ち	부자
記法	표기
記法	표기법
断崖	의심
ローブ	가운
ダルムシュタット	다름슈타트
ナイアガラ	나이아가라
プルトニウム	플루토늄
ソングライター	작곡가
ソングライター	송라이터
ユートピア	유토피아
勃起	발기
ボイコット	보이콧
冥王星	명왕성
両足	발발
大豆	대두
ヒルベルト	힐베르트
賛美	찬양
賛美	칭찬
賛美	찬미
手書き	글씨체
手書き	글씨
クラゲ	해파리
アゲイン	또다시
アゲイン	다시
マフラー	머플러
気質	기질
洗剤	세제
精子	정자
精子	정액
撲滅	박멸
マリリン	마릴린
ノヴァ	노바
サイクロン	사이클론
剰余	나머지
グレース	그레이스
グレース	은혜
調味料	양념
プランナー	플래너
チャーム	매력
アデレード	아델라이드
アデレード	애들레이드
カルガリー	캘거리
被曝	노출
ブレイン	블레인
ファクター	요인
ファクター	팩터
ファクター	인자
ガールフレンド	여자친구
ガールフレンド	걸프렌즈
ネガティブ	부정적
ネガティブ	음성
ネガティブ	음수
着る	착용
ピアース	피어스
インスブルック	인스브루크
カタリナ	카타리나
カタリナ	카탈리나
裁縫	바느질
スプーン	숟가락
スプーン	스푼
加法	덧셈
暗示	제안
高分子	중합체
ヨアヒム	요아킴
塗料	페인팅
塗料	페인트
トピック	주제
ワイヤレス	무선
注記	노트
献身	헌신
対数	로그
宝くじ	복권
無意識	무의식
進捗	진행
ウィザード	마법사
バッタ	메뚜기
中性	중립성
中性	중성
中性	중립
盗難	도난
盗難	도둑
盗難	절도
サケ	연어
ミリメートル	밀리미터
殺菌	살균
カリブ	캐리비안
カリブ	카리브
デービス	데이비스
ピアス	피어싱
ピアス	피어스
世宗	세종
会費	회비
ネイチャー	자연
エディタ	편집자
エディタ	편집기
エディタ	에디터
コンペ	경쟁
ネクタイ	넥타이
陶磁器	세라믹
陶磁器	도자기
幻覚	환각
アトランティス	아틀란티스
君主制	군주제
君主制	군주
便器	화장실
便器	변기
群衆	군중
スウィート	달콤한
求人	잡스
求人	모집
求人	일자리
求人	직업
求人	작업
求人	커리어
ローレン	로렌
リーダーシップ	지도력
リーダーシップ	리더십
騒乱	소란
贅沢	럭셔리
贅沢	명품
ミイラ	미라
たぶん	아마
たぶん	아마도
踊り子	댄서
踊り子	무용수
トリニダード	트리니다드
共役	활용
ぶどう	포도
アンドロメダ	안드로메다자리
アンドロメダ	안드로메다
実例	예제
実例	예시
ブランドン	브랜던
衰弱	약점
シュルツ	슐츠
アンモニア	암모니아
グラフィティ	낙서
取り除く	지우기
取り除く	삭제
取り除く	삭제하기
取り除く	제거
オースチン	오스틴
ビジター	방문자
ビジター	방문객
リベリア	라이베리아
靴下	양말
グエン	그웬
サイゴン	사이공
ヒーローズ	히어로즈
ヒーローズ	히어로
ヒーローズ	영웅
飢餓	굶주림
飢餓	기아
ジョイス	조이스
インペリアル	임페리얼
スタミナ	체력
クラクフ	크라쿠프
ポリネシア	폴리네시아
ホンジュラス	온두라스
悲惨	비극
悲惨	비극적
パートナーシップ	파트너십
パートナーシップ	파트너쉽
冷蔵庫	냉장고
トラス	트러스
財宝	보물
呼出	소환
プログラマー	프로그래머
ナッツ	땅콩
ヴァージニア	버지니아
ブルック	브룩
ブルック	브룩스
円錐	원뿔
ゼリー	젤리
スタント	스턴트
オルガニスト	오르가니스트
ドラマチック	극적
クロフォード	크로퍼드
クロフォード	크로포드
スピードウェイ	스피드웨이
スミ	수미
イチゴ	딸기
トレド	톨레도
プロダクト	상품
プロダクト	제품
美味	맛있는
書き込む	글쓰기
書き込む	쓰기
墓場	묘지
お祭り	축제
お祭り	페스티벌
サンゴ	산호
サファイア	사파이어
良心	양심
良心	양심적
研修生	연수생
サロ	살로
水星	수성
水星	머큐리
水星	수성은
ブリヂストン	브리지스톤
エキスパート	전문가
不運	불행
プランテーション	플랜테이션
落書き	낙서
周遊	견학
音程	간격
音程	구간
そこそこ	적당히
疫病	페스트
疫病	흑사병
疫病	전염병
ドラッグストア	약국
ウォード	워드
ジュネーブ	제네바
廣瀬	히로세
錯体	복합체
錯体	콤플렉스
スピッツ	스피츠
オーバーホール	점검
親切	친절
親切	종류
親切	친절한
アルティメット	얼티밋
ナイツ	나이트
アイリッシュ	아일랜드어
アイリッシュ	아일랜드인
植生	식물
コミッション	위원회
激励	격려
執着	집착
国庫	재무부
シュテファン	스테판
シュテファン	슈테판
インナー	내부
彫像	조각상
彫像	여신상
彫像	동상
レディング	레딩
ミキサー	믹서
返信	응답
返信	답변
返信	답장
返信	답글
カンタベリー	캔터베리
焼く	베이킹
焼く	구워
消化器	소화
エチル	에틸
オデッサ	오데사
引き出す	인출
四月	사월
四月	에이프릴
メアリ	마리아
メアリ	메리
ボーダー	테두리
ボーダー	경계선
ボーダー	국경
ボーダー	경계
ユン	윤서
ユン	윤아
ハバナ	아바나
アーリントン	알링턴
ニューマン	뉴먼
典礼	전례
缶詰	통조림
長所	장점
エジソン	에디슨
ピッチャー	투수
ドミンゴ	도밍고
ミキシング	믹싱
プロファイル	프로파일
プロファイル	프로필
プロファイル	프로파일링
マゼラン	마젤란
後見人	대리인
後見人	가디언
後見人	수호
後見人	가디언즈
後見人	가디언스
後見人	보호자
フリオ	훌리오
射精	사정
点滅	깜빡
点滅	번쩍
整合性	무결성
砂利	자갈
ジーンズ	청바지
書き直し	재작성
シビック	시민
刃物	블레이드
ジョーイ	조이
積み重ね	쌓인
屈辱	굴욕
エマーソン	에머슨
手首	손목
マトリックス	매트릭스
マトリックス	행렬
ジョーン	조앤
フーリエ	푸리에
パイナップル	파인애플
洋菓子	페이스트리
旦那	남편
算術	산술
デュラン	듀란
夕食	저녁
夕食	저녁식사
夕食	만찬
フリップ	뒤집기
デレク	데릭
憎しみ	혐오
憎しみ	증오
引越し	움직임
引越し	이사
マッピング	매핑
マッピング	맵핑
縄張り	터프
縄張り	영토
縄張り	준주
インディペンデント	독립
インディペンデント	독립적
ピカチュウ	피카츄
モルドバ	몰도바
モルドバ	몰도바어
エスペラント	에스페란토
カリン	카린
啓示	계시
キャロライン	캐롤라인
キャロライン	캐럴라인
ジェローム	제롬
南極大陸	남극
ビースト	비스트
ビースト	짐승
恥ずかしい	부끄러움
恥ずかしい	부끄러워
ビショップ	비숍
ビショップ	주교
レア	희귀한
レア	희귀
レア	귀한
レア	레아
レア	드문
パトリシア	패트리샤
ベーコン	베이컨
のりこ	노리코
ボトム	하단
ボトム	아래쪽
ボトム	바닥
ボトム	아래
ボトム	밑바닥
オーガスタ	아우구스타
ブータン	부탄
クラシカル	고전
クラシカル	클래식
クラシカル	고전주의
ウェバー	웨버
髪の毛	머리카락
髪の毛	머리
髪の毛	머리카락이
教会堂	교회
プリマス	플리머스
マンドリン	만돌린
エンパイア	제국
エンパイア	엠파이어
靭帯	인대
キュリー	퀴리
ジェンダー	성별
ペニー	페니
新生児	신생아
プログレッシブ	진보주의
プログレッシブ	프로그레시브
チラシ	플라이어
チラシ	플라이어스
チラシ	전단지
結び目	매듭
ヘイ	헤이
カウボーイ	카우보이
アンデス	안데스
イタリアン	이탈리아어
イタリアン	이탈리아
イタリアン	이탈리아인
アダプタ	어댑터
アウクスブルク	아우크스부르크
斑点	반점
斑点	스팟
領事館	영사관
洋服	옷이
カルマ	카르마
パープル	보라색
パープル	자주색
否認	회피
シルビア	실비아
エレクトロニック	전자
エレクトロニック	일렉트로닉
ビキニ	비키니
プログレス	진행
シャイニング	빛나
シャイニング	빛나는
シャイニング	빛나고
モンク	몽크
慶太	케이타
バイキング	바이킹
黒板	칠판
ティモシー	티모시
貯水池	저수지
オタワ	오타와
ダンシング	춤추는
ダンシング	댄싱
ミケランジェロ	미켈란젤로
コメディー	희극
コメディー	코미디
コメディー	코메디
自白	신앙고백
自白	고백
正確性	정밀도
正確性	정확성
正確性	정확도
ときどき	때로는
ときどき	가끔
ときどき	가끔은
ときどき	때때로
エキスポ	엑스포
エキスポ	박람회
マネージャ	매니저
マネージャ	관리자
祈る	기도
ヒース	히스
バウンド	바운드
チャンドラー	챈들러
ブラインド	블라인드
ランドルフ	랜돌프
ザンビア	잠비아
きのこ	버섯
梗塞	경색
腕時計	손목시계
腕時計	시계
フィードバック	피드백
フィードバック	의견
フィッシュ	생선
フィッシュ	물고기
フィッシュ	피쉬
フィッシュ	피시
整形外科	정형외과
セレナーデ	세레나데
バンカー	벙커
コーティング	코팅
エキサイト	흥분
タイタニック	타이타닉
ボニー	보니
手袋	장갑
手袋	글러브
磨き	빛나
アクア	아쿠아
フェノール	페놀
