から	จาก
相互作用	ปฏิสัมพันธ์
フレッド	เฟร็ด
ペーパー	กระดาษ
ペーパー	หนังสือพิมพ์
カニ	ปู
漏れ	รั่ว
いたずら	วิปริต
家具	เฟอร์นิเจอร์
ジャム	แจม
ジャム	แยม
チャック	ชัค
フレッシュ	สดชื่น
フレッシュ	สดๆ
フレッシュ	สด
パット	แพท
パット	ลูบ
ふた	ฝา
自由主義	เสรีนิยม
まあ	เอ้อ
まあ	ดี
まあ	ก็
まあ	ก้อ
まあ	อืม
まあ	เออ
アイスホッケー	ฮอกกี้
五月	พฤษภาคม
サンシャイン	แดด
サンシャイン	แสงแดด
セメント	ปูน
ウサギ	กระต่าย
クリップ	คลิป
クック	หุง
クック	ปรุง
クック	ครัว
娯楽	บันเทิง
ローザ	กุหลาบ
サムライ	ซามูไร
素晴らしい	วิเศษ
砂糖	น้ำตาล
舗装	ทางเท้า
ケーキ	เค๊ก
ケーキ	เค้ก
ベール	มิติ
ベール	ปกคลุม
ベール	เบล
レーシング	แข่ง
魚類	ปลา
魚類	ฟิช
知恵	ปัญญา
知恵	ภูมิปัญญา
警報	เตือน
うどん	อุดร
プリン	พุดดิ้ง
ロビー	ล็อบบี้
フォース	แรง
フォース	บังคับ
知能	ปัญญา
通訳	ล่าม
通訳	ทำนาย
通訳	ตีความ
弾丸	ลูกปืน
弾丸	กระสุน
クロック	นาฬิกา
ドロップ	วาง
ドロップ	ดรอป
ドロップ	หยอด
ドロップ	หย่อน
ドロップ	หยด
サンプル	ตัวอย่าง
レバノン	เลบานอน
樹木	ต้นไม้
シカ	กวาง
ケープ	แหลม
ケープ	เคป
特権	เอกสิทธิ์
特権	อภิสิทธิ์
脅迫	ขู่
脅迫	แบล็คเมล์
脅迫	ข่มขู่
オファー	เสนอ
コンチネンタル	ทวีป
釈放	ปล่อย
エッジ	ขอบ
メイ	พฤษภาคม
高額	แพงๆ
高額	แพง
ディビジョン	ดิวิชั่น
骨格	โครง
王族	ราชวงศ์
ロスト	หลง
ロスト	แพ้
ロスト	เสีย
フライング	ฟลาย
フライング	บิน
混雑	แออัด
ブラウザ	เบราว์เซอร์
うさぎ	บัน
うさぎ	กระต่าย
蓄積	สะสม
特色	ลักษณะ
特色	คุณลักษณะ
牛乳	น้ำนม
牛乳	นม
進入	เข้าหา
プラズマ	พลาสมา
ルーツ	ราก
ルーツ	รากฐาน
ダイジェスト	สรุป
育つ	เติบโต
独身	โสด
ラベル	ป้าย
ファンド	กองทุน
スピーカー	ลำโพง
ディフェンス	ป้องกัน
診療所	คลินิก
ピック	ปิ๊ก
ピック	เลือก
軍曹	จ่า
ハブ	ฮับ
ドラッグ	ลาก
ドラッグ	ยา
ミャンマー	พม่า
欲望	กิเลส
欲望	ปรารถนา
ホルモン	ฮอร์โมน
ゾンビ	ผีดิบ
ゾンビ	ซอมบี้
敗者	ขาดทุน
敗者	แพ้
休憩	พัก
ノイズ	เสียง
生理学	สรีระ
ワット	วัด
ワット	วัตต์
自慢	โม้
自慢	ภูมิใจ
コマーシャル	พาณิชย์
コマーシャル	โฆษณา
速い	ด่วน
速い	เร็ว
速い	รวดเร็ว
速い	ไว
メドレー	เมดเลย์
ジョーダン	จอร์แดน
あした	พรุ่ง
落ちる	หล่น
落ちる	ตก
落ちる	ล้ม
落ちる	ร่วง
コンソール	คอนโซล
反逆	กบฏ
ドバイ	ดูไบ
部数	สำเนา
トーン	โทน
部署	กรม
部署	แผนก
ライム	มะนาว
ライム	ปูน
家庭教師	ติวเตอร์
トレイ	ถาด
怖い	สยอง
怖い	กลัว
行進曲	มีนาคม
行進曲	มาร์ช
軽い	สว่าง
軽い	เบา
軽い	แสง
軽い	ไลท์
アンコール	นคร
フェルト	รู้สึก
ストリーム	ลำน้ำ
ストリーム	ลำธาร
トロフィー	ถ้วย
奇数	แปลก
ティーン	ทีน
クレーン	เครน
シャワー	ฝักบัว
被告	จำเลย
楽しみ	เพลิดเพลิน
フィルター	กรอง
ブダペスト	บูดาเปสต์
ブダペスト	บูดาเปส
十字架	กางเขน
十字架	ข้าม
アトラクション	แรงดึงดูด
クリーン	สะอาด
クリーン	ล้าง
こんにちは	สวัสดี
ナース	พยาบาล
田舎	ชนบท
賃貸	เช่า
反転	พลิก
ナナ	นานา
塩基	ฐาน
塩基	ฐานทัพ
シャフト	ด้าม
シャフト	เพลา
マスト	เสา
モーション	เคลื่อนไหว
運ぶ	อุ้ม
運ぶ	พก
マウンテン	ภูผา
マウンテン	ภูเขา
ストーム	พายุ
火薬	ดินปืน
緊張	ประสาท
緊張	ตึงเครียด
緊張	ตึง
イアン	เอียน
増やす	เพิ่ม
たばこ	ยาสูบ
ロペス	โลเปซ
名声	เกียรติยศ
クモ	แมงมุม
離れる	ทิ้ง
樹脂	เกด
原点	ที่มา
原点	ต้นทาง
原点	กำเนิด
ウィル	วิล
ウィル	จะ
ウィル	พิน
断片	เศษ
利点	ข้อดี
破棄	ทิ้ง
破棄	ละทิ้ง
ロイ	รอย
おじさん	ลุง
沈黙	เงียบ
ランチ	เที่ยง
マヤ	มายา
囚人	นักโทษ
囚人	เชลย
泣き	ร้องไห้
並列	ขนาน
キログラム	กิโลกรัม
ゴミ	ขยะ
事柄	สำคัญ
インク	หมึก
ミサ	ก้อน
ミサ	มวล
未亡人	หม้าย
未亡人	แม่หม้าย
タブ	แท็บ
暗い	มืด
暗い	เข้ม
ルース	หลวม
ルース	หลุด
熱い	ร้อนๆ
熱い	ร้อน
風呂	อาบ
風呂	ห้องน้ำ
風呂	อ่างอาบน้ำ
ベンツ	เบนซ์
融資	เงินผ่อน
融資	ไฟแนนซ์
ピラミッド	พีรามิด
ピラミッド	พีระมิด
痛み	ปวด
プロフェッショナル	วิชาชีพ
ストックホルム	สตอกโฮล์ม
偶数	แม้ว่า
偶数	แม้
偶数	แม้แต่
偶数	แม้น
パンツ	กางเกง
ドミニカ	โดมินิกัน
ドミニカ	โดมินิกา
ゾウ	ช้าง
呪文	คาถา
呪文	สะกด
エーカー	เอเคอร์
カイロ	ไคโร
不具合	บัก
不具合	บั๊ก
不具合	แมลง
メロン	แตงโม
男の子	บอย
男の子	หนุ่มๆ
おおよそ	คร่าวๆ
おおよそ	ประมาณ
フィット	ฟิต
フィット	พอดี
面白い	ตลก
面白い	ขัน
面白い	ขำ
アクセント	สำเนียง
クロウ	อีกา
丁寧	สุภาพ
未定	บางที
子音	พยัญชนะ
指輪	วงแหวน
指輪	ริง
指輪	แหวน
ホールド	ถือ
ホールド	กุม
ボウル	ชาม
経理	บัญชี
卸売	ขายส่ง
預金	มัดจำ
抽象	นามธรรม
スルー	ผ่าน
資本主義	ทุนนิยม
浸水	ท่วม
意匠	ออกแบบ
意匠	ดีไซน์
デフォルト	ปริยาย
ベット	พนัน
ソープ	สบู่
スチール	เหล็ก
ラオス	ลาว
ジェネレーション	ยุค
ジェネレーション	รุ่น
ランス	ทวน
クリニック	คลินิก
キッチン	ทำครัว
キッチン	ครัว
レイプ	ข่มขืน
ベータ	เบต้า
真珠	ไข่มุก
マカオ	มาเก๊า
スカート	กระโปรง
チャリティー	ทำบุญ
岩石	หิน
買う	ซื้อ
買う	เลี้ยง
投げる	โยน
投げる	ขว้าง
盗賊	โจร
親戚	ญาติ
親戚	สัมพันธ์
親戚	ญาติๆ
羽根	ขน
バーク	เห่า
バーク	เบิร์ก
かご	ตะกร้า
孤児	กำพร้า
ホープ	โฮป
ホープ	หวัง
テクニカル	เทคนิค
書記官	เสมียน
拷問	ทรมาน
タック	ทัค
タック	ทัก
プロトタイプ	ต้นแบบ
ウリ	แตงโม
ウリ	แตง
天候	อากาศ
却下	ปฏิเสธ
シド	ซิด
スローガン	คำขวัญ
スローガン	สโลแกน
承諾	ยินยอม
添付	แนบ
ポーズ	ท่า
ポーズ	โพส
ルック	ดู
ルック	มอง
カルシウム	แคลเซียม
克服	เอาชนะ
事由	บริเวณ
ボウリング	โบว์ลิ่ง
サビ	สนิม
イヴ	อีฟ
ポピュラー	นิยม
鋼鉄	เหล็ก
ケイト	เคต
ケイト	เคท
メーター	มิเตอร์
メーター	เมตร
体積	ปริมาตร
組み立て	สมัชชา
有名人	ดัง
消す	ดับ
キリスト教徒	คริสเตียน
リヴァプール	ลิเวอร์พูล
スコープ	ขอบเขต
カメ	เต่า
バックアップ	สำรอง
スーダン	ซูดาน
細い	บาง
細い	บางๆ
細い	ผอม
エキス	คลาย
キッズ	เด็กๆ
キッズ	เด็ก
改宗	แปลง
警部補	หมวด
スキャンダル	ฉาว
テラス	ระเบียง
キプロス	ไซปรัส
ナイジェリア	ไนจีเรีย
調和	ปรองดอง
笑う	หัวเราะ
マインド	รังเกียจ
マインド	มายด์
マインド	ใจ
マインド	จิต
元老院	วุฒิสภา
銘柄	ยี่ห้อ
銘柄	แบรนด์
表彰台	แท่น
見通し	ฝึกงาน
肺炎	ปอดบวม
三角形	สามเหลี่ยม
クジラ	วาฬ
クジラ	ปลาวาฬ
叫び	กรี๊ด
ハープ	ฮาร์ป
ハープ	พิณ
北京市	ปักกิ่ง
遂に	สุดท้าย
ムード	อารมณ์
下町	เมือง
カラス	อีกา
序曲	โหมโรง
発酵	หมัก
伯父	ลุง
楽しい	สนุกสนาน
楽しい	เพลิดเพลิน
楽しい	สนุก
騒音	เสียง
英明	ฉลาด
流派	โรงเรียน
ラルフ	ราล์ฟ
ノーマル	ปกติ
ノーマル	ธรรมดา
ノーマル	ปรกติ
布施	ฟิวส์
インタフェース	อินเทอร์เฟส
インタフェース	อินเตอร์เฟส
遺物	วัตถุ
ナチュラル	ธรรมชาติ
チャイナ	จีน
代理人	เอเย่นต์
代理人	ตัวแทน
ドリル	สว่าน
話し合い	อภิปราย
製造業	ผลิต
宣告	ประโยค
マフィア	มาเฟีย
ルビ	ทับทิม
開花	ดอก
開花	บาน
回帰	ถดถอย
アンカー	สม
アンカー	สมอ
溶接	เชื่อม
ビクトリア	วิกตอเรีย
ビクトリア	วิคตอเรีย
給付	ประโยชน์
手動	คู่มือ
パルス	ชีพจร
許諾	อนุญาต
まゆ	คิ้ว
カオス	วุ่นวาย
セクシー	เซ็กซี่
発光	เปล่งปลั่ง
ちび	จิ๋ว
注ぐ	เท
カーネル	เคอร์เนล
電線	เคเบิล
電線	เคเบิ้ล
電線	เบิ้ล
ギルバート	กิลเบิร์ต
台地	ที่ราบสูง
日数	วัน
クライアント	ลูกค้า
ウシ	ปศุสัตว์
ウシ	วัว
穀物	ธัญพืช
穀物	เมล็ด
鉱石	แร่
トラスト	ไว้ใจ
トラスト	ใจ
フラット	แบน
フラット	แฟลต
ジョーカー	โจ๊ก
受け入れる	ยอมรับ
迫撃砲	ครก
シェフ	เชฟ
歯車	เฟือง
大当たり	แจ๊คพ็อต
赤ちゃん	ลูก
赤ちゃん	ทารก
赤ちゃん	เบบี้
赤ちゃん	ที่รัก
スクロール	เลื่อน
会う	พบ
セクター	ภาค
濃い	เข้ม
濃い	แรง
濃い	แข็งแกร่ง
減らす	ลด
トロンボーン	ทรอมโบน
ネック	คอ
ネック	คอง
ネック	คอร์
ネック	ต้นคอ
レター	จดหมาย
モスク	มัสยิด
ルーカス	ลูคัส
プライド	ศักดิ์ศรี
バーンズ	เบิร์น
持ち込み	อุ้ม
持ち込み	พก
持ち込み	นำ
コスチューム	ชุด
波動	เวฟ
波動	โบก
波動	โบกมือ
波動	คลื่น
スペック	สเปค
スペック	ด่าง
原告	โจทก์
原告	โจทย์
チキン	เจี๊ยบ
チキン	ไก่
インデックス	ดัชนี
ピックアップ	กระบะ
コールド	เย็นๆ
コールド	เย็น
コールド	หนาว
プライス	ราคา
フレンチ	ฝรั่งเศส
すごい	เยี่ยม
アダムズ	อดัมส์
バーツ	บาท
従兄弟	ญาติ
ギルド	สมาคม
ブラザー	น้อง
浅い	ตื้นๆ
浅い	ตื้น
パウル	พอล
ハンドボール	แฮนด์บอล
オークス	โอ๊ค
オークス	โอ๊ต
エッグ	ไข่
スキン	ผิวหนัง
スキン	ผิว
エマ	เอ็มม่า
コペンハーゲン	โคเปนเฮเกน
りんご	แอ๊ปเปิ้ล
りんご	เปิ้ล
りんご	แอปเปิล
毒性	พิษ
メカニズム	กลไก
やさしい	ง่าย
やさしい	ง่ายๆ
やさしい	ง่ายดาย
体質	รัฐธรรมนูญ
イヌ	สุนัข
イヌ	หมา
イヌ	หมาก
苦しみ	ทรมาน
キノコ	เห็ด
グラン	ปู่ย่า
厚い	หนา
厚い	หนาๆ
麻痺	อัมพาต
証人	พยาน
賞賛	ชื่นชม
水分	ความชื้น
聴く	ฟัง
遊ぶ	เล่น
嫉妬	อิจฉา
嫉妬	หึง
ブタ	หมู
尾翼	หาง
素敵	สวย
ピクセル	พิกเซล
外科医	ศัลยแพทย์
気体	ก๊าซ
気体	แก๊ส
気体	น้ำมัน
処罰	ลงโทษ
ロータス	โลตัส
リスボン	ลิสบอน
剥奪	ขาดแคลน
演目	โปรแกรม
濡れ	เปียก
台北市	ไทเป
火事	ไฟ
火事	เพลิง
赤道	เส้นศูนย์สูตร
赤道	ศูนย์สูตร
クウェート	คูเวต
疲労	เหน็ดเหนื่อย
疲労	อ่อนเพลีย
国々	ประเทศ
タコ	ปลาหมึก
ジャイアント	ยักษ์
バディ	บัดดี้
出願	แอพพลิเคชัน
ウォーレン	วอร์เรน
銃弾	ลูกปืน
銃弾	กระสุน
妥協	ประนีประนอม
風船	ลูกโป่ง
風船	บอลลูน
おばさん	ป้า
リターン	กลับ
安定性	เสถียรภาพ
エレクトロニクス	อิเล็กทรอนิกส์
キャピタル	ทุน
キャピタル	พระนคร
チャット	แชท
チャット	แชต
エルフ	เอลฟ์
カリウム	โพแทสเซียม
シックス	หก
可愛い	สวยๆ
可愛い	สวย
スピリット	สปิริต
スピリット	วิญญาณ
グアム	กวม
シャム	สยาม
モモ	ท้อ
モモ	พีช
コンボ	คอมโบ
デンバー	เดนเวอร์
正午	เที่ยง
正午	บ่าย
ハント	ล่า
ハント	ฮันท์
口座	บัญชี
説教	ประกาศ
説教	เทศน์
説教	เทศนา
カウンティ	มณฑล
カウンティ	เปรม
チャネル	ช่อง
スキャン	สแกน
敬意	นับถือ
敬意	เคารพ
鋭い	คม
鋭い	ชาร์ป
お茶	ชา
クローズ	ปิด
クローズ	ใกล้
飲む	ดื่ม
オークション	ประมูล
トラップ	ดัก
ポット	หม้อ
ポット	กระถาง
ポット	กัญชา
ハチ	ผึ้ง
カルト	ลัทธิ
テンション	ตึงเครียด
テンション	ตึง
ジャスト	แค่
フォーカス	โฟกัส
スタンプ	ตอ
激戦	ดุร้าย
激戦	ดุดัน
おいしい	อร่อย
スリップ	สลิป
スリップ	หลุด
カブス	คับ
ハンドブック	คู่มือ
パッド	ผัด
マナー	มารยาท
太陽光	แสงแดด
タイル	กระเบื้อง
ピュア	บริสุทธิ์
ブーツ	บูต
ヒューズ	ฟิวส์
問い合わせ	สอบถาม
問い合わせ	คำถาม
連帯	สามัคคี
帰宅	บาน
帰宅	บ้าน
デス	ตาย
バター	เนย
教職員	คณาจารย์
教職員	คณะ
結核	วัณโรค
ヨルダン	จอร์แดน
コバルト	โคบอลต์
欠陥	บกพร่อง
コブラ	งูเห่า
シスター	น้อง
グリル	ย่าง
脂肪	อ้วน
脂肪	อ้วนๆ
眠る	หลับ
眠る	นอน
アスレチック	นักกีฬา
彼氏	แฟน
左近	สกล
陶器	เครื่องปั้นดินเผา
トライアングル	สามเหลี่ยม
溶岩	ลาวา
フィニッシュ	เสร็จ
異端	นอกรีต
フン	ฮุน
ハス	โลตัส
メグ	เมก
ボールド	หนา
入浴	อาบ
入浴	อ่างอาบน้ำ
ハング	ห้อย
ハング	แขวน
流体	ของเหลว
チューブ	หลอด
チューブ	ท่อ
シグナル	สัญญาณ
オリーブ	มะกอก
面接	สัมภาษณ์
ダブリン	ดับลิน
信念	ศรัทธา
ワイヤー	ลวด
バレル	อวย
バレル	ถัง
審判員	กรรมการ
スレッド	สนทนา
スレッド	ด้าย
桟橋	ท่าเรือ
亜鉛	สังกะสี
デューク	ดุก
デューク	ดุ๊ค
デューク	ดุ๊ก
デューク	ดุค
語彙	ศัพท์
ソナー	โซนา
ソナー	โซนาร์
充電	ประจุ
充電	ชาร์ต
充電	ชาร์จ
グラブ	คว้า
リリー	ลิลลี่
大工	ช่างไม้
チャイ	ชัย
ワクチン	วัคซีน
監獄	คุก
デラウェア	เดลาแวร์
売る	ขาย
買い物	ชอปปิ้ง
既婚	แต่งงาน
陽性	บวก
チョーク	ชอล์ค
チョーク	สำลัก
チョーク	ชอล์ก
エコー	ก้อง
スイング	สวิง
スイング	เหวี่ยง
スイング	แกว่ง
クランク	เหวี่ยง
コミュニティー	ชุมชน
施策	นโยบาย
カリスマ	เสน่ห์
カリスマ	บารมี
吹く	พัด
驚き	เซอร์ไพรส์
配当	ปันผล
配当	เงินปันผล
故意	จงใจ
クロム	โครม
預言	พยากรณ์
掲示	โพสต์
パスポート	หนังสือเดินทาง
カロリー	แคลอรี่
ヘビ	งู
バッジ	ป้าย
バッジ	ตรา
バッジ	เครื่องหมาย
フェンス	รั้ว
フォレスト	ป่า
フォレスト	ฟอเรส
フォレスト	ฟอเรสต์
クラッチ	คลัช
クラッチ	คลัตช์
見習い	ฝึกหัด
見習い	ศิษย์
見習い	อบรม
スランプ	ตกต่ำ
コップ	คัพ
コップ	ถ้วย
ニッケル	นิกเกิล
反響	ก้อง
プラットホーム	แพลตฟอร์ม
洗浄	ล้าง
不祥事	ฉาว
委任	อาณัติ
スライダー	เลื่อน
シエラ	เซียร์
ヤギ	แพะ
金庫	ปลอดภัย
金庫	เซฟ
被告人	จำเลย
睡眠	หลับ
睡眠	นอน
洗濯	ล้าง
洗濯	ซักรีด
ツル	เครน
裏側	กลับ
祝福	อวยพร
祝福	เป็นสุข
祝福	พร
林檎	แอปเปิล
レスキュー	กู้ภัย
土居	ดอย
パンダ	แพนด้า
冗談	มุก
冗談	อำ
冗談	มุข
冗談	ตลก
お気に入り	ชอบ
お気に入り	ขวัญใจ
トゥルー	ทรู
トゥルー	แท้
トゥルー	จริง
シェーン	เชน
陶芸	เครื่องปั้นดินเผา
テント	เต็นท์
リソース	ทรัพยากร
粛清	ขจัด
セリ	เสรี
崇拝	บูชา
崇拝	นมัสการ
ワトソン	วัต
値段	ราคา
快適	สบายใจ
快適	สบาย
快適	สะดวก
バスケ	บาสเกตบอล
獣医	สัตวแพทย์
ヴァージン	เวอร์จิน
ヴァージン	จิ้น
和音	คอร์ด
動揺	หงุดหงิด
麻酔	ยาสลบ
人魚	เงือก
ジュエル	พลอย
マルチメディア	มัลติมีเดีย
ディープ	ลึก
マリアナ	มาเรียนา
年数	ปี
サイコロ	ลูกเต๋า
サイコロ	เต๋า
切符	ตั๋ว
切符	บัตร
切符	ใบสั่ง
教義	ลัทธิ
富豪	เศรษฐี
地雷	เหมือง
ホッケー	ฮอกกี้
かもめ	นางนวล
マダガスカル	มาดากัสการ์
上告	อุทธรณ์
上告	แย้ง
カートリッジ	ตลับ
臓器	อวัยวะ
臓器	ออร์แกน
水銀	ปรอท
ニース	สวย
ユニーク	เอกลักษณ์
城郭	ปราสาท
浄化	ขัดเกลา
炎症	อักเสบ
ダンカン	แคน
ドーン	รุ่งอรุณ
悪役	ร้าย
悪役	ผู้ร้าย
実効	ประสิทธิผล
実効	ประสิทธิ์
アルマ	อัลม่า
ステータス	สถานภาพ
ステータス	สถานะ
イングリッシュ	อังกฤษ
浮気	โกง
浮気	นอกใจ
マッサージ	นวด
上海市	เซี่ยงไฮ้
クイック	ด่วน
クイック	รวดเร็ว
クイック	ไว
ラーマ	พระราม
サカ	มหา
サンプリング	ตัวอย่าง
ねずみ	เมาส์
大気圏	บรรยากาศ
チェン	เชง
隠す	ซ่อน
グラフィックス	กราฟิก
マニ	มณี
カモ	เป็ด
ビーズ	ลูกปัด
ビーズ	ประคำ
旋風	ลมกรด
責め	ตำหนิ
スナック	ขนม
ビザ	วีซ่า
スタック	ซ้อน
強要	บังคับ
風力	เกล
強姦	ข่มขืน
センチュリー	ศตวรรษ
スルタン	สุลต่าน
バッグ	กระเป๋า
バッグ	แบ็ค
バッグ	ถุง
画質	คุณภาพ
侮辱	ดูถูก
ロブ	ปล้น
平衡	สมดุล
乗馬	ขี่
粘土	เคลย์
粘土	ดิน
肝臓	ตับ
ノック	เคาะ
ノック	ก๊อก
ジェシカ	เจส
真ん中	กลาง
ペイント	ทาสี
ピーチ	ท้อ
ピーチ	พีช
滑らか	เรียบ
完備	ครบ
完備	สมบูรณ์
アングル	มุม
冷たい	เย็นๆ
冷たい	เย็น
冷たい	หนาว
ディーラー	ค้า
ディーラー	พ่อค้า
ナイス	สวย
入札	ประมูล
中性子	นิวตรอน
クルト	เคิร์ต
ヴィレッジ	หมู่บ้าน
バレンタイン	วาเลนไทน์
風刺	เสียดสี
検察官	โจทก์
検察官	อัยการ
ボトル	ขวด
クォーター	ไตรมาส
グリッド	กริด
ラバー	ยาง
便所	ส้วม
インタラクティブ	โต้ตอบ
セール	จำหน่าย
セール	ขาย
用紙	กระดาษ
用紙	หนังสือพิมพ์
ヒール	หาย
ヒール	ส้น
ヒール	เยียวยา
ヒール	รักษา
しみ	คราบ
均衡	สมดุล
きれい	สะอาด
きれい	ล้าง
気球	ลูกโป่ง
気球	บอลลูน
イケメン	หล่อ
フィルタ	กรอง
募金	บริจาค
作物	พืช
作物	พืชพันธุ์
パウンド	ปอนด์
参道	เข้าหา
ブランチ	สาขา
ガーナ	กาน
ガーナ	กานา
なぜなら	เพราะ
塩素	คลอรีน
つぼみ	อ่อน
クレイグ	เคร็ก
クレイグ	เคร
パッチ	หย่อม
死別	หม้าย
筆記	เขียน
ダイアナ	ไดอาน่า
苦情	บ่น
代名詞	สรรพนาม
静脈	เส้นเลือด
リバイバル	ฟื้นฟู
発熱	ไข้
リュック	เป้
織物	ผ้า
礼儀	มารยาท
ボンド	สายใย
ボンド	พันธบัตร
ボンド	บอนด์
ボンド	พันธะ
ヴィーナス	วีนัส
ゴア	กอร์
ゴア	กัว
ディナー	ดินเนอร์
白金	แพลทินัม
パラグアイ	ปารากวัย
ブカレスト	บูคาเรสต์
オオカミ	หมาป่า
コンタクト	ติดต่อ
バスケット	ตะกร้า
叔母	น้า
叔母	ป้า
空想	หรู
空想	แฟนซี
百姓	ชาวนา
段落	ย่อหน้า
ハーモニー	ปรองดอง
やっと	สุดท้าย
アイディア	แนวคิด
宝物	สมบัติ
サーブ	ซ้าน
サーブ	เสิร์ฟ
サーブ	เสริฟ
サーブ	ซ้า
サーブ	ซ้าบ
ギフト	พรสวรรค์
理性	เหตุ
理性	สาเหตุ
理性	เหตุผล
構文	ไวยากรณ์
光景	สายตา
光景	ทิวทัศน์
申し立て	พิพาท
安い	ถูกๆ
スラッシュ	เฉือน
ガイ	กาย
バタフライ	ผีเสื้อ
修業	ฝึกงาน
最小限	น้อย
最小限	ย่อ
クイーンズ	ควีน
クイーンズ	ราชินี
スペル	คาถา
スペル	สะกด
パラレル	ขนาน
ゴマ	งา
サザン	ใต้
図形	เรขาคณิต
デイヴ	เดฟ
ドッキング	ท่าเรือ
ドッキング	อู่
マダム	มาดาม
マダム	คุณนาย
アーセナル	อาร์เซนอล
請願	คำร้อง
アトランティック	แอตแลนติก
美保	โฮะ
おば	น้า
おば	ป้า
ベイビー	ลูก
ベイビー	ทารก
ベイビー	เบบี้
ベイビー	ที่รัก
備後	บิงโก
アダムス	อดัมส์
ブライト	สว่าง
ブライト	สดใส
毛皮	ขน
選任	นัด
条文	ชีพ
ごみ	ขยะ
ごみ	กระบะ
ハーブ	สมุนไพร
チェ	ชเว
チェ	ชอย
ジョーク	มุก
ジョーク	อำ
ジョーク	มุข
ジョーク	ตลก
コウモリ	ค้างคาว
バチカン	วาติกัน
バール	บาร์
バール	แถบ
トリス	ทริส
編み	เปีย
ヴィラ	คฤหาสน์
ユーモア	ขบขัน
ユーモア	ขัน
ウイスキー	วิสกี้
バッド	ร้าย
バッド	แย่
バッド	เลว
簡潔	กระชับ
トリガー	ไก
ガッツ	ไส้
リップ	ฉีก
プランニング	วางแผน
煉瓦	อิฐ
ペイン	ปวด
嫌がらせ	ก่อกวน
ミーティング	พบปะ
ミーティング	ประชุม
カーペット	พรม
カビ	เบ้า
カビ	รา
乗り物	พาหนะ
ダニ	เดนี
数量	ปริมาณ
中級	กลาง
テンプル	วัด
テンプル	วิหาร
偽造	ปลอม
エメラルド	มรกต
太い	หนา
太い	หนาๆ
ベルン	เบิร์น
匂い	กลิ่น
リハーサル	ซ้อม
祝う	ฉลอง
サラダ	สลัด
制動	เบรก
グライダー	เครื่องร่อน
ひどい	สาหัส
ひどい	แย่
ババ	บา
ジョシュ	จอช
泣く	ร้องไห้
叫ぶ	ตะโกน
シャドウ	เงา
マンガン	แมงกานีส
ハト	พิราบ
スモール	เล็ก
スズ	ทิน
肩書	ชื่อ
ドリンク	ดื่ม
子宮	มดลูก
子宮	ครรภ์
シアン	น้ำเงิน
贈り物	พรสวรรค์
検閲	เซ็นเซอร์
物事	สิ่งของ
フューチャー	อนาคต
フューチャー	ต่อๆ
狂気	วิกลจริต
懸賞	ena
懸賞	รางวัล
ロバ	ลา
村落	หมู่บ้าน
モニュメント	อนุสาวรีย์
ジャッジ	ตัดสิน
マジカル	ขลัง
マジカル	วิเศษ
ソート	เรียง
サンダー	ฟ้าร้อง
サンダー	ฟ้าผ่า
紅茶	ชา
信じる	ศรัทธา
信じる	เชื่อ
ピッコロ	พิคโคโล่
ガマ	กามา
ハイライト	ไฮไลท์
ハイライト	ไฮไลต์
ハイライト	เน้น
マシーン	แมชชีน
マシーン	เครื่องจักร
マシーン	เครื่อง
船首	โบว์
船首	นู๋
船首	ธนู
船首	กราบ
刺し	แทง
リベラル	เสรีนิยม
おじ	ลุง
五つ	ห้า
税金	ภาษี
登る	ปีน
登る	ไต่
バーレーン	บาห์เรน
球体	กลม
領事	กงสุล
マーキュリー	ปรอท
知識人	ปัญญา
ウェディング	แต่งงาน
ウェディング	แต่ง
花弁	กลีบ
絶縁	ฉนวน
カーティス	ติส
リセット	รีเซ็ต
ポテンシャル	ศักยภาพ
生化学	ชีวเคมี
スピーチ	สุนทรพจน์
シング	สิงห์
物品	สินค้า
サイレン	ไซเรน
小人	แคระ
チャド	แชด
チャド	ชาด
バイオリン	ไวโอลิน
ジャカルタ	จาการ์ตา
インターフェース	อินเทอร์เฟส
インターフェース	อินเตอร์เฟส
ドロー	วาด
賞品	รางวัล
バングラデシュ	บังกลาเทศ
ペルシャ	เปอร์เซีย
肥料	ปุ๋ย
フォーチュン	วาสนา
フォーチュン	ลาภ
アイスクリーム	ไอศกรีม
野獣	สู
野獣	อสูร
サメ	ฉลาม
湖沼	ทะเลสาบ
ゲット	รับ
バンクス	แบงค์
バンクス	ธนาคาร
陽気	รื่นเริง
陽気	ร่าเริง
概説	สรุป
概説	ย่อ
マグロ	ทูน่า
ジョイ	จอย
プッシュ	เบ่ง
プッシュ	เข็น
プッシュ	ผลัก
プッシュ	ดัน
キープ	เก็บ
グアテマラ	กัวเตมาลา
フライデー	ศุกร์
メタン	มีเทน
長方形	สี่เหลี่ยม
疾病	โรค
アスリート	นักกีฬา
キャラバン	คาราวาน
丸い	รอบ
丸い	กลม
丸い	กลมๆ
変奏曲	แปรผัน
カーテン	ม่าน
豆腐	เต้าหู้
ブルネイ	บรูไน
人道	มนุษยธรรม
課金	ประจุ
課金	ชาร์ต
課金	ชาร์จ
ラッチ	สลัก
我慢	อดทน
レクリエーション	สันทนาการ
レクリエーション	นันทนาการ
バンパー	กันชน
ズボン	กางเกง
カリキュラム	หลักสูตร
タップ	แตะ
タップ	แท็ป
欠如	ขาด
