ve	y
indirilen	descargados
ölçeği	escala
ölçeği	baremo
ölçeği	balanza
ölçeği	escalar
aşıklar	enamorados
aşıklar	amantes
kısıtlamaları	restricciones
şişe	botellas
şişe	embotellado
şişe	biberón
şişe	frascos
şişe	embotellada
şişe	frasco
şişe	botella
koşan	correr
koşan	corriendo
koşan	ejecutando
sebzeler	vegetales
sebzeler	hortalizas
sebzeler	verduras
sebzeler	verdura
sebzeler	legumbres
herşey	todo
banyo	baño
banyo	baños
banyo	bañera
metaller	metales
hasret	angustia
hasret	anhelo
hasret	nostalgia
kano	kayak
kano	canoa
kano	piragüismo
kano	canoas
duygular	sentimientos
duygular	emoción
duygular	emociones
meltem	brisa
enzimler	enzimas
ertelendi	retrasado
ertelendi	diferido
ertelendi	pospuesto
ertelendi	aplazado
ertelendi	retraso
ertelendi	demorado
ertelendi	aplazada
cadılar	brujos
cadılar	brujas
cadılar	wiccanos
anıtlar	monumento
anıtlar	monumentos
mezunlar	alumnos
mezunlar	titulados
mezunlar	graduados
mezunlar	egresados
mezunlar	licenciados
interaktif	interactivas
interaktif	interactiva
interaktif	interactivo
interaktif	interactivos
yanardağ	volcán
dogru	derecho
dogru	verdadero
dogru	verdadera
dogru	cierto
dogru	derecha
dogru	correcto
dogru	verdad
hile	decepción
hile	tramposo
hile	engañando
hile	trampa
hile	engañar
hile	engaños
hile	truco
hile	engaño
hile	trucos
bırak	gota
kolera	cólera
çırak	aprendiz
çırak	aprendices
indi	aterrizaron
indi	aterrizó
indi	aterrizado
indi	desembarcado
öfkeli	furiosos
öfkeli	enfurecido
öfkeli	enojada
öfkeli	enfadado
öfkeli	furiosa
öfkeli	furioso
öfkeli	enfadada
öfkeli	enojado
battı	hundido
battı	hundió
battı	hundidos
kıvılcım	chispas
kıvılcım	chispa
büro	buró
büro	oficinas
büro	despacho
büro	oficina
kodlama	codificación
kodlama	codificaciones
paragraf	párrafos
paragraf	apartados
paragraf	apartado
paragraf	párrafo
tebrikler	felicitaciones
tebrikler	enhorabuena
tebrikler	felicidades
ter	sudar
ter	sudor
ter	transpiración
bisikletçi	ciclista
muayene	exámen
muayene	examen
muayene	exámenes
hidayet	orientación
hidayet	orientaciones
toskana	toscana
kast	casta
kast	castas
bekler	espera
hiperbolik	hiperbólico
enine	transversales
enine	transversal
italik	cursiva
iddialı	ambicioso
iddialı	pretencioso
iddialı	ambiciosa
iddialı	ambiciosos
hiyerarşik	jerárquico
hiyerarşik	jerárquicos
hiyerarşik	jerárquica
argo	jerga
evlilikleri	matrimonios
tartışmak	discutir
tartışmak	discutiendo
tartışmak	discuta
aygıt	aparato
aygıt	electrodomésticos
aygıt	dispositivos
aygıt	dispositivo
aygıt	aparatos
kasap	carnicero
kasap	carnicería
açıları	ángulos
oğlum	hijo
ormancılık	bosques
ormancılık	forestal
ormancılık	silvicultura
ormancılık	forestales
gözün	ojo
pelikan	pelícano
laiklik	secularismo
kırıcı	triturador
kırıcı	ofensivo
kırıcı	trituradora
kırıcı	ofensiva
dahiliye	internista
iftira	calumnia
iftira	difamación
iftira	calumnias
lehçeleri	dialectos
kaçırma	secuestro
kaçırma	secuestros
kaçırma	sustracción
kaçırma	rapto
kaçırma	secuestrar
raporları	reportajes
raporları	reportes
raporları	informes
küfürlü	groserías
küfürlü	abusador
küfürlü	abusivo
küfürlü	abusiva
türküleri	baladas
bürokratlar	burócratas
ortakları	asociadas
ortakları	colaboradores
ortakları	socios
ortakları	asociados
ortakları	compañeros
anglikan	anglicana
kauçuk	gomas
kauçuk	goma
kauçuk	caucho
anatomi	anatomía
yavaşça	lentamente
yavaşça	despacito
güneşe	sol
evlatlık	adoptada
evlatlık	adopciones
evlatlık	adoptado
evlatlık	aprobación
evlatlık	adoptados
evlatlık	adopción
medikal	médicas
medikal	médicos
medikal	médico
medikal	medico
medikal	medicina
kapılar	puertas
finalisti	finalista
finalisti	finalistas
göster	mostrar
göster	visualización
göster	pantalla
göster	espectáculo
sağcı	derechista
sıtma	paludismo
gelenekler	tradiciones
yansıyan	reflejado
yansıyan	reflejados
yansıyan	reflejada
borcu	deudas
borcu	deuda
borcu	endeudamiento
sıkıcı	aburridos
sıkıcı	aburrido
sıkıcı	aburrida
sıkıcı	aburridas
tampon	búfer
tampon	amortiguador
tampon	tampones
tampon	parachoques
tampon	tampón
ekipman	equipamiento
ekipman	equipo
ekipman	equipos
ekipman	equipamientos
seksi	sexys
seksi	bombón
seksi	sexi
seksi	sensual
oku	leído
oku	lea
oku	leer
oku	lectura
valiler	gobernadores
anaokulu	vivero
anaokulu	preescolares
anaokulu	preescolar
anaokulu	guardería
dehşet	espanto
dehşet	asombro
dehşet	terrorismo
sürdürmek	manteniendo
havva	eva
havva	víspera
taraftarlar	aficionados
taraftarlar	ventiladores
taraftarlar	admiradores
kemancı	violinista
kozmolojik	cosmológica
sporlar	deportes
sporlar	deporte
sporlar	deportivo
farz	asuman
farz	asuma
farz	asume
farz	asumir
aleut	aleutianas
türevleri	derivados
türevleri	derivadas
yüzeysel	superficialmente
yüzeysel	superficiales
yüzeysel	superficial
yüzeysel	tangencial
polarize	polarizado
biyolog	biólogo
üretken	prolífico
üretken	productivas
üretken	productiva
üretken	generativa
üretken	productivos
üretken	productivo
kaçırdı	secuestrados
kaçırdı	secuestrado
kaçırdı	secuestrada
çözme	resolviendo
şiirsel	poético
şiirsel	lírico
şiirsel	lírica
şiirsel	poética
kümeler	conglomerados
kümeler	racimos
kümeler	agrupaciones
kümeler	cúmulos
haraç	extorsión
haraç	tributos
haraç	homenaje
haraç	tributo
tamsayı	enteras
tamsayı	entera
tamsayı	enteros
tamsayı	entero
oğlak	capricornio
unutulmuş	olvidada
unutulmuş	olvidados
unutulmuş	olvidadas
unutulmuş	olvidado
elemanlar	elementos
alarm	alertas
alarm	alarmas
alarm	alerta
testler	probando
testler	ensayo
testler	pruebas
testler	ensayos
poz	posa
poz	posó
poz	plantean
poz	posando
poz	planteado
poz	poses
poz	planteados
poz	posar
kutlamaları	festejos
kutlamaları	celebraciones
pis	sucia
pis	desagradable
pis	sucio
pis	sucias
pis	sucios
pis	cochino
hesaplar	relatos
hesaplar	contabilidad
hesaplar	calcula
hesaplar	cuentas
galli	galés
esmer	marrones
esmer	morena
esmer	marrón
esmer	moreno
finansman	financiamiento
finansman	financiación
finansman	finanzas
terbiye	modales
terbiye	decencia
italyanlar	italianos
örnekleme	muestras
örnekleme	muestreo
sistemik	sistémico
sistemik	sistémica
sistemik	sistémicas
flaman	flamenca
flaman	flamenco
gerçekler	realidades
gerçekler	hechos
gerçekler	verdad
vahiy	apocalipsis
vahiy	revelaciones
vahiy	revelación
cildi	piel
cildi	cutis
tuvalet	baño
tuvalet	baños
tuvalet	inodoros
tuvalet	lavabos
tuvalet	tocador
tuvalet	aseo
tuvalet	inodoro
tuvalet	aseos
kardeşlik	fraternidad
kardeşlik	hermandad
agresif	agresivas
agresif	agresivo
agresif	agresivamente
agresif	agresiva
agresif	agresividad
agresif	agresivos
gevşek	suelta
gevşek	flojo
gevşek	disquete
gevşek	suelto
solcu	izquierdista
solcu	izquierdistas
noktalama	puntuación
dikkatle	atentamente
dikkatle	cuidadosamente
firmaları	firmas
saate	reloj
çerkesler	circasianos
zayiat	víctimas
zayiat	bajas
zayiat	siniestro
trilyon	trillones
trilyon	billón
trilyon	billones
bağımlılığı	adicciones
bağımlılığı	adicción
bağımlılığı	dependencia
sıralanmış	ordenados
sıralanmış	solucionado
fonetik	fonético
tesadüf	casualidad
tesadüf	coincidencias
tesadüf	coincidencia
cum	vie
filler	elefantes
filler	elefante
teknolojiler	tecnologías
teknolojiler	tecnología
dövme	tatuaje
dövme	tatuajes
yorumladı	interpretada
yorumladı	interpretado
yorumladı	interpretados
yorumladı	interpretadas
dikili	altares
masası	escritorio
kimler	quiénes
kimler	oms
kimler	quien
kimler	quién
kolombiyalı	colombianos
kolombiyalı	colombiano
kolombiyalı	colombianas
kolombiyalı	colombiana
kolombiyalı	colombia
muz	banano
muz	bananas
muz	plátanos
muz	plátano
sopa	murciélagos
sopa	bate
sopa	murciélago
sopa	palo
gerileme	contratiempo
gerileme	revés
ergenlik	pubertad
ergenlik	adolescencia
çatal	bifurcación
çatal	horquillas
çatal	tenedor
çatal	horquilla
çatal	tenedores
köleler	esclavos
köleler	secuaces
köleler	esclavas
çinliler	chino
çinliler	chinos
müslümanlara	musulmanes
müslümanlara	musulmán
müslümanlara	musulmana
hızları	velocidades
uyanık	despertando
uyanık	despiertos
uyanık	despierta
uyanık	despierto
uyanık	despertar
hesapları	relatos
hesapları	contabilidad
hesapları	cuentas
beygir	potencia
kargaşa	confusión
kargaşa	desmadre
kargaşa	alboroto
kargaşa	caos
kardeşliği	fraternidad
kardeşliği	hermandad
akad	acadio
kolesterol	colesterol
tacı	corona
rezonans	resonancia
uygunluk	admisibilidad
uygunluk	elegibilidad
serseri	gamberro
serseri	vago
fok	sella
fok	sellos
fok	sello
fok	precintos
fok	focas
fok	foca
üzüntü	tristezas
üzüntü	pena
üzüntü	tristeza
alaycı	cínicos
alaycı	cínico
alaycı	cínica
alaycı	sarcástica
alaycı	sarcástico
fenomen	fenomenal
fenomen	fenómenos
fenomen	fenómeno
bağımlılık	adicciones
bağımlılık	adicción
bağımlılık	adictivo
bağımlılık	dependencia
imtiyaz	concesiones
imtiyaz	privilegio
imtiyaz	franquicia
imtiyaz	concesión
imtiyaz	franquicias
imtiyaz	privilegios
yakalanmış	capturada
yakalanmış	capturados
yakalanmış	capturado
yakalanmış	captado
topolojik	topológico
taşra	provinciales
gravür	grabado
gravür	grabados
yulaf	avena
bildirgesi	proclamación
bildirgesi	proclama
koşar	carreras
koşar	corre
azı	muela
eğrisi	curva
arabuluculuk	mediación
arabuluculuk	arbitraje
kanyonu	cañon
kanyonu	cañón
tonluk	tonelada
ihbar	sugerencia
ihbar	consejo
ihbar	punta
ihbar	propina
disko	discoteca
düzelttim	corregidos
düzelttim	corregido
düzelttim	corregida
rekabeti	rivalidad
rekabeti	rivalidades
mercek	cristalino
mercek	lentes
mercek	lente
jeofizik	geofísica
venedikliler	venecianos
titiz	meticulosa
titiz	meticuloso
titiz	minucioso
skaler	escalar
dublaj	doblaje
aralıklı	periodos
aralıklı	intervalo
aralıklı	intermitentes
aralıklı	intermitente
aralıklı	períodos
denedi	probado
denedi	intentado
denedi	intenté
seferberlik	movilización
yehova	jehová
yehova	jehova
tuzu	sal
verimlilik	productividad
verimlilik	eficacia
verimlilik	eficiencia
raporlar	reportajes
raporlar	reportes
raporlar	informes
kaldıran	levantador
dilli	multilingües
dilli	multilingüe
minibüs	camionetas
minibüs	furgoneta
minibüs	camioneta
minibüs	minibús
minibüs	furgonetas
temalar	temáticas
temalar	temas
imaj	imágen
imaj	imagen
kırma	romper
kırma	rompiendo
kırma	descanso
konuştu	hablaba
konuştu	hablado
konuştu	habló
konuştu	hablé
konuştu	hablaron
tutuklama	detenciones
tutuklama	arresto
tutuklama	arrestos
tutuklama	detención
unutma	recuerdas
unutma	recuerde
unutma	recordar
unutma	recuerda
unutma	recuerden
haberci	heraldo
haberci	mensajero
seçen	selecciona
akademisyenler	académicos
deneyin	tratar
deneyin	pruebe
deneyin	prueba
deneyin	probar
deneyin	intente
sorgu	interrogatorios
sorgu	interrogatorio
sorgu	consultar
sorgu	consulta
sorgu	interrogación
sorgu	investigación
elektrostatik	electrostática
izle	mira
izle	mirar
izle	reloj
biyokimya	bioquímica
tataristan	tatarstán
avlanma	cazando
avlanma	cacería
avlanma	caza
avlanma	cazar
nakil	trasplante
nakil	trasplantes
nakil	injerto
nakil	injertos
doksan	noventa
zenginliği	riqueza
etnografya	etnografía
dolma	rellena
dolma	rellenos
dolma	rellenas
dolma	peluche
dolma	relleno
yüklenen	subidas
yüklenen	subido
yüklenen	cargado
yüklenen	subida
eyaletler	provincias
eyaletler	estados
asansör	ascensor
asansör	elevador
esrar	olla
esrar	maceta
esrar	hierba
esrar	picadillo
esrar	yerba
esrar	hachís
esrar	maleza
esrar	marihuana
sarısı	yema
görünüşte	aparentemente
hormon	hormonas
hormon	hormonal
hormon	hormona
müzakere	negociación
müzakere	negociando
müzakere	debatir
müzakere	negociaciones
müzakere	negociar
orak	hoz
karşılama	saludo
karşılama	recepción
karşılama	acogedora
karşılama	acogida
karşılama	acogedor
karşılama	recibimiento
sertifikası	certificado
eko	eco
kesinlik	certidumbre
kesinlik	certeza
kesinlik	precisión
dürbün	binoculares
dürbün	prismáticos
nakit	efectivo
nakit	dinero
açıklanabilir	explicable
filmografisi	filmografía
aerodinamik	aerodinámica
görseller	imágenes
görseller	avatares
görseller	visuales
görseller	imagenes
asitler	ácidos
bardağı	tazas
bardağı	copas
bardağı	vasos
mekanlar	plazas
mekanlar	sedes
mekanlar	localizaciones
mekanlar	sitios
mekanlar	ubicaciones
mekanlar	localidades
mekanlar	lugares
düşünceye	contemplación
düğümü	nodo
aynısı	mismo
aynısı	misma
aynısı	igual
kulakları	oídos
kulakları	orejas
kırıldı	roto
kırıldı	quebrada
kırıldı	rompió
kırıldı	rota
kırıldı	quebrado
kırıldı	rotos
ceset	cadaver
ceset	cuerpo
ceset	cadáver
ceset	corporal
ceset	carrocería
vale	bribón
vale	sota
vale	jota
lokomotif	locomotoras
lokomotif	locomotora
dökme	moldeo
dökme	moldeado
dökme	moldear
geliştirir	mejora
geliştirir	desarrolla
sosyolojik	sociológico
abartılı	exagerada
abartılı	extravagantes
abartılı	exagerados
abartılı	exagerado
abartılı	extravagante
abartılı	exageradas
sakal	barba
sakal	barbas
asimetrik	asimétrica
asimetrik	asimétrico
bardak	vidrios
bardak	vasos
bardak	copa
bardak	cristal
bardak	vaso
bardak	lentes
bardak	tazas
bardak	taza
bardak	gafas
bardak	copas
bardak	vidrio
spektral	espectral
muhtaç	necesitados
muhtaç	necesitadas
muhtaç	necesitada
muhtaç	necesitado
hansa	hanseática
operatör	operador
operatör	explotador
operatör	transportista
operatör	porteador
operatör	operadora
operatör	portaaviones
saklanır	almacenados
saklanır	almacenado
saklanır	almacenada
saklanır	almacenadas
misyoner	misionero
misyoner	misioneros
misyoner	misionera
yakındaki	cercana
yakındaki	cercano
yakındaki	cerca
mallar	bienes
mallar	mercancías
paleontolog	paleontólogo
dualar	rezo
dualar	oraciones
dualar	plegarias
dualar	plegaria
dualar	oración
dualar	rezos
dualar	oracion
oyma	tallar
oyma	tallado
dalmaçya	dalmacia
penguen	pingüinos
penguen	pingüino
sayar	cuenta
sayar	recuento
sayar	conde
botlar	embarcaciones
botlar	robots
botlar	lanchas
botlar	botines
botlar	barcos
botlar	botes
botlar	botas
senkronize	sincronizados
senkronize	sincronización
senkronize	sincronizada
senkronize	sincronizado
senkronize	sincronizar
hizbullah	hezbolá
tutku	pasion
tutku	pasión
telefonları	teléfonos
magnezyum	magnesio
gangster	gángsters
antibiyotik	antibióticos
antibiyotik	antibiótico
ekoloji	ecología
yenilenmiş	renovados
yenilenmiş	renovado
yenilenmiş	reformado
yenilenmiş	renovada
enstrüman	instrumento
anlaşmalar	acuerdos
anlaşmalar	ofertas
anlaşmalar	convenios
anlaşmalar	tratados
giysiler	ropa
giysiler	ropas
yardımcıları	ayudantes
karanfil	clavo
karanfil	claveles
karanfil	clavel
helal	lícitas
helal	lícitos
helal	lícito
niyeti	intención
niyeti	intenciones
kollu	mangas
kollu	manga
fırında	horneado
biyo	biografía
karıştı	confundida
karıştı	confundidos
karıştı	confuso
karıştı	confundido
yokluğunda	ausencia
spam	spam
tedbirler	medidas
akvaryum	acuario
akvaryum	acuarios
pehlevi	pahlaví
tuval	lona
tuval	lienzo
merhamet	compasión
merhamet	piedad
merhamet	misericordia
merhamet	clemencia
atinalı	ateniense
paylaşılan	publicado
paylaşılan	compartido
paylaşılan	publicados
paylaşılan	compartidos
paylaşılan	publicó
paylaşılan	compartidas
paylaşılan	compartida
paylaşılan	publicada
kanama	sangrando
kanama	sangra
kanama	sangrado
kanama	sangrar
kanama	hemorragias
kanama	hemorragia
derinlemesine	ahondar
melodi	melodía
aylarca	meses
öğrenmiş	aprendido
öğrenmiş	aprendí
öğrenmiş	aprendió
aztek	azteca
aztek	aztecas
sarışın	rubias
sarışın	rubios
sarışın	rubio
sarışın	rubia
duyuru	anuncios
duyuru	anuncio
kaldırım	pavimento
kaldırım	vereda
kaldırım	acera
kaldırım	aceras
kaldırım	frenar
karton	cartón
karton	estuche
keza	igualmente
geliştirici	promotor
geliştirici	encargado
geliştirici	mantenedor
geliştirici	desarrollador
geliştirici	responsable
geliştirici	revelador
geliştirici	promotores
geliştirici	desarrolladores
dinyeper	dniéper
tüketilen	consumido
tüketilen	consumida
tüketilen	consumidos
maliyetleri	costos
maliyetleri	coste
maliyetleri	costes
maliyetleri	costo
koordinatörü	coordinadora
koordinatörü	coordinador
palearktik	paleártico
lan	lan
umutsuz	desesperado
umutsuz	desesperada
umutsuz	desesperados
umutsuz	desesperadas
planlanmış	previsto
planlanmış	programados
planlanmış	programado
planlanmış	planificada
planlanmış	planeado
planlanmış	planificado
toksik	tóxicos
toksik	tóxica
toksik	tóxicas
toksik	tóxico
tonu	tono
tonu	tonos
piskoposluk	diócesis
piskoposluk	obispado
hürmüz	ormuz
doz	dosis
doz	dosificación
doz	posología
doz	sobredosis
keten	lino
gölgeler	sombras
gölgeler	sombra
uzağa	lejano
uzağa	lejos
yığın	grueso
yığın	granel
yığın	montón
yığın	pila
yığın	montones
yürüme	paseando
yürüme	pasear
yürüme	caminar
yürüme	caminando
elfler	duendes
elfler	elfos
şanlı	gloriosos
şanlı	glorioso
şanlı	gloriosa
yerçekimsel	gravitacional
granit	granito
madam	señora
etkileşimleri	compromisos
menekşe	violeta
menekşe	violetas
birleştirmek	fusionar
birleştirmek	fusión
birleştirmek	combinar
sal	balsa
anayasaya	constitucional
anayasaya	constitución
ağıt	lamentamos
ağıt	elegía
ağıt	lamentaciones
ağıt	réquiem
ağıt	lamentar
ağıt	lamento
istikrar	estabilidad
istikrar	estabilización
istikrar	estabilizador
detaylar	detalles
detaylar	detalle
kanıtlamak	demostrando
saman	heno
saman	paja
meraklı	curiosidad
meraklı	curiosas
meraklı	curiosos
meraklı	curiosa
meraklı	curioso
meraklı	entrometida
meraklı	entrometido
belirti	indicación
belirti	síntoma
edinme	captación
edinme	adquisición
edinme	adquirir
edinme	adquiriendo
noktalı	salpicado
dereceler	títulos
dereceler	titulaciones
dereceler	grados
alakasız	irrelevante
alakasız	irrelevantes
sahilde	playa
sahilde	playas
kediler	gatos
kediler	gatitos
kruvazörü	crucero
mühür	sella
mühür	foca
mühür	sello
tedbir	medidas
tedbir	precaución
firar	escapar
firar	fuga
firar	escapada
firar	escapa
firar	deserción
isimsiz	anónimo
isimsiz	anonimato
isimsiz	anónima
söylentiler	rumores
kozmetik	cosmético
kozmetik	cosmética
kozmetik	cosmetología
kozmetik	cosméticos
kozmetik	estética
gidenler	salidas
vaat	promesas
yıkama	lavar
yıkama	lavado
yıkama	lavando
keşifler	descubrimientos
günlükleri	crónicas
günlükleri	diarios
günlükleri	revistas
mekanizmaları	mecanismos
deniyor	intenta
gönüllüler	voluntariado
gönüllüler	voluntario
gönüllüler	voluntarios
gönüllüler	voluntarias
örgü	tejido
örgü	trenza
örgü	tejiendo
örgü	trenzas
örgü	tejer
konik	cónica
demografik	demográfico
demografik	demográfica
demografik	demografía
demografik	demográficas
demografik	demográficos
işlenmesi	procesado
işlenmesi	procesamiento
işlenmesi	tramitación
işlenmesi	procesando
işlenmesi	transformación
tuzağa	trampa
salam	bolonia
salam	salamina
tak	toc
varis	heredero
varis	heredera
rutin	rutina
rutin	rutinario
hoşgörü	tolerancia
hoşgörü	indulgencia
hoşgörü	clemencia
ruhları	licores
ruhları	espíritus
ruhları	almas
ruhları	aguardiente
kütüphaneler	bibliotecas
itfaiye	bomberos
surinam	surinam
saklanan	escondido
saklanan	oculto
saklanan	escondiendo
saklanan	ocultar
saklanan	ocultando
gayrimenkul	patrimonio
gayrimenkul	inmueble
gayrimenkul	propiedades
gayrimenkul	propiedad
gayrimenkul	finca
sanskritçe	sánscrito
kompozit	compuestos
kompozit	compuestas
kompozit	compuesto
doktrini	doctrina
zombi	zombi
zombi	zombis
durmak	parando
durmak	deteniendo
kokain	coca
kokain	cocaína
kokain	coque
buluşması	reunión
buluşması	reencuentro
sülfat	sulfato
mantarı	corcho
yatırımlar	inversiones
santimetre	centímetros
santimetre	centímetro
kapatma	clausura
kapatma	cierre
kapatma	apagado
haşhaş	adormidera
haşhaş	amapola
popülerlik	popularidad
kaldım	permanecieron
kaldım	permanecido
dekoratif	decorativas
dekoratif	decorativos
dekoratif	decorativo
genelleştirilmiş	generalización
genelleştirilmiş	generalizada
genelleştirilmiş	generalizadas
genelleştirilmiş	generalizado
kayan	deslizándose
kayan	deslizamiento
işsiz	parados
işsiz	desempleada
işsiz	desempleados
işsiz	desempleado
nerdeyse	casi
sevdiğini	amado
sevdiğini	amaba
sevdiğini	amada
sevdiğini	amó
sevdiğini	amé
pire	pulga
pire	pulgas
pire	pireo
sevmek	cariñosa
sevmek	amorosa
sevmek	blogspot
sevmek	amando
sevmek	amoroso
kapitalizm	capitalismo
numune	muestra
numune	muestras
numune	espécimen
numune	ejemplo
yersiz	injustificados
yersiz	injustificado
yersiz	injustificadas
yersiz	injustificada
çözücü	solventes
çözücü	disolvente
çözücü	disolventes
çözücü	solvente
toy	inmaduro
toy	inmaduros
toy	inmadura
utanç	avergonzada
utanç	verguenza
utanç	avergonzados
utanç	vergüenza
utanç	avergonzado
yetmiş	setenta
amblemi	emblemas
amblemi	emblema
soldaki	izquierdo
soldaki	izquierda
vadiler	valles
giriyor	entra
giriyor	entrar
giriyor	entrando
giriyor	ingresando
hırsızlık	robo
hırsızlık	hurto
hırsızlık	atraco
hırsızlık	robando
hırsızlık	robar
dalgalı	ondulado
hümanist	humanista
renksiz	incoloro
renksiz	incolora
mola	romper
mola	descanso
onbaşı	cabo
bulutlar	nubes
ayrılmaz	inseparables
garson	mozo
garson	mesera
garson	mesero
garson	camarero
garson	camarera
tetik	disparador
tetik	gatillo
koni	cono
diken	espinas
diken	espina
refakat	escoltas
refakat	acompañamiento
refakat	acompañante
refakat	escolta
refakat	acompañantes
yararlanan	beneficiarios
yararlanan	beneficiarias
cömert	generosos
cömert	generoso
cömert	generosa
adak	ofrenda
adak	ofreciendo
adak	ofrecimiento
boncuk	perlas
boncuk	cuentas
çakal	chacal
diğerlerini	otros
diğerlerini	otras
yenilenebilir	renovables
yenilenebilir	renovable
diyet	dieta
diyet	dietética
diyet	dietas
ayaklar	pies
delikanlı	muchacho
kızlık	himen
denizler	mares
uçtu	voló
uçtu	volaron
uçtu	volado
dinozor	dinosaurios
dinozor	dinosaurio
staj	pasantía
staj	internado
staj	interna
staj	prácticas
staj	internos
staj	practicas
staj	interno
staj	pasantías
staj	aprendizaje
staj	pasante
staj	becario
tahminler	pronósticos
tahminler	previsiones
tahminler	estimados
tahminler	conjeturas
tahminler	suposiciones
tahminler	estimaciones
tahminler	predicciones
harabe	arruinar
harabe	ruina
harabe	ruinas
zina	adulterio
zina	fornicación
ekipmanları	equipamiento
ekipmanları	equipos
ekipmanları	equipamientos
yenilenen	renovados
yenilenen	renovado
yenilenen	renovada
tüyler	plumas
kuluçka	incubación
uydular	lunas
uydular	satélites
satmak	venta
satmak	vendiendo
satmak	vendo
satmak	venda
satmak	vender
satmak	vende
kodlar	códigos
kodlar	codifica
atmosferi	ambiente
atmosferi	atmosfera
atmosferi	atmósfera
şartlı	condicional
şartlı	condicionado
şartlı	condicionales
şartlı	condicionada
organizma	organismo
turistler	turistas
istismar	abuso
istismar	explotación
istismar	maltrato
istismar	abusos
yörüngesinde	orbitando
cevher	gema
yönetmenler	directores
hunlar	hunos
yakıldı	cremado
standartlara	normas
standartlara	estándares
böcekleri	insectos
soğanlı	cebollas
soğanlı	cebolla
bedava	gratuito
bedava	libre
bedava	libres
bedava	gratis
dünyalar	mundos
aptal	estúpida
aptal	estúpido
aptal	tonto
aptal	tonta
aptal	mudo
aptal	idiota
aptal	estúpidos
aptal	necio
yerliler	nativos
yerliler	indios
tohumlar	semilla
tohumlar	semillas
keşfeder	descubre
meteor	meteorito
rüzgarlar	viento
rüzgarlar	vientos
babalar	papis
babalar	papás
babalar	padres
çabucak	rápidamente
çabucak	rápido
çabucak	rapido
sürücüsü	chofer
sürücüsü	controlador
sürücüsü	chófer
sürücüsü	conductor
papağan	loro
ölçümler	medición
ölçümler	medidas
ölçümler	métricas
ölçümler	mediciones
volt	voltios
arabalar	vagones
arabalar	carros
arabalar	autos
arabalar	automóviles
arabalar	carruajes
arabalar	coches
konsepti	concepto
şeytani	diabólico
şeytani	diabólica
iraklı	iraquí
iraklı	iraquíes
iltica	defecto
iltica	asilo
iltica	manicomio
iltica	deserción
fili	elefante
zum	ampliar
zum	amplía
zum	acercamiento
ask	amar
ask	amor
ask	amores
dönüştürür	convierte
dönüştürür	transforma
fosfor	fósforo
mühendisler	ingenieros
saksafon	saxo
saksafon	saxofón
çekoslovak	checoslovaca
sim	brillo
kısıtlama	restricción
kısıtlama	restricciones
kısıtlama	limitación
parazit	estático
parazit	estática
parazit	intromisión
parazit	injerencia
parazit	injerencias
parazit	interferencias
parazit	parasitarias
parazit	parásitos
parazit	estáticas
parazit	parásito
parazit	interferencia
parazit	estáticos
yükler	carga
yükler	cargas
narin	delicados
narin	frágiles
narin	delgada
narin	fragilidad
narin	delgados
narin	delicadas
narin	delicado
narin	delgado
narin	delicada
narin	frágil
bekleniyor	esperaban
bekleniyor	esperada
bekleniyor	pendiente
bekleniyor	esperado
bekleniyor	esperados
bekleniyor	pendientes
editörler	redactores
editörler	editores
pişirme	cocción
pişirme	hornear
pişirme	cocinando
pişirme	cocinar
pişirme	cocina
pişirme	horneado
imalatı	fabricación
imalatı	manufactura
turnuvaları	torneos
onbir	once
varsayım	hipotética
varsayım	hipótesis
varsayım	hipotético
varsayım	conjetura
varsayım	hipotéticamente
varsayım	conjeturas
varsayım	asunción
varsayım	suposición
makro	macros
mısırlılar	egipcios
guzel	bonita
guzel	hermosa
guzel	lindo
guzel	niza
guzel	guapa
guzel	bonito
guzel	hermoso
guzel	bellos
guzel	linda
guzel	agradable
guzel	hermosos
botsvana	botsuana
lisan	idioma
lisan	idiomas
lisan	lenguaje
lisan	lengua
bakıyorum	buscando
bakıyorum	mirando
zorunluluk	obligación
zorunluluk	necesidad
kartlar	naipes
kartlar	tarjetas
kartlar	cartas
kartlar	baraja
seviyor	gustos
seviyor	ama
seviyor	gusta
seviyor	amores
siber	cibernético
siber	ciber
siber	cibernética
tercihi	preferencia
kaldırır	remueve
kaldırır	ascensores
kaldırır	quita
kaldırır	elevadores
kaldırır	elimina
epitel	epiteliales
diyalektik	dialéctica
bekar	bachiller
bekar	soltero
bekar	soltera
bekar	licenciatura
bekar	sencillo
bunalım	deprimido
bunalım	depresivo
bunalım	depresión
bunalım	deprimida
bunalım	deprimidos
deliller	evidencias
deliller	evidencia
deliller	pruebas
çamaşır	lavar
çamaşır	lavando
çamaşır	colada
çamaşır	lavado
çamaşır	lavadero
çamaşır	lavandería
pişman	pesar
pişman	lamentamos
pişman	lamentando
pişman	remordimientos
pişman	lamentos
pişman	lamenta
pişman	lamentar
pişman	arrepentimiento
ebedi	eterno
ebedi	eternos
ebedi	eterna
ebedi	eternas
ajans	agencia
limiti	limite
limiti	límite
limiti	limitar
anarşizm	anarquismo
metan	metano
kaybolmuş	desaparecido
kaybolmuş	desaparecidos
kaybolmuş	desapareció
kaybolmuş	perdidos
kaybolmuş	desaparecida
kaybolmuş	perdidas
kaybolmuş	perdido
kaybolmuş	perdida
kaybolmuş	perdió
kazanın	gano
