और	ve
अनूठा	benzersiz
पहेली	yapboz
पहेली	muamma
पहेली	bilmece
पहेली	bulmacaları
पहेली	bulmaca
चादर	şal
चादर	çarşaf
चादर	levha
चादर	yaprak
एथिलीन	etilen
सेकेंड	saniyeler
सेकेंड	ikinci
सेकेंड	ikincisi
सेकेंड	saniye
आयताकार	dikdörtgen
प्रस्तावना	tanıtım
प्रस्तावना	giriş
लावा	lav
बाधाओं	engelleri
बाधाओं	bariyer
बाधाओं	engeller
माइग्रेन	migren
परिधान	kostüm
परिधान	kostümleri
परिधान	gelinlik
परिधान	kostümler
परिधान	elbise
परिधान	giysi
परिधान	giyim
गोलीबारी	çekim
गोलीबारी	atış
गोलीबारी	çatışma
जग	dünya
जग	dunya
जग	jaguar
पम्प	pompa
मातृ	annelik
नाल	nal
पवित्रता	kutsallık
पवित्रता	saflık
लाभप्रद	karlı
लाभप्रद	kârlı
लाभप्रद	kazançlı
श्रेष्ठता	üstünlük
मुलाक़ात	takılma
सीढ़ी	merdiven
प्रतिकृति	kopyaları
प्रतिकृति	şablon
प्रतिकृति	desen
घराने	türler
ताड़	avuç
ताड़	palmiye
सीटी	islık
सीटी	düdüğü
सीटी	düdük
सिरदर्द	başağrısı
कट्टर	kuduz
कट्टर	dogmatik
उपनिवेशवाद	koloni
उपनिवेशवाद	kolonisi
सैंडविच	sandviç
चिप्स	çip
चिप्स	cips
चिप्स	fiş
गुड़	pekmez
चन्द	arayanlar
उद्योगपति	sanayici
विधियां	yöntemler
विधियां	yöntemleri
बिखरे	dağınık
बिखरे	dağılmış
शैतान	şeytan
नैनोट्यूब	nanotüp
शीट	levhalar
शीट	çarşaf
शीट	levha
शीट	yaprak
उद्धार	kurtarma
पैकेजिंग	paketleme
पैकेजिंग	ambalaj
म्यूनिख	münih
शरीफ	şerif
बिस्तर	yatak
दोहराया	tekrarlanan
बोल्ट	sürgülü
गुम्बद	kubbe
गुम्बद	kubbeler
सेवानिवृत्ति	emeklilik
सेवानिवृत्ति	emekli
जश्न	kutlama
जश्न	kutlamaları
जश्न	kutlamalar
नोबल	soylu
नोबल	asil
लहरों	dalga
लहरों	dalgalar
अस्थिरता	dengesizlik
अस्थिरता	istikrarsızlık
संग्रहीत	arşivlenmiş
सीसा	kurşun
कंकाल	iskelet
नाइट्राइट	nitrat
तांबे	bakır
समतुल्य	eşdeğer
जिन्ना	cinnah
भ्रामक	yanıltıcı
संभावनाओं	olasılıklar
संभावनाओं	olasılıkları
संभावनाओं	olasılık
संभावनाओं	olanaklar
संभावनाओं	ihtimaller
केक	pasta
केक	kek
जिज्ञासा	merakla
जिज्ञासा	meraktan
जिज्ञासा	merak
अन्याय	adaletsizlik
अन्याय	zulüm
अन्याय	haksızlık
अनुसूची	program
अनुसूची	zamanlama
अनुसूची	plan
अनुसूची	programı
अनुसूची	planla
एनिमेशन	canlandırma
एनिमेशन	animasyonlar
एनिमेशन	animasyon
देखो	bak
इंतजार	bekle
इंतजार	bekleyin
हिम्मत	cüret
हिम्मत	cesaret
प्रमाणपत्र	belgesi
प्रमाणपत्र	sertifikaları
प्रमाणपत्र	sertifikası
प्रमाणपत्र	sertifika
सांकेतिक	sembolik
असमानता	eşitsizlik
आमदनी	gelir
टिन	teneke
चारा	yem
घनी	kalin
घनी	kalın
जनजातीय	kabile
सोर्स	kaynağı
सोर्स	kaynak
पीर	akran
विश्लेषक	analisti
विश्लेषक	analist
बाजरा	darı
इच्छाओं	arzular
रिश्तों	ilişki
रिश्तों	ilişkileri
रिश्तों	ilişkiler
संन्यास	emeklilik
संन्यास	emekli
पुनर्वास	rehabilitasyon
पुनर्वास	islah
प्रोसेसर	işlemci
स्ट्रीम	akım
स्ट्रीम	akımı
स्ट्रीम	irmaklar
स्ट्रीम	akış
स्ट्रीम	irmak
स्ट्रीम	dere
वक्तव्य	ifade
वक्तव्य	beyan
मुमताज़	mümtaz
कृत्यों	işlevleri
अचार	turşu
प्रदाताओं	sağlayıcıları
फेंकने	fırlatmak
फेंकने	atmak
शर्तें	şartlar
शर्तें	koşullar
शर्तें	koşul
शर्तें	koşulları
शर्तें	şartları
मॉड्यूल	modülleri
मॉड्यूल	modülü
मॉड्यूल	modül
हिरण	geyik
पिकनिक	piknik
ईसाइयों	hristiyanlar
ईसाइयों	hıristiyanlar
ईसाइयों	hıristiyan
ईसाइयों	hristiyan
सईद	said
प्रेषित	gönderildi
प्रेषित	gönderilen
प्रेषित	gönderilmiş
प्रेषित	gönderdi
ज़िन्दगी	yaşam
ज़िन्दगी	ömür
ज़िन्दगी	hayat
बॉय	çocuk
बॉय	cocuk
बॉय	evlat
अपघटन	bozulma
अपघटन	çürüme
संवेदी	duyu
संवेदी	duyusal
स्वार्थ	bencillik
तपेदिक	tüberküloz
वीजा	vize
बैनर	sancak
बैनर	bayraklar
बैनर	pankartları
बैनर	afiş
बैनर	başlıklar
बुजुर्ग	yaşlılar
बुजुर्ग	yaşlılık
बुजुर्ग	yaşlı
वेदी	sunak
उत्साहित	heyecanla
उत्साहित	heyecanlıyım
उत्साहित	heyecanlı
प्रलय	felaketler
प्रलय	afet
प्रलय	felaket
प्रलय	facia
रिले	röle
चुनौतियों	zorluklar
हालात	durum
भैंस	bufalo
महाद्वीपों	kıta
समाचारपत्र	gazete
साम्य	benzerlik
साम्य	benzerliği
संतोषजनक	tatmin
रनवे	pisti
रनवे	pist
सफ़र	seyahat
सफ़र	yolculuk
मनोरोग	psikiyatri
मनोरोग	psikiyatrik
खींचा	çizmiş
खींचा	çekti
खींचा	çizdim
खींचा	çizdi
सल्फर	sülfür
स्क्वैश	kabak
लॉक	kilitli
लॉक	kilit
लॉक	kilitleme
डाकू	soyguncusu
डाकू	soyguncu
डाकू	kanunsuz
डाकू	hırsız
डाकू	haydut
पीएचडी	doktora
फ़ुटबॉल	futbol
बांस	bambu
सहिष्णुता	tolerans
सहिष्णुता	hoşgörü
परिपक्वता	olgunluk
परिपक्वता	olgun
पूज्य	saygıdeğer
पूज्य	muhterem
निरंतरता	sürdürülebilirlik
निरंतरता	devamlılık
हिरासत	velayet
सांप्रदायिक	toplumsal
लड़	dövüşmek
लड़	dövüş
लड़	mücadele
लड़	kavga
गुणात्मक	nitel
बौना	cüce
रेखाचित्र	grafikler
रेखाचित्र	çizim
रेखाचित्र	resim
स्वदेश	ulus
सुपरमैन	süpermen
बुल	boğa
धब्बे	yamalar
धब्बे	noktalar
अमूल्य	biçilmez
पीढी	nesli
पीढी	kuşak
पीढी	nesil
माउस	fare
क्राउन	tacı
क्राउन	taç
साड़ी	sarım
बहुमुखी	çoklu
बहुमुखी	yönlü
पहियों	çark
पहियों	tekerlekler
पहियों	tekerlek
स्पीयर्स	mızrak
बहू	gelin
वेबसाइटों	siteler
वेबसाइटों	siteleri
छठा	altıncı
मातृभूमि	anavatan
मातृभूमि	vatan
मशीनें	makine
मशीनें	makinalar
मशीनें	makineler
मशीनें	makina
पनडुब्बी	denizaltı
मुखर	vokal
काउंटर	karşı
काउंटर	tezgah
पूर्णांक	tamsayı
बचना	kaçının
शौक	hobi
निचला	aşağı
निचला	alt
वानर	maymun
नौकर	hizmetli
नौकर	hizmetçi
नौकर	uşak
अफगान	afgan
उदासीन	nostalji
उदासीन	nostaljik
राजमहल	sarayı
राजमहल	saray
बसों	otobüsler
बसों	otobüs
अर्थहीन	anlamsız
सतहों	yüzeyleri
सतहों	yüzey
रसेल	russel
संगीतमय	müzikal
टिक	tik
टिक	kene
क्राइस्ट	isa
अनुप्रस्थ	enine
प्रायोजक	sponsoru
प्रायोजक	sponsor
ब्रिगेड	tugay
पॉलिसी	politikası
पॉलिसी	ilke
पॉलिसी	politikamız
पॉलिसी	poliçe
पॉलिसी	politika
दस्त	ishal
कलाई	bilek
संभोग	ilişki
दाखिल	dosyalama
वेल्श	galli
वेल्श	galler
ग्रंथियों	bezleri
ट्रैफिक	trafik
सिखाया	öğretti
खंडहर	enkaz
खंडहर	kalıntılar
खंडहर	harabe
कर्क	yengeç
कर्क	kanser
प्रेरण	indüksiyon
लेज़र	lazer
बाइबल	incili
बाइबल	incil
क्रमांक	numara
क्रमांक	numarası
क्रमांक	rakam
क्रमांक	sayı
धक्का	it
आविष्कारक	mucitler
आविष्कारक	mucit
गोपनीय	sır
गोपनीय	gizli
गोपनीय	şifrelenmiş
गोपनीय	şifreli
गोपनीय	gizlidir
प्रेत	zombi
स्थलीय	karasal
सप्ताहांत	haftasonu
सप्ताहांत	haftasonları
कब्रिस्तान	mezarlıkta
कब्रिस्तान	mezarlığı
कब्रिस्तान	mezarlıklar
कब्रिस्तान	mezarlık
बुल्गारिया	bulgaristan
पासपोर्ट	pasaport
पासपोर्ट	pasaportu
प्रज्ञा	zeka
प्रज्ञा	zekâ
प्रज्ञा	istihbarat
बेशक	gerçekten
बेशक	hakikaten
आइसलैंड	izlanda
प्रमाणीकरण	doğrulama
ब्लाक	engelleme
ब्लाक	blok
ब्लाक	engelle
सत्यापन	doğrulaması
सत्यापन	doğrulama
सत्यापन	doğrula
रेशों	ipek
लॉन्च	fırlatma
लॉन्च	başlattı
लॉन्च	başlat
लॉन्च	kalkış
बीट	alt
इमेजिंग	görüntüleme
डिस्ट्रिक्ट	semt
डिस्ट्रिक्ट	ilçesi
डिस्ट्रिक्ट	bölge
डिस्ट्रिक्ट	ilçe
डिस्ट्रिक्ट	bahşı
काठमांडू	katmandu
सीखना	öğreniyor
सीखना	öğrenim
सीखना	öğrenme
सीखना	öğrenmek
वेश	giyinmiş
वेश	giyinik
डॉक्टरों	doktorları
डॉक्टरों	doktorlar
पक्का	elbette
पक्का	tabi
गला	boynu
गला	gırtlak
गला	boyun
गला	boğaz
गला	boynun
सुगमता	erişilebilirlik
निद्रा	uyku
निद्रा	uyumak
निद्रा	uyu
बहाने	bahane
बहाने	bahaneler
एक्सप्लोरर	kaşif
छल	taciz
बिज़नेस	iş
बिज़नेस	ticaret
बिज़नेस	işletme
प्रतिबद्ध	işledi
कॉलोनी	koloni
कॉलोनी	kolonisi
आवंटन	tahsis
हुमायूँ	hümâyûn
अनोखा	eşsiz
अनोखा	tekil
अनोखा	roman
अनोखा	benzersiz
रिएक्टर	reaktör
कपाल	kafatası
श्रोता	dinleyiciler
श्रोता	dinleyen
श्रोता	dinleyici
श्रोता	izleyici
श्रोता	seyirci
कॉमन	yaygın
आपेक्षिकता	görelilik
प्याज	soğan
प्याज	soğanlı
असीमित	sınırsız
असीमित	sonsuz
बग	hatalar
बग	böcekler
बग	böcek
बग	hata
मॉस्को	moskova
बूटी	ganimet
हिमानी	buzul
हिमानी	himalayalar
मेहमान	misafirler
मेहमान	misafir
मेहमान	konuk
मेहमान	konuklar
जहर	zehirli
जहर	zehir
मगरमच्छ	timsah
गतिज	kinetik
वेनिस	venedik
खांसी	öksürük
पिंडों	külçeler
संख्याएँ	sayılar
संख्याएँ	numaralar
संख्याएँ	rakamlar
संख्याएँ	numaraları
सुगंध	kokular
सरकारें	hükümetler
अहंकार	egosu
ठेठ	tipik
फ़ोर्स	kuvvet
फ़ोर्स	zorla
फ़ोर्स	güç
मोरक्को	fas
छड़ी	çubuk
छड़ी	sopa
दाम	fiyat
दाम	fiyatı
दाम	bedel
नहरें	nehirler
नहरें	kanal
नहरें	nehirleri
नहरें	kanalı
हमलावर	saldırganlar
सराहा	takdir
लैंडिंग	iniş
नाविक	kılavuz
नाविक	denizci
स्थायित्व	dayanıklılık
स्थायित्व	sıralamaları
साम्यवाद	komünizm
पैमाना	kapsamı
पैमाना	ölçeği
पैमाना	ölçek
पैमाना	ölçekli
तंबाकू	tütün
चिड़िया	kuş
चिड़िया	kus
पराग	polen
प्री	öncesi
प्री	önceden
कफ	kelepçe
मैथुन	cinsellik
मैथुन	seks
मैथुन	ilişki
ग्राफिक्स	grafik
पराबैंगनी	ultraviyole
ताम्र	bakır
अनुपस्थित	eksik
अनुपस्थित	kayıp
लार	tükürük
लार	salya
सुनहरे	sarı
सुनहरे	sarışın
आगंतुक	katılımcı
आगंतुक	ziyaretçi
फ़ॉर्मूला	mama
फ़ॉर्मूला	formül
चीज़ें	seyler
चीज़ें	şeyler
ग्राफिक	grafik
लूप	döngü
लूप	döngüsü
फिल्माया	çekilen
फिल्माया	filme
सम्मिश्रण	harmanlama
चम्मच	kaşık
दुकानें	dükkanlar
दुकानें	mağazaları
दुकानें	mağazalar
अनुपयुक्त	kullanılmayan
अनुपयुक्त	kullanılmamış
विरोधाभास	paradoks
विरोधाभास	çelişki
जैम	reçel
चेयरमैन	başkan
चेयरमैन	baskan
रिश्तेदार	akraba
रिश्तेदार	akrabası
रिश्तेदार	akrabalar
रिश्तेदार	akrabaları
रिश्तेदार	göreceli
कचरा	çöpler
कचरा	çöp
कचरा	çöplük
थैली	torba
थैली	kese
प्रतियोगियों	yarışmacılar
प्रतियोगियों	rakip
स्प्रिंग	bahar
स्प्रिंग	ilkbahar
स्प्रिंग	yay
जाली	kafes
दैवी	kâhin
दैवी	kahin
दैवी	ilahi
साइबर	siber
ग़रीब	fakir
ग़रीब	zavallı
ग़रीब	yoksul
छात्रवृत्ति	burs
छात्रवृत्ति	bursu
छात्रवृत्ति	burslu
विषैले	zehirli
लिखें	beste
लिखें	yazma
लिखें	yaz
लिखें	yanık
लिखें	yansın
लिखें	yanar
लिखें	yazın
लिखें	yak
लिखें	yan
सोडा	gazoz
हुकूमत	hakimiyet
हुकूमत	krallık
हुकूमत	egemenlik
हुकूमत	hükmetmek
डॉक्टरेट	doktora
विला	villalar
सटीकता	doğruluk
सटीकता	doğruluğu
कोला	kola
प्रतिजन	antijen
अदालतों	mahkemeler
अदालतों	mahkeme
चोंच	gaga
प्लेटों	tabak
प्लेटों	tabaklar
प्लेटों	levhalar
प्लेटों	plaka
प्लेटों	plakası
प्रमाणन	sertifika
मिटा	sil
दुखी	üzücü
दुखी	perişan
दुखी	sefil
दुखी	hüzünlü
दुखी	hüzün
दुखी	üzgün
न्यूट्रॉन	nötron
निरीक्षक	gözcü
निरीक्षक	gözlemci
अल्फ़ा	alfa
सावधान	ihtiyatlı
सावधान	tedbirli
गियर	vites
गियर	dişli
राजतंत्र	monarşi
अंडाकार	eliptik
सर्कस	sirk
अल्बानिया	arnavutluk
हीलियम	helyum
बादाम	badem
कगार	çıkıntı
निष्कर्षों	bulgular
प्राचल	parametre
कामकाज	işleyen
पृथक्करण	tazminat
पृथक्करण	ayrımcılık
अंडा	yumurtalı
अंडा	yumurta
एलर्जी	alerjisi
एलर्जी	alerji
माइक्रो	mikro
वर्दी	forma
वर्दी	üniformalı
वर्दी	üniformalar
वर्दी	üniformaları
वर्दी	üniforma
उत्कृष्टता	mükemmellik
सूर्यास्त	günbatımı
ताँबा	bakır
ऐश	kül
ऐश	küller
ऐश	kul
कैलोरी	kalori
कैलोरी	çal
ईमानदारी	samimiyet
ईमानदारी	dürüstlük
मताधिकार	imtiyaz
वृत्ताकार	yuvarlak
वृत्ताकार	dairesel
निर्वासित	kanunsuz
निर्वासित	haydut
सरस	sulu
स्ट्रिंग	telli
स्ट्रिंग	dize
स्ट्रिंग	dizge
स्ट्रिंग	ip
स्फटिक	kuvars
बुनाई	dokuma
बुनाई	örgü
विवाहित	evli
विवाहित	evlendi
ईद	bayram
मांसाहारी	etobur
पाँव	ayakları
पाँव	ayak
पाँव	ayaklar
द्वेष	nefret
द्वेष	kin
कॉलम	sütunları
कॉलम	kol
कॉलम	köşe
कॉलम	sütun
समस्थानिक	izotop
कहावत	atasözü
समष्टि	boşluk
समष्टि	uzayı
समष्टि	uzay
दुर्घटनाओं	kazalar
दुर्घटनाओं	kaza
दुर्घटनाओं	kazaları
शायरी	şiir
शायरी	şiirler
टेलीग्राफ	telgraf
प्रत्याशी	aday
आवेग	dürtü
अध्यात्म	maneviyat
सचेत	bilinçli
सुनी	dinledim
सुनी	dinledi
किशोरों	gençleri
किशोरों	gençler
धर्मार्थ	sadaka
पारा	merkür
पारा	cıva
धोखे	kandırılmış
पेंट	boya
पेंट	boyama
निदेशालय	müdürlüğü
सोन	oğul
सोन	oğlum
सोन	evlat
नीलामी	müzayede
पट्टे	kiralama
ब्रह्मचर्य	bekarlık
विरल	nadir
विरल	seyrek
विरल	ender
पिया	içti
पिया	içtim
आयामी	boyutlu
काव्यशास्त्र	poetika
पोर्टफोलियो	portföy
नवाचार	yenilikler
नवाचार	yenilik
डायमंड	elmas
डायमंड	pırlanta
महंगी	pahalıdır
महंगी	pahalı
तर्कसंगत	akılcı
पीना	içecek
पीना	içki
पीना	içme
पीना	içiyor
पीना	içmek
पीना	iç
स्ट्रिप	şerit
स्ट्रिप	striptiz
स्ट्रिप	soyun
संलयन	füzyon
वर्जिन	bakire
वर्जिन	bakir
चक्रों	çakra
मुहाफ़ज़ाह	ili
प्रोसेसिंग	işlem
प्रोसेसिंग	işleme
प्रोसेसिंग	işlenmesi
अवस्थिति	konumu
अवस्थिति	konumları
अवस्थिति	yer
अवस्थिति	yerleri
अवस्थिति	mekanlar
अवस्थिति	yerleştirme
अवस्थिति	yeri
अवस्थिति	konum
अवस्थिति	yerler
अवस्थिति	konumlar
वार्मिंग	isınma
मार्गदर्शक	kılavuzu
मार्गदर्शक	rehberi
मार्गदर्शक	kılavuz
मार्गदर्शक	rehber
मार्गदर्शक	rehberlik
विभिन्नता	varyasyon
ढोल	davul
ढोल	bateri
अवकल	diferansiyel
राजसी	heybetli
राजसी	görkemli
टिकाऊ	sürdürülebilir
टिकाऊ	dayanıklı
क्रोमियम	krom
लेखनी	kalem
अखबारों	gazete
अखबारों	gazeteler
मध्यस्थता	arabulucu
मध्यस्थता	aracılık
मध्यस्थता	arabuluculuk
मध्यस्थता	hakemlik
किक	tekme
आयोडाइड	iyodür
धड़कन	dayak
धड़कन	alt
छल्ले	yüzükler
छल्ले	halkalar
छल्ले	yüzük
छल्ले	halka
क्रेन	turna
क्रेन	vinç
आखरी	son
आखरी	sonuncu
आखरी	sonuncusu
क्षेत्ररक्षण	yüzbaşı
क्षेत्ररक्षण	kaptan
लिली	zambak
बेली	karnı
बेली	göbeği
बेली	göbek
मॉनिटर	ekran
मॉनिटर	monitör
कोक	kokain
कोक	kola
कोक	cola
करुणा	kibarlık
करुणा	nezaket
करुणा	iyilik
मुठभेड़	karşılaşma
अकसर	sıklıkla
अकसर	sıkça
मशरूम	mantarlar
मशरूम	mantar
मशरूम	mantarlı
शांतिपूर्ण	huzur
शांतिपूर्ण	barışçıl
शांतिपूर्ण	huzurlu
फ्लू	nezle
फ्लू	grip
नरक	cehennem
ट्री	ağaç
बेलन	silindir
बोलना	konuşan
अवरोधित	engellendi
अवरोधित	engellenmiş
आत्मविश्वास	özgüven
आत्मविश्वास	güven
आत्मविश्वास	emin
लापता	eksik
लापता	kayıp
नूर	nur
कंटेनर	kap
कंटेनर	konteynır
कंटेनर	konteyner
दुश्मनों	düşman
दुश्मनों	düşmanlar
वाइड	geniş
फर्नीचर	mobilya
फर्नीचर	mobilyalar
वारिस	varisi
वारिस	varis
वारिस	mirasçı
वारिस	vâris
आधुनिकीकरण	modernize
आधुनिकीकरण	modernizasyon
परिवर्तनशील	değişken
मच्छर	sivrisinek
अनजान	bilinmeyen
अनजान	bilinmiyor
ग्रांट	hibe
मैग्नीशियम	magnezyum
सनी	güneşli
प्लेटफॉर्म	platformu
भावुक	duygusal
कैन	kabil
घोटाला	dolandırıcılık
घोटाला	skandal
घोटाला	dümen
रक्षात्मक	savunma
मिस्री	mısırlı
मिस्री	mısır
ईर्ष्या	kıskanç
ईर्ष्या	kıskançlık
ईर्ष्या	gıpta
मेडल	madalya
मेडल	madalyası
समरूप	homojen
गायों	inekler
गायों	inek
जैज़	caz
गायकों	şarkıcılar
गायकों	şarkı
ओक	meşe
बैच	toplu
उड़ा	darbe
किनारा	sınırları
किनारा	yanları
किनारा	taraf
किनारा	sınır
किनारा	kenar
किनारा	sınırlar
किनारा	taraflar
बुर्ज	kule
बुर्ज	kulesi
वुड	ahşap
वुड	ağaç
वुड	tahta
वुड	odun
बंदरगाहों	liman
बंदरगाहों	iskele
अलेक्जेंडर	iskender
परिमित	sonlu
परिमित	sınırlı
वर्षगांठ	yıldönümü
मटर	bezelye
आर्किटेक्चर	mimarlık
आर्किटेक्चर	mimari
आर्किटेक्चर	mimarisi
फैक्ट्री	fabrikası
फैक्ट्री	fabrikada
फैक्ट्री	fabrika
वॉर्स	savaşları
वॉर्स	savaşlar
वायरल	virüs
एडवेंचर	macera
अनुग्रह	zarafet
घंटी	can
घंटी	çan
घंटी	zil
दोहन	koşum
प्लान	plân
प्लान	planı
प्लान	planla
खिंचाव	gerilme
माफी	bağışlama
माफी	af
माफी	affetmek
प्रणाम	saygılar
दंगों	isyanlar
दौलत	servet
दौलत	zenginlik
बर्गर	burger
बर्गर	hamburger
बेहोश	bayıldı
बेहोश	baygın
बेहोश	bilinçsiz
वर्ड	kelime
वर्ड	söz
वर्ड	kelimesi
वर्ड	laf
वर्ड	sözcük
प्रभार	hücum
प्रभार	şarj
प्रभार	suçlama
जुलूस	alayı
बांसुरी	flüt
दिशानिर्देश	kuralları
दिशानिर्देश	talimatlar
दिशानिर्देश	kurallar
दिशानिर्देश	tarif
माननीय	onurlu
माननीय	şerefli
बधाई	tebrikler
बधाई	selamlar
बधाई	kutlarım
सत्तर	yetmiş
हॉस्पिटल	hastane
हॉस्पिटल	hastahane
प्रांगण	avlu
हिंदुस्तानी	hindu
त्यागपत्र	istifa
फास्फेट	fosfat
नीलम	safir
जलसन्धि	boğazı
जलसन्धि	boğaz
उठी	büyüttü
पोर्टेबल	taşınabilir
पोर्टेबल	portatif
स्विंग	salla
स्विंग	salıncak
जेड	yeşim
हार्बर	liman
सत्कार	eğlenmek
टिप्पणियाँ	yorum
टिप्पणियाँ	yorumlar
टिप्पणियाँ	yorumları
प्रिंटर	yazıcı
प्रिंटर	yazıcılar
गिरी	düştü
गिरी	düştüm
गिरी	düşmüş
फुल	ful
फुल	dolu
फुल	tam
जागरूक	farkında
अनिश्चितता	belirsizlik
अस्सी	seksen
आंद्रे	andre
अनोखी	garip
अनोखी	acayip
अनोखी	tuhaf
विषयवस्तु	içerikler
विषयवस्तु	içeriğe
विषयवस्तु	içeriği
विषयवस्तु	içerik
विषयवस्तु	içindekiler
विषयवस्तु	temalar
सूरीनाम	surinam
एजेंटों	ajan
एजेंटों	ajanlar
प्रेमियों	sevenler
प्रेमियों	sevgililer
प्रेमियों	aşıklar
प्रेमियों	sevgili
आनुवंशिकी	genetik
हथेली	avuç
हथेली	palmiye
दाग	lekeleri
दाग	lekeler
दाग	leke
अज़ाब	azap
बटालियन	tabur
बटालियन	taburu
खिलजी	halaci
गुस्से	sinir
गुस्से	kızgınlık
गुस्से	öfke
लगन	ithaf
चाकू	bıçak
परिवर्तनीय	değişkenleri
परिवर्तनीय	değişebilir
परिवर्तनीय	değişken
परिवर्तनीय	değiştirilebilir
मज्जा	ilik
मज्जा	iliği
निर्दोष	masum
उज़बेक	özbek
पिछला	sonuncu
पिछला	son
पिछला	önceki
पिछला	sonuncusu
झुंड	sürü
प्रसाधन	kaynaklar
प्रसाधन	kaynakları
प्रसाधन	kaynak
प्रसाधन	tuvalet
ईमानदार	candan
ईमानदार	dürüstçe
ईमानदार	dürüst
ईमानदार	içten
ईमानदार	vicdani
ईमानदार	samimi
जोस	jose
जोस	josé
मल्टी	çoklu
अंकीय	haneli
अंकीय	hane
अंकीय	sayısal
अंकीय	rakam
असेम्बली	toplanma
असेम्बली	meclisi
असेम्बली	montaj
भिक्षुओं	rahipler
भिक्षुओं	keşişler
लड़ी	iplik
कानों	kulakların
कानों	kulakları
कानों	kulaklar
चांसलर	şansölye
अहसास	hissetmek
अहसास	his
अहसास	hissediyorum
अहसास	duygu
अहसास	hissediyor
अस्थाई	geçici
तबाह	kalıntılar
तबाह	harabe
तबाह	yıkıldı
तबाह	harap
तबाह	yıkılmış
योद्धाओं	savaşçılar
योद्धाओं	savaşçı
कलाकृति	şaheser
कलाकृति	başyapıt
नाइजीरिया	nijerya
थ्रिलर	gerilim
बेलनाकार	silindirik
रहो	kal
रहो	kalın
ट्रैकिंग	izleme
ट्रैकिंग	takip
गिद्ध	akbaba
पोस्टर	poster
पोस्टर	posterler
पोस्टर	afiş
छात्रावास	yurt
उंगलियों	parmak
उंगलियों	parmaklar
उंगलियों	parmakları
चॉकलेट	çikolatalı
चॉकलेट	çikolata
राइफल	tüfek
मेक	yap
बल्ले	yarasa
बल्ले	sopa
स्थलाकृति	topografya
सुन्दरता	güzellik
अंतरिम	geçici
शेल	kabuğu
शेल	kabukları
शेल	kabuk
सू	dava
सू	çoook
रसोई	mutfak
वाक	konusma
वाक	konuşma
चिकित्सालय	hastane
चिकित्सालय	hastahane
फंस	kapana
चट्टानें	kaya
चट्टानें	kayalar
चट्टानें	taş
चट्टानें	taşlar
तीतर	keklik
चतुर	zeki
चतुर	akıllıca
चतुर	zekice
चतुर	akıllı
अस्वीकृत	reddetti
अस्वीकृत	reddetmek
अस्वीकृत	inkar
अस्वीकृत	reddedildi
अस्वीकृत	reddetme
अस्वीकृत	reddedilmiş
सजातीय	homojen
परिवर्तक	değiştirici
परिवर्तक	dönüştürücü
कसम	yemin
किराया	kira
किराया	kiralık
किराया	kiralama
खिलौने	oyuncaklar
खिलौने	oyuncak
महीना	aylık
महीना	ay
रिपोर्टिंग	şikayet
रिपोर्टिंग	raporlama
नमकीन	tuzlu
प्लेग	veba
प्लेग	salgın
निजीकरण	kişiselleştirme
निजीकरण	özelleştirme
अज्ञान	cehalet
अज्ञान	cahillik
आर्द्र	nemli
नबी	peygamber
परी	meleğim
परी	melek
परी	peri
कीचड़	çamur
कीचड़	çamurlu
छुपा	gizle
छुपा	gizlenmiş
छुपा	gizlemek
छुपा	sakla
छुपा	gizli
छुपा	saklı
छुपा	gizlendi
डिफ़ॉल्ट	öntanımlı
डिफ़ॉल्ट	varsayılan
ड्राफ्ट	taslağı
ड्राफ्ट	cereyan
ड्राफ्ट	taslak
राइस	pirinç
राइस	pilav
रेफरी	hakem
साहसी	cesur
साहसी	maceracı
साहसी	cesaretli
ताज़ा	taze
ताज़ा	ferahlatıcı
ताज़ा	canlandırıcı
उपेक्षित	gözardı
उपेक्षित	ihmal
उपेक्षित	görmezden
ज़िंदगी	yaşam
ज़िंदगी	ömür
ज़िंदगी	hayat
दरें	oranları
दरें	fiyatlar
दरें	ücretler
पेशेवरों	profesyonel
पेशेवरों	profesyoneller
धूमकेतु	kuyruklu
मिश्रधातु	alaşım
आइटम	eşyalar
आइटम	ürünler
आइटम	ürün
आइटम	öğe
क्षणिक	geçici
क्षणिक	anlık
वेदना	melankolik
वेदना	hüzün
दुर्गम	kaynar
कारीगरी	işçilik
फॉर्मेट	biçim
फॉर्मेट	formatı
फॉर्मेट	biçimi
फेस	yüzün
फेस	yüz
फेस	yüzünü
फेस	yüzü
कस्तूरी	misk
पांव	ayakları
पांव	ayak
पांव	ayaklar
छड़	çubuklar
मीट्रिक	ölçüm
मीट्रिक	ölçümleri
मीट्रिक	metrik
मीट्रिक	ölçümler
बांग्लादेशी	bangladeş
डिज़ाइनर	tasarımcı
डिज़ाइनर	tasarım
डिज़ाइनर	tasarımcısı
क्रीड़ा	spor
क्रीड़ा	sporlar
एकाग्रता	konsantrasyonları
एकाग्रता	konsantre
एकाग्रता	toplama
एकाग्रता	konsantrasyon
ईकाई	ünite
ईकाई	birim
ईकाई	birlik
भतीजे	yeğen
भतीजे	yeğeni
भतीजे	yeğenleri
विधिवत	hakkıyla
कुंभ	kova
संभाव्यता	olasılık
दंगे	isyanlar
अपर	üst
स्तनधारियों	memeli
स्तनधारियों	memeliler
संकेतक	imleç
स्पष्टता	açıklık
तंजानिया	tanzanya
