日本	japonya
シリンダー	silindir
ノード	düğümü
ノード	düğümler
ノード	düğüm
ベラルーシ	rusya
ドミニカ	dominik
ドミニカ	dominika
硫酸	sülfat
マルタ	malta
ゾウ	fil
ゾウ	filler
ゾウ	file
ゾウ	filim
ゾウ	fili
呪文	büyü
カザフスタン	kazakistan
群れ	sürü
カイロ	kahire
損害賠償	tazminat
損害賠償	zarar
損害賠償	hasar
くるみ	ceviz
不具合	hatalar
不具合	böcekler
不具合	böcek
不具合	hata
メロン	karpuz
メロン	kavun
男の子	evlat
男の子	cocuklar
男の子	oğlanlar
男の子	gençler
男の子	çocuk
男の子	cocuk
男の子	çocuklar
サバ	uskumru
おおよそ	kabaca
おおよそ	yaklaşık
フィット	uygun
面白い	komik
面白い	enteresan
面白い	ilginç
アクセント	aksanı
アクセント	aksan
クロウ	karga
丁寧	nazik
丁寧	kibarlık
丁寧	kibar
驚異	harikalar
驚異	mucizeler
パケット	paketleri
パケット	paketler
未定	belki
三日月	hilal
子音	ünsüz
保護者	aileler
保護者	ebeveynler
保護者	ebeveyn
指輪	halkalar
指輪	yüzükler
指輪	yüzük
指輪	halka
ホールド	tutun
ホールド	tut
証明書	belgesi
証明書	sertifikaları
証明書	sertifikası
証明書	sertifika
ボウル	kase
ボウル	kâse
競泳	yüzmek
競泳	cankurtaran
競泳	yüzücü
競泳	yüzme
競泳	yüzücüler
クローバー	yonca
過半数	çoğunluk
過半数	çoğunluğu
経理	muhasebe
硫黄	sülfür
卸売	toptan
卸売	toptancılar
預金	tasarruf
預金	yatır
捕食	av
捕食	yırtıcı
ヘルメット	kask
ヘルメット	miğfer
スパーク	kıvılcım
発作	nöbetler
発作	nöbet
抽象	soyut
抽象	özet
スルー	aracılığıyla
スルー	yoluyla
スルー	geçerek
穏やか	nazik
穏やか	kibar
フィリップス	philips
ケニア	kenya
寄生	parazit
寄生	asalak
資本主義	kapitalizm
意匠	dizayn
意匠	tasarım
弾道	yörünge
弾道	balistik
デフォルト	öntanımlı
デフォルト	varsayılan
ベット	bahisleri
ベット	bahis
ベット	bahisler
ベット	iddaa
ベット	bahse
ソープ	sabunu
ソープ	sabun
スチール	çelik
茶色	esmer
茶色	kahverengi
茶色	kumral
解像度	çözünürlük
解像度	çözüm
解像度	kararlar
解像度	kararları
デュオ	ikili
リビア	libya
ジェネレーション	nesli
ジェネレーション	kuşak
ジェネレーション	nesil
ランス	mızrak
支配人	menajer
支配人	yönetici
支配人	müdür
支配人	yöneticisi
クリニック	klinik
クリニック	klinikler
キッチン	mutfak
レイプ	tecavüz
真珠	inciler
真珠	inci
赤外線	kızılötesi
スカート	etek
醤油	soya
チャリティー	sadaka
職場	işyeri
ウェルズ	kuyu
隕石	meteor
隕石	göktaşı
岩石	kaya
岩石	kayalar
岩石	taş
岩石	taşlar
買う	satın
買う	alım
投げる	at
投げる	atın
盗賊	eşkıya
盗賊	hırsızlar
盗賊	haydutlar
盗賊	soyguncular
盗賊	haydut
親戚	akraba
親戚	akrabası
親戚	akrabalar
親戚	akrabaları
親戚	göreceli
乱れ	türbülans
羽根	tüy
イルカ	yunus
イルカ	yunuslar
アンサンブル	topluluk
アンサンブル	topluluğu
かご	sepet
かご	sepeti
孤児	öksüz
孤児	yetimler
孤児	yetim
ホープ	ümit
ホープ	umut
皮肉	iğneleme
皮肉	ironik
皮肉	ironi
皮肉	alay
テクニカル	teknik
書記官	katip
書記官	memur
拷問	eziyet
拷問	işkence
吸血鬼	vampir
清掃	temizlik
清掃	temizleme
排水	drenaj
プロトタイプ	prototip
プロトタイプ	prototipi
プロトタイプ	prototipleme
ウリ	karpuz
ウリ	kavun
天候	hava
却下	reddetmek
却下	reddetti
却下	reddedildi
却下	düşüş
却下	reddetme
却下	reddedilmiş
スローガン	sloganlar
湿地	sulak
肯定	olumlu
挑発	provokasyon
挑発	tahrik
挑発	kışkırtma
バルカン	vulkan
バルカン	balkanlar
承諾	kabulü
承諾	kabul
承諾	rıza
添付	eki
添付	ekleri
添付	eklenti
添付	ekle
ポーズ	pozu
ポーズ	poz
ルック	bak
カルシウム	kalsiyum
克服	üstesinden
事由	gerekçesiyle
フランチャイズ	imtiyaz
調停	arabulucu
調停	aracılık
調停	uzlaşma
調停	arabuluculuk
ボウリング	bovling
コソボ	kosova
サビ	pas
おもちゃ	oyuncağı
おもちゃ	oyuncaklar
おもちゃ	oyuncak
イヴ	havva
毎時	saatlik
ポピュラー	sevilen
ポピュラー	popüler
鋼鉄	çelik
パンフレット	broşür
パンフレット	broşürler
メーター	metre
体積	hacim
体積	cilt
体積	ses
体積	hacmi
体積	sesi
組み立て	toplanma
組み立て	meclisi
組み立て	montaj
有名人	şöhret
有名人	ünlü
有名人	ünlülerin
有名人	ünlüler
経費	masrafları
経費	harcamalar
経費	giderler
経費	masraflar
経費	masraf
ハーバー	liman
ハーバー	limanı
ホリデー	bayram
ホリデー	tatil
超過	fazlalık
超過	aşırıya
超過	fazla
インテリア	içişleri
インテリア	iç
公使	bakanı
公使	bakanlar
公使	bakan
公使	bakanım
公使	bakanları
ジョッキー	jokey
キリスト教徒	hristiyanlar
キリスト教徒	hıristiyanlar
キリスト教徒	hıristiyan
キリスト教徒	hristiyan
リヴァプール	galatasaray
スコープ	kapsamı
カメ	kaplumbağalar
カメ	kaplumbağa
制裁	yaptırımlar
バックアップ	yedekleme
バックアップ	yedek
バックアップ	destek
スーダン	sudan
細い	zayıf
細い	ince
エキス	özü
エキス	çıkartır
キッズ	cocuklar
キッズ	çocuklar
メッツ	met
改宗	dönüştürülmüş
キティ	kedicik
キティ	pisi
キティ	kedi
ねじ	vida
バースト	patlamış
母方	annelik
警部補	komiser
警部補	teğmen
諸侯	efendiler
諸侯	lordlar
スキャンダル	skandal
テラス	teras
キプロス	kıbrıs
キプロス	kıbrıslı
ナイジェリア	nijerya
調和	ahenk
調和	uyum
調和	uyumu
笑う	gülen
笑う	gülün
笑う	gül
笑う	gülmek
笑う	gülme
笑う	gülüyor
笑う	kahkaha
アゼルバイジャン	azerbaycan
支出	harcamalar
支出	giderler
支出	harcamaları
マインド	akıl
マインド	zihin
知多	çita
ベオグラード	belgrad
元老院	senato
銘柄	markası
銘柄	marka
表彰台	istanbuldan
肺炎	zatürre
三角形	üçgen
クジラ	balina
クジラ	balinalar
叫び	çığlık
叫び	çığlıklar
叫び	çığlığı
叫び	bağır
知人	tanıdık
北京市	pekin
遂に	nihayet
遂に	sonunda
ムード	ruh
パブリッシング	yayıncılık
パブリッシング	yayınlama
パブリッシング	yayın
薬局	eczacılık
薬局	eczane
薬局	ecza
カラス	karga
模倣	taklit
序曲	uvertür
発酵	fermantasyon
伯父	dayı
伯父	amca
楽しい	keyifli
楽しい	eğlence
楽しい	eğlenceli
トマト	domates
騒音	ses
騒音	gürültü
英明	akıllıca
英明	bilge
英明	akıllı
基質	substrat
流派	okullar
流派	okulları
布施	fitil
布施	sigorta
インタフェース	arayüzü
インタフェース	arayüzleri
インタフェース	arayüz
遺物	emanetleri
ナチュラル	dogal
ナチュラル	doğal
ボヘミア	bohemya
紡績	döndürme
紡績	dönüyor
紡績	dönen
紡績	döner
チャイナ	çin
こだわり	takıntı
こだわり	saplantı
ディフェンダー	defans
ディフェンダー	savunucusu
ディフェンダー	koruyucu
入国	göçmenlik
入国	göçmen
入国	göç
代理人	menajer
代理人	ajan
代理人	temsilcisi
代理人	temsilci
売春	fahişelik
売春	fuhuş
不全	yetmezliği
ドリル	matkap
ドリル	tatbikat
ドリル	talim
話し合い	tartışma
スターリング	sterlin
製造業	imalatı
製造業	imalat
製造業	üretim
製造業	üreten
宣告	hüküm
宣告	cümle
宣告	ceza
マフィア	mafya
ルビ	yakut
金髪	sarı
金髪	sarışın
不幸	mutsuz
開花	açan
開花	çiçekli
反動	gerici
回帰	regresyon
アンカー	demir
アンカー	çapa
溶接	kaynak
溶接	kaynaklı
近似	yaklaşım
給付	fayda
手動	manuel
手動	kılavuz
手動	elle
パルス	nabzı
パルス	nabız
許諾	izni
許諾	izin
許諾	yetki
まゆ	kaş
カオス	karmaşa
カオス	kargaşa
カオス	kaos
マネージメント	menajerlik
マネージメント	yönetimi
マネージメント	yönetim
抹消	iptali
抹消	iptal
セクシー	seksi
発光	parlayan
ちび	küçücük
ちび	minicik
ちび	minik
注ぐ	doldur
注ぐ	dök
カーネル	çekirdek
カーネル	taneleri
カーネル	çekirdeği
電線	kablolu
電線	kablo
居酒屋	taverna
興奮	heyecan
興奮	heyecanla
興奮	heyecanlıyım
興奮	heyecanlı
台地	yaylası
日数	günler
日数	günlerce
日数	günleri
日数	günlerden
再戦	rövanş
機密	gizli
機密	gizlilik
機密	gizlidir
未遂	teşebbüs
未遂	girişimi
未遂	girişimleri
未遂	denemeler
クライアント	istemci
クライアント	müşteri
クライアント	müşteriler
掃除	temizlik
掃除	temizleme
微生物	mikroorganizmalar
ウシ	sığır
ウシ	sığırlar
ソマリア	somali
穀物	tahıl
穀物	buğday
音色	tonlar
抜粋	alıntı
スカイライン	ufuk
鉱石	maden
保育園	anaokulu
保育園	kreş
シンポジウム	sempozyumu
ローラー	paten
ローラー	makara
トラスト	güven
フラット	düz
フラット	yassı
フラット	daire
アニメーター	animatör
ジョーカー	şakacı
受け入れる	kabul
迫撃砲	havan
シェフ	aşçı
シェフ	şef
スクープ	kepçe
歯車	vites
歯車	dişli
大当たり	bingo
大当たり	piyango
大当たり	ikramiye
パスワード	şifre
パスワード	parola
パスワード	şifreler
メカニック	tamirci
メカニック	mekanik
申告	bildiri
申告	ilanı
申告	beyan
赤ちゃん	yavrum
赤ちゃん	bebekler
赤ちゃん	bebek
赤ちゃん	bebeğim
スクロール	kayan
スクロール	kaydırma
スクロール	parşömen
会う	tanışmak
会う	tanış
会う	buluş
セクター	sektör
セクター	sektörü
セクター	sektörleri
濃い	kuvvetli
濃い	güçlü
濃い	güçlüler
減らす	azaltmak
減らす	azalma
減らす	düşüş
トロンボーン	trombon
ネック	boynu
ネック	boyun
ネック	boynun
ストライキ	grev
最低限	asgari
スクランブル	çırpılmış
スクランブル	karıştırılmış
スクランブル	yağda
レター	harf
レター	mektup
回廊	koridor
回廊	koridoru
プレゼン	tanıtım
プレゼン	sunum
プレゼン	sunmak
プレゼン	sunumu
プレゼン	sunumlar
モスク	cami
モスク	camii
モスク	camiler
プライド	gururu
プライド	gurur
清算	tasfiye
テロリスト	terörist
テロリスト	teröristler
テロリスト	terör
バーンズ	yanar
バーンズ	yanıklar
バーンズ	yanık
管理人	yönetici
管理人	yöneticileri
管理人	yöneticiler
管理人	yöneticisi
持ち込み	getirin
持ち込み	taşır
持ち込み	taşı
持ち込み	getir
持ち込み	taşımak
コスチューム	kostüm
コスチューム	kostümlü
コスチューム	kostümleri
コスチューム	kostümler
カージナルス	kardinaller
波動	dalga
スペック	şartnamesi
原告	şikayetçi
原告	davacı
チキン	tavuk
チキン	piliç
インデックス	indeksler
インデックス	işaret
中道	ilımlı
ピックアップ	pikap
コールド	soğuk
コールド	soguk
プライス	fiyat
プライス	fiyatı
プライス	bedel
待遇	muamele
待遇	tedavisi
待遇	tedavi
北極	arktik
北極	kutup
フレンチ	fransızlar
フレンチ	fransızca
フレンチ	fransız
すごい	şaşırtıcı
すごい	inanılmaz
すごい	muhtesem
すごい	şahane
すごい	müthiş
すごい	harika
すごい	muhteşem
吹雪	tipi
ジュース	suyu
ジュース	suları
ゴルファー	golfçü
従兄弟	kuzen
用心棒	fedai
ブラザー	kardes
ブラザー	abi
ブラザー	kardeş
ブラザー	birader
ブラザー	kardeşim
チューリッヒ	zürih
内線	uzatma
内線	eklenti
内線	dahili
ステッカー	etiketler
ステッカー	etiket
ステッカー	çıkartma
ステッカー	çıkartmalar
浅い	yüzeysel
浅い	sığ
カブ	şalgam
故人	rahmetli
故人	ölmüş
故人	merhum
故人	vefat
ハンドボール	hentbol
オークス	meşe
エッグ	yumurtalı
エッグ	yumurtalar
エッグ	yumurta
更生	rehabilitasyon
更生	islah
スキン	derileri
スキン	cilt
スキン	cildi
スキン	ten
スキン	derisi
スキン	deri
ピンチ	çimdik
ピンチ	tutam
ヌード	çıplak
ヌード	çıplaklar
ヌード	nü
ヌード	çıplaklık
公害	kirlilik
公害	kirliliği
コペンハーゲン	kopenhag
りんご	elmalı
りんご	elmalar
りんご	elma
インフルエンザ	nezle
インフルエンザ	grip
関税	tarife
オーボエ	obua
毒性	zehirli
毒性	toksik
毒性	zehirlenmesi
メカニズム	mekanizması
メカニズム	mekanizmaları
メカニズム	mekanizma
やさしい	kolay
やさしい	yavaş
ネギ	pırasa
燃える	yanma
燃える	yanıyor
燃える	yakmak
燃える	yanan
体質	anayasa
体質	anayasaya
イヌ	köpek
苦しみ	istırap
苦しみ	izdırap
キノコ	mantarlar
キノコ	mantar
キノコ	mantarlı
厚い	kalin
厚い	kalın
ヤンキー	yanki
麻痺	felçli
麻痺	felç
麻痺	felci
証人	şahit
証人	tanık
証人	tanıklar
証人	şahitler
賞賛	hamd
賞賛	hayranlıkla
賞賛	övgüler
賞賛	hayranlık
賞賛	övgü
シリアル	gevrek
シリアル	seri
シリアル	tahıl
子育て	ebeveyn
子育て	ebeveynlik
ウィンドウ	pencere
ウィンドウ	pencereyi
水分	nem
水分	nemi
聴く	dinle
遊ぶ	oyna
遊ぶ	oyun
遊ぶ	oynayın
遊ぶ	çal
決済	ödemeler
決済	yerleşim
決済	ödeme
サニー	güneşli
嫉妬	kıskanç
嫉妬	kıskançlık
ディスコ	disko
ブタ	domuzlar
ブタ	domuz
尾翼	kuyruk
オタク	inek
伝導	iletkenlik
アーロン	harun
アンチ	karşıtı
ステンレス	paslanmaz
エンブレム	amblemi
素敵	güzel
素敵	guzel
素敵	sevimli
素敵	hoş
思想家	düşünenler
思想家	düşünürler
ピクセル	pikseli
ピクセル	piksel
コントローラ	kumanda
コントローラ	kontrolörleri
コントローラ	denetleyici
外科医	cerrah
伝送	iletim
トロイ	truva
気体	benzin
気体	gazlar
気体	gaz
処罰	ceza
処罰	cezalandırmak
処罰	cezası
処罰	azap
処罰	cezalandırma
ロータス	nilüfer
キャンセル	iptali
キャンセル	iptal
不完全	kusurlu
リスボン	lizbon
剥奪	mahrum
掘削	sondaj
掘削	kazı
掘削	delme
ボリビア	bolivya
幼虫	larva
悪夢	kabuslar
悪夢	kâbus
悪夢	kabus
演目	programlar
演目	programları
標準化	standardizasyon
カタール	katar
解読	deşifre
出血	kanama
出血	kanayan
濡れ	islak
キックボクシング	kickboks
諮問	danışma
火事	ateşle
火事	ates
火事	yangın
火事	ateş
赤道	ekvator
クウェート	kuveyt
疲労	yorucu
疲労	yorgunluk
国々	ülkeleri
国々	ülkeler
国々	ülkelere
タコ	ahtapot
内訳	çöküş
内訳	çöküntü
内訳	bozulma
内訳	kırılım
ジャイアント	dev
バディ	kanka
出願	uygulama
出願	başvuru
銃弾	kurşun
銃弾	mermi
銃弾	kursun
妥協	taviz
妥協	uzlaşma
グラミー	gurami
抗体	antikor
風船	balonu
風船	balon
風船	balonları
風船	balonlar
おばさん	teyzem
おばさん	teyze
リターン	iade
リターン	dönüş
ユーラシア	avrasya
安定性	istikrar
安定性	kararlılık
コメディアン	komedyen
コメディアン	komedyenler
エレクトロニクス	elektronik
スリ	yankesici
パトロール	devriye
パトロール	devriyeler
クレーター	krater
クレーター	kraterler
キャピタル	başkenti
キャピタル	başkent
キャピタル	sermaye
チャット	muhabbet
チャット	sohbet
糖尿病	diyabet
エルフ	elfler
エルフ	elf
エルフ	cinler
バーガー	hamburger
カリウム	potasyum
シックス	alti
シックス	altı
蛍光	floresan
可愛い	tatli
可愛い	şirin
可愛い	güzel
可愛い	sevimli
可愛い	tatlı
スピリット	ruh
スピリット	candır
民兵	milis
側室	cariye
共鳴	rezonans
受領	makbuz
受領	fatura
受領	fiş
シャム	siyam
帰属	ilişkilendirme
モモ	şeftali
感度	hassasiyet
感度	duyarlılık
正午	öğleyin
正午	öğlen
正午	öğle
ハント	av
ハント	avlanmak
欠席	yokluğu
欠席	yokluğunda
口座	hesap
説教	vaaz
説教	öğüt
連想	birleşmeli
フルーツ	meyve
フルーツ	meyva
フルーツ	meyveler
著しい	fevkalade
カウンティ	ilçe
カウンティ	illerden
カウンティ	şehristanı
チャネル	kanallar
チャネル	kanal
チャネル	kanalları
チャネル	kanalı
尾根	sırtı
ウェスタン	batılı
ウェスタン	batı
スキャン	tara
スキャン	tarama
敬意	saygı
敬意	saygi
敬意	saygılar
オリエンタル	doğulu
オリエンタル	doğu
鋭い	sivri
鋭い	keskin
お茶	çay
お茶	cay
クローズ	yakına
クローズ	kapat
クローズ	yakin
クローズ	yakın
ダイナマイト	dinamit
飲む	içecek
飲む	içki
飲む	içme
飲む	içiyor
飲む	içmek
飲む	iç
オークション	müzayede
ポータブル	taşınabilir
ポータブル	taşınabilirliği
ポータブル	portatif
トラップ	tuzak
トラップ	kapan
トラップ	tuzaklar
トラップ	tuzağa
トラップ	tuzakları
同値	eşdeğerlik
ローテーション	döndürme
ローテーション	rotasyon
ローテーション	dönüş
フェアリー	peri
ポット	ot
ポット	esrar
ハチ	arılar
ハチ	arı
カルト	mezhep
カルト	tarikat
消える	kaybolma
消える	kaybolan
消える	kaybolmak
消える	kaybol
テンション	tansiyon
テンション	gerginlik
テンション	gerilim
ジャスト	sadece
フォーカス	odaklanma
フォーカス	odak
分化	farklılaşması
ウエスタン	batılı
ウエスタン	batı
ラトビア	letonya
酢酸	asetat
スタンプ	damga
スタンプ	pul
スタンプ	çıkartmalar
スタンプ	etiketler
スタンプ	etiket
スタンプ	çıkartma
スタンス	duruşu
スタンス	duruş
激戦	vahşi
激戦	şiddetli
おいしい	nefis
おいしい	lezzetli
おいしい	leziz
おいしい	enfes
停滞	durgunluk
スリップ	kayma
カブス	yavrular
カブス	yavruları
照射	pozlama
照射	teşhir
クルーザー	kruvazörü
マナー	görgü
マナー	terbiye
太陽光	günışığı
バットマン	yarasa
裁定	iktidardaki
裁定	iktidar
タイル	karo
タイル	fayans
螺旋	sarmal
レジスタ	kayıt
ピュア	saf
蒸留	damıtma
蒸留	damıtılmış
ブーツ	bot
ブーツ	çizmeler
ブーツ	botlar
ブーツ	botları
ブーツ	çizme
出版物	yayınları
出版物	yayınlar
出版物	yayınlama
出版物	yayın
出版物	yayıncılık
ヒューズ	fitil
ヒューズ	sigorta
問い合わせ	sorgulama
問い合わせ	sorularınız
問い合わせ	araştırma
問い合わせ	sorgu
問い合わせ	soruşturma
問い合わせ	sorular
連帯	dayanışma
ポーター	kapıcı
帰宅	evde
帰宅	eve
帰宅	yuva
帰宅	evim
帰宅	ev
メイキング	yapmak
エフェクト	etkiler
エフェクト	etkileri
エフェクト	etkisi
エフェクト	efekt
エフェクト	etki
デス	olum
デス	ölüm
バター	yağ
バター	tereyağı
教職員	öğretim
教職員	fakülte
結核	tüberküloz
ヨルダン	ürdün
コバルト	kobalt
起業	girişimcilik
起業	girişimci
欠陥	iltica
欠陥	eksiklik
欠陥	kusur
未完	bitmemiş
未完	tamamlanmamış
コブラ	kobra
シスター	rahibe
シスター	kardeş
シスター	abla
シスター	bacım
グリル	mangal
グリル	sorguya
グリル	izgara
脂肪	yağ
脂肪	şişko
脂肪	şişman
回顧	retrospektif
眠る	uyku
眠る	uyumak
眠る	uyu
アスレチック	atletik
迫害	zulüm
迫害	eziyet
手数料	ücretleri
手数料	ücret
手数料	ücreti
手数料	komisyon
手数料	komisyonu
手数料	ücretler
陶器	çömlek
スクリプト	betik
スクリプト	senaryo
トライアングル	üçgen
溶岩	lav
フィニッシュ	bitiş
フィニッシュ	bitir
異端	sapkınlık
真似	taklit
ハス	nilüfer
ボールド	cüretkar
ボールド	cesur
入浴	küvet
入浴	banyo
ハング	as
流体	sıvı
ジュネーヴ	cenevre
ジュネーヴ	cenova
お菓子	tatlılar
未完成	bitmemiş
未完成	eksik
未完成	tamamlanmamış
共生	simbiyotik
チューブ	boru
チューブ	tüp
ヒゲ	sakal
林業	ormancılık
変装	kılık
シグナル	işaretler
シグナル	sinyaller
シグナル	işaret
シグナル	sinyal
オリーブ	zeytin
面接	röportaj
面接	mülakat
面接	görüşme
面接	söyleşi
ダイエット	rejim
ダイエット	diyet
信念	inançları
信念	inanç
信念	iman
ワイヤー	tel
ワイヤー	teller
ワイヤー	kablo
ワイヤー	kablolar
バレル	namlu
バレル	varil
バレル	fıçı
碑文	yazıtlar
審判員	hakem
審判員	hakemler
スレッド	konuşmalar
スレッド	muhabbet
スレッド	konular
スレッド	sohbet
スレッド	sohbetler
スレッド	iplik
スレッド	ipler
ドラキュラ	drakula
桟橋	iskelede
桟橋	iskele
亜鉛	çinko
デューク	dük
語彙	sözlük
語彙	kelime
コーディネーター	koordinatörü
ソナー	radar
充電	hücum
充電	şarj
充電	suçlama
グラブ	yakala
グラブ	kap
リリー	zambak
大工	marangoz
大工	marangozlar
ワクチン	aşısı
ワクチン	aşı
監獄	hapis
監獄	cezaevi
監獄	hapishane
売る	sat
売る	satmak
破片	enkaz
買い物	alışveriş
買い物	alışverişe
既婚	evli
既婚	evlendi
陽性	olumlu
陽性	pozitif
チョーク	tebeşir
四十	kırk
エコー	eko
エコー	yankı
スイング	salla
スイング	salıncak
コミュニティー	topluluk
コミュニティー	cemaat
コミュニティー	ümmet
コミュニティー	toplum
施策	politikaları
施策	ilkeleri
施策	politikalar
トラクター	traktörler
トラクター	traktör
カリスマ	karizmatik
カリスマ	karizma
吹く	darbeler
淡水	tatlısu
分泌	salgı
ドキドキ	heyecan
ドキドキ	heyecanlı
驚き	sürpriz
廃墟	kalıntılar
廃墟	harabe
深度	derinliği
深度	derinlik
配当	dağıtımı
配当	dağılımı
配当	temettü
配当	dağıtım
故意	kasten
故意	kasıtlı
クロム	krom
預言	kehanet
預言	kehaneti
掲示	bülten
掲示	paylaşım
掲示	paylaşımda
掲示	bülteni
掲示	paylaşma
パスポート	pasaport
パスポート	pasaportu
パスポート	pasaportlar
カロリー	kalori
消化	sindirim
ヘビ	yılan
ヘビ	yılanlar
膨張	genişleme
バッジ	rozet
残酷	zalimce
残酷	acımasız
残酷	zalim
ペナルティ	ceza
ペナルティ	penaltı
ペナルティ	cezası
フェンス	çit
船員	denizci
フォレスト	orman
クラッチ	debriyaj
見習い	çırak
見習い	stajyer
黙示録	kıyamet
黙示録	mahşer
枢機卿	kardinal
メソッド	yöntemi
メソッド	yöntem
メソッド	yöntemleri
メソッド	yöntemler
スランプ	düşüş
スギ	sedir
賭博	kumar
コップ	kupa
コップ	fincan
コップ	bardak
コップ	kupası
母国	anavatan
母国	vatan
視界	görüş
ニッケル	nikel
反響	yineleyen
反響	yankı
反響	eko
プラットホーム	platformu
ハイチ	haiti
洗浄	temizlik
洗浄	yıkama
洗浄	temizleme
洗浄	çamaşır
不祥事	skandallar
不祥事	skandal
委任	heyet
委任	heyeti
祭壇	sunak
スライダー	kaypak
帰化	vatandaşlık
手当	harçlık
ボローニャ	salam
ヤギ	keçi
ヤギ	keçileri
ワークショップ	atölyesi
ワークショップ	atölyeler
ワークショップ	atölye
金庫	güvenlidir
金庫	emniyetli
金庫	kasa
金庫	kasaları
金庫	güvenli
金庫	güvende
消耗	yıpranma
被告人	suçlanan
被告人	davalı
被告人	suçladı
被告人	suçlanıyor
被告人	sanık
睡眠	uyku
睡眠	uyumak
睡眠	uyu
洗濯	çamaşırhane
洗濯	yıkama
洗濯	çamaşır
ツル	turna
ツル	vinç
裏側	geri
裏側	arka
レズビアン	lezbiyen
レズビアン	lezbiyenler
芸者	geyşa
祝福	kutsanmış
祝福	bereket
祝福	hayirli
祝福	hayırlı
祝福	lütuf
祝福	mübarek
祝福	nimet
祝福	kutlu
林檎	elmalı
林檎	elma
星空	yıldızlı
ランニング	koşarak
ランニング	koşuyor
ランニング	koşu
ランニング	koşmak
ランニング	koşarken
ランニング	koşan
届出	bildirimi
届出	bildirim
レスキュー	kurtarma
委嘱	heyet
委嘱	komisyon
委嘱	heyeti
委嘱	komisyonu
冗談	fıkra
冗談	saka
冗談	şaka
お気に入り	en
お気に入り	favori
お気に入り	gözde
ロッカー	dolaplar
ロッカー	rockçı
ロッカー	dolap
トゥルー	doğru
トゥルー	gerçek
トゥルー	dogru
ヨット	yat
ヨット	yatlar
ダイナミック	dinamik
陶芸	çömlek
消去	sil
テント	çadır
リソース	kaynaklar
リソース	kaynakları
リソース	kaynak
粛清	arınma
粛清	tasfiye
粛清	temizle
崇拝	kulluk
崇拝	ibadet
値段	fiyat
値段	fiyatı
値段	bedel
快適	rahat
快適	konforlu
バスケ	basketbol
バスケ	basket
獣医	veteriner
ヴァージン	bakire
ヴァージン	bakir
和音	akor
帝政	imparatorluk
帝政	imparatorluğu
動揺	üzdü
動揺	üzgün
麻酔	anestezi
人魚	denizkızı
ジュエル	mücevher
目的地	hedef
目的地	varış
目的地	istikamet
マルチメディア	multimedya
ディープ	derin
ディープ	derine
ディープ	derinden
年数	seneler
年数	yıllardır
年数	yıllar
年数	yıllarca
年数	yılların
サイコロ	zar
コロナ	koronal
切符	biletler
切符	bilet
切符	biletleri
教義	doktrini
両面	dubleks
地雷	mayın
地雷	maden
ホッケー	hokeyi
ホッケー	hokey
かもめ	martı
マダガスカル	madagaskar
事績	başarı
事績	başarılar
事績	başarım
キタ	kıta
上告	temyize
上告	itiraz
上告	temyiz
カートリッジ	kartuş
カートリッジ	fişekler
カートリッジ	fişek
カートリッジ	mermiler
臓器	org
臓器	organlar
臓器	organı
臓器	organları
水銀	merkür
水銀	cıva
ニース	güzel
ニース	guzel
ニース	hoş
ユニーク	eşsiz
ユニーク	tekil
ユニーク	benzersiz
ステアリング	direksiyon
城郭	kaleler
音節	hece
炎症	kışkırtıcı
炎症	iltihap
摩擦	sürtünme
ドーン	şafak
ドーン	seher
芝生	çimen
芝生	çim
久々	eyvah
悪役	cani
実効	etkinliğini
実効	etkili
実効	etkilidir
実効	etkin
実効	etkinliği
ステータス	durumu
ステータス	statü
ステータス	durum
アロン	harun
柔軟	esneklik
柔軟	esnek
イングリッシュ	turkish
イングリッシュ	ingiliz
イングリッシュ	ingilizce
イングリッシュ	türkçe
浮気	hile
浮気	aldatma
マッサージ	masaj
劣化	aşağılama
工具	araç
工具	alet
工具	aracı
上海市	şangay
上海市	şanghay
オナニー	mastürbasyon
裁量	ihtiyari
クイック	çabuk
クイック	cabuk
クイック	hızlı
リニア	doğrusal
接着	yapışma
サンプリング	örnekleme
サンプリング	numune
サンプリング	örnek
必死	çaresiz
必死	ümitsiz
必死	çaresizce
必死	umutsuz
必死	umutsuzca
ねずみ	fare
経典	sutraları
オセアニア	okyanusya
大気圏	atmosferi
大気圏	ortam
大気圏	atmosfer
不審	şüpheli
不審	şüphe
不審	şüpheci
不審	kuşkulu
隠す	gizle
隠す	sakla
隠す	gizlemek
グラフィックス	grafik
カモ	ördek
カモ	ördekler
カモ	eğil
無意味	amaçsız
無意味	anlamsız
無意味	manasız
ビーズ	boncuk
旋風	kasırga
無敗	yenilmez
責め	suçla
責め	kabahat
スナック	çerez
スナック	atıştırmalık
グリップ	kavrama
アレクサンドロス	iskender
ビザ	vize
スタック	yığın
悪性	malign
悪性	habis
満期	olgunluk
満期	olgun
地球人	dünyalı
隙間	boşluklar
ギャンブル	kumar
フリート	filo
フリート	filosu
強姦	tecavüz
センチュリー	asır
センチュリー	yüzyıl
バッグ	çanta
バッグ	çantalar
バッグ	torba
バッグ	poşet
画質	kalite
画質	kalitesi
画質	kaliteli
飽和	doygunluk
飽和	doymuş
福音書	incili
福音書	incil
侮辱	aşağılama
侮辱	hakaret
ロブ	soy
平衡	denge
乗馬	binme
乗馬	binicilik
粘土	kil
粘土	çamur
占有	bulundurma
シュウ	oksalik
肝臓	karaciğer
