категория	類別
шторм	暴風雨
толпа	群眾
толпа	暴徒
толпа	暴民
толпа	人群
регулирование	條例
пропаганду	宣傳
широты	緯度
волнения	興奮
волнения	騷亂
волнения	騷動
волнения	動亂
трансляция	播出
трансляция	播放
трансляция	直播
трансляция	廣播
нормальное	正常
нормальное	常態
арки	拱門
слабым	薄弱
слабым	弱者
слабым	弱
слабым	虛弱
слабым	軟弱
пояснение	解釋
яйцо	蛋
яйцо	雞蛋
подчеркнуть	突顯
подчеркнуть	凸顯
подчеркнуть	強調
записывать	唱片
записывать	記錄
записывать	紀錄
фиджи	斐濟
вымышленный	虛構
занята	繁忙
занята	忙
занята	忙著
занята	忙碌
омар	龍蝦
урегулирования	定居
урегулирования	定居點
публичные	公眾
публичные	公開
странное	怪
странное	奇怪
странное	怪異
гренландии	格陵蘭
мучеников	殉難者
мучеников	烈士
изготовлены	製造
тёмная	黑暗
тёмная	黑
тёмная	暗
сыр	乳酪
сыр	乾酪
поздний	遲到
поздний	遲
поздний	晚
стрелы	箭號
стрелы	箭
стрелы	箭頭
разумно	合理
техник	技工
техник	技師
реактора	核反應堆
реактора	反應堆
жертва	犧牲
жертва	受害者
жертва	死者
жертва	受害人
пшеницы	小麥
пшеницы	麥子
биологическое	生物學
биологическое	生物
валюта	貨幣
валюта	幣值
ливан	黎巴嫩
смешанной	混合
смешанной	混血兒
смешанной	雜交
потребностей	需要
потребностей	需求
бухте	灣
еврей	猶太
еврей	猶太人
еврей	猶太教
кинематографии	攝影
продавать	賣
продавать	出售
гигантский	巨型
гигантский	巨人
гигантский	巨
ниндзя	忍者
узкий	狹隘
узкий	窄
узкий	狹義
узкий	狹窄
узкий	縮小
кора	皮層
кора	吠
кора	樹皮
шерсть	羊毛
шерсть	皮草
шерсть	皮毛
шерсть	毛皮
конечная	終極
расчета	計算
толпы	群眾
толпы	人群
лион	里昂
легких	肺
легких	龍
гавайи	夏威夷
механических	機械
цинь	秦
снаряды	殼
снаряды	貝殼
снаряды	軍械
воплощение	化身
воплощение	體現
манифест	宣言
зрелости	成熟
зрелости	到期
доклады	報告
раны	傷口
новелла	中篇小說
боится	怕
верный	忠誠
верный	忠心
сексуальные	性
сексуальные	性感
коллегия	大學
коллегия	書院
коллегия	學院
форматы	格式
твой	你的
солей	鹽類
солей	鞋底
лень	樹懶
лень	懶
лень	懶惰
переработка	加工
переработка	煉油
переработка	精煉
переработка	處理
переработка	提煉
переработка	回收
относительная	親戚
относительная	相對
оуэн	歐文
люка	路加
тонны	公噸
тонны	噸
плита	板
плита	爐
плита	爐子
плита	灶
плита	火爐
плита	炊具
глубокие	深
глубокие	深層
наследников	繼承人
племянника	外甥
племянника	侄子
мороз	霜
мороз	冰霜
гао	高
плоскость	飛機
плоскость	平面
базилика	聖殿
бани	洗澡
бани	浴場
бани	浴
килограммов	千克
килограммов	公斤
пари	賭注
пари	打賭
пари	賭
достигнут	已達到
призывает	敦促
мохаммед	穆罕默德
разведывательный	偵察
разведывательный	偵查
лучи	光束
лучи	梁
лучи	射線
государственности	建國
государственности	立國
красивый	帥哥
красивый	帥
красивый	英俊
назначить	指派
пятеро	五
пятеро	五個
посещение	來訪
посещение	探訪
посещение	探視
посещение	造訪
посещение	訪問
посещение	參觀
посещение	拜訪
охотники	獵人
духовенство	神職
психологические	心理
индивидуально	個別
индивидуально	自訂
индивидуально	定制
презентации	介紹
дженни	珍妮
труппа	劇團
практические	實用
серы	硫磺
серы	硫
зарегистрирована	註冊
опубликованный	出版
опубликованный	發表
изгнание	流亡
изгнание	流放
изгнание	驅逐出境
изгнание	驅逐
изгнание	放逐
вертикальные	垂直
вертикальные	縱向
темно	黑暗
темно	黑
темно	暗
дедушка	爺爺
дедушка	祖父
пригородных	郊區
долготы	經度
табличка	牌匾
муравьи	蟻
муравьи	螞蟻
священная	神聖
интенсивно	密集
интенсивно	激烈
шкала	規模
шкала	比例尺
подробный	詳細
пробы	樣品
пробы	樣本
хозяйка	情婦
хозяйка	女主人
клиники	門診
клиники	診所
свиней	豬
цифровые	數位
цифровые	數碼
увеличена	擴大
китайцы	華人
китайцы	漢語
китайцы	中文
благодарен	感恩
адвокаты	律師
учительница	教師
учительница	老師
спрос	需求量
спрос	需求
спрос	要求
титана	鈦
тестирование	測驗
тестирование	試驗
тестирование	檢驗
тестирование	測試
убедительно	說服
объясните	解釋
трибуны	主席台
трибуны	講壇
трибуны	講台
красивая	美女
красивая	美
красивая	漂亮
красивая	美麗
змеи	蛇
лодке	船
лодке	艇
лодке	船隻
мониторинга	監測
катер	快艇
дефицит	逆差
дефицит	短缺
дефицит	虧損
дефицит	赤字
дефицит	缺額
критический	危急
критический	臨界
критический	批判
мощь	動力
мощь	電源
мощь	權力
мощь	電力
готовить	廚師
готовить	做飯
готовить	煮
незначительно	稍微
лили	百合
человечество	人性
человечество	人道
курсивом	斜體字
материально	後勤
материально	物流
начальный	初始
мягкой	溫和
мягкой	輕度
приехали	抵達
приехали	到達
двойная	雙倍
двойная	雙
двойная	加倍
двойная	雙重
еды	糧食
еды	食品
еды	食物
напитки	飲料
задержан	被捕
встретили	遇見
копья	長矛
спорный	爭議
захвачены	被俘
колокола	鐘聲
временная	溫度
чудес	奇跡
чудес	奇蹟
чудес	奇觀
кей	凱
кей	基
терминология	術語
необходимый	必需
необходимый	必要
планирование	規劃
сура	篇章
демон	妖
хранитель	監護人
хранитель	守護者
хранитель	守護神
хранитель	守護
опасные	危險性
опасные	危險
тепловой	熱力
молот	錘子
молот	槌
молот	錘
бессмысленно	無意義
фантазии	幻想
фантазии	幻想曲
круглые	圓
круглые	輪
вену	血管
вену	靜脈
металлический	金屬
летать	飛行
летать	蒼蠅
летать	飛翔
летать	飛
порошок	火藥
порошок	粉
порошок	粉末
юрт	蒙古包
дыхание	呼氣
поставок	供應
поставок	用品
отход	出境
отход	離境
обойти	繞道
моряки	海員
моряки	水兵
секты	教派
напиток	喝
напиток	飲料
напиток	喝酒
параллельных	平行
параллельных	並行
зерновых	穀物
зерновых	穀類
исследовать	探索
посланник	信使
посланник	使徒
посланник	特使
теологии	神學
купе	車廂
купе	隔間
купе	包廂
добавьте	加
добавьте	加上
приказы	訂單
приказы	命令
оксид	氧化物
оксид	氧化
магия	魔力
магия	魔神
магия	神奇
магия	魔術
магия	魔法
опубликовать	張貼
опубликовать	刊登
опубликовать	發表
опубликовать	郵政
конфедерация	邦聯
конфедерация	聯邦
спроса	需求量
спроса	需求
спроса	要求
ежегодная	每年
уилл	將
уилл	威爾
стрелков	射手
стрелков	槍手
девятый	第九
прах	骨灰
прах	灰燼
прах	灰
диктатуры	獨裁
диктатуры	獨裁政權
диктатуры	專制
диктатуры	專政
дополнять	補充
дополнять	輔助
тибет	西藏
серверов	伺服器
больным	病
больным	生病
пожаров	火災
чая	茶葉
чая	茶
игрушки	玩具
муки	麵粉
молния	拉鏈
молния	拉鍊
молния	電光
молния	閃電
близость	親近
близость	親和性
близость	親密關係
близость	親暱
близость	親和
мон	蒙特
мон	蒙
повторение	重現
убедил	深信
господства	支配
профессионал	專業
разделяет	共用
разделяет	股份
разделяет	共享
разделяет	分享
разделяет	鴻溝
клюв	喙
баллада	民謠
немец	德文
немец	德語
раскрытия	披露
огни	燈
огни	燈具
огни	燈光
любимая	最愛
любимая	喜愛
береговая	海岸
береговая	海岸線
береговая	沿岸
береговая	沿海
андорры	安道爾
сенатора	議員
сенатора	參議員
тянь	田
шин	輪胎
шин	申
обычай	自訂
обычай	定制
пророк	先知
браки	婚姻
браки	結婚
ненависти	恨
ненависти	憎恨
ненависти	討厭
ненависти	仇恨
налоговой	國稅局
мученик	殉難者
мученик	烈士
слияние	合併
жаркое	烤
радикально	激進
шестое	第六
смешанная	混合
читаем	讀書
читаем	閱讀
читаем	讀取
читаем	讀
интеллект	智慧
интеллект	情報
интеллект	智力
конечностей	四肢
конечностей	肢
конечностей	肢體
ускорения	加速
ускорения	加速度
аудитория	觀眾
аудитория	禮堂
привилегии	特權
истина	真相
истина	事實
истина	真理
ненависть	憎恨
ненависть	仇恨
ненависть	恨
ненависть	仇視
ненависть	討厭
остро	辣
потолок	天花板
потолок	上限
связать	連線
связать	裝訂
связать	連結
будущие	將來
будущие	今後
будущие	未來
альтернативных	候補
преобразований	變換
меру	衡量
меру	測量
меру	量度
меру	計量
меру	度量
родителям	父母親
родителям	家長
родителям	父母
выдача	發放
выдача	簽發
выдача	引渡
выдача	核發
выдача	發行
механические	機械
увольнения	解聘
увольнения	解雇
увольнения	解職
увольнения	免職
увольнения	開除
тактика	策略
тактика	戰術
подавление	抑制
подавление	壓制
подавление	打壓
подавление	壓迫
подавление	鎮壓
привлечение	吸引
привлечение	邀約
привлечение	招標
тайваня	臺灣
аналогичное	相似
аналогичное	類似
подборка	挑選
подборка	編譯
подборка	編纂
подборка	匯編
подборка	甄選
подборка	選擇
подборка	選取
биологические	生物學
биологические	生物
повторения	重現
ливерпуль	利物浦
лишение	剝奪
склонность	傾向
настроение	心境
настроение	心情
настроение	情緒
хоккайдо	北海道
температуру	氣溫
температуру	溫度
температуру	體溫
оперение	換羽
вертикально	垂直
вертикально	縱向
дорожки	軌道
дорожки	曲目
подземные	地底
подземные	地下
заяц	野兔
заяц	兔
заяц	兔子
кейн	堅
компромисс	折衷
компромисс	妥協
ценный	寶貴
финансы	金融
финансы	財務
справки	查詢
справки	詢問
тормоза	制動
тормоза	煞車
камбоджи	柬埔寨
охотников	獵人
базовый	基本
стюарта	司徒
паром	渡輪
паром	渡船
паром	渡口
перечисленные	上市
спад	衰退
реконструкцию	重建
поддержание	維護
поддержание	保養
поддержание	維持
поддержание	維修
вильям	威廉
босс	老大
босс	老闆
религиозное	宗教
свинца	帶頭
свинца	鉛
свинца	領先
депортации	驅逐
депортации	驅逐出境
понравилась	讚
декрет	政令
декрет	法令
морали	道德
морали	道德觀
морали	道義
тайм	時間
тайм	時光
интенсивности	密度
интенсивности	強度
ограниченный	限量
ограниченный	有限
ограниченный	受限
ограниченный	限
колена	膝
колена	膝蓋
коров	奶牛
внука	孫子
внука	外孫
беспорядков	擾動
беспорядков	動亂
беспорядков	騷動
беспорядков	騷亂
беспорядков	暴動
беспорядков	暴亂
субъект	主題
сингапуре	新加坡
пообещал	允諾
моллюсков	蛤
отрицание	否定
отрицание	拒絕
отрицание	否認
господь	主
полезный	實用
полезный	有用
камеруна	喀麥隆
бэтмен	蝙蝠俠
преступник	罪犯
гари	加里
иудаизм	猶太教
телескопа	望遠鏡
бумага	論文
бумага	紙張
бумага	紙
точками	點
кредит	借貸
кредит	信用
кредит	借款
кредит	貸款
кредит	信貸
пламя	火焰
доставить	交付
предоставлено	准予
ярмарка	公平
благодарности	感恩
журналистка	記者
фундамент	基金會
конкретное	混凝土
конкретное	具體
конкретное	水泥
доверять	信賴
доверять	信任
доверять	信託
надзор	監管
надзор	督導
надзор	監督
сознании	自覺
рубль	盧布
регламент	條例
социализм	社會主義
ров	護城河
лишнее	多餘
обширный	廣泛
разместил	張貼
пятнадцать	十五
делегация	代表團
мусор	垃圾
аппаратура	儀器
аппаратура	儀表
аппаратура	裝備
лин	凌
лин	林
лин	玲
розовый	粉紅色
розовый	粉色
розовый	粉
розовый	粉紅
эффективного	有效率
эффективного	高效
цивилизация	文明
пересмотреть	審查
наследования	繼承
наследования	遺產
наследования	繼承權
эфира	醚
ежегодник	年鑒
позвоночных	脊椎動物
лингвистика	語言學
африканский	非洲
успешные	成功
пешком	步行
пешком	走路
пешком	散步
расширена	擴大
цитирую	引文
цитирую	報價
цитирую	引用
цитирую	引述
мудрости	智慧
рам	公羊
рам	凌
рам	記憶體
мадагаскар	馬達加斯加
сухие	乾
сухие	乾燥
исправление	改正
исправление	校正
исправление	糾正
исправление	更正
искусственные	人造
искусственные	人工
китайское	華人
китайское	漢語
китайское	中文
авто	自動
славяне	斯拉夫人
живое	生活
кун	昆
кун	坤
возражаю	反對
возражаю	異議
частые	頻繁
частые	經常
противоречий	矛盾
пользователю	使用者
прирост	增量
прирост	遞增
соображения	思考
соображения	反射
браузер	瀏覽器
резня	屠宰
резня	屠殺
резня	大屠殺
географической	地理
чешская	捷克
приятно	尼斯
приятно	很好
ганы	迦納
оценили	評分
похищение	劫持
похищение	綁架
похищение	誘拐
сатурн	土星
черепаха	海龜
черепаха	龜
черепаха	烏龜
резервный	後備
резервный	備份
резервный	支援
резервный	後援
резервный	備用
сидел	週六
типичные	典型
репутации	名譽
репутации	名聲
репутации	聲譽
репутации	信譽
репутации	聲望
выживших	生還者
выживших	幸存者
писания	經文
методологии	方法
занятых	受雇
семейное	家人
семейное	家庭
семейное	家屬
азиатов	亞裔
перестройка	重組
перестройка	改組
мун	月亮
мун	月
мун	月球
туристический	旅遊
туристический	遊客
двойное	雙倍
двойное	雙
двойное	加倍
двойное	雙重
ура	耶
гарсиа	加西亞
браков	婚姻
отклонить	拒絕
отклонить	下降
отклонить	減少
отклонить	駁回
отклонить	衰落
ящик	盒子
ящик	盒
ящик	框
ящик	方框
ящик	抽屜
ящик	箱
равномерно	均勻
бесплатный	自由
бесплатный	免費
регулярное	經常
регулярное	定期
почки	腎臟
почки	腎
живущие	生活
абсолютное	絕對
абсолютное	絕對值
диагностика	診斷
поправка	校正
поправка	修正案
поправка	改正
поправка	糾正
поправка	更正
поправка	修正
пистолеты	手槍
пистолеты	槍支
пистолеты	槍械
скелет	骨骼
скелет	骷髏
скелет	骨架
слабый	薄弱
слабый	弱者
слабый	昏倒
слабый	暈
слабый	弱
слабый	虛弱
слабый	暈倒
слабый	微弱
слабый	軟弱
партнёр	合伙人
партнёр	夥伴
партнёр	搭檔
партнёр	伴侶
террор	恐怖
террор	恐
правосудия	司法
правосудия	正義
лодку	船
лодку	艇
лодку	船隻
милосердия	慈悲
милосердия	仁慈
милосердия	憐憫
учета	會計
ассоциаций	社團
контролирует	控制
контролирует	管制
зимняя	冬季
зимняя	冬
зимняя	冬天
стили	風格
стили	樣式
пёс	狗
пёс	犬
пёс	竇
выдержки	節錄
выдержки	摘錄
основатели	創始人
земельный	陸地
земельный	土地
гнев	憤怒
гнев	怒火
гнев	怒
убийц	刺客
замечен	斑點
ориентация	方向
ориентация	定向
наступательных	攻勢
наступательных	冒犯
пятьдесят	五十
ощущения	感受
ощущения	感覺
ливане	黎巴嫩
родные	家人
родные	家庭
родные	家屬
прикрытием	臥底
кометы	彗星
выбрано	選取
печь	烘
печь	烘焙
печь	熔爐
печь	烤箱
печь	烤
печь	爐
печь	烘烤
печь	爐子
печь	灶
печь	火爐
печь	烤爐
дневники	期刊
зрение	視覺
зрение	願景
зрение	視力
зрение	展望
зрение	視線
зрение	視野
растет	生長
растет	成長
департаментов	各部門
адаптация	改編
адаптация	適應
адаптация	適應性
американец	美式
парадокс	矛盾
преследует	縈繞
отрицательные	否定
отрицательные	負面
отрицательные	負
отрицательные	消極
отрицательные	陰性
старшие	資深
мышей	鼠
колокол	鈴
колокол	貝爾
колокол	鐘
судан	蘇丹
красиво	美女
красиво	美
красиво	漂亮
красиво	美麗
консулы	領事
трибунала	法庭
цветёт	綻放
гриб	香菇
гриб	蘑菇
нога	腿
нога	腳
нога	英尺
плохая	壞
степь	草原
пятницу	週五
пятницу	星期五
итальянцы	義大利
итальянцы	義大利文
чувствительность	感性
чувствительность	敏感
чувствительность	敏感性
чувствительность	敏感度
чувствительность	靈敏度
ускорение	加速
ускорение	加速度
возвращено	退還
сертификации	認證
клинике	門診
клинике	診所
трамваи	電車
солнечные	晴
солнечные	太陽
солнечные	太陽能
иски	訴訟
бактерии	細菌
экспериментальных	飛行員
экспериментальных	駕駛員
экспериментальных	實驗
экспериментальных	試點
тёплый	溫暖
тёплый	暖
тигр	虎
тигр	老虎
пионер	先鋒
пионер	先驅
насекомыми	昆蟲
ньютона	牛頓
сплит	分割
сплит	分裂
противовес	抗衡
увидела	鋸子
увидела	鋸
рама	公羊
рама	凌
рама	記憶體
цзун	宗
напомнить	召回
напомнить	提醒
пассажиры	乘客
пассажиры	旅客
указывая	指向
делегат	代表
лицензий	執照
лицензий	許可證
измене	叛國罪
измене	叛國
освобождены	獲釋
экспериментальные	實驗
знакомый	相識
знакомый	熟悉
знакомый	熟人
сосуды	船隻
коул	科爾
конвой	車隊
конвой	船隊
отделы	師團
биржи	交易所
биржи	交流
расчет	計算
интенсивность	密度
интенсивность	強度
паспорта	護照
грань	邊緣
полет	飛行
полет	飛翔
полет	班機
полет	飛
тройной	三重
красота	美容
красота	美女
красота	美
красота	美人
подача	投
подача	投球
подача	投手
нейтральный	中性
нейтральный	中立
проверьте	檢查
проверьте	支票
сеуле	漢城
мониторинг	監測
крестоносцев	十字軍
стабильность	穩定
стабильность	穩定性
подводного	水中
подводного	水底
подводного	水下
циклы	迴圈
циклы	週期
препятствия	壁壘
препятствия	屏障
препятствия	障礙
полушарии	半球
товар	產物
товар	產品
товар	項目
товар	商品
видения	願景
видения	幻象
кай	凱
кай	啟
кай	啓
юристов	律師
зеленый	格林
зеленый	綠地
зеленый	綠色
зеленый	綠
литров	公升
подкрепления	增援
подкрепления	援軍
объектив	鏡片
объектив	透鏡
объектив	鏡頭
мода	時裝
мода	時尚
чистые	純
чистые	純純
чистые	純潔
чистые	清潔
чистые	乾淨
чистые	純粹
талантливый	才華
собрали	收集
привлекать	吸引
стоун	石
стоун	石頭
стоун	斯通
ион	離子
филиалы	分支
филиалы	樹枝
филиалы	分行
библия	聖經
жених	新郎
жених	未婚夫
перерыв	休息
перерыв	打破
перерыв	中斷
грейс	恩典
совпадение	匹配
совпадение	比對
совпадение	巧合
зерно	糧食
зерно	穀物
зерно	糧
рыбаков	漁民
рыбаков	漁夫
заимствования	借用
заимствования	借貸
заимствования	借
заимствования	借款
минимальное	最少
минимальное	最小
микеланджело	米開朗基羅
камерун	喀麥隆
кори	麻疹
страхование	保險費
страхование	保險
близнецы	雙胞胎
нападений	襲擊
нападений	攻擊
вуд	木頭
вуд	木
вуд	木材
секретариата	秘書處
дикие	野
дикие	狂野
дикие	野生
дикие	野性
гарантии	擔保
гарантии	保障
гарантии	保證
перья	羽毛
чудеса	奇跡
чудеса	奇蹟
чудеса	奇觀
поры	毛孔
обнаружение	探測
обнаружение	探索
обнаружение	檢測
обнаружение	偵測
обнаружение	發現
самоубийства	自殺
гимнастика	體操
хронологии	時序
хронологии	年表
стандартизации	標準化
проректор	教務長
картофеля	馬鈴薯
картофеля	土豆
самолеты	飛機
проголосовать	投票
проголосовать	表決
лекция	演講
лекция	講課
лекция	講座
трения	摩擦
трения	摩擦力
трения	磨擦
увлечение	痴情
анонимных	匿名
анонимных	無名氏
переезд	感動
переезд	搬家
казармы	營房
казармы	兵營
казармы	軍營
трактор	拖拉機
получая	接收
послания	訊息
послания	信件
страсть	熱情
страсть	激情
тихо	悄悄地
справочники	手冊
флейта	笛
флейта	笛子
переписку	對話
ограниченное	限量
ограниченное	有限
ограниченное	受限
ограниченное	限
бомбардировщик	轟炸機
развелись	離異
развелись	離婚
рен	任
бал	球
швейцарию	瑞士
перечисление	列舉
металлы	金屬
транс	轉運
транс	恍惚
транс	跨
черепахи	海龜
черепахи	龜
черепахи	烏龜
страшно	害怕
страшно	嚇人
страшно	可怕
бабочки	蝴蝶
мебель	傢具
мебель	家俱
мебель	傢俱
перемирия	休戰
перемирия	停戰協定
перемирия	停戰
гондураса	宏都拉斯
гранат	石榴
гранат	榴彈
слабость	薄弱
слабость	弱點
слабость	缺點
слабость	弱
слабость	軟弱
ландшафт	風景
ландшафт	景觀
ландшафт	美化
сходства	相似
финансовая	金融
финансовая	財務
белла	貝拉
урожай	豐收
урожай	農作物
урожай	莊稼
урожай	收穫
урожай	收成
урожай	收割
урожай	作物
жалко	可惜
жалко	可悲
запустить	跑
запустить	跑步
запустить	運行
хара	原
психологический	心理
элли	盟友
овощи	蔬菜
любить	戀愛
любить	愛情
любить	愛
баритон	男中音
дюймов	英吋
клин	楔形
лестнице	階梯
лестнице	梯子
лестнице	樓梯
лестнице	梯
луну	月亮
луну	月
луну	月球
домена	藩
домена	網域
домена	域
возврат	退款
возврат	退還
возврат	返回
возврат	回歸
гана	迦納
печально	難過
печально	悲哀
печально	悲傷
печально	傷心
гватемалы	瓜地馬拉
малик	馬力
бейкер	貝克
сеул	漢城
продана	賣
продана	售出
запятой	逗號
незначительные	未成年
незначительные	輕微
этническая	族裔
заинтересованных	感興趣
заинтересованных	興趣
окисления	氧化
клавиши	按鍵
клавиши	鍵
накопления	積累
накопления	累積
десятый	第十
виртуальный	虛擬
сценариев	情景
фараона	法老
глубокая	深
глубокая	深層
расстройство	沮喪
расстройство	失調
расстройство	挫折感
расстройство	挫折
атомная	原子
парижский	巴黎
элиты	精英
перемены	更改
перемены	變
перемены	變更
перемены	改變
чрезмерно	過度
бандиты	強盜
бандиты	山賊
бандиты	匪徒
бандиты	土匪
батлер	管家
молитва	祈禱
молитва	禱告
подраздел	小節
подраздел	分節
оболочка	殼
оболочка	貝殼
кран	吊車
кран	起重機
кран	水龍頭
кран	鶴
посредники	中介
гроб	棺材
устаревшие	過時
пасхи	復活節
адвокатов	律師
сельскохозяйственная	農業
биржа	交換
биржа	兌換
биржа	交流
биржа	交易所
анголы	安哥拉
идеально	完美
смещение	位移
смещение	流離失所
огнестрельного	火器
огнестрельного	槍械
волшебный	神奇
макао	澳門
комикс	漫畫
альтернативы	替代品
валют	貨幣
бунт	反叛
бунт	叛亂
бунт	起義
бунт	反抗
бунт	騷亂
бунт	暴動
бунт	暴亂
бунт	叛逆
бунт	叛變
певцов	歌手
лян	梁
мечи	劍
декорации	裝飾
достигнуть	實現
мобилизации	調動
мобилизации	動員
полость	腔
смешанный	混合
настоятельно	敦促
снаряжение	齒輪
снаряжение	裝備
домик	船艙
домик	機艙
домик	客艙
формальные	正規
формальные	正式
колёса	車輪
колёса	輪
лебедь	天鵝
обувь	皮鞋
обувь	鞋
обувь	鞋類
обувь	鞋子
напоминаю	提醒
аккаунт	帳號
аккаунт	帳戶
барабан	鼓
революционная	革命性
разрушить	殘骸
разрушить	毀滅
разрушить	消滅
разрушить	摧毀
охраняемых	保護
разговоры	聊
разговоры	對話
заменять	替代
заменять	更換
заменять	取代
заменять	代替
заменять	替換
созвездия	星座
холмы	丘陵
пианино	鋼琴
защищены	保護
защищены	保留
защищены	預留
роз	玫瑰
интересное	有趣
алабама	阿拉巴馬州
алабама	阿拉巴馬
четверг	週四
четверг	星期四
лама	喇嘛
боливия	玻利維亞
миниатюра	迷你
миниатюра	微型
рыболовство	漁業
рыболовство	捕撈
рыболовство	捕魚
рыболовство	釣魚
потребление	消耗
потребление	消費
потребление	消費量
передовые	先進
прочесть	讀取
прочесть	閱讀
прочесть	讀
сенате	元老院
сенате	參議院
комплексного	整體
сетка	電網
энергетика	能量
энергетика	能源
ледник	冰川
эмират	酋長國
автономных	自主
седан	轎車
переселение	遷移
переселение	搬遷
плакат	海報
согласные	音
отъезда	出境
отъезда	離境
заключенных	犯人
заключенных	囚犯
заключенных	囚徒
локальные	局部
локальные	本地
локальные	當地
гестапо	蓋世太保
кнопка	按鍵
кнопка	按鈕
убита	被殺
органические	有機
формальный	正規
формальный	正式
серьезные	嚴重
серьезные	嚴肅
серьезные	認真
серьезные	重度
этика	倫理
этика	倫理學
лилия	百合
соломона	所羅門
пропустить	跳過
собрано	收集
углов	角落
гнезда	巢穴
гнезда	巢
гнезда	窩
ватикана	梵蒂岡
хаос	混亂
хаос	混沌
вечной	永恆
исполнить	執行
предыдущая	先前
фрукты	水果
фрукты	果實
фрукты	果
страдания	受苦
страдания	痛苦
страдания	苦難
приговорил	判刑
узких	狹隘
узких	窄
узких	狹義
узких	狹窄
узких	縮小
беременность	懷孕
беременность	孕期
беременность	妊娠
резолюция	決議
прогулки	行走
прогулки	步行
прогулки	走路
прогулки	散步
ликвидировать	消除
беседа	訪談
беседа	對話
беседа	面試
беседа	採訪
беседа	約談
беседа	面談
задержки	延遲
задержки	拖延
задержки	推遲
задержки	延誤
иакова	雅各
типичная	典型
родам	產婦
направленность	方向
направленность	推力
направленность	主旨
направленность	定向
азиаты	亞裔
извержение	噴發
извержение	爆發
извержение	火山爆發
привлекла	吸引
оранжевый	橙
оранжевый	橘子
оранжевый	橘色
оранжевый	橙色
оранжевый	橘
парни	男生
парни	男孩
годовщины	週年紀念
провал	失敗
чистое	純
чистое	純粹
чистое	純潔
чистое	純純
усилить	加強
кишечника	大腸
кишечника	腸子
кишечника	腸
хочешь	想要
концы	末端
преодоления	克服
спирс	長矛
тесты	測驗
тесты	測試
стоянка	停車位
стоянка	停車場
палестину	巴勒斯坦
пальцы	腳趾
пальцы	手指
пальцы	拇指
пальцы	大拇指
намерение	意向
намерение	意圖
привет	你好
привет	問候
привет	嘿
глобус	全球
глобус	環球
красавица	美
красавица	美麗
красавица	華麗
красавица	美女
красавица	漂亮
рынки	市場
ролик	夾
ролик	片段
ролик	剪輯
эксперта	專家
полюс	竿
полюс	鋼管
повторяется	反復
комбинация	組合
комбинация	套餐
мягкие	軟
мягкие	柔軟
мягкие	柔和
мягкие	軟軟
пытаюсь	嘗試
монарх	君主
свидетели	目擊者
свидетели	證人
ликвидация	消除
ликвидация	鏟除
ликвидация	根除
ликвидация	清算
стоя	站立
стоя	常備
стоя	常設
фут	腳
фут	英尺
древностей	文物
древностей	古物
грязи	泥巴
грязи	泥
грязи	泥漿
ничья	領結
ничья	領帶
ничья	抽籤
ничья	平局
ничья	繪製
ничья	畫
астрономических	天文
доступные	可用
палец	趾
палец	手指
палец	腳趾
палец	指頭
палец	大拇指
палец	拇指
триумф	凱旋
триумф	勝利
алжире	阿爾及爾
алжире	阿爾及利亞
маи	邁
влажность	潮濕
влажность	濕度
влажность	水分
атташе	隨員
держится	控股
держится	持有
гусь	鵝
гусь	雁
палубе	甲板
ядерная	核
ядерная	核子
керамика	陶藝
керамика	陶器
керамика	陶瓷
горизонтальной	橫向
горизонтальной	水平
передовых	先進
дюйма	英吋
равновесие	平衡
равновесие	餘額
равновесие	均衡
равновесие	結餘
волка	狼
согласования	統一
согласования	對齊
личинок	幼蟲
поймать	接住
заполнить	填寫
заполнить	填補
заполнить	填充
заполнить	填滿
диспетчер	派遣
кения	肯亞
функционирование	運作
прогрессивного	進步
прогрессивного	逐步
прогрессивного	累進
прогрессивного	漸進
экономисты	經濟學家
кристалл	水晶
кристалл	晶體
призыва	徵兵
тибетский	藏族
тибетский	藏文
слоган	標語
слоган	口號
хранилище	倉庫
хранилище	儲存
хранилище	倉儲
хранилище	貯存
хранилище	金庫
слона	象
слона	大象
отклонение	拒絕
отклонение	差異
отклонение	偏差
отклонение	偏離
массивы	陣列
исламский	伊斯蘭
свежие	清新
свежие	新鮮
ночное	晚上
ночное	夜
ночное	夜間
ночное	夜晚
опасный	危險性
опасный	危險
пятно	染色
пятно	模糊
пятно	污點
долги	債務
промежуточных	中間
промежуточных	中級
пятница	週五
пятница	星期五
психиатр	縮小
психиатр	收縮
воспроизведения	播放
воспроизведения	重播
пересмотра	修訂
родственник	親戚
родственник	相對
гуманитарной	人道主義
цветения	開花
спать	睡眠
спать	睡覺
спать	睡
агитации	拉票
агитации	煽動
агитации	鼓動
убеждений	信仰
заработать	賺
заработать	賺取
заработать	掙
безработицы	失業率
безработицы	失業
фанаты	粉絲
седьмое	第七
матки	子宮
сдаться	投降
сдаться	交出
столовая	餐飲
столовая	進餐
столовая	用餐
гуанчжоу	廣州
понравился	讚
пирамида	金字塔
автоматическое	自動
подчиняться	服從
навигация	導航
неолита	新石器時代
истечении	到期
приглашены	邀請
приглашены	受邀
прецедент	先例
тонкая	瘦
тонкая	薄
латинская	拉丁
латинская	拉丁文
экологические	生態
отражать	反映
посвящение	奉獻
графические	圖形
исключен	刪除
ртути	汞
